"","nhood","city","county","price","beds","baths","sqft","room_in_apt","address","lat","lon","d"
"46846","hayes valley","san francisco","san francisco",1600,2,NA,NA,0,NA,NA,NA,2004-06-25
"46847","hayes valley","san francisco","san francisco",1100,1,NA,NA,0,NA,NA,NA,2004-11-14
"46848","hayes valley","san francisco","san francisco",1700,2,NA,NA,0,NA,NA,NA,2004-11-14
"46849","hayes valley","san francisco","san francisco",1600,2,NA,NA,0,NA,NA,NA,2004-06-26
"46852","hayes valley","san francisco","san francisco",1200,1,NA,NA,0,NA,NA,NA,2004-11-15
"46854","hayes valley","san francisco","san francisco",1475,2,2,NA,0,NA,NA,NA,2004-11-15
"46855","hayes valley","san francisco","san francisco",1385,1,NA,NA,0,NA,NA,NA,2004-06-27
"46859","hayes valley","san francisco","san francisco",1395,1,NA,NA,0,NA,NA,NA,2004-11-16
"46860","hayes valley","san francisco","san francisco",1695,2,NA,NA,0,NA,NA,NA,2004-11-16
"46861","hayes valley","san francisco","san francisco",2200,3,NA,NA,0,NA,NA,NA,2004-11-16
"46862","hayes valley","san francisco","san francisco",2750,4,NA,NA,0,NA,NA,NA,2004-11-16
"46864","hayes valley","san francisco","san francisco",1095,1,NA,NA,0,NA,NA,NA,2004-06-28
"46865","hayes valley","san francisco","san francisco",1125,1,NA,NA,0,NA,NA,NA,2004-06-28
"46866","hayes valley","san francisco","san francisco",1250,1,NA,NA,0,NA,NA,NA,2004-06-28
"46867","hayes valley","san francisco","san francisco",2950,4,2,NA,0,NA,NA,NA,2004-06-28
"46868","hayes valley","san francisco","san francisco",3400,5,NA,NA,0,NA,NA,NA,2004-06-28
"46871","hayes valley","san francisco","san francisco",1100,1,NA,NA,0,NA,NA,NA,2004-11-17
"46872","hayes valley","san francisco","san francisco",1695,2,NA,NA,0,NA,NA,NA,2004-11-17
"46873","hayes valley","san francisco","san francisco",1500,1,NA,NA,0,NA,NA,NA,2004-06-29
"46875","hayes valley","san francisco","san francisco",1650,2,NA,NA,0,NA,NA,NA,2004-06-29
"46880","hayes valley","san francisco","san francisco",1600,2,NA,NA,0,NA,NA,NA,2004-06-30
"46881","hayes valley","san francisco","san francisco",1750,1,NA,NA,0,NA,NA,NA,2004-06-30
"46882","hayes valley","san francisco","san francisco",1875,2,NA,NA,0,NA,NA,NA,2006-06-02
"46884","hayes valley","san francisco","san francisco",1100,1,NA,NA,0,NA,NA,NA,2004-11-20
"46885","hayes valley","san francisco","san francisco",1695,2,NA,NA,0,NA,NA,NA,2004-11-20
"46888","hayes valley","san francisco","san francisco",1095,1,NA,NA,0,NA,NA,NA,2004-07-03
"46890","hayes valley","san francisco","san francisco",3450,1,NA,720,0,NA,NA,NA,2016-05-29
"46893","hayes valley","san francisco","san francisco",4450,2,NA,1058,0,NA,NA,NA,2016-06-02
"46894","hayes valley","san francisco","san francisco",4500,2,NA,NA,0,NA,NA,NA,2016-06-02
"46896","hayes valley","san francisco","san francisco",1385,1,NA,NA,0,NA,NA,NA,2004-07-05
"46897","hayes valley","san francisco","san francisco",1500,2,NA,NA,0,NA,NA,NA,2004-07-05
"46898","hayes valley","san francisco","san francisco",1400,1,NA,NA,0,NA,NA,NA,2006-06-23
"46900","hayes valley","san francisco","san francisco",1250,1,NA,NA,0,NA,NA,NA,2004-07-08
"46901","hayes valley","san francisco","san francisco",2000,3,NA,NA,0,NA,NA,NA,2004-07-08
"46903","hayes valley","san francisco","san francisco",1100,1,NA,NA,0,NA,NA,NA,2004-11-29
"46904","hayes valley","san francisco","san francisco",1695,2,NA,NA,0,NA,NA,NA,2004-11-29
"46906","hayes valley","san francisco","san francisco",1400,1,NA,NA,0,NA,NA,NA,2004-07-10
"46907","hayes valley","san francisco","san francisco",2695,3,NA,NA,0,NA,NA,NA,2004-07-10
"46908","hayes valley","san francisco","san francisco",2220,1,NA,750,0,NA,NA,NA,2011-09-24
"46909","hayes valley","san francisco","san francisco",1370,1,NA,NA,0,NA,NA,NA,2004-07-11
"46910","hayes valley","san francisco","san francisco",1600,1,NA,NA,0,NA,NA,NA,2004-07-11
"46911","hayes valley","san francisco","san francisco",1600,2,NA,NA,0,NA,NA,NA,2004-07-11
"46912","hayes valley","san francisco","san francisco",2800,3,NA,NA,0,NA,NA,NA,2004-07-11
"46914","hayes valley","san francisco","san francisco",2550,2,2,NA,0,NA,NA,NA,2004-12-09
"46915","hayes valley","san francisco","san francisco",2950,4,NA,NA,0,NA,NA,NA,2004-07-12
"46916","hayes valley","san francisco","san francisco",1595,1,NA,NA,0,NA,NA,NA,2004-12-10
"46917","hayes valley","san francisco","san francisco",2750,1,NA,NA,0,NA,NA,NA,2012-02-25
"46918","hayes valley","san francisco","san francisco",1400,1,NA,NA,0,NA,NA,NA,2004-07-13
"46919","hayes valley","san francisco","san francisco",3700,4,1,NA,0,NA,NA,NA,2006-07-18
"46920","hayes valley","san francisco","san francisco",1575,1,NA,NA,0,NA,NA,NA,2004-07-14
"46921","hayes valley","san francisco","san francisco",1600,1,NA,NA,0,NA,NA,NA,2004-07-15
"46923","hayes valley","san francisco","san francisco",995,1,NA,NA,0,NA,NA,NA,2004-07-16
"46924","hayes valley","san francisco","san francisco",1195,1,NA,NA,0,NA,NA,NA,2004-07-16
"46925","hayes valley","san francisco","san francisco",1575,2,NA,NA,0,NA,NA,NA,2004-07-16
"46926","hayes valley","san francisco","san francisco",2180,3,NA,1550,0,NA,NA,NA,2004-07-17
"46930","hayes valley","san francisco","san francisco",1490,1,NA,NA,0,NA,NA,NA,2004-12-17
"46932","hayes valley","san francisco","san francisco",2300,2,2,NA,0,NA,NA,NA,2004-12-17
"46934","hayes valley","san francisco","san francisco",2200,3,NA,NA,0,NA,NA,NA,2004-12-18
"46935","hayes valley","san francisco","san francisco",3100,4,NA,NA,0,NA,NA,NA,2004-12-18
"46936","hayes valley","san francisco","san francisco",1700,2,NA,NA,0,NA,NA,NA,2004-07-18
"46938","hayes valley","san francisco","san francisco",1250,1,NA,NA,0,NA,NA,NA,2004-07-19
"46939","hayes valley","san francisco","san francisco",2800,5,NA,NA,0,NA,NA,NA,2004-07-19
"46941","hayes valley","san francisco","san francisco",1395,1,NA,NA,0,NA,NA,NA,2004-12-30
"46942","hayes valley","san francisco","san francisco",1150,1,NA,NA,0,NA,NA,NA,2004-12-31
"46943","hayes valley","san francisco","san francisco",1925,2,NA,NA,0,NA,NA,NA,2004-12-31
"46944","hayes valley","san francisco","san francisco",1200,1,NA,NA,0,NA,NA,NA,2005-01-02
"46946","hayes valley","san francisco","san francisco",1600,2,NA,NA,0,NA,NA,NA,2004-07-22
"46947","hayes valley","san francisco","san francisco",2800,2,2.5,NA,0,NA,NA,NA,2004-07-22
"46948","hayes valley","san francisco","san francisco",1600,1,NA,NA,0,NA,NA,NA,2006-08-29
"46949","hayes valley","san francisco","san francisco",4450,1,NA,NA,0,NA,NA,NA,2015-01-27
"46950","hayes valley","san francisco","san francisco",4900,2,2,1001,0,NA,NA,NA,2015-01-27
"46952","hayes valley","san francisco","san francisco",2650,2,NA,1800,0,NA,NA,NA,2005-01-13
"46955","hayes valley","san francisco","san francisco",3000,3,NA,NA,0,NA,NA,NA,2004-07-25
"46958","hayes valley","san francisco","san francisco",2150,3,1,NA,0,NA,NA,NA,2004-09-18
"46959","hayes valley","san francisco","san francisco",2195,3,1,NA,0,NA,NA,NA,2004-09-18
"46960","hayes valley","san francisco","san francisco",1350,1,NA,NA,0,NA,NA,NA,2004-07-27
"46961","hayes valley","san francisco","san francisco",1725,2,NA,NA,0,NA,NA,NA,2004-07-27
"46962","hayes valley","san francisco","san francisco",1395,1,NA,NA,0,NA,NA,NA,2005-01-24
"46963","hayes valley","san francisco","san francisco",1590,1,NA,NA,0,NA,NA,NA,2004-08-08
"46964","hayes valley","san francisco","san francisco",3600,3,2,NA,0,NA,NA,NA,2004-08-08
"46966","hayes valley","san francisco","san francisco",1095,1,NA,NA,0,NA,NA,NA,2005-02-11
"46967","hayes valley","san francisco","san francisco",1650,1,NA,NA,0,NA,NA,NA,2006-12-08
"46968","hayes valley","san francisco","san francisco",2695,2,NA,NA,0,NA,NA,NA,2006-12-08
"46969","hayes valley","san francisco","san francisco",2100,1,NA,725,0,NA,NA,NA,2011-11-28
"46971","hayes valley","san francisco","san francisco",1550,1,NA,NA,0,NA,NA,NA,2004-08-11
"46973","hayes valley","san francisco","san francisco",1400,1,NA,NA,0,NA,NA,NA,2004-08-15
"46974","hayes valley","san francisco","san francisco",1490,1,NA,NA,0,NA,NA,NA,2004-08-15
"46975","hayes valley","san francisco","san francisco",1495,2,NA,NA,0,NA,NA,NA,2004-08-15
"46976","hayes valley","san francisco","san francisco",1595,1,NA,NA,0,NA,NA,NA,2005-02-19
"46977","hayes valley","san francisco","san francisco",3100,4,NA,NA,0,NA,NA,NA,2005-02-19
"46979","hayes valley","san francisco","san francisco",1490,1,NA,NA,0,NA,NA,NA,2004-08-16
"46980","hayes valley","san francisco","san francisco",1395,1,NA,NA,0,NA,NA,NA,2005-02-21
"46982","hayes valley","san francisco","san francisco",2695,2,2.5,NA,0,NA,NA,NA,2005-02-24
"46983","hayes valley","san francisco","san francisco",1195,1,NA,NA,0,NA,NA,NA,2005-02-27
"46984","hayes valley","san francisco","san francisco",3295,1,NA,NA,0,NA,NA,NA,2011-12-09
"46986","hayes valley","san francisco","san francisco",2250,2,NA,NA,0,NA,NA,NA,2004-08-19
"46987","hayes valley","san francisco","san francisco",3475,1,NA,NA,0,NA,NA,NA,2007-02-16
"46988","hayes valley","san francisco","san francisco",2990,3,NA,NA,0,NA,NA,NA,2004-08-20
"46990","hayes valley","san francisco","san francisco",1500,1,NA,NA,0,NA,NA,NA,2004-08-21
"46991","hayes valley","san francisco","san francisco",4250,5,2,NA,0,NA,NA,NA,2006-02-28
"46992","hayes valley","san francisco","san francisco",2695,1,1,NA,0,NA,NA,NA,2018-02-20
"46994","hayes valley","san francisco","san francisco",1250,1,NA,NA,0,NA,NA,NA,2004-08-23
"46996","hayes valley","san francisco","san francisco",1290,1,NA,NA,0,NA,NA,NA,2004-08-23
"46997","hayes valley","san francisco","san francisco",1500,1,NA,NA,0,NA,NA,NA,2004-08-23
"46998","hayes valley","san francisco","san francisco",2000,2,1,NA,0,NA,NA,NA,2004-08-23
"47002","hayes valley","san francisco","san francisco",1500,1,NA,NA,0,NA,NA,NA,2004-08-25
"47004","hayes valley","san francisco","san francisco",2000,2,1,NA,0,NA,NA,NA,2004-08-25
"47005","hayes valley","san francisco","san francisco",1495,2,NA,NA,0,NA,NA,NA,2004-08-26
"47006","hayes valley","san francisco","san francisco",1750,2,NA,NA,0,NA,NA,NA,2004-08-26
"47007","hayes valley","san francisco","san francisco",2200,2,NA,NA,0,NA,NA,NA,2005-03-25
"47008","hayes valley","san francisco","san francisco",2075,3,NA,NA,0,NA,NA,NA,2005-03-27
"47009","hayes valley","san francisco","san francisco",1350,1,NA,NA,0,NA,NA,NA,2004-08-27
"47010","hayes valley","san francisco","san francisco",2995,2,NA,NA,0,NA,NA,NA,2018-05-17
"47012","hayes valley","san francisco","san francisco",8700,3,NA,1514,0,NA,NA,NA,2015-08-13
"47013","hayes valley","san francisco","san francisco",1245,1,NA,NA,0,NA,NA,NA,2004-08-28
"47015","hayes valley","san francisco","san francisco",1975,2,1,NA,0,NA,NA,NA,2004-08-28
"47016","hayes valley","san francisco","san francisco",4895,5,2,NA,0,NA,NA,NA,2007-09-10
"47017","hayes valley","san francisco","san francisco",1350,1,NA,NA,0,NA,NA,NA,2005-04-08
"47018","hayes valley","san francisco","san francisco",1395,1,NA,NA,0,NA,NA,NA,2005-04-08
"47020","hayes valley","san francisco","san francisco",4895,5,2,NA,0,NA,NA,NA,2007-09-18
"47021","hayes valley","san francisco","san francisco",1500,1,NA,NA,0,NA,NA,NA,2004-08-31
"47023","hayes valley","san francisco","san francisco",2995,4,4,NA,0,NA,NA,NA,2004-09-01
"47024","hayes valley","san francisco","san francisco",1500,1,NA,NA,0,NA,NA,NA,2004-09-02
"47025","hayes valley","san francisco","san francisco",2995,4,4,NA,0,NA,NA,NA,2004-09-02
"47027","hayes valley","san francisco","san francisco",1500,1,NA,NA,0,NA,NA,NA,2004-09-03
"47028","hayes valley","san francisco","san francisco",1695,2,NA,NA,0,NA,NA,NA,2005-05-07
"47029","hayes valley","san francisco","san francisco",1290,1,NA,NA,0,NA,NA,NA,2004-09-05
"47030","hayes valley","san francisco","san francisco",2150,2,NA,NA,0,NA,NA,NA,2004-09-05
"47032","hayes valley","san francisco","san francisco",1100,1,NA,NA,0,NA,NA,NA,2004-09-06
"47033","hayes valley","san francisco","san francisco",1595,2,NA,NA,0,NA,NA,NA,2004-09-06
"47034","hayes valley","san francisco","san francisco",2995,4,4,NA,0,NA,NA,NA,2004-09-06
"47037","hayes valley","san francisco","san francisco",1290,1,NA,NA,0,NA,NA,NA,2004-09-07
"47038","hayes valley","san francisco","san francisco",1500,1,NA,NA,0,NA,NA,NA,2004-09-07
"47039","hayes valley","san francisco","san francisco",2995,4,NA,NA,0,NA,NA,NA,2004-09-07
"47041","hayes valley","san francisco","san francisco",1600,2,NA,NA,0,NA,NA,NA,2004-11-05
"47043","hayes valley","san francisco","san francisco",1500,2,NA,NA,0,NA,NA,NA,2004-09-08
"47044","hayes valley","san francisco","san francisco",2195,3,2,NA,0,NA,NA,NA,2004-09-08
"47045","hayes valley","san francisco","san francisco",3950,2,2,1300,0,NA,NA,NA,2011-11-17
"47046","hayes valley","san francisco","san francisco",4195,1,NA,NA,0,NA,NA,NA,2016-03-23
"47048","hayes valley","san francisco","san francisco",2995,4,4,NA,0,NA,NA,NA,2004-09-12
"47049","hayes valley","san francisco","san francisco",1150,1,NA,NA,0,NA,NA,NA,2004-09-13
"47050","hayes valley","san francisco","san francisco",1500,3,NA,NA,0,NA,NA,NA,2004-09-15
"47051","hayes valley","san francisco","san francisco",1500,3,NA,NA,0,NA,NA,NA,2004-09-16
"47053","hayes valley","san francisco","san francisco",1950,2,NA,NA,0,NA,NA,NA,2004-09-16
"47054","hayes valley","san francisco","san francisco",2195,3,1,NA,0,NA,NA,NA,2004-09-16
"47055","hayes valley","san francisco","san francisco",1950,2,NA,NA,0,NA,NA,NA,2004-09-17
"47057","hayes valley","san francisco","san francisco",2150,3,1,NA,0,NA,NA,NA,2004-09-17
"47061","hayes valley","san francisco","san francisco",2600,4,NA,NA,0,NA,NA,NA,2004-09-19
"47062","hayes valley","san francisco","san francisco",2995,4,4,NA,0,NA,NA,NA,2004-09-19
"47063","hayes valley","san francisco","san francisco",1050,1,NA,NA,0,NA,NA,NA,2004-09-20
"47064","hayes valley","san francisco","san francisco",1150,1,NA,NA,0,NA,NA,NA,2004-09-20
"47066","hayes valley","san francisco","san francisco",1695,2,NA,NA,0,NA,NA,NA,2004-09-20
"47067","hayes valley","san francisco","san francisco",2150,3,1,NA,0,NA,NA,NA,2004-09-20
"47068","hayes valley","san francisco","san francisco",1400,1,NA,NA,0,NA,NA,NA,2004-09-21
"47069","hayes valley","san francisco","san francisco",4500,2,NA,NA,0,NA,NA,NA,2012-05-18
"47070","hayes valley","san francisco","san francisco",1150,1,NA,NA,0,NA,NA,NA,2004-09-25
"47071","hayes valley","san francisco","san francisco",1600,2,NA,NA,0,NA,NA,NA,2004-09-25
"47072","hayes valley","san francisco","san francisco",880,1,1,NA,0,NA,NA,NA,2012-06-01
"47074","hayes valley","san francisco","san francisco",1575,1,NA,NA,0,NA,NA,NA,2004-09-26
"47075","hayes valley","san francisco","san francisco",2995,4,4,NA,0,NA,NA,NA,2004-09-26
"47077","hayes valley","san francisco","san francisco",1695,2,NA,NA,0,NA,NA,NA,2004-09-27
"47078","hayes valley","san francisco","san francisco",2995,4,4,NA,0,NA,NA,NA,2004-09-27
"47080","hayes valley","san francisco","san francisco",4000,2,2,1500,0,NA,NA,NA,2012-01-07
"47081","hayes valley","san francisco","san francisco",2700,2,2,NA,0,NA,NA,NA,2004-09-29
"47083","hayes valley","san francisco","san francisco",4450,2,NA,1017,0,NA,NA,NA,2016-05-29
"47085","hayes valley","san francisco","san francisco",1650,2,NA,NA,0,NA,NA,NA,2006-02-24
"47088","hayes valley","san francisco","san francisco",1850,1,NA,NA,0,NA,NA,NA,2006-02-25
"47089","hayes valley","san francisco","san francisco",1675,2,NA,NA,0,NA,NA,NA,2006-06-28
"47090","hayes valley","san francisco","san francisco",1450,1,NA,NA,0,NA,NA,NA,2012-07-07
"47092","hayes valley","san francisco","san francisco",3600,2,2.5,NA,0,NA,NA,NA,2008-10-11
"47093","hayes valley","san francisco","san francisco",1200,1,NA,NA,0,NA,NA,NA,2004-12-05
"47094","hayes valley","san francisco","san francisco",2100,2,2,NA,0,NA,NA,NA,2004-12-05
"47095","hayes valley","san francisco","san francisco",2595,4,NA,NA,0,NA,NA,NA,2004-10-20
"47099","hayes valley","san francisco","san francisco",6500,4,NA,NA,0,NA,NA,NA,2016-08-04
"47100","hayes valley","san francisco","san francisco",4750,2,2.5,NA,0,NA,NA,NA,2012-09-24
"47101","hayes valley","san francisco","san francisco",2800,3,NA,1315,0,NA,NA,NA,2013-01-15
"47103","hayes valley","san francisco","san francisco",3250,1,NA,NA,0,NA,NA,NA,2016-02-16
"47105","hayes valley","san francisco","san francisco",1800,3,NA,NA,0,NA,NA,NA,2004-10-27
"47106","hayes valley","san francisco","san francisco",3750,2,NA,1900,0,NA,NA,NA,2012-01-21
"47107","hayes valley","san francisco","san francisco",1999,1,NA,NA,0,NA,NA,NA,2004-10-29
"47108","hayes valley","san francisco","san francisco",2000,2,2,NA,0,NA,NA,NA,2006-04-09
"47109","hayes valley","san francisco","san francisco",1395,1,NA,NA,0,NA,NA,NA,2006-04-11
"47110","hayes valley","san francisco","san francisco",2700,3,NA,NA,0,NA,NA,NA,2010-07-21
"47113","hayes valley","san francisco","san francisco",1025,1,NA,NA,0,NA,NA,NA,2004-11-04
"47114","hayes valley","san francisco","san francisco",1100,1,NA,NA,0,NA,NA,NA,2004-11-04
"47115","hayes valley","san francisco","san francisco",1250,1,NA,NA,0,NA,NA,NA,2004-11-04
"47116","hayes valley","san francisco","san francisco",1750,2,NA,NA,0,NA,NA,NA,2004-11-04
"47118","hayes valley","san francisco","san francisco",1995,1,NA,NA,0,NA,NA,NA,2006-04-15
"47119","hayes valley","san francisco","san francisco",1695,2,NA,NA,0,NA,NA,NA,2012-04-20
"47120","hayes valley","san francisco","san francisco",3250,1,NA,880,0,NA,NA,NA,2012-01-29
"47122","hayes valley","san francisco","san francisco",1595,2,NA,NA,0,NA,NA,NA,2004-11-09
"47124","hayes valley","san francisco","san francisco",1100,1,NA,NA,0,NA,NA,NA,2004-11-10
"47125","hayes valley","san francisco","san francisco",1800,1,NA,NA,0,NA,NA,NA,2006-04-23
"47126","hayes valley","san francisco","san francisco",3195,3,NA,NA,0,NA,NA,NA,2006-04-23
"47127","hayes valley","san francisco","san francisco",1250,1,NA,NA,0,NA,NA,NA,2004-11-11
"47128","hayes valley","san francisco","san francisco",2200,3,NA,NA,0,NA,NA,NA,2004-11-11
"47130","hayes valley","san francisco","san francisco",4310,2,NA,1038,0,NA,37.771429,NA,2013-12-21
"47132","hayes valley","san francisco","san francisco",2695,1,NA,NA,0,NA,37.775525,NA,2013-12-24
"47133","hayes valley","san francisco","san francisco",1990,1,NA,NA,0,NA,NA,NA,2006-04-26
"47134","hayes valley","san francisco","san francisco",3495,3,NA,NA,0,NA,NA,NA,2006-04-26
"47135","hayes valley","san francisco","san francisco",3600,2,1.5,1500,0,NA,NA,NA,2012-02-03
"47137","hayes valley","san francisco","san francisco",1200,1,NA,NA,0,NA,NA,NA,2006-04-30
"47138","hayes valley","san francisco","san francisco",4534,1,NA,832,0,NA,NA,NA,2016-04-14
"47139","hayes valley","san francisco","san francisco",3895,5,NA,NA,0,NA,NA,NA,2006-01-16
"47142","hayes valley","san francisco","san francisco",1300,1,NA,NA,0,NA,NA,NA,2006-05-09
"47143","hayes valley","san francisco","san francisco",1600,1,NA,NA,0,NA,NA,NA,2004-11-18
"47144","hayes valley","san francisco","san francisco",3495,1,NA,NA,0,NA,NA,NA,2015-04-07
"47146","hayes valley","san francisco","san francisco",2295,1,NA,NA,0,NA,NA,NA,2014-08-03
"47147","hayes valley","san francisco","san francisco",4750,2,2,1000,0,"1444",37.774085,-122.422407,2014-08-03
"47149","hayes valley","san francisco","san francisco",2200,1,1,NA,0,NA,NA,NA,2011-06-24
"47151","hayes valley","san francisco","san francisco",2750,3,1.5,NA,0,NA,NA,NA,2006-02-19
"47152","hayes valley","san francisco","san francisco",1395,1,1,NA,0,NA,NA,NA,2006-06-14
"47153","hayes valley","san francisco","san francisco",1490,1,NA,NA,0,NA,NA,NA,2004-11-21
"47154","hayes valley","san francisco","san francisco",2100,2,2,NA,0,NA,NA,NA,2004-11-21
"47155","hayes valley","san francisco","san francisco",2750,4,NA,NA,0,NA,NA,NA,2004-11-21
"47156","hayes valley","san francisco","san francisco",1395,1,NA,NA,0,NA,NA,NA,2005-02-18
"47158","hayes valley","san francisco","san francisco",1490,1,NA,NA,0,NA,NA,NA,2004-11-22
"47159","hayes valley","san francisco","san francisco",4308,2,NA,NA,0,NA,NA,NA,2016-06-02
"47160","hayes valley","san francisco","san francisco",4800,3,1.5,NA,0,NA,NA,NA,2007-01-17
"47164","hayes valley","san francisco","san francisco",6950,3,NA,1100,0,NA,NA,NA,2014-08-17
"47165","hayes valley","san francisco","san francisco",2550,2,2,NA,0,NA,NA,NA,2004-11-27
"47167","hayes valley","san francisco","san francisco",3800,2,2,1500,0,NA,NA,NA,2012-02-18
"47168","hayes valley","san francisco","san francisco",3650,2,2,950,0,NA,NA,NA,2015-06-02
"47169","hayes valley","san francisco","san francisco",1550,2,NA,NA,0,NA,NA,NA,2006-07-05
"47171","hayes valley","san francisco","san francisco",2075,2,NA,NA,0,NA,NA,NA,2004-11-30
"47172","hayes valley","san francisco","san francisco",2500,3,NA,NA,0,NA,NA,NA,2005-03-12
"47174","hayes valley","san francisco","san francisco",4200,1,NA,831,0,NA,NA,NA,2015-06-16
"47175","hayes valley","san francisco","san francisco",3499,3,NA,1537,0,NA,NA,NA,2012-02-23
"47176","hayes valley","san francisco","san francisco",1295,1,NA,NA,0,NA,NA,NA,2004-12-07
"47177","hayes valley","san francisco","san francisco",1950,2,2,NA,0,NA,NA,NA,2004-12-07
"47179","hayes valley","san francisco","san francisco",4150,3,NA,NA,0,NA,NA,NA,2006-07-07
"47181","hayes valley","san francisco","san francisco",1400,1,NA,NA,0,NA,NA,NA,2006-07-14
"47182","hayes valley","san francisco","san francisco",2700,2,2,NA,0,NA,NA,NA,2006-07-18
"47183","hayes valley","san francisco","san francisco",2795,4,NA,NA,0,NA,NA,NA,2006-07-18
"47184","hayes valley","san francisco","san francisco",3600,4,NA,NA,0,NA,NA,NA,2006-07-18
"47186","hayes valley","san francisco","san francisco",1490,1,NA,NA,0,NA,NA,NA,2004-12-12
"47187","hayes valley","san francisco","san francisco",1700,2,NA,NA,0,NA,NA,NA,2004-12-12
"47188","hayes valley","san francisco","san francisco",2050,2,NA,NA,0,NA,NA,NA,2004-12-12
"47189","hayes valley","san francisco","san francisco",2300,2,2,NA,0,NA,NA,NA,2004-12-12
"47190","hayes valley","san francisco","san francisco",2550,2,2,NA,0,NA,NA,NA,2004-12-12
"47191","hayes valley","san francisco","san francisco",2600,4,NA,NA,0,NA,NA,NA,2004-12-12
"47194","hayes valley","san francisco","san francisco",1490,1,NA,NA,0,NA,NA,NA,2004-12-13
"47195","hayes valley","san francisco","san francisco",2300,2,2,NA,0,NA,NA,NA,2004-12-13
"47196","hayes valley","san francisco","san francisco",2950,2,NA,NA,0,NA,NA,NA,2004-12-13
"47198","hayes valley","san francisco","san francisco",1795,1,NA,NA,0,NA,NA,NA,2006-07-19
"47199","hayes valley","san francisco","san francisco",2200,2,NA,NA,0,NA,NA,NA,2006-07-19
"47200","hayes valley","san francisco","san francisco",1250,1,NA,NA,0,NA,NA,NA,2004-12-14
"47201","hayes valley","san francisco","san francisco",2100,3,NA,NA,0,NA,NA,NA,2004-12-14
"47202","hayes valley","san francisco","san francisco",3100,4,NA,NA,0,NA,NA,NA,2004-12-14
"47204","hayes valley","san francisco","san francisco",2000,2,1,944,0,NA,NA,NA,2012-03-29
"47205","hayes valley","san francisco","san francisco",1295,1,NA,NA,0,NA,NA,NA,2004-12-15
"47206","hayes valley","san francisco","san francisco",2950,2,NA,NA,0,NA,NA,NA,2004-12-15
"47207","hayes valley","san francisco","san francisco",1526,1,NA,NA,0,NA,NA,NA,2005-04-12
"47208","hayes valley","san francisco","san francisco",1650,1,NA,NA,0,NA,NA,NA,2006-08-13
"47210","hayes valley","san francisco","san francisco",2750,1,NA,NA,0,NA,NA,NA,2011-12-20
"47211","hayes valley","san francisco","san francisco",4000,1,1,900,0,NA,NA,NA,2015-10-22
"47213","hayes valley","san francisco","san francisco",3800,2,2,1500,0,NA,NA,NA,2012-02-29
"47214","hayes valley","san francisco","san francisco",3095,1,NA,NA,0,NA,NA,NA,2016-09-03
"47216","hayes valley","san francisco","san francisco",4995,2,NA,879,0,NA,NA,NA,2016-09-03
"47217","hayes valley","san francisco","san francisco",1450,1,NA,NA,0,NA,NA,NA,2011-11-14
"47218","hayes valley","san francisco","san francisco",2500,2,1,NA,0,NA,NA,NA,2006-08-14
"47219","hayes valley","san francisco","san francisco",3195,3,1,NA,0,NA,NA,NA,2010-07-09
"47222","hayes valley","san francisco","san francisco",3600,2,2.5,NA,0,NA,NA,NA,2006-08-22
"47223","hayes valley","san francisco","san francisco",1925,2,NA,NA,0,NA,NA,NA,2005-01-01
"47225","hayes valley","san francisco","san francisco",3000,2,NA,NA,0,NA,NA,NA,2011-11-28
"47226","hayes valley","san francisco","san francisco",5200,2,NA,1150,0,NA,NA,NA,2016-09-24
"47227","hayes valley","san francisco","san francisco",810,2,1,NA,0,NA,NA,NA,2012-04-20
"47228","hayes valley","san francisco","san francisco",5250,3,NA,NA,0,NA,NA,NA,2007-10-25
"47229","hayes valley","san francisco","san francisco",1250,1,NA,NA,0,NA,NA,NA,2005-06-01
"47230","hayes valley","san francisco","san francisco",3550,2,NA,681,0,NA,NA,NA,2015-01-27
"47231","hayes valley","san francisco","san francisco",4200,1,NA,778,0,NA,NA,NA,2015-01-27
"47232","hayes valley","san francisco","san francisco",2720,3,NA,NA,0,NA,NA,NA,2011-12-29
"47233","hayes valley","san francisco","san francisco",2150,1,1,NA,0,NA,NA,NA,2012-04-27
"47234","hayes valley","san francisco","san francisco",3995,5,2,NA,0,NA,NA,NA,2006-09-29
"47235","hayes valley","san francisco","san francisco",5505,2,NA,NA,0,NA,NA,NA,2012-03-07
"47236","hayes valley","san francisco","san francisco",1800,1,NA,NA,0,NA,NA,NA,2011-11-20
"47237","hayes valley","san francisco","san francisco",2950,1,1,827,0,NA,NA,NA,2011-11-20
"47238","hayes valley","san francisco","san francisco",5500,4,2,1900,0,NA,NA,NA,2011-11-20
"47239","hayes valley","san francisco","san francisco",3350,1,NA,NA,0,NA,NA,NA,2015-03-09
"47242","hayes valley","san francisco","san francisco",1690,1,NA,NA,0,NA,NA,NA,2005-01-19
"47243","hayes valley","san francisco","san francisco",2100,2,2,NA,0,NA,NA,NA,2005-01-19
"47244","hayes valley","san francisco","san francisco",3100,4,NA,NA,0,NA,NA,NA,2005-01-19
"47245","hayes valley","san francisco","san francisco",1675,1,NA,NA,0,NA,NA,NA,2006-11-18
"47246","hayes valley","san francisco","san francisco",1875,2,NA,NA,0,NA,NA,NA,2006-11-18
"47248","hayes valley","san francisco","san francisco",3990,1,NA,900,0,NA,NA,NA,2015-06-02
"47249","hayes valley","san francisco","san francisco",1595,1,NA,NA,0,NA,NA,NA,2005-01-25
