"","nhood_month_year","count","month","year","nhood"
"734","12 2014 Japantown",1,"12","2014","Japantown"
"735","12 2014 Lakeshore",3,"12","2014","Lakeshore"
"736","12 2014 Lone Mountain/USF",6,"12","2014","Lone Mountain/USF"
"737","12 2014 Marina",4,"12","2014","Marina"
"738","12 2014 Mission",10,"12","2014","Mission"
"739","12 2014 Nob Hill",3,"12","2014","Nob Hill"
"740","12 2014 North Beach",1,"12","2014","North Beach"
"741","12 2014 Outer Richmond",9,"12","2014","Outer Richmond"
"742","12 2014 Pacific Heights",5,"12","2014","Pacific Heights"
"743","12 2014 Portola",3,"12","2014","Portola"
"744","12 2014 Potrero Hill",6,"12","2014","Potrero Hill"
"745","12 2014 Presidio Heights",1,"12","2014","Presidio Heights"
"746","12 2014 Russian Hill",3,"12","2014","Russian Hill"
"747","12 2014 Sunset/Parkside",14,"12","2014","Sunset/Parkside"
"748","12 2014 Tenderloin",14,"12","2014","Tenderloin"
"749","12 2014 Visitacion Valley",1,"12","2014","Visitacion Valley"
"750","12 2014 West of Twin Peaks",2,"12","2014","West of Twin Peaks"
"751","12 2014 Western Addition",2,"12","2014","Western Addition"
"752","12 2015 Bayview Hunters Point",6,"12","2015","Bayview Hunters Point"
"753","12 2015 Bernal Heights",7,"12","2015","Bernal Heights"
"754","12 2015 Castro/Upper Market",2,"12","2015","Castro/Upper Market"
"755","12 2015 Chinatown",1,"12","2015","Chinatown"
"756","12 2015 Excelsior/Outer Mission",12,"12","2015","Excelsior/Outer Mission"
"757","12 2015 Financial District/South Beach/SOMA",2,"12","2015","Financial District/South Beach/SOMA"
"758","12 2015 Glen Park/Noe Valley",2,"12","2015","Glen Park/Noe Valley"
"759","12 2015 Haight Ashbury/Hayes Valley",3,"12","2015","Haight Ashbury/Hayes Valley"
"760","12 2015 Inner Richmond",3,"12","2015","Inner Richmond"
"761","12 2015 Inner Sunset",5,"12","2015","Inner Sunset"
"762","12 2015 Lakeshore",6,"12","2015","Lakeshore"
"763","12 2015 Lone Mountain/USF",1,"12","2015","Lone Mountain/USF"
"764","12 2015 Marina",5,"12","2015","Marina"
"765","12 2015 Mission",19,"12","2015","Mission"
"766","12 2015 Mission Bay",1,"12","2015","Mission Bay"
"767","12 2015 Oceanview/Merced/Ingleside",2,"12","2015","Oceanview/Merced/Ingleside"
"768","12 2015 Outer Richmond",3,"12","2015","Outer Richmond"
"769","12 2015 Pacific Heights",5,"12","2015","Pacific Heights"
"770","12 2015 Portola",3,"12","2015","Portola"
"771","12 2015 Potrero Hill",1,"12","2015","Potrero Hill"
"772","12 2015 Presidio Heights",1,"12","2015","Presidio Heights"
"773","12 2015 Russian Hill",2,"12","2015","Russian Hill"
"774","12 2015 Seacliff",1,"12","2015","Seacliff"
"775","12 2015 Sunset/Parkside",7,"12","2015","Sunset/Parkside"
"776","12 2015 Tenderloin",5,"12","2015","Tenderloin"
"777","12 2015 Visitacion Valley",3,"12","2015","Visitacion Valley"
"778","12 2015 West of Twin Peaks",4,"12","2015","West of Twin Peaks"
"779","12 2015 Western Addition",1,"12","2015","Western Addition"
"780","12 2016 Bayview Hunters Point",9,"12","2016","Bayview Hunters Point"
"781","12 2016 Bernal Heights",3,"12","2016","Bernal Heights"
"782","12 2016 Chinatown",2,"12","2016","Chinatown"
"783","12 2016 Excelsior/Outer Mission",8,"12","2016","Excelsior/Outer Mission"
"784","12 2016 Financial District/South Beach/SOMA",4,"12","2016","Financial District/South Beach/SOMA"
"785","12 2016 Glen Park/Noe Valley",8,"12","2016","Glen Park/Noe Valley"
"786","12 2016 Haight Ashbury/Hayes Valley",10,"12","2016","Haight Ashbury/Hayes Valley"
"787","12 2016 Inner Richmond",2,"12","2016","Inner Richmond"
"788","12 2016 Inner Sunset",2,"12","2016","Inner Sunset"
"789","12 2016 Lakeshore",11,"12","2016","Lakeshore"
"790","12 2016 Lone Mountain/USF",3,"12","2016","Lone Mountain/USF"
"791","12 2016 Marina",2,"12","2016","Marina"
"792","12 2016 Mission",8,"12","2016","Mission"
"793","12 2016 Nob Hill",2,"12","2016","Nob Hill"
"794","12 2016 North Beach",3,"12","2016","North Beach"
"795","12 2016 Oceanview/Merced/Ingleside",2,"12","2016","Oceanview/Merced/Ingleside"
"796","12 2016 Outer Richmond",4,"12","2016","Outer Richmond"
"797","12 2016 Pacific Heights",6,"12","2016","Pacific Heights"
"798","12 2016 Potrero Hill",4,"12","2016","Potrero Hill"
"799","12 2016 Russian Hill",4,"12","2016","Russian Hill"
"800","12 2016 Seacliff",1,"12","2016","Seacliff"
"801","12 2016 Sunset/Parkside",11,"12","2016","Sunset/Parkside"
"802","12 2016 Tenderloin",8,"12","2016","Tenderloin"
"803","12 2016 Twin Peaks",1,"12","2016","Twin Peaks"
"804","12 2016 Visitacion Valley",1,"12","2016","Visitacion Valley"
"805","12 2016 West of Twin Peaks",4,"12","2016","West of Twin Peaks"
"806","12 2016 Western Addition",2,"12","2016","Western Addition"
"807","12 2017 Bayview Hunters Point",4,"12","2017","Bayview Hunters Point"
"808","12 2017 Bernal Heights",1,"12","2017","Bernal Heights"
"809","12 2017 Castro/Upper Market",3,"12","2017","Castro/Upper Market"
"810","12 2017 Excelsior/Outer Mission",6,"12","2017","Excelsior/Outer Mission"
"811","12 2017 Financial District/South Beach/SOMA",3,"12","2017","Financial District/South Beach/SOMA"
"812","12 2017 Glen Park/Noe Valley",2,"12","2017","Glen Park/Noe Valley"
"813","12 2017 Haight Ashbury/Hayes Valley",4,"12","2017","Haight Ashbury/Hayes Valley"
"814","12 2017 Inner Richmond",5,"12","2017","Inner Richmond"
"815","12 2017 Inner Sunset",4,"12","2017","Inner Sunset"
"816","12 2017 Lakeshore",11,"12","2017","Lakeshore"
"817","12 2017 Marina",4,"12","2017","Marina"
"818","12 2017 Mission",8,"12","2017","Mission"
"819","12 2017 Mission Bay",1,"12","2017","Mission Bay"
"820","12 2017 Nob Hill",3,"12","2017","Nob Hill"
"821","12 2017 North Beach",1,"12","2017","North Beach"
"822","12 2017 Oceanview/Merced/Ingleside",4,"12","2017","Oceanview/Merced/Ingleside"
"823","12 2017 Outer Richmond",6,"12","2017","Outer Richmond"
"824","12 2017 Pacific Heights",4,"12","2017","Pacific Heights"
"825","12 2017 Portola",2,"12","2017","Portola"
"826","12 2017 Presidio Heights",2,"12","2017","Presidio Heights"
"827","12 2017 Russian Hill",1,"12","2017","Russian Hill"
"828","12 2017 Sunset/Parkside",12,"12","2017","Sunset/Parkside"
"829","12 2017 Tenderloin",5,"12","2017","Tenderloin"
"830","12 2017 Twin Peaks",1,"12","2017","Twin Peaks"
"831","12 2017 West of Twin Peaks",2,"12","2017","West of Twin Peaks"
"832","12 2017 Western Addition",1,"12","2017","Western Addition"
"833","12 2018 Bayview Hunters Point",7,"12","2018","Bayview Hunters Point"
"834","12 2018 Bernal Heights",4,"12","2018","Bernal Heights"
"835","12 2018 Castro/Upper Market",4,"12","2018","Castro/Upper Market"
"836","12 2018 Chinatown",1,"12","2018","Chinatown"
"837","12 2018 Excelsior/Outer Mission",6,"12","2018","Excelsior/Outer Mission"
"838","12 2018 Financial District/South Beach/SOMA",1,"12","2018","Financial District/South Beach/SOMA"
"839","12 2018 Haight Ashbury/Hayes Valley",2,"12","2018","Haight Ashbury/Hayes Valley"
"840","12 2018 Inner Richmond",3,"12","2018","Inner Richmond"
"841","12 2018 Inner Sunset",1,"12","2018","Inner Sunset"
"842","12 2018 Lakeshore",38,"12","2018","Lakeshore"
"843","12 2018 Marina",8,"12","2018","Marina"
"844","12 2018 Mission",4,"12","2018","Mission"
"845","12 2018 Nob Hill",5,"12","2018","Nob Hill"
"846","12 2018 North Beach",5,"12","2018","North Beach"
"847","12 2018 Oceanview/Merced/Ingleside",2,"12","2018","Oceanview/Merced/Ingleside"
"848","12 2018 Outer Richmond",1,"12","2018","Outer Richmond"
"849","12 2018 Pacific Heights",1,"12","2018","Pacific Heights"
"850","12 2018 Russian Hill",5,"12","2018","Russian Hill"
"851","12 2018 Seacliff",2,"12","2018","Seacliff"
"852","12 2018 Sunset/Parkside",10,"12","2018","Sunset/Parkside"
"853","12 2018 Tenderloin",7,"12","2018","Tenderloin"
"854","12 2018 West of Twin Peaks",2,"12","2018","West of Twin Peaks"
"855","12 2018 Western Addition",1,"12","2018","Western Addition"
"856","2 2011 Bayview Hunters Point",2,"2","2011","Bayview Hunters Point"
"857","2 2011 Bernal Heights",1,"2","2011","Bernal Heights"
"858","2 2011 Castro/Upper Market",2,"2","2011","Castro/Upper Market"
"859","2 2011 Chinatown",1,"2","2011","Chinatown"
"860","2 2011 Excelsior/Outer Mission",3,"2","2011","Excelsior/Outer Mission"
"861","2 2011 Financial District/South Beach/SOMA",1,"2","2011","Financial District/South Beach/SOMA"
"862","2 2011 Glen Park/Noe Valley",4,"2","2011","Glen Park/Noe Valley"
"863","2 2011 Golden Gate Park",1,"2","2011","Golden Gate Park"
"864","2 2011 Haight Ashbury/Hayes Valley",7,"2","2011","Haight Ashbury/Hayes Valley"
"865","2 2011 Inner Richmond",1,"2","2011","Inner Richmond"
"866","2 2011 Inner Sunset",1,"2","2011","Inner Sunset"
"867","2 2011 Lone Mountain/USF",3,"2","2011","Lone Mountain/USF"
"868","2 2011 Marina",3,"2","2011","Marina"
"869","2 2011 Mission",6,"2","2011","Mission"
"870","2 2011 Nob Hill",2,"2","2011","Nob Hill"
"871","2 2011 North Beach",4,"2","2011","North Beach"
"872","2 2011 Oceanview/Merced/Ingleside",2,"2","2011","Oceanview/Merced/Ingleside"
"873","2 2011 Outer Richmond",5,"2","2011","Outer Richmond"
"874","2 2011 Pacific Heights",5,"2","2011","Pacific Heights"
"875","2 2011 Portola",1,"2","2011","Portola"
"876","2 2011 Potrero Hill",3,"2","2011","Potrero Hill"
"877","2 2011 Presidio Heights",1,"2","2011","Presidio Heights"
"878","2 2011 Russian Hill",4,"2","2011","Russian Hill"
"879","2 2011 Sunset/Parkside",4,"2","2011","Sunset/Parkside"
"880","2 2011 Tenderloin",3,"2","2011","Tenderloin"
"881","2 2011 Twin Peaks",3,"2","2011","Twin Peaks"
"882","2 2011 Visitacion Valley",2,"2","2011","Visitacion Valley"
"883","2 2011 West of Twin Peaks",1,"2","2011","West of Twin Peaks"
"884","2 2012 Bayview Hunters Point",2,"2","2012","Bayview Hunters Point"
"885","2 2012 Bernal Heights",4,"2","2012","Bernal Heights"
"886","2 2012 Castro/Upper Market",2,"2","2012","Castro/Upper Market"
"887","2 2012 Chinatown",2,"2","2012","Chinatown"
"888","2 2012 Excelsior/Outer Mission",8,"2","2012","Excelsior/Outer Mission"
"889","2 2012 Financial District/South Beach/SOMA",2,"2","2012","Financial District/South Beach/SOMA"
"890","2 2012 Glen Park/Noe Valley",7,"2","2012","Glen Park/Noe Valley"
"891","2 2012 Haight Ashbury/Hayes Valley",10,"2","2012","Haight Ashbury/Hayes Valley"
"892","2 2012 Inner Richmond",3,"2","2012","Inner Richmond"
"893","2 2012 Inner Sunset",1,"2","2012","Inner Sunset"
"894","2 2012 Japantown",1,"2","2012","Japantown"
"895","2 2012 Lone Mountain/USF",4,"2","2012","Lone Mountain/USF"
"896","2 2012 Marina",3,"2","2012","Marina"
"897","2 2012 Mission",12,"2","2012","Mission"
"898","2 2012 Nob Hill",3,"2","2012","Nob Hill"
"899","2 2012 North Beach",1,"2","2012","North Beach"
"900","2 2012 Oceanview/Merced/Ingleside",1,"2","2012","Oceanview/Merced/Ingleside"
"901","2 2012 Outer Richmond",8,"2","2012","Outer Richmond"
"902","2 2012 Pacific Heights",3,"2","2012","Pacific Heights"
"903","2 2012 Portola",1,"2","2012","Portola"
"904","2 2012 Potrero Hill",2,"2","2012","Potrero Hill"
"905","2 2012 Russian Hill",7,"2","2012","Russian Hill"
"906","2 2012 Sunset/Parkside",9,"2","2012","Sunset/Parkside"
"907","2 2012 Tenderloin",6,"2","2012","Tenderloin"
"908","2 2012 Twin Peaks",4,"2","2012","Twin Peaks"
"909","2 2012 Visitacion Valley",1,"2","2012","Visitacion Valley"
"910","2 2012 West of Twin Peaks",1,"2","2012","West of Twin Peaks"
"911","2 2012 Western Addition",2,"2","2012","Western Addition"
"912","2 2013 Bayview Hunters Point",2,"2","2013","Bayview Hunters Point"
"913","2 2013 Castro/Upper Market",4,"2","2013","Castro/Upper Market"
"914","2 2013 Chinatown",1,"2","2013","Chinatown"
"915","2 2013 Excelsior/Outer Mission",4,"2","2013","Excelsior/Outer Mission"
"916","2 2013 Financial District/South Beach/SOMA",5,"2","2013","Financial District/South Beach/SOMA"
"917","2 2013 Glen Park/Noe Valley",2,"2","2013","Glen Park/Noe Valley"
"918","2 2013 Golden Gate Park",2,"2","2013","Golden Gate Park"
"919","2 2013 Haight Ashbury/Hayes Valley",3,"2","2013","Haight Ashbury/Hayes Valley"
"920","2 2013 Inner Richmond",2,"2","2013","Inner Richmond"
"921","2 2013 Inner Sunset",1,"2","2013","Inner Sunset"
"922","2 2013 Japantown",1,"2","2013","Japantown"
"923","2 2013 Lakeshore",7,"2","2013","Lakeshore"
"924","2 2013 Lone Mountain/USF",1,"2","2013","Lone Mountain/USF"
"925","2 2013 Marina",3,"2","2013","Marina"
"926","2 2013 Mission",16,"2","2013","Mission"
"927","2 2013 Nob Hill",8,"2","2013","Nob Hill"
"928","2 2013 North Beach",3,"2","2013","North Beach"
"929","2 2013 Outer Richmond",7,"2","2013","Outer Richmond"
"930","2 2013 Pacific Heights",6,"2","2013","Pacific Heights"
"931","2 2013 Potrero Hill",1,"2","2013","Potrero Hill"
"932","2 2013 Presidio Heights",1,"2","2013","Presidio Heights"
"933","2 2013 Russian Hill",4,"2","2013","Russian Hill"
"934","2 2013 Sunset/Parkside",7,"2","2013","Sunset/Parkside"
"935","2 2013 Tenderloin",8,"2","2013","Tenderloin"
"936","2 2013 Twin Peaks",1,"2","2013","Twin Peaks"
"937","2 2013 Visitacion Valley",1,"2","2013","Visitacion Valley"
"938","2 2013 West of Twin Peaks",4,"2","2013","West of Twin Peaks"
"939","2 2014 Bayview Hunters Point",3,"2","2014","Bayview Hunters Point"
"940","2 2014 Bernal Heights",5,"2","2014","Bernal Heights"
"941","2 2014 Castro/Upper Market",9,"2","2014","Castro/Upper Market"
"942","2 2014 Chinatown",2,"2","2014","Chinatown"
"943","2 2014 Excelsior/Outer Mission",11,"2","2014","Excelsior/Outer Mission"
"944","2 2014 Financial District/South Beach/SOMA",3,"2","2014","Financial District/South Beach/SOMA"
"945","2 2014 Glen Park/Noe Valley",5,"2","2014","Glen Park/Noe Valley"
"946","2 2014 Haight Ashbury/Hayes Valley",7,"2","2014","Haight Ashbury/Hayes Valley"
"947","2 2014 Inner Richmond",1,"2","2014","Inner Richmond"
"948","2 2014 Inner Sunset",4,"2","2014","Inner Sunset"
"949","2 2014 Lakeshore",8,"2","2014","Lakeshore"
"950","2 2014 Lone Mountain/USF",3,"2","2014","Lone Mountain/USF"
"951","2 2014 Marina",2,"2","2014","Marina"
"952","2 2014 Mission",16,"2","2014","Mission"
"953","2 2014 Nob Hill",6,"2","2014","Nob Hill"
"954","2 2014 North Beach",6,"2","2014","North Beach"
"955","2 2014 Outer Richmond",6,"2","2014","Outer Richmond"
"956","2 2014 Pacific Heights",3,"2","2014","Pacific Heights"
"957","2 2014 Portola",3,"2","2014","Portola"
"958","2 2014 Potrero Hill",1,"2","2014","Potrero Hill"
"959","2 2014 Presidio Heights",2,"2","2014","Presidio Heights"
"960","2 2014 Russian Hill",6,"2","2014","Russian Hill"
"961","2 2014 Sunset/Parkside",6,"2","2014","Sunset/Parkside"
"962","2 2014 Tenderloin",6,"2","2014","Tenderloin"
"963","2 2014 Twin Peaks",1,"2","2014","Twin Peaks"
"964","2 2014 Visitacion Valley",1,"2","2014","Visitacion Valley"
"965","2 2014 Western Addition",6,"2","2014","Western Addition"
"966","2 2015 Bayview Hunters Point",2,"2","2015","Bayview Hunters Point"
"967","2 2015 Bernal Heights",6,"2","2015","Bernal Heights"
"968","2 2015 Castro/Upper Market",8,"2","2015","Castro/Upper Market"
"969","2 2015 Chinatown",1,"2","2015","Chinatown"
"970","2 2015 Excelsior/Outer Mission",6,"2","2015","Excelsior/Outer Mission"
"971","2 2015 Financial District/South Beach/SOMA",5,"2","2015","Financial District/South Beach/SOMA"
"972","2 2015 Glen Park/Noe Valley",4,"2","2015","Glen Park/Noe Valley"
"973","2 2015 Golden Gate Park",1,"2","2015","Golden Gate Park"
"974","2 2015 Haight Ashbury/Hayes Valley",6,"2","2015","Haight Ashbury/Hayes Valley"
"975","2 2015 Inner Sunset",5,"2","2015","Inner Sunset"
"976","2 2015 Lakeshore",10,"2","2015","Lakeshore"
"977","2 2015 Lone Mountain/USF",2,"2","2015","Lone Mountain/USF"
"978","2 2015 Marina",4,"2","2015","Marina"
"979","2 2015 Mission",14,"2","2015","Mission"
"980","2 2015 Nob Hill",6,"2","2015","Nob Hill"
"981","2 2015 North Beach",5,"2","2015","North Beach"
"982","2 2015 Oceanview/Merced/Ingleside",5,"2","2015","Oceanview/Merced/Ingleside"
"983","2 2015 Outer Richmond",10,"2","2015","Outer Richmond"
"984","2 2015 Pacific Heights",3,"2","2015","Pacific Heights"
"985","2 2015 Portola",1,"2","2015","Portola"
"986","2 2015 Potrero Hill",2,"2","2015","Potrero Hill"
"987","2 2015 Russian Hill",1,"2","2015","Russian Hill"
"988","2 2015 Sunset/Parkside",10,"2","2015","Sunset/Parkside"
"989","2 2015 Tenderloin",13,"2","2015","Tenderloin"
"990","2 2015 Twin Peaks",1,"2","2015","Twin Peaks"
"991","2 2015 Visitacion Valley",1,"2","2015","Visitacion Valley"
"992","2 2015 West of Twin Peaks",2,"2","2015","West of Twin Peaks"
"993","2 2015 Western Addition",1,"2","2015","Western Addition"
"994","2 2016 Bayview Hunters Point",4,"2","2016","Bayview Hunters Point"
"995","2 2016 Bernal Heights",1,"2","2016","Bernal Heights"
"996","2 2016 Castro/Upper Market",6,"2","2016","Castro/Upper Market"
"997","2 2016 Chinatown",1,"2","2016","Chinatown"
"998","2 2016 Excelsior/Outer Mission",11,"2","2016","Excelsior/Outer Mission"
"999","2 2016 Financial District/South Beach/SOMA",5,"2","2016","Financial District/South Beach/SOMA"
"1000","2 2016 Glen Park/Noe Valley",1,"2","2016","Glen Park/Noe Valley"
"1001","2 2016 Haight Ashbury/Hayes Valley",6,"2","2016","Haight Ashbury/Hayes Valley"
"1002","2 2016 Inner Richmond",3,"2","2016","Inner Richmond"
"1003","2 2016 Inner Sunset",5,"2","2016","Inner Sunset"
"1004","2 2016 Japantown",1,"2","2016","Japantown"
"1005","2 2016 Lakeshore",8,"2","2016","Lakeshore"
"1006","2 2016 Lone Mountain/USF",2,"2","2016","Lone Mountain/USF"
"1007","2 2016 Marina",4,"2","2016","Marina"
"1008","2 2016 McLaren Park",1,"2","2016","McLaren Park"
"1009","2 2016 Mission",20,"2","2016","Mission"
"1010","2 2016 Nob Hill",8,"2","2016","Nob Hill"
"1011","2 2016 North Beach",7,"2","2016","North Beach"
"1012","2 2016 Oceanview/Merced/Ingleside",4,"2","2016","Oceanview/Merced/Ingleside"
"1013","2 2016 Outer Richmond",8,"2","2016","Outer Richmond"
"1014","2 2016 Pacific Heights",6,"2","2016","Pacific Heights"
"1015","2 2016 Portola",2,"2","2016","Portola"
"1016","2 2016 Potrero Hill",2,"2","2016","Potrero Hill"
"1017","2 2016 Russian Hill",5,"2","2016","Russian Hill"
"1018","2 2016 Sunset/Parkside",9,"2","2016","Sunset/Parkside"
"1019","2 2016 Tenderloin",7,"2","2016","Tenderloin"
"1020","2 2016 Twin Peaks",1,"2","2016","Twin Peaks"
"1021","2 2016 Visitacion Valley",2,"2","2016","Visitacion Valley"
"1022","2 2016 West of Twin Peaks",1,"2","2016","West of Twin Peaks"
"1023","2 2016 Western Addition",1,"2","2016","Western Addition"
"1024","2 2017 Bayview Hunters Point",8,"2","2017","Bayview Hunters Point"
"1025","2 2017 Bernal Heights",5,"2","2017","Bernal Heights"
"1026","2 2017 Castro/Upper Market",4,"2","2017","Castro/Upper Market"
"1027","2 2017 Chinatown",2,"2","2017","Chinatown"
"1028","2 2017 Excelsior/Outer Mission",8,"2","2017","Excelsior/Outer Mission"
"1029","2 2017 Financial District/South Beach/SOMA",2,"2","2017","Financial District/South Beach/SOMA"
"1030","2 2017 Glen Park/Noe Valley",9,"2","2017","Glen Park/Noe Valley"
"1031","2 2017 Haight Ashbury/Hayes Valley",10,"2","2017","Haight Ashbury/Hayes Valley"
"1032","2 2017 Inner Richmond",3,"2","2017","Inner Richmond"
"1033","2 2017 Inner Sunset",1,"2","2017","Inner Sunset"
"1034","2 2017 Lakeshore",10,"2","2017","Lakeshore"
"1035","2 2017 Marina",1,"2","2017","Marina"
"1036","2 2017 Mission",11,"2","2017","Mission"
"1037","2 2017 Nob Hill",3,"2","2017","Nob Hill"
"1038","2 2017 North Beach",3,"2","2017","North Beach"
"1039","2 2017 Oceanview/Merced/Ingleside",1,"2","2017","Oceanview/Merced/Ingleside"
"1040","2 2017 Outer Richmond",8,"2","2017","Outer Richmond"
"1041","2 2017 Pacific Heights",3,"2","2017","Pacific Heights"
"1042","2 2017 Portola",1,"2","2017","Portola"
"1043","2 2017 Potrero Hill",2,"2","2017","Potrero Hill"
"1044","2 2017 Presidio Heights",2,"2","2017","Presidio Heights"
"1045","2 2017 Russian Hill",2,"2","2017","Russian Hill"
"1046","2 2017 Sunset/Parkside",14,"2","2017","Sunset/Parkside"
"1047","2 2017 Tenderloin",4,"2","2017","Tenderloin"
"1048","2 2017 Twin Peaks",1,"2","2017","Twin Peaks"
"1049","2 2017 Visitacion Valley",3,"2","2017","Visitacion Valley"
"1050","2 2017 West of Twin Peaks",1,"2","2017","West of Twin Peaks"
"1051","2 2017 Western Addition",2,"2","2017","Western Addition"
"1052","2 2018 Bayview Hunters Point",4,"2","2018","Bayview Hunters Point"
"1053","2 2018 Bernal Heights",4,"2","2018","Bernal Heights"
"1054","2 2018 Castro/Upper Market",1,"2","2018","Castro/Upper Market"
"1055","2 2018 Chinatown",1,"2","2018","Chinatown"
"1056","2 2018 Excelsior/Outer Mission",1,"2","2018","Excelsior/Outer Mission"
"1057","2 2018 Financial District/South Beach/SOMA",7,"2","2018","Financial District/South Beach/SOMA"
"1058","2 2018 Glen Park/Noe Valley",2,"2","2018","Glen Park/Noe Valley"
"1059","2 2018 Haight Ashbury/Hayes Valley",6,"2","2018","Haight Ashbury/Hayes Valley"
"1060","2 2018 Inner Richmond",6,"2","2018","Inner Richmond"
"1061","2 2018 Inner Sunset",5,"2","2018","Inner Sunset"
"1062","2 2018 Lakeshore",8,"2","2018","Lakeshore"
"1063","2 2018 Lone Mountain/USF",2,"2","2018","Lone Mountain/USF"
"1064","2 2018 Marina",1,"2","2018","Marina"
"1065","2 2018 Mission",13,"2","2018","Mission"
"1066","2 2018 Nob Hill",6,"2","2018","Nob Hill"
"1067","2 2018 North Beach",1,"2","2018","North Beach"
"1068","2 2018 Outer Richmond",9,"2","2018","Outer Richmond"
"1069","2 2018 Pacific Heights",3,"2","2018","Pacific Heights"
"1070","2 2018 Portola",1,"2","2018","Portola"
"1071","2 2018 Potrero Hill",2,"2","2018","Potrero Hill"
"1072","2 2018 Presidio Heights",3,"2","2018","Presidio Heights"
"1073","2 2018 Russian Hill",4,"2","2018","Russian Hill"
"1074","2 2018 Sunset/Parkside",2,"2","2018","Sunset/Parkside"
"1075","2 2018 Tenderloin",11,"2","2018","Tenderloin"
"1076","2 2018 Twin Peaks",1,"2","2018","Twin Peaks"
"1077","2 2018 Visitacion Valley",3,"2","2018","Visitacion Valley"
"1078","2 2018 West of Twin Peaks",1,"2","2018","West of Twin Peaks"
"1079","2 2018 Western Addition",2,"2","2018","Western Addition"
"1080","3 2011 Bayview Hunters Point",6,"3","2011","Bayview Hunters Point"
"1081","3 2011 Bernal Heights",4,"3","2011","Bernal Heights"
"1082","3 2011 Castro/Upper Market",3,"3","2011","Castro/Upper Market"
"1083","3 2011 Excelsior/Outer Mission",7,"3","2011","Excelsior/Outer Mission"
"1084","3 2011 Financial District/South Beach/SOMA",2,"3","2011","Financial District/South Beach/SOMA"
"1085","3 2011 Glen Park/Noe Valley",2,"3","2011","Glen Park/Noe Valley"
"1086","3 2011 Haight Ashbury/Hayes Valley",3,"3","2011","Haight Ashbury/Hayes Valley"
"1087","3 2011 Inner Richmond",2,"3","2011","Inner Richmond"
"1088","3 2011 Inner Sunset",2,"3","2011","Inner Sunset"
"1089","3 2011 Lakeshore",1,"3","2011","Lakeshore"
"1090","3 2011 Lone Mountain/USF",2,"3","2011","Lone Mountain/USF"
"1091","3 2011 Marina",3,"3","2011","Marina"
"1092","3 2011 Mission",13,"3","2011","Mission"
"1093","3 2011 Nob Hill",5,"3","2011","Nob Hill"
"1094","3 2011 North Beach",2,"3","2011","North Beach"
"1095","3 2011 Oceanview/Merced/Ingleside",3,"3","2011","Oceanview/Merced/Ingleside"
"1096","3 2011 Outer Richmond",5,"3","2011","Outer Richmond"
"1097","3 2011 Pacific Heights",3,"3","2011","Pacific Heights"
"1098","3 2011 Portola",2,"3","2011","Portola"
"1099","3 2011 Potrero Hill",1,"3","2011","Potrero Hill"
"1100","3 2011 Russian Hill",3,"3","2011","Russian Hill"
"1101","3 2011 Sunset/Parkside",3,"3","2011","Sunset/Parkside"
"1102","3 2011 Tenderloin",5,"3","2011","Tenderloin"
"1103","3 2011 Twin Peaks",3,"3","2011","Twin Peaks"
"1104","3 2011 Visitacion Valley",2,"3","2011","Visitacion Valley"
"1105","3 2011 West of Twin Peaks",1,"3","2011","West of Twin Peaks"
"1106","3 2011 Western Addition",4,"3","2011","Western Addition"
"1107","3 2012 Bayview Hunters Point",3,"3","2012","Bayview Hunters Point"
"1108","3 2012 Bernal Heights",2,"3","2012","Bernal Heights"
"1109","3 2012 Castro/Upper Market",3,"3","2012","Castro/Upper Market"
"1110","3 2012 Excelsior/Outer Mission",7,"3","2012","Excelsior/Outer Mission"
"1111","3 2012 Financial District/South Beach/SOMA",2,"3","2012","Financial District/South Beach/SOMA"
"1112","3 2012 Glen Park/Noe Valley",4,"3","2012","Glen Park/Noe Valley"
"1113","3 2012 Golden Gate Park",2,"3","2012","Golden Gate Park"
"1114","3 2012 Haight Ashbury/Hayes Valley",11,"3","2012","Haight Ashbury/Hayes Valley"
"1115","3 2012 Inner Richmond",1,"3","2012","Inner Richmond"
"1116","3 2012 Inner Sunset",2,"3","2012","Inner Sunset"
"1117","3 2012 Marina",5,"3","2012","Marina"
"1118","3 2012 Mission",4,"3","2012","Mission"
"1119","3 2012 Nob Hill",1,"3","2012","Nob Hill"
"1120","3 2012 North Beach",3,"3","2012","North Beach"
"1121","3 2012 Oceanview/Merced/Ingleside",1,"3","2012","Oceanview/Merced/Ingleside"
"1122","3 2012 Outer Richmond",5,"3","2012","Outer Richmond"
"1123","3 2012 Pacific Heights",2,"3","2012","Pacific Heights"
"1124","3 2012 Potrero Hill",3,"3","2012","Potrero Hill"
"1125","3 2012 Sunset/Parkside",11,"3","2012","Sunset/Parkside"
"1126","3 2012 Tenderloin",3,"3","2012","Tenderloin"
"1127","3 2012 West of Twin Peaks",2,"3","2012","West of Twin Peaks"
"1128","3 2012 Western Addition",1,"3","2012","Western Addition"
"1129","3 2013 Bayview Hunters Point",3,"3","2013","Bayview Hunters Point"
"1130","3 2013 Bernal Heights",7,"3","2013","Bernal Heights"
"1131","3 2013 Castro/Upper Market",7,"3","2013","Castro/Upper Market"
"1132","3 2013 Chinatown",4,"3","2013","Chinatown"
"1133","3 2013 Excelsior/Outer Mission",9,"3","2013","Excelsior/Outer Mission"
