"","block","lot","street_number","street_number_suffix","street_name","street_suffix","new_units_built","month","year"
"313068","1811","31",1458,"","43RD","AV",1,"04","2015"
"313192","7090","7",259,"","BRIGHT","ST",1,"04","2015"
"313280","3576","39",37,"","LEXINGTON","ST",1,"04","2015"
"313421","130","20",778,"","VALLEJO","ST",1,"04","2015"
"313422","130","20",780,"","VALLEJO","ST",1,"04","2015"
"313533","6075","001B",824,"","BRAZIL","AV",1,"04","2015"
"313534","2117","1",1901,"","17TH","AV",1,"04","2015"
"313559","4274","1",1302,"","YORK","ST",1,"04","2015"
"313560","4274","1",1304,"","YORK","ST",1,"04","2015"
"313645","6019","2",326,"","NAPLES","ST",1,"04","2015"
"313651","4624","31",140,"","MIDDLE POINT","RD",50,"04","2015"
"313753","2451","002D",2695,"","45TH","AV",1,"04","2015"
"313776","3542","39",2198,"","MARKET","ST",87,"04","2015"
"313885","2016","16",1763,"","33RD","AV",1,"04","2015"
"313891","819","11",562,"","FELL","ST",1,"04","2015"
"313892","819","11",564,"","FELL","ST",1,"04","2015"
"313991","4884","25",2600,"","ARELIOUS WALKER","DR",93,"04","2015"
"313992","4884","27",2700,"","ARELIOUS WALKER","DR",91,"04","2015"
"314029","130","20",778,"","VALLEJO","ST",1,"04","2015"
"314030","130","20",780,"","VALLEJO","ST",1,"04","2015"
"314365","1844","45",441,"","JUDAH","ST",1,"04","2015"
"314481","1679","18",858,"","37TH","AV",1,"04","2015"
"314585","2993","90",287,"","CRESTA VISTA","DR",1,"04","2015"
"314618","1428","66",280,"","06TH","AV",3,"04","2015"
"314682","1537","18",1612,"","ANZA","ST",1,"04","2015"
"316920","2374","19",3534,"","TARAVAL","ST",3,"04","2016"
"316921","2374","19",3536,"","TARAVAL","ST",3,"04","2016"
"316936","1456","3",423,"","24TH","AV",2,"04","2016"
"316937","1265","19",1236,"","ARGUELLO","BL",2,"04","2016"
"316955","1561","038A",500,"A","19TH","AV",1,"04","2016"
"316961","3634","25",23,"","ALVARADO","ST",1,"04","2016"
"316977","7008","38",468,"","VICTORIA","ST",1,"04","2016"
"316980","1549","34",550,"","07TH","AV",1,"04","2016"
"316984","3612","17",2944,"","21ST","ST",3,"04","2016"
"316985","3612","17",2948,"","21ST","ST",3,"04","2016"
"317002","3730","85",29,"A","RAUSCH","ST",1,"04","2016"
"317029","7098","1",49,"","NAGLEE","AV",1,"04","2016"
"317030","3609","22",3256,"","21ST","ST",1,"04","2016"
"317045","5396","001D",1786,"","SILVER","AV",1,"04","2016"
"317061","2362","19",2332,"","TARAVAL","ST",1,"04","2016"
"317066","1254","19",210,"","FREDERICK","ST",1,"04","2016"
"317094","1286","24",1318,"","COLE","ST",1,"04","2016"
"317132","6942","54",1325,"","OCEAN","AV",1,"04","2016"
"317234","1657","3",723,"","14TH","AV",1,"04","2016"
"317235","1657","3",725,"","14TH","AV",1,"04","2016"
"317257","73","018B",853,"","LOMBARD","ST",1,"04","2016"
"317258","73","018B",855,"","LOMBARD","ST",1,"04","2016"
"317261","6512","15",387,"","FAIR OAKS","ST",1,"04","2016"
"317277","3575","63",3249,"","17TH","ST",1,"04","2016"
"317404","686","40",1656,"","POST","ST",4,"04","2016"
"317441","3753","76",272,"","CLARA","ST",2,"04","2016"
"317646","3747","320",399,"","FREMONT","ST",452,"04","2016"
"317685","2775","44",4233,"","22ND","ST",1,"04","2016"
"317747","1745","14",1234,"","06TH","AV",1,"04","2016"
"317748","839","18",350,"","LAGUNA","ST",4,"04","2016"
"317882","3833","1",1380,"","07TH","ST",393,"04","2016"
"317987","6512","15",387,"","FAIR OAKS","ST",1,"04","2016"
"318155","1089","16",184,"","COOK","ST",1,"04","2016"
"318222","6943","21",218,"","HOLLOWAY","AV",1,"04","2016"
"318495","4094","57",859,"","KANSAS","ST",1,"04","2016"
"318523","4094","57",859,"","KANSAS","ST",1,"04","2016"
"318871","1811","31",1460,"","43RD","AV",1,"04","2016"
"319048","6943","21",216,"","HOLLOWAY","AV",1,"04","2016"
"319082","3618","71",988,"","GUERRERO","ST",1,"04","2016"
"319083","3618","72",990,"","GUERRERO","ST",1,"04","2016"
"319192","3747","320",399,"","FREMONT","ST",452,"04","2016"
"319242","2061","24",1728,"","ORTEGA","ST",1,"04","2016"
"321710","4148","27",2621,"","HARRISON","ST",2,"04","2017"
"321720","3146","21",331,"","CAPISTRANO","AV",1,"04","2017"
"321724","2067","002O",1855,"","30TH","AV",1,"04","2017"
"321727","1464","6",463,"","32ND","AV",1,"04","2017"
"321732","3729","62",769,"A","TEHAMA","ST",1,"04","2017"
"321733","3729","62",769,"","TEHAMA","ST",1,"04","2017"
"321734","3729","62",771,"A","TEHAMA","ST",1,"04","2017"
"321735","3729","62",771,"B","TEHAMA","ST",1,"04","2017"
"321736","3729","62",771,"","TEHAMA","ST",1,"04","2017"
"321742","2721","75",166,"","PALO ALTO","AV",1,"04","2017"
"321743","2614","114",201,"","ROOSEVELT","WY",1,"04","2017"
"321744","2614","114",203,"","ROOSEVELT","WY",1,"04","2017"
"321747","3514","33",140,"","SOUTH VAN NESS","AV",1,"04","2017"
"321751","4653","16",947,"","INNES","AV",1,"04","2017"
"321755","5259","34",1500,"","INNES","AV",1,"04","2017"
"321756","6998","24",926,"","GARFIELD","ST",1,"04","2017"
"321758","1186","8",1706,"","GROVE","ST",1,"04","2017"
"321766","6520","14",2886,"","FOLSOM","ST",1,"04","2017"
"321767","6520","14",2888,"","FOLSOM","ST",1,"04","2017"
"321775","3579","22",505,"","CHURCH","ST",1,"04","2017"
"321783","656","9",2516,"","PINE","ST",1,"04","2017"
"321786","3619","34",985,"","CHURCH","ST",1,"04","2017"
"321791","6620","008B",406,"","29TH","ST",1,"04","2017"
"321792","6620","008B",408,"","29TH","ST",1,"04","2017"
"321794","1246","18",38,"","BELVEDERE","ST",2,"04","2017"
"321796","6620","008B",406,"","29TH","ST",1,"04","2017"
"321797","6620","008B",408,"","29TH","ST",1,"04","2017"
"321806","6965A","18",235,"A","SENECA","AV",1,"04","2017"
"321807","6965A","18",235,"","SENECA","AV",1,"04","2017"
"321813","4024","3",624,"","HAMPSHIRE","ST",1,"04","2017"
"321832","6522","8",2834,"","HARRISON","ST",1,"04","2017"
"321839","3731","82",146,"","RUSS","ST",2,"04","2017"
"321840","3731","82",150,"","RUSS","ST",2,"04","2017"
"321842","5938","54",160,"A","YALE","ST",1,"04","2017"
"321872","2362","022A",2386,"","34TH","AV",1,"04","2017"
"321898","6351","007B",445,"","AMAZON","AV",1,"04","2017"
"321910","5887","34",55,"","STONEYBROOK","AV",1,"04","2017"
"321916","1776","009O",1372,"","22ND","AV",1,"04","2017"
"321917","1776","009O",1374,"","22ND","AV",1,"04","2017"
"321962","3587","58",76,"","OAKWOOD","ST",1,"04","2017"
"322004","3607","036A",151,"","LIBERTY","ST",1,"04","2017"
"322005","3607","036A",153,"","LIBERTY","ST",1,"04","2017"
"322027","3648","33",3669,"","23RD","ST",1,"04","2017"
"322057","495","7",3250,"","LAGUNA","ST",2,"04","2017"
"322083","3607","036A",151,"","LIBERTY","ST",1,"04","2017"
"322084","3607","036A",153,"","LIBERTY","ST",1,"04","2017"
"322173","1511","5",531,"","33RD","AV",1,"04","2017"
"322211","1385","6",243,"","25TH","AV",1,"04","2017"
"322335","805","34",632,"","IVY","ST",1,"04","2017"
"322436","6019","2",326,"","NAPLES","ST",1,"04","2017"
"322473","3618","101",988,"","GUERRERO","ST",1,"04","2017"
"322528","1045","12",234,"","EUCLID","AV",1,"04","2017"
"322535","945","12",2528,"","UNION","ST",1,"04","2017"
"322552","6594","12",136,"B","DUNCAN","ST",1,"04","2017"
"322610","3636","46",113,"","BARTLETT","ST",1,"04","2017"
"322611","3636","46",115,"","BARTLETT","ST",1,"04","2017"
"322669","857","3",55,"","LAGUNA","ST",40,"04","2017"
"322768","852","8",172,"","HAIGHT","ST",2,"04","2017"
"322835","2349","38",2308,"","21ST","AV",1,"04","2017"
"322936","105","22",376,"","UNION","ST",1,"04","2017"
"322937","105","22",378,"","UNION","ST",1,"04","2017"
"322938","105","22",380,"","UNION","ST",1,"04","2017"
"322943","1403","23",370,"","31ST","AV",1,"04","2017"
"323131","3576","39",33,"","LEXINGTON","ST",1,"04","2017"
"323142","5673","19",3481,"","MISSION","ST",2,"04","2017"
"323228","5525","33",1529,"","TREAT","AV",1,"04","2017"
"323418","5359","6",1631,"A","SHAFTER","AV",1,"04","2017"
"323536","2709","67",46,"","SAINT GERMAIN","AV",1,"04","2017"
"323539","2709","67",46,"","SAINT GERMAIN","AV",1,"04","2017"
"323561","1067","9",37,"","BLAKE","ST",2,"04","2017"
"323565","6758","32",805,"","BOSWORTH","ST",1,"04","2017"
"323566","6758","32",807,"","BOSWORTH","ST",1,"04","2017"
"323596","1504","001L",530,"","41ST","AV",1,"04","2017"
"323600","4147","16",2860,"","22ND","ST",1,"04","2017"
"323734","1050","7",1801,"","SCOTT","ST",1,"04","2017"
"323789","1276","17",183,"","PARNASSUS","AV",1,"04","2017"
"323920","937","46",2477,"","LOMBARD","ST",1,"04","2017"
"326506","3610","47",3441,"","20TH","ST",5,"04","2018"
"326507","3610","47",3447,"","20TH","ST",5,"04","2018"
"326514","1149","4",917,"","CENTRAL","AV",1,"04","2018"
"326520","1827","19",2240,"","KIRKHAM","ST",1,"04","2018"
"326540","1254","5",721,"B","ASHBURY","ST",3,"04","2018"
"326541","1254","5",721,"C","ASHBURY","ST",3,"04","2018"
"326542","1254","5",721,"D","ASHBURY","ST",3,"04","2018"
"326544","1254","5",20,"","DOWNEY","ST",1,"04","2018"
"326547","1418","37",240,"","16TH","AV",1,"04","2018"
"326550","5319","35",1955,"","OAKDALE","AV",1,"04","2018"
"326551","5319","35",1957,"","OAKDALE","AV",1,"04","2018"
"326556","828","5",600,"","OAK","ST",5,"04","2018"
"326563","214","18",1265,"","WASHINGTON","ST",2,"04","2018"
"326565","6946","51",863,"","OCEAN","AV",3,"04","2018"
"326570","1089","35",400,"","ANZA","ST",5,"04","2018"
"326571","4761","13",1386,"","REVERE","AV",1,"04","2018"
"326573","921","30",3560,"","DIVISADERO","ST",3,"04","2018"
"326574","5675","6",141,"","SANTA MARINA","ST",1,"04","2018"
"326580","3983","8",160,"","CONNECTICUT","ST",2,"04","2018"
"326583","3092","33",524,"","MONTEREY","BL",1,"04","2018"
"326605","4108","13",1053,"A","TENNESSEE","ST",1,"04","2018"
"326606","4108","13",1053,"B","TENNESSEE","ST",1,"04","2018"
"326608","6651","008A",1770,"","NOE","ST",1,"04","2018"
"326613","825","40",900,"","OAK","ST",1,"04","2018"
"326617","1602","19",4150,"","CABRILLO","ST",1,"04","2018"
"326622","3092","59",427,"A","JOOST","AV",1,"04","2018"
"326624","6722","12",108,"","BOSWORTH","ST",2,"04","2018"
"326625","1178","15",618,"","BAKER","ST",1,"04","2018"
"326626","7555","9",364,"","SUSSEX","ST",1,"04","2018"
"326627","7555","9",366,"","SUSSEX","ST",1,"04","2018"
"326629","7555","9",364,"","SUSSEX","ST",1,"04","2018"
"326630","1081","8",1301,"","BAKER","ST",1,"04","2018"
"326639","1917","15",1698,"A","27TH","AV",1,"04","2018"
"326642","4761","13",1386,"","REVERE","AV",1,"04","2018"
"326656","5993","12",368,"A","PRINCETON","ST",1,"04","2018"
"326660","5524","29",1604,"A","TREAT","AV",1,"04","2018"
"326661","7266","3",121,"","RIVERTON","DR",1,"04","2018"
"326679","297","9",693,"","SUTTER","ST",17,"04","2018"
"326716","2770","27",3947,"","21ST","ST",1,"04","2018"
"326719","6343","37",641,"","LISBON","ST",1,"04","2018"
"326734","5636","22",501,"A","FRANCONIA","ST",1,"04","2018"
"326741","1902","6",1688,"","42ND","AV",1,"04","2018"
"326742","1902","6",1690,"","42ND","AV",1,"04","2018"
"326754","4974","26",8,"","GILROY","ST",1,"04","2018"
"326761","979","11",2810,"","WASHINGTON","ST",1,"04","2018"
"326764","1876","001B",1525,"","30TH","AV",1,"04","2018"
"326775","5527","34",54,"","MULLEN","AV",1,"04","2018"
"326786","652","1",2201,"","CALIFORNIA","ST",1,"04","2018"
"326822","1785","019A",1374,"A","31ST","AV",1,"04","2018"
"326823","1176","19",700,"","CENTRAL","AV",6,"04","2018"
"326824","1176","19",716,"","CENTRAL","AV",6,"04","2018"
"326828","4884","26",2800,"","ARELIOUS WALKER","DR",31,"04","2018"
"326835","3587","30",589,"","DOLORES","ST",3,"04","2018"
"327021","1086","023A",30,"","BEAUMONT","AV",1,"04","2018"
"327195","1765","77",1332,"","11TH","AV",1,"04","2018"
"327217","2607","62",451,"A","BUENA VISTA AVE EAST","AV",1,"04","2018"
"327218","2607","62",451,"","BUENA VISTA EAST","AV",1,"04","2018"
"327293","280","8",930,"","SUTTER","ST",1,"04","2018"
"327358","4148","31",2867,"B","22ND","ST",1,"04","2018"
"327364","1202","3",1231,"","GROVE","ST",1,"04","2018"
"327419","1730","37",1230,"","21ST","AV",1,"04","2018"
"327449","96","30",22,"","MOORE","PL",1,"04","2018"
"327730","1258","1",855,"","WALLER","ST",3,"04","2018"
"327761","1227","24",600,"","STANYAN","ST",3,"04","2018"
"327771","2646","31",17,"","TEMPLE","ST",1,"04","2018"
"327862","3502","78",50,"","ELGIN","PK",1,"04","2018"
"327863","3502","78",52,"","ELGIN","PK",1,"04","2018"
"327957","472","34",1355,"","BAY","ST",1,"04","2018"
"327962","814","14",150,"","VAN NESS","AV",423,"04","2018"
"328146","3587","30",589,"","DOLORES","ST",3,"04","2018"
"328147","3587","30",591,"","DOLORES","ST",3,"04","2018"
"328362","6615","39",184,"","VALLEY","ST",1,"04","2018"
"328393","3587","30",589,"","DOLORES","ST",3,"04","2018"
"328394","3587","30",591,"","DOLORES","ST",3,"04","2018"
"328440","6530","2",414,"","BARTLETT","ST",1,"04","2018"
"328441","6530","2",418,"","BARTLETT","ST",1,"04","2018"
"328464","507","25",1875,"A","LOMBARD","ST",2,"04","2018"
"328465","507","25",1875,"","LOMBARD","ST",2,"04","2018"
"328466","507","25",1877,"","LOMBARD","ST",2,"04","2018"
"328469","222","161",166,"","SPROULE","LN",2,"04","2018"
"328470","222","161",168,"","SPROULE","LN",2,"04","2018"
"328515","3607","036A",151,"","LIBERTY","ST",1,"04","2018"
"328516","3607","036A",153,"","LIBERTY","ST",1,"04","2018"
"328566","1055","3",1511,"","LYON","ST",1,"04","2018"
"328577","3622","11",870,"","NOE","ST",1,"04","2018"
"328625","652","13",2152,"","PINE","ST",1,"04","2018"
"328633","1765","76",1330,"","11TH","AV",1,"04","2018"
"328634","1765","77",1332,"","11TH","AV",1,"04","2018"
"328661","1089","35",400,"","ANZA","ST",5,"04","2018"
"328668","1382","29",164,"","23RD","AV",1,"04","2018"
"328674","6009","40",233,"","MADRID","ST",1,"04","2018"
"328675","1524","2",417,"","20TH","AV",1,"04","2018"
"328688","5727","9",550,"","BANKS","ST",1,"04","2018"
"328705","1198","4",417,"","LYON","ST",1,"04","2018"
"328715","96","25",1262,"","UNION","ST",3,"04","2018"
"328839","2766","17",4232,"","22ND","ST",1,"04","2018"
"331394","1657","3",723,"","14TH","AV",1,"08","2015"
"331395","1657","3",725,"","14TH","AV",1,"08","2015"
"331401","1222","25",1000,"","MASONIC","AV",1,"08","2015"
"331515","1772","004K",1341,"","17TH","AV",1,"08","2015"
"331644","2807","40",429,"","GRAND VIEW","AV",1,"08","2015"
"331693","921","39",2131,"","NORTH POINT","ST",1,"08","2015"
"331901","3636","27",1181,"","VALENCIA","ST",1,"08","2015"
"331905","154","4",1637,"","HYDE","ST",1,"08","2015"
"332144","2014","004F",1758,"","36TH","AV",1,"08","2015"
"332151","6044","3",414,"","SOMERSET","ST",1,"08","2015"
"332165","5615","66",15,"","PETERS","AV",1,"08","2015"
"332266","3568","039A",3474,"","17TH","ST",1,"08","2015"
"332272","7091","25",200,"","BRIGHT","ST",1,"08","2015"
"332332","190","11",1308,"","TAYLOR","ST",1,"08","2015"
"332596","2700","12",4546,"","19TH","ST",1,"08","2015"
"332623","2658","73",4630,"","18TH","ST",1,"08","2015"
"332634","2775","44",4233,"","22ND","ST",1,"08","2015"
"332746","3747","320",399,"","FREMONT","ST",447,"08","2015"
"332770","936","20",3215,"","SCOTT","ST",2,"08","2015"
"332776","7086","21",520,"","RANDOLPH","ST",1,"08","2015"
"332989","5864","9",931,"","SILVER","AV",1,"08","2015"
"333356","2129","001C",2014,"","10TH","AV",1,"08","2015"
"333358","6577","46",3769,"","CESAR CHAVEZ","ST",1,"08","2015"
"333391","3731","84",160,"","RUSS","ST",2,"08","2015"
"333392","3731","84",164,"","RUSS","ST",2,"08","2015"
"333438","4645","17",870,"","INNES","AV",2,"08","2015"
"333529","1402","22",3032,"","CLEMENT","ST",6,"08","2015"
"333530","1402","23",3038,"","CLEMENT","ST",6,"08","2015"
"333654","3555","36",1785,"","15TH","ST",1,"08","2015"
"336093","1066","30",680,"","SPRUCE","ST",1,"08","2016"
"336098","1542","5",431,"","02ND","AV",1,"08","2016"
"336099","1542","5",433,"","2ND","AV",1,"08","2016"
"336101","935","24",2429,"A","CHESTNUT","ST",1,"08","2016"
"336102","935","24",2429,"","CHESTNUT","ST",1,"08","2016"
"336106","3730","118",1117,"","HOWARD","ST",1,"08","2016"
"336115","3534","20",21,"","ROSEMONT","PL",2,"08","2016"
"336138","2318","5",2221,"","31ST","AV",1,"08","2016"
"336140","1675","16",842,"A","33RD","AV",1,"08","2016"
"336142","3563","015B",3938,"","17TH","ST",1,"08","2016"
"336150","1679","18",858,"","37TH","AV",1,"08","2016"
"336172","4262","020A",1331,"","SAN BRUNO","AV",1,"08","2016"
"336190","1449","40",1625,"","CLEMENT","ST",1,"08","2016"
"336208","2630","49",1129,"","STANYAN","ST",1,"08","2016"
"336216","826","18",949,"","FELL","ST",2,"08","2016"
"336240","1347","8",1050,"","LAKE","ST",1,"08","2016"
"336258","6482","21",1192,"","NAPLES","ST",1,"08","2016"
"336259","6594","12",136,"B","DUNCAN","ST",1,"08","2016"
"336260","6594","12",136,"B","DUNCAN","ST",1,"08","2016"
"336297","4102","26",645,"","TEXAS","ST",94,"08","2016"
"336323","6615","39",184,"","VALLEY","ST",1,"08","2016"
"336324","6615","39",186,"","VALLEY","ST",1,"08","2016"
"336489","3656","10",4022,"","24TH","ST",2,"08","2016"
"336490","3656","10",4024,"","24TH","ST",2,"08","2016"
"336491","3656","10",4026,"","24TH","ST",2,"08","2016"
"336525","693","15",1036,"","POLK","ST",1,"08","2016"
"336526","693","15",1036,"","POLK","ST",1,"08","2016"
"336535","945","12",2528,"","UNION","ST",1,"08","2016"
"336562","3548","77",1367,"B","NATOMA","ST",1,"08","2016"
"336606","3636","46",113,"","BARTLETT","ST",1,"08","2016"
"336607","3636","46",115,"","BARTLETT","ST",1,"08","2016"
"336665","5673","19",3481,"","MISSION","ST",1,"08","2016"
"336732","1286","24",1318,"","COLE","ST",1,"08","2016"
"336986","8710","20",718,"","LONG BRIDGE","ST",263,"08","2016"
"336987","8710","273",718,"","LONG BRIDGE","ST",263,"08","2016"
"337109","3753","106",923,"","FOLSOM","ST",115,"08","2016"
"337133","3609","22",3256,"","21ST","ST",1,"08","2016"
"337145","1522","7",447,"","22ND","AV",1,"08","2016"
"337151","1426","31",260,"","08TH","AV",1,"08","2016"
"337152","1426","31",262,"","08TH","AV",1,"08","2016"
"337529","1101","20",2177,"","O'FARRELL","ST",1,"08","2016"
"337530","1101","20",2179,"","O'FARRELL","ST",1,"08","2016"
"337605","101","4",1731,"","POWELL","ST",19,"08","2016"
"337609","754","12",1020,"","PIERCE","ST",2,"08","2016"
"337610","754","12",1022,"","PIERCE","ST",2,"08","2016"
"337999","7331","98",23,"","SUMMIT","WY",1,"08","2016"
"338001","7331","18",36,"","SUMMIT","WY",1,"08","2016"
"338006","1153","55",1823,"","TURK","ST",1,"08","2016"
"338007","1153","56",1823,"","TURK","ST",1,"08","2016"
"338117","805","34",628,"","IVY","ST",1,"08","2016"
"338119","1210","31",1967,"","HAYES","ST",1,"08","2016"
"338120","3731","84",160,"","RUSS","ST",2,"08","2016"
"338121","3731","84",164,"","RUSS","ST",2,"08","2016"
"338235","3703","86",570,"","JESSIE","ST",47,"08","2016"
"338278","3636","46",113,"","BARTLETT","ST",1,"08","2016"
"338279","3636","46",115,"","BARTLETT","ST",1,"08","2016"
"338463","1178","15",618,"","BAKER","ST",1,"08","2016"
"338729","1426","31",260,"","08TH","AV",1,"08","2016"
"338730","1426","31",262,"","08TH","AV",1,"08","2016"
"340887","645","3",1335,"","LARKIN","ST",20,"08","2017"
"340892","5934","26",163,"","UNIVERSITY","ST",1,"08","2017"
"340896","1577","001A",609,"","34TH","AV",1,"08","2017"
"340898","7113","63",195,"","BROAD","ST",2,"08","2017"
"340899","7113","63",286,"","CAPITOL","AV",2,"08","2017"
"340915","1407","3",323,"","26TH","AV",1,"08","2017"
"340916","1118","3",930,"","BAKER","ST",2,"08","2017"
"340926","2402","002C",2433,"A","23RD","AV",1,"08","2017"
"340939","1521","8",453,"A","23RD","AV",1,"08","2017"
"340943","1234","10",1236,"","HAIGHT","ST",1,"08","2017"
"340944","6089","017A",582,"","NAPLES","ST",1,"08","2017"
"340945","3582","14",476,"","NOE","ST",1,"08","2017"
"340946","3582","14",478,"","NOE","ST",1,"08","2017"
"340952","6616","12",26,"","VALLEY","ST",1,"08","2017"
"340962","5518","1",12,"","COSO","AV",2,"08","2017"
"340963","5518","1",2,"","COSO","AV",2,"08","2017"
"340970","1378","32",1731,"","LAKE","ST",1,"08","2017"
"340972","1258","1",855,"","WALLER","ST",3,"08","2017"
"340986","122","027D",1125,"","UNION","ST",3,"08","2017"
"341001","581","015A",2251,"","BROADWAY","*",1,"08","2017"
"341011","804","1",699,"","WEBSTER","ST",1,"08","2017"
"341012","98","5",1048,"","UNION","ST",2,"08","2017"
"341019","651","23",2135,"","CALIFORNIA","ST",1,"08","2017"
"341023","4937","18",1014,"","GILMAN","AV",1,"08","2017"
"341039","3607","19",3442,"","21ST","ST",1,"08","2017"
"341040","3607","19",3444,"","21ST","ST",1,"08","2017"
"341041","3607","19",3446,"","21ST","ST",1,"08","2017"
"341044","715","010A",1029,"","GEARY","ST",1,"08","2017"
"341051","1082","14",900,"","PRESIDIO","AV",1,"08","2017"
"341055","6023","40",929,"","BRAZIL","AV",1,"08","2017"
"341059","6981","27",1020,"","PLYMOUTH","AV",1,"08","2017"
"341069","1081","26",2581,"","POST","ST",1,"08","2017"
