"address","...2","date","block","lot","street_number","street_number_suffix","street_name","street_suffix","new_units_built","year","month","lat","lon","neighborhoods"
"807 BOSWORTH ST , San Francisco, CA, USA",466796,"15/05/2015","6758","32",807,NA,"BOSWORTH","ST",1,"05",2015,37.73367,-122.436127,"West of Twin Peaks"
"807 BOSWORTH ST , San Francisco, CA, USA",323566,"24/04/2017","6758","32",807,NA,"BOSWORTH","ST",1,"04",2017,37.73367,-122.436127,"West of Twin Peaks"
"807 LYON ST , San Francisco, CA, USA",128677,"17/05/2013","1150","7",807,NA,"LYON","ST",1,"05",2013,37.778447,-122.443896,"Lone Mountain/USF"
"809 LYON ST , San Francisco, CA, USA",128678,"17/05/2013","1150","7",809,NA,"LYON","ST",1,"05",2013,37.778447,-122.443896,"Lone Mountain/USF"
"809 LYON ST , San Francisco, CA, USA",76728,"30/01/2014","1150","7",809,NA,"LYON","ST",1,"01",2014,37.778447,-122.443896,"Lone Mountain/USF"
"810 EDDY ST , San Francisco, CA, USA",366012,"12/12/2018","738","5",810,NA,"EDDY","ST",2,"12",2018,37.78293175,-122.42118025,"Western Addition"
"811 BURNETT AV , San Francisco, CA, USA",534855,"18/09/2018","2847","40",811,NA,"BURNETT","AV",1,"09",2018,37.7494515,-122.444564389417,"Twin Peaks"
"811 CAPP ST , San Francisco, CA, USA",437648,"02/06/2017","3642","62",811,NA,"CAPP","ST",1,"06",2017,37.753647244898,-122.417378244898,"Mission"
"811 RHODE ISLAND ST , San Francisco, CA, USA",230135,"08/01/2007","4095","65",811,NA,"RHODE ISLAND","ST",1,"01",2007,37.759457,-122.401748,"Potrero Hill"
"811 TREAT AV , San Francisco, CA, USA",379475,"06/02/2017","3613","53",811,NA,"TREAT","AV",2,"02",2017,37.756883,-122.413209,"Mission"
"811 TREAT AV , San Francisco, CA, USA",451252,"03/03/2016","3613","53",811,NA,"TREAT","AV",2,"03",2016,37.756883,-122.413209,"Mission"
"813 LYON ST , San Francisco, CA, USA",491672,"21/11/2017","1150","5",813,NA,"LYON","ST",2,"11",2017,37.7786108,-122.443855455103,"Lone Mountain/USF"
"815 A LYON ST , San Francisco, CA, USA",441623,"01/06/2018","1150","4",815,"A","LYON","ST",1,"06",2018,37.7782987142857,-122.443654428571,"Lone Mountain/USF"
"815 LYON ST , San Francisco, CA, USA",441624,"01/06/2018","1150","4",815,NA,"LYON","ST",1,"06",2018,37.7786698,-122.443900795835,"Lone Mountain/USF"
"815 TENNESSEE ST , San Francisco, CA, USA",419862,"28/07/2017","4059","001B",815,NA,"TENNESSEE","ST",69,"07",2017,37.7614468571429,-122.389478857143,"Potrero Hill"
"817 YORK ST , San Francisco, CA, USA",51666,"12/02/2013","4088","30",817,NA,"YORK","ST",1,"02",2013,37.75858515,-122.408559014461,"Mission"
"818 A NAPLES ST , San Francisco, CA, USA",422576,"11/07/2018","6352","2",818,"A","NAPLES","ST",1,"07",2018,37.7160159795918,-122.434984387755,"Excelsior"
"818 NAPLES ST , San Francisco, CA, USA",422577,"11/07/2018","6352","2",818,NA,"NAPLES","ST",1,"07",2018,37.71601255,-122.435163039806,"Excelsior"
"819 LOMBARD ST , San Francisco, CA, USA",403215,"30/01/2018","73","22",819,NA,"LOMBARD","ST",3,"01",2018,37.802286,-122.415056,"Russian Hill"
"820 PRESIDIO AV , San Francisco, CA, USA",477129,"18/05/2017","1073","55",820,NA,"PRESIDIO","AV",56,"05",2017,37.784191,-122.446084755102,"Presidio Heights"
"824 BRAZIL AV , San Francisco, CA, USA",313533,"17/04/2015","6075","001B",824,NA,"BRAZIL","AV",1,"04",2015,37.721277,-122.428108,"Excelsior"
"824 BRAZIL AV , San Francisco, CA, USA",408848,"17/07/2015","6075","001B",824,NA,"BRAZIL","AV",1,"07",2015,37.721277,-122.428108,"Excelsior"
"825 A YORK ST , San Francisco, CA, USA",496595,"20/11/2018","4088","26",825,"A","YORK","ST",1,"11",2018,37.7588036530612,-122.408689102041,"Mission"
"825 LOMBARD ST , San Francisco, CA, USA",403216,"30/01/2018","73","22",825,NA,"LOMBARD","ST",3,"01",2018,37.802286,-122.415056,"Russian Hill"
"825 TENNESSEE ST , San Francisco, CA, USA",419861,"28/07/2017","4059","001A",825,NA,"TENNESSEE","ST",69,"07",2017,37.761341755102,-122.389468755102,"Potrero Hill"
"825 YORK ST , San Francisco, CA, USA",496596,"20/11/2018","4088","26",825,NA,"YORK","ST",1,"11",2018,37.75833485,-122.408500107924,"Mission"
"826 ALVARADO ST , San Francisco, CA, USA",380014,"06/02/2017","2775","15",826,NA,"ALVARADO","ST",1,"02",2017,37.75359535,-122.439756109427,"Noe Valley"
"826 ALVARADO ST , San Francisco, CA, USA",507300,"11/10/2016","2775","15",826,NA,"ALVARADO","ST",1,"10",2016,37.75359535,-122.439756109427,"Noe Valley"
"827 34TH AV , San Francisco, CA, USA",451176,"07/03/2016","1677","4",827,NA,"34TH","AV",1,"03",2016,37.77344435,-122.494162871429,"Outer Richmond"
"828 JONES ST , San Francisco, CA, USA",515835,"04/10/2018","282","9",828,NA,"JONES","ST",1,"10",2018,37.78902705,-122.413405769641,"Nob Hill"
"83 EXETER ST , San Francisco, CA, USA",408068,"14/07/2015","5463","5",83,NA,"EXETER","ST",1,"07",2015,37.721547,-122.398625,"Bayview Hunters Point"
"830 ELLSWORTH ST , San Francisco, CA, USA",365480,"04/12/2018","5843","8",830,NA,"ELLSWORTH","ST",8,"12",2018,37.733411,-122.41544,"Bernal Heights"
"832 ORTEGA ST , San Francisco, CA, USA",422596,"24/07/2018","2052A","7",832,NA,"ORTEGA","ST",1,"07",2018,37.752769,-122.472655,"Inner Sunset"
"834 44TH AV , San Francisco, CA, USA",424692,"25/07/2018","1686","33",834,NA,"44TH","AV",1,"07",2018,37.7728,-122.5043,"Outer Richmond"
"834 44TH AV , San Francisco, CA, USA",27891,"22/08/2014","1686","33",834,NA,"44TH","AV",1,"08",2014,37.7728,-122.5043,"Outer Richmond"
"834 44TH AV , San Francisco, CA, USA",501326,"01/10/2015","1686","33",834,NA,"44TH","AV",1,"10",2015,37.7728,-122.5043,"Outer Richmond"
"834 44TH AV , San Francisco, CA, USA",506814,"19/10/2016","1686","33",834,NA,"44TH","AV",1,"10",2016,37.7728,-122.5043,"Outer Richmond"
"834 44TH AV , San Francisco, CA, USA",398953,"13/01/2017","1686","33",834,NA,"44TH","AV",1,"01",2017,37.7728,-122.5043,"Outer Richmond"
"834 BRODERICK ST , San Francisco, CA, USA",75178,"08/01/2014","1156","22",834,NA,"BRODERICK","ST",2,"01",2014,37.778151,-122.439782,"Western Addition"
"834 BRODERICK ST , San Francisco, CA, USA",56706,"07/02/2014","1156","22",834,NA,"BRODERICK","ST",2,"02",2014,37.778151,-122.439782,"Western Addition"
"834 JONES ST , San Francisco, CA, USA",239142,"02/07/2007","282","10",834,NA,"JONES","ST",3,"07",2007,37.7891331,-122.413433408552,"Nob Hill"
"837 JAMESTOWN AV , San Francisco, CA, USA",118621,"20/03/2014","4991","277",837,NA,"JAMESTOWN","AV",10,"03",2014,37.7170201132121,-122.390977121163,"Bayview Hunters Point"
"838 KANSAS ST , San Francisco, CA, USA",43044,"11/12/2014","4093","7",838,NA,"KANSAS","ST",2,"12",2014,37.759046010101,-122.403097393939,"Potrero Hill"
"838 PACIFIC AV , San Francisco, CA, USA",210212,"12/12/2007","160","30",838,NA,"PACIFIC","AV",6,"12",2007,37.7966422926829,-122.40955997561,"Chinatown"
"839 LEAVENWORTH ST , San Francisco, CA, USA",374856,"01/02/2016","280","2",839,NA,"LEAVENWORTH","ST",1,"02",2016,37.78891865,-122.41555915,"Nob Hill"
"839 LEAVENWORTH ST , San Francisco, CA, USA",312526,"06/04/2015","280","2",839,NA,"LEAVENWORTH","ST",2,"04",2015,37.78891865,-122.41555915,"Nob Hill"
"839 LEAVENWORTH ST , San Francisco, CA, USA",432947,"06/06/2016","280","2",839,NA,"LEAVENWORTH","ST",1,"06",2016,37.78891865,-122.41555915,"Nob Hill"
"839 LEAVENWORTH ST , San Francisco, CA, USA",374756,"01/02/2016","280","2",839,NA,"LEAVENWORTH","ST",1,"02",2016,37.78891865,-122.41555915,"Nob Hill"
"84 HARRIET ST , San Francisco, CA, USA",347755,"17/08/2018","3731","110",84,NA,"HARRIET","ST",1,"08",2018,37.778217,-122.406609,"South of Market"
"84 HARRIET ST , San Francisco, CA, USA",355485,"05/12/2016","3731","110",84,NA,"HARRIET","ST",1,"12",2016,37.778217,-122.406609,"South of Market"
"84 HARRIET ST , San Francisco, CA, USA",341810,"04/08/2017","3731","110",84,NA,"HARRIET","ST",1,"08",2017,37.778217,-122.406609,"South of Market"
"84 RICHLAND AV , San Francisco, CA, USA",94574,"02/06/2011","6692","65",84,NA,"RICHLAND","AV",1,"06",2011,37.7358145,-122.42509610294,"Bernal Heights"
"84 RICHLAND AV , San Francisco, CA, USA",237436,"07/01/2011","6692","65",84,NA,"RICHLAND","AV",1,"01",2011,37.7358145,-122.42509610294,"Bernal Heights"
"840 BRODERICK ST , San Francisco, CA, USA",75179,"08/01/2014","1156","22",840,NA,"BRODERICK","ST",2,"01",2014,37.778151,-122.439782,"Western Addition"
"840 BRODERICK ST , San Francisco, CA, USA",56707,"07/02/2014","1156","22",840,NA,"BRODERICK","ST",2,"02",2014,37.778151,-122.439782,"Western Addition"
"840 FELL ST , San Francisco, CA, USA",357407,"30/12/2016","822","61",840,NA,"FELL","ST",1,"12",2016,37.775093,-122.431762,"Hayes Valley"
"840 FELL ST , San Francisco, CA, USA",374602,"17/02/2016","822","61",840,NA,"FELL","ST",1,"02",2016,37.775093,-122.431762,"Hayes Valley"
"840 MONTEREY BLVD , San Francisco, CA, USA",345765,"31/08/2018","3084","8",840,NA,"MONTEREY","BL",1,"08",2018,37.7313883291352,-122.454464285754,"West of Twin Peaks"
"840 SHOTWELL ST , San Francisco, CA, USA",534842,"13/09/2018","3638","41",840,NA,"SHOTWELL","ST",1,"09",2018,37.7549523469388,-122.415511938776,"Mission"
"840 VAN NESS AV , San Francisco, CA, USA",491760,"28/11/2017","739","9",840,NA,"VAN NESS","AV",2,"11",2017,37.7835143,-122.420518721904,"Tenderloin"
"842 A 33RD AV , San Francisco, CA, USA",456552,"08/03/2017","1675","16",842,"A","33RD","AV",1,"03",2017,37.7732327142857,-122.492737285714,"Outer Richmond"
"842 A 33RD AV , San Francisco, CA, USA",342671,"15/08/2017","1675","16",842,"A","33RD","AV",1,"08",2017,37.7732327142857,-122.492737285714,"Outer Richmond"
"842 A 33RD AV , San Francisco, CA, USA",336140,"03/08/2016","1675","16",842,"A","33RD","AV",1,"08",2016,37.7732327142857,-122.492737285714,"Outer Richmond"
"842 FELL ST , San Francisco, CA, USA",357408,"30/12/2016","822","62",842,NA,"FELL","ST",1,"12",2016,37.775093,-122.431762,"Hayes Valley"
"842 FELL ST , San Francisco, CA, USA",374603,"17/02/2016","822","62",842,NA,"FELL","ST",1,"02",2016,37.775093,-122.431762,"Hayes Valley"
"843 34TH AV , San Francisco, CA, USA",121954,"16/05/2011","1677","6",843,NA,"34TH","AV",1,"05",2011,37.773155,-122.494236,"Outer Richmond"
"844 ELLSWORTH ST , San Francisco, CA, USA",365481,"04/12/2018","5843","8",844,NA,"ELLSWORTH","ST",8,"12",2018,37.733412,-122.415445,"Bernal Heights"
"844 SHOTWELL ST , San Francisco, CA, USA",534843,"13/09/2018","3638","41",844,NA,"SHOTWELL","ST",1,"09",2018,37.7548970816327,-122.415506632653,"Mission"
"845 HOLLOWAY AV , San Francisco, CA, USA",506077,"20/10/2016","6987","41",845,NA,"HOLLOWAY","AV",1,"10",2016,37.7217475510204,-122.461622836735,"Oceanview/Merced/Ingleside"
"846 A 38TH AV , San Francisco, CA, USA",398443,"24/01/2017","1680","28",846,"A","38TH","AV",1,"01",2017,37.7729215918367,-122.498081612245,"Outer Richmond"
"849 A HAIGHT ST , San Francisco, CA, USA",422542,"10/07/2018","1239","30",849,"A","HAIGHT","ST",2,"07",2018,37.7712966938776,-122.436153591837,"Haight Ashbury"
"849 B HAIGHT ST , San Francisco, CA, USA",422543,"10/07/2018","1239","30",849,"B","HAIGHT","ST",2,"07",2018,37.7712966938776,-122.436153591837,"Haight Ashbury"
"85 BROSNAN ST , San Francisco, CA, USA",447220,"11/03/2015","3533","165",85,NA,"BROSNAN","ST",3,"03",2015,37.76851695,-122.42399506757,"Mission"
"850 30TH AV , San Francisco, CA, USA",226054,"10/02/2010","1672","24",850,NA,"30TH","AV",1,"02",2010,37.7732417,-122.489368190574,"Outer Richmond"
"850 BATTERY ST , San Francisco, CA, USA",164183,"23/10/2014","141","8",850,NA,"BATTERY","ST",2,"10",2014,37.7994117,-122.400989769173,"Financial District/South Beach"
"850 BATTERY ST , San Francisco, CA, USA",75066,"03/01/2014","141","8",850,NA,"BATTERY","ST",2,"01",2014,37.7994117,-122.400989769173,"Financial District/South Beach"
"850 BATTERY ST , San Francisco, CA, USA",90696,"18/07/2014","141","8",850,NA,"BATTERY","ST",2,"07",2014,37.7994117,-122.400989769173,"Financial District/South Beach"
"850 BATTERY ST , San Francisco, CA, USA",56605,"06/02/2014","141","8",850,NA,"BATTERY","ST",2,"02",2014,37.7994117,-122.400989769173,"Financial District/South Beach"
"850 BATTERY ST , San Francisco, CA, USA",389723,"09/01/2015","141","8",850,NA,"BATTERY","ST",2,"01",2015,37.7994117,-122.400989769173,"Financial District/South Beach"
"850 BATTERY ST , San Francisco, CA, USA",58246,"28/02/2014","141","8",850,NA,"BATTERY","ST",2,"02",2014,37.7994117,-122.400989769173,"Financial District/South Beach"
"850 BRODERICK ST , San Francisco, CA, USA",278578,"04/05/2009","1156","23",850,NA,"BRODERICK","ST",47,"05",2009,37.7783395,-122.439960689816,"Western Addition"
"850 PRESIDIO AV , San Francisco, CA, USA",279945,"21/05/2009","1073","33",850,NA,"PRESIDIO","AV",1,"05",2009,37.783981,-122.446036387755,"Presidio Heights"
"850 PRESIDIO AV , San Francisco, CA, USA",202525,"26/08/2008","1073","33",850,NA,"PRESIDIO","AV",1,"08",2008,37.783981,-122.446036387755,"Presidio Heights"
"851 INDIANA ST , San Francisco, CA, USA",305350,"03/09/2008","4106","27",851,NA,"INDIANA","ST",29,"09",2008,37.7596049621242,-122.391242893409,"Potrero Hill"
"852 42ND AV , San Francisco, CA, USA",237382,"06/01/2011","1684","4",852,NA,"42ND","AV",1,"01",2011,37.7726259387755,-122.502359918367,"Outer Richmond"
"852 GREEN ST , San Francisco, CA, USA",506057,"11/10/2016","119","17",852,NA,"GREEN","ST",1,"10",2016,37.7990681505861,-122.41316452883,"Russian Hill"
"852 GREEN ST , San Francisco, CA, USA",462883,"23/03/2018","119","17",852,NA,"GREEN","ST",1,"03",2018,37.7990681505861,-122.41316452883,"Russian Hill"
"853 LOMBARD ST , San Francisco, CA, USA",317257,"22/04/2016","73","018B",853,NA,"LOMBARD","ST",1,"04",2016,37.802228,-122.415517,"Russian Hill"
"854 CAPP ST , San Francisco, CA, USA",481467,"11/05/2018","3642","41",854,NA,"CAPP","ST",3,"05",2018,37.75303785,-122.417694521277,"Mission"
"854 FOLSOM ST , San Francisco, CA, USA",258550,"14/06/2010","3733","020A",854,NA,"FOLSOM","ST",1,"06",2010,37.781121410511,-122.402449170985,"South of Market"
"855 BRANNAN ST , San Francisco, CA, USA",496703,"19/11/2018","3783","1",855,NA,"BRANNAN","ST",434,"11",2018,37.7718450631991,-122.404583359107,"South of Market"
"855 JAMESTOWN AV , San Francisco, CA, USA",295,"05/04/2011","4991","277",855,NA,"JAMESTOWN","AV",18,"04",2011,37.7175620368652,-122.39188914789,"Bayview Hunters Point"
"855 JAMESTOWN AV , San Francisco, CA, USA",299,"05/04/2011","4991","277",855,NA,"JAMESTOWN","AV",18,"04",2011,37.7175620368652,-122.39188914789,"Bayview Hunters Point"
"855 LOMBARD ST , San Francisco, CA, USA",317258,"22/04/2016","73","018B",855,NA,"LOMBARD","ST",1,"04",2016,37.802228,-122.415517,"Russian Hill"
"855 WALLER ST , San Francisco, CA, USA",327730,"09/04/2018","1258","1",855,NA,"WALLER","ST",3,"04",2018,37.7700242,-122.437982804945,"Haight Ashbury"
"855 WALLER ST , San Francisco, CA, USA",461056,"21/03/2018","1258","1",855,NA,"WALLER","ST",3,"03",2018,37.7700242,-122.437982804945,"Haight Ashbury"
"855 WALLER ST , San Francisco, CA, USA",340972,"18/08/2017","1258","1",855,NA,"WALLER","ST",3,"08",2017,37.7700242,-122.437982804945,"Haight Ashbury"
"856 PRESIDIO AV , San Francisco, CA, USA",279946,"21/05/2009","1073","33",856,NA,"PRESIDIO","AV",1,"05",2009,37.783939,-122.446026714286,"Presidio Heights"
"856 PRESIDIO AV , San Francisco, CA, USA",202526,"22/08/2008","1073","33",856,NA,"PRESIDIO","AV",1,"08",2008,37.783939,-122.446026714286,"Presidio Heights"
"858 37TH AV , San Francisco, CA, USA",336150,"29/08/2016","1679","18",858,NA,"37TH","AV",1,"08",2016,37.772764,-122.496779,"Outer Richmond"
"858 37TH AV , San Francisco, CA, USA",314481,"29/04/2015","1679","18",858,NA,"37TH","AV",1,"04",2015,37.772764,-122.496779,"Outer Richmond"
"858 FLORIDA ST , San Francisco, CA, USA",117097,"03/03/2014","4085","10",858,NA,"FLORIDA","ST",1,"03",2014,37.758142,-122.410862,"Mission"
"858 PRESIDIO AV , San Francisco, CA, USA",202527,"22/08/2008","1073","33",858,NA,"PRESIDIO","AV",1,"08",2008,37.783925,-122.446023489796,"Presidio Heights"
"858 PRESIDIO AV , San Francisco, CA, USA",279947,"21/05/2009","1073","33",858,NA,"PRESIDIO","AV",1,"05",2009,37.783925,-122.446023489796,"Presidio Heights"
"859 34TH AV , San Francisco, CA, USA",219456,"26/02/2007","1677","10",859,NA,"34TH","AV",1,"02",2007,37.772881,-122.494216,"Outer Richmond"
"859 34TH AV , San Francisco, CA, USA",274180,"16/05/2007","1677","10",859,NA,"34TH","AV",1,"05",2007,37.772881,-122.494216,"Outer Richmond"
"859 34TH AV , San Francisco, CA, USA",298062,"27/10/2008","1677","10",859,NA,"34TH","AV",1,"10",2008,37.772881,-122.494216,"Outer Richmond"
"859 46TH AV , San Francisco, CA, USA",307169,"19/09/2008","1689","15",859,NA,"46TH","AV",1,"09",2008,37.77228785,-122.50695402603,"Outer Richmond"
"859 KANSAS ST , San Francisco, CA, USA",485658,"05/11/2015","4094","57",859,NA,"KANSAS","ST",1,"11",2015,37.75881725,-122.402767635048,"Potrero Hill"
"859 KANSAS ST , San Francisco, CA, USA",318495,"25/04/2016","4094","57",859,NA,"KANSAS","ST",1,"04",2016,37.75881725,-122.402767635048,"Potrero Hill"
"859 KANSAS ST , San Francisco, CA, USA",318523,"25/04/2016","4094","57",859,NA,"KANSAS","ST",1,"04",2016,37.75881725,-122.402767635048,"Potrero Hill"
"859 KANSAS ST , San Francisco, CA, USA",520756,"16/09/2015","4094","57",859,NA,"KANSAS","ST",1,"09",2015,37.75881725,-122.402767635048,"Potrero Hill"
"859 VALLEJO ST , San Francisco, CA, USA",341912,"03/08/2017","148","22",859,NA,"VALLEJO","ST",3,"08",2017,37.7981337,-122.411311883639,"Chinatown"
"859 VALLEJO ST , San Francisco, CA, USA",379374,"14/02/2017","148","22",859,NA,"VALLEJO","ST",3,"02",2017,37.7981337,-122.411311883639,"Chinatown"
"859 VALLEJO ST , San Francisco, CA, USA",457233,"15/03/2017","148","22",859,NA,"VALLEJO","ST",3,"03",2017,37.7981337,-122.411311883639,"Chinatown"
"86 POND ST , San Francisco, CA, USA",535393,"21/09/2018","3564","74",86,NA,"POND","ST",1,"09",2018,37.762875,-122.432243,"Castro/Upper Market"
"86 POND ST , San Francisco, CA, USA",491772,"29/11/2017","3564","74",86,NA,"POND","ST",1,"11",2017,37.762875,-122.432243,"Castro/Upper Market"
"860 INNES AV , San Francisco, CA, USA",100888,"24/06/2013","4645","18",860,NA,"INNES","AV",4,"06",2013,37.73194055,-122.375119417629,"Bayview Hunters Point"
"861 POST ST , San Francisco, CA, USA",441604,"08/06/2018","303","16",861,NA,"POST","ST",1,"06",2018,37.78711225,-122.415981199608,"Tenderloin"
"861 POST ST , San Francisco, CA, USA",346214,"20/08/2018","303","16",861,NA,"POST","ST",1,"08",2018,37.78711225,-122.415981199608,"Tenderloin"
"863 OCEAN AV , San Francisco, CA, USA",326565,"11/04/2018","6946","51",863,NA,"OCEAN","AV",3,"04",2018,37.722705,-122.451006,"Oceanview/Merced/Ingleside"
"867 JAMESTOWN AV , San Francisco, CA, USA",296,"05/04/2011","4991","277",867,NA,"JAMESTOWN","AV",18,"04",2011,37.717836,-122.392509,"Bayview Hunters Point"
"867 JAMESTOWN AV , San Francisco, CA, USA",300,"05/04/2011","4991","277",867,NA,"JAMESTOWN","AV",18,"04",2011,37.717836,-122.392509,"Bayview Hunters Point"
"869 JAMESTOWN AV , San Francisco, CA, USA",118626,"20/03/2014","4991","277",869,NA,"JAMESTOWN","AV",8,"03",2014,37.717964,-122.3928,"Bayview Hunters Point"
"87 SUMMIT WY , San Francisco, CA, USA",43131,"12/12/2014","7331","104",87,NA,"SUMMIT","WY",2,"12",2014,37.715283672949,-122.475335925171,"Lakeshore"
"870 HARRISON ST , San Francisco, CA, USA",105905,"04/06/2014","3752","19",870,NA,"HARRISON","ST",26,"06",2014,37.7797367,-122.4013522,"South of Market"
"870 INNES AV , San Francisco, CA, USA",333438,"27/08/2015","4645","17",870,NA,"INNES","AV",2,"08",2015,37.7319872,-122.375200861134,"Bayview Hunters Point"
"870 NOE ST , San Francisco, CA, USA",328577,"23/04/2018","3622","11",870,NA,"NOE","ST",1,"04",2018,37.755008,-122.432537,"Noe Valley"
"870 NOE ST , San Francisco, CA, USA",27986,"04/08/2014","3622","11",870,NA,"NOE","ST",1,"08",2014,37.755008,-122.432537,"Noe Valley"
"871 24TH AV , San Francisco, CA, USA",84554,"17/07/2013","1667","18",871,NA,"24TH","AV",1,"07",2013,37.773161,-122.483488,"Outer Richmond"
"871 29TH AV , San Francisco, CA, USA",209351,"17/12/2007","1672","8",871,NA,"29TH","AV",1,"12",2007,37.77292,-122.488841,"Outer Richmond"
"872 KANSAS ST , San Francisco, CA, USA",408347,"23/07/2015","4093","15",872,NA,"KANSAS","ST",1,"07",2015,37.7585248,-122.403172850547,"Potrero Hill"
"873 ALVARADO ST , San Francisco, CA, USA",361072,"06/12/2017","2802","36",873,NA,"ALVARADO","ST",1,"12",2017,37.753098,-122.440209,"Noe Valley"
"873 ALVARADO ST , San Francisco, CA, USA",151149,"24/11/2014","2802","36",873,NA,"ALVARADO","ST",1,"11",2014,37.753098,-122.440209,"Noe Valley"
"873 ALVARADO ST , San Francisco, CA, USA",501338,"15/10/2015","2802","36",873,NA,"ALVARADO","ST",1,"10",2015,37.753098,-122.440209,"Noe Valley"
"874 30TH AV , San Francisco, CA, USA",233935,"26/01/2009","1672","18",874,NA,"30TH","AV",1,"01",2009,37.77281935,-122.489346168328,"Outer Richmond"
"875 43RD AV , San Francisco, CA, USA",175680,"25/09/2012","1686","16",875,NA,"43RD","AV",1,"09",2012,37.77218,-122.503838,"Outer Richmond"
"875 CLAYTON ST , San Francisco, CA, USA",496846,"13/11/2018","1271","5",875,NA,"CLAYTON","ST",1,"11",2018,37.76565495,-122.448012859469,"Haight Ashbury"
"875 WALLER ST , San Francisco, CA, USA",458046,"23/03/2017","1258","24",875,NA,"WALLER","ST",1,"03",2017,37.76995555,-122.438313914155,"Haight Ashbury"
"875 WALLER ST , San Francisco, CA, USA",379294,"21/02/2017","1258","24",875,NA,"WALLER","ST",1,"02",2017,37.76995555,-122.438313914155,"Haight Ashbury"
"879 ARGUELLO BLVD , San Francisco, CA, USA",302885,"18/09/2007","1644","11",879,NA,"ARGUELLO","BL",1,"09",2007,37.774677,-122.458659,"Inner Richmond"
"879 ARGUELLO BLVD , San Francisco, CA, USA",279200,"11/05/2009","1644","11",879,NA,"ARGUELLO","BL",1,"05",2009,37.774677,-122.458659,"Inner Richmond"
"879 DOLORES ST , San Francisco, CA, USA",278642,"08/05/2009","3618","23",879,NA,"DOLORES","ST",1,"05",2009,37.755437,-122.425131,"Mission"
"879 DOLORES ST , San Francisco, CA, USA",284759,"17/11/2008","3618","23",879,NA,"DOLORES","ST",1,"11",2008,37.755437,-122.425131,"Mission"
"88 A VALPARAISO ST , San Francisco, CA, USA",475258,"16/05/2017","91","40",88,"A","VALPARAISO","ST",1,"05",2017,37.8013423958333,-122.414120833333,"Russian Hill"
"88 HARRIET ST , San Francisco, CA, USA",341811,"04/08/2017","3731","110",88,NA,"HARRIET","ST",1,"08",2017,37.778217,-122.406609,"South of Market"
"88 HARRIET ST , San Francisco, CA, USA",347756,"17/08/2018","3731","110",88,NA,"HARRIET","ST",1,"08",2018,37.778217,-122.406609,"South of Market"
"88 HARRIET ST , San Francisco, CA, USA",355486,"05/12/2016","3731","110",88,NA,"HARRIET","ST",1,"12",2016,37.778217,-122.406609,"South of Market"
"880 INNES AV , San Francisco, CA, USA",457932,"22/03/2017","4645","18",880,NA,"INNES","AV",4,"03",2017,37.73202285,-122.375263344985,"Bayview Hunters Point"
"880 OAK ST , San Francisco, CA, USA",460854,"19/03/2018","826","23",880,NA,"OAK","ST",1,"03",2018,37.77382,-122.433805,"Hayes Valley"
"882 CAROLINA ST , San Francisco, CA, USA",27893,"01/08/2014","4096","30",882,NA,"CAROLINA","ST",1,"08",2014,37.75748845,-122.400243436598,"Potrero Hill"
"882 CAROLINA ST , San Francisco, CA, USA",369717,"02/02/2015","4096","30",882,NA,"CAROLINA","ST",1,"02",2015,37.75748845,-122.400243436598,"Potrero Hill"
"882 CAROLINA ST , San Francisco, CA, USA",452003,"14/03/2016","4096","30",882,NA,"CAROLINA","ST",1,"03",2016,37.75748845,-122.400243436598,"Potrero Hill"
"882 CAROLINA ST , San Francisco, CA, USA",409408,"15/07/2015","4096","30",882,NA,"CAROLINA","ST",1,"07",2015,37.75748845,-122.400243436598,"Potrero Hill"
"882 CAROLINA ST , San Francisco, CA, USA",522004,"21/09/2015","4096","30",882,NA,"CAROLINA","ST",1,"09",2015,37.75748845,-122.400243436598,"Potrero Hill"
"885 ARGUELLO BLVD , San Francisco, CA, USA",279201,"11/05/2009","1644","11",885,NA,"ARGUELLO","BL",1,"05",2009,37.774669,-122.458633,"Inner Richmond"
"885 ARGUELLO BLVD , San Francisco, CA, USA",302886,"18/09/2007","1644","11",885,NA,"ARGUELLO","BL",1,"09",2007,37.774669,-122.458633,"Inner Richmond"
"885 FRANKLIN ST , San Francisco, CA, USA",412792,"14/07/2016","744","20",885,NA,"FRANKLIN","ST",3,"07",2016,37.78241055,-122.422618852124,"Western Addition"
"886 BROADWAY * , San Francisco, CA, USA",262425,NA,"148","11",886,NA,"BROADWAY","*",2,NA,NA,37.797476,-122.411673,"Chinatown"
"888 DE HARO ST , San Francisco, CA, USA",379439,"23/02/2017","4095","15",888,NA,"DE HARO","ST",1,"02",2017,37.758583,-122.401457,"Potrero Hill"
"888 MINNESOTA ST , San Francisco, CA, USA",209344,"18/12/2007","4106","27",888,NA,"MINNESOTA","ST",16,"12",2007,37.7592068888889,-122.390443888889,"Potrero Hill"
"889 CAROLINA ST , San Francisco, CA, USA",345673,"01/08/2018","4097","27",889,NA,"CAROLINA","ST",1,"08",2018,37.757452,-122.399619,"Potrero Hill"
"89 SUMMIT WY , San Francisco, CA, USA",43132,"12/12/2014","7331","104",89,NA,"SUMMIT","WY",2,"12",2014,37.7152863377966,-122.475365706369,"Lakeshore"
"890 DOUGLASS ST , San Francisco, CA, USA",412820,"26/07/2016","6504","17",890,NA,"DOUGLASS","ST",1,"07",2016,37.7496034102564,-122.438440538462,"Noe Valley"
