"lat","lon"
37.786675,-122.419048
37.7586675061728,-122.389217049383
37.7586429,-122.389144430971
37.755944,-122.421318
37.735641,-122.423264
37.735641,-122.423264
37.735641,-122.423264
37.718097,-122.46378
37.718097,-122.46378
37.7154746760159,-122.475431795903
37.7528726,-122.393930888316
37.7528726,-122.393930888316
37.7523795,-122.425605763634
37.7871785,-122.48427
37.7871785,-122.48427
37.719070875,-122.398122125
37.756158,-122.402056
37.7337,-122.428125
37.7337,-122.428125
37.735641,-122.423264
37.735641,-122.423264
37.711606,-122.394371
37.7154774308983,-122.475466630367
37.794368,-122.411142
37.7858811,-122.4767084
37.7708648,-122.427087365279
37.7697687142857,-122.422646571429
37.711802,-122.394481
37.7520383,-122.4254607
37.7520383,-122.4254607
37.736097,-122.380181
37.736097,-122.380181
37.7597903076923,-122.422960576923
37.711616,-122.394277
37.7154801857806,-122.47550146483
37.71617245,-122.406118841418
37.738455,-122.392398
37.738455,-122.392398
37.738446,-122.392406
37.752719,-122.434
37.752719,-122.434
37.738437,-122.392414
37.752716,-122.434002
37.738428,-122.392422
37.7864578979592,-122.471338959184
37.711815,-122.394429
37.79597975,-122.409274911042
37.79597975,-122.409274911042
37.79597975,-122.409274911042
37.79597975,-122.409274911042
37.7552794,-122.4168793
37.7552794,-122.4168793
37.754051,-122.408435
37.754051,-122.408435
37.754051,-122.408435
37.78658,-122.471406
37.787041,-122.4200765
37.777493,-122.409585
37.777493,-122.409585
37.777493,-122.409585
37.723397,-122.454531
37.7859177,-122.470864136644
37.712924,-122.394603
37.7597717692308,-122.422958692308
37.711618,-122.394221
37.715482940663,-122.475536299293
37.727044877551,-122.415705571429
37.72690895,-122.415880291076
37.77209225,-122.439373349556
37.77209225,-122.439373349556
37.7639629183673,-122.469869612245
37.7639629183673,-122.469869612245
37.7707556,-122.4456686
37.7991351,-122.417794942938
37.7991351,-122.417794942938
37.7640919,-122.470027517662
37.7640919,-122.470027517662
37.7640919,-122.470027517662
37.7707383,-122.4456652
37.7637993,-122.452690860864
37.754917,-122.419495
37.754917,-122.419495
37.754917,-122.419495
37.757233,-122.388876
37.757233,-122.388876
37.757233,-122.388876
37.76365565,-122.452713136878
37.757233,-122.388876
37.7538764,-122.407634847507
37.757231,-122.388877
37.7720185,-122.4396271
37.710517,-122.436426
37.795755,-122.413943
37.7543985,-122.426848391689
37.712924,-122.394603
37.711627,-122.394166
37.776081,-122.408912
37.776081,-122.408912
37.774984,-122.407841
37.7720164,-122.4396469
37.7720164,-122.4396469
37.7720164,-122.4396469
37.753874,-122.406696122033
37.753874,-122.406696122033
37.7999331,-122.4041078
37.754917,-122.419495
37.754917,-122.419495
37.754917,-122.419495
37.784743,-122.460614
37.712534,-122.39464
37.712534,-122.39464
37.711832,-122.394264
37.7153209808155,-122.475752861938
37.77327365,-122.390264912056
37.7229354,-122.456362733588
37.7875901,-122.419450320979
37.753729,-122.406607
37.753729,-122.406607
37.7537133,-122.406723093262
37.798808,-122.405414
37.7732565,-122.391226682082
37.7732565,-122.391226682082
37.752389,-122.427181
37.752389,-122.427181
37.779361,-122.41357
37.779361,-122.41357
37.752389,-122.427181
37.752389,-122.427181
37.712924,-122.394603
37.7154884504277,-122.475605968219
37.74232145,-122.419882019185
37.71019295,-122.43910979551
37.711831,-122.394193
37.7153236456631,-122.475782643136
37.755019,-122.401947
37.757027,-122.388978
37.753394,-122.408132
37.753394,-122.408132
37.753394,-122.408132
37.7231941,-122.455890644076
37.7231941,-122.455890644076
37.757028,-122.388982
37.798808,-122.405414
37.77173415,-122.438597327517
37.712924,-122.394603
37.7730266834898,-122.391264197087
37.7730266834898,-122.391264197087
37.754066,-122.420487
37.754066,-122.420487
37.754066,-122.420487
37.754066,-122.420487
37.7295834489796,-122.382980489796
37.74700985,-122.42295069587
37.74700985,-122.42295069587
37.73094,-122.430862
37.710711,-122.406937
37.711831,-122.394147
37.77792,-122.412773
37.71223145,-122.437893708807
37.7530516122449,-122.407409714286
37.7530516122449,-122.407409714286
37.7530516122449,-122.407409714286
37.7530516122449,-122.407409714286
37.7504074,-122.424797
37.7504074,-122.424797
37.7504074,-122.424797
37.7504074,-122.424797
37.75382,-122.420927
37.7503771,-122.4247938
37.7503771,-122.4247938
37.7503771,-122.4247938
37.746461,-122.418132666667
37.746461,-122.418132666667
37.746461,-122.418132666667
37.712947,-122.394399
37.7154939601925,-122.475675637145
37.7646667,-122.490922477974
37.772454,-122.391944
37.750839,-122.412931
37.750839,-122.412931
37.755928,-122.388603
37.755928,-122.388603
37.755928,-122.388603
37.755928,-122.388603
37.755928,-122.388603
37.7508114081633,-122.412928367347
37.7508114081633,-122.412928367347
37.73094,-122.430856
37.7818476,-122.412559642335
37.7818476,-122.412559642335
37.731832,-122.48723
37.764426,-122.493574
37.7540612857143,-122.405531714286
37.7540612857143,-122.405531714286
37.7540612857143,-122.405531714286
37.7540612857143,-122.405531714286
37.75392,-122.405728
37.75392,-122.405728
37.75392,-122.405728
37.75392,-122.405728
37.75392,-122.405728
37.7658273,-122.45802
37.73045,-122.412345
37.7657957,-122.4580183
37.754274,-122.401416
37.754258,-122.401247
37.754258,-122.401247
37.712933,-122.394329
37.7729676,-122.42433214
37.7154967150748,-122.475710471608
37.763794,-122.504909
37.763794,-122.504909
37.7652363,-122.4719789
37.7652363,-122.4719789
37.7209578090902,-122.39478774254
37.79931155,-122.405879203954
37.7119783,-122.436397239519
37.7937882,-122.41327667506
37.7937882,-122.41327667506
37.7650599,-122.473133427637
37.7650599,-122.473133427637
37.711258,-122.451315
37.764725,-122.479044
37.764725,-122.479044
37.764725,-122.479044
37.764725,-122.479044
37.764725,-122.479044
37.764725,-122.479044
37.8025030204082,-122.423643102041
37.8025030204082,-122.423643102041
37.7950912,-122.415418215678
37.775791,-122.436816
37.775791,-122.436816
37.775791,-122.436816
37.764729,-122.479045
37.764729,-122.479045
37.76433,-122.486567323265
37.7654656,-122.4630586
37.795544,-122.415582
37.795544,-122.415582
37.7654392,-122.4630563
37.7654392,-122.4630563
37.798648,-122.407002
37.803563,-122.427436
37.803563,-122.427436
37.795544,-122.415582
37.795544,-122.415582
37.7646903571429,-122.477420571429
37.7646903571429,-122.477420571429
37.7646903571429,-122.477420571429
37.7646903571429,-122.477420571429
37.763521,-122.504742
37.76525975,-122.45748884362
37.76525975,-122.45748884362
37.76525975,-122.45748884362
37.7706768,-122.4426623
37.795544,-122.415582
37.7877689666667,-122.420677716667
37.7877689666667,-122.420677716667
37.7877689666667,-122.420677716667
37.7877689666667,-122.420677716667
37.7877689666667,-122.420677716667
37.764914,-122.396544
37.7646618,-122.477564602713
37.7854639,-122.480596036186
37.71292,-122.394274
37.7729642,-122.42435888
37.7745952,-122.423067897761
37.7745952,-122.423067897761
37.728064,-122.383278
37.76323715,-122.451184702047
37.76448015,-122.480158134325
37.7895438125,-122.418678875
37.792706,-122.415751
37.7648893,-122.469399324339
37.792706,-122.415751
37.786057,-122.401365
37.74711,-122.417837
37.7961173,-122.409301817326
37.7961173,-122.409301817326
37.7649615,-122.465612808745
37.803533,-122.427653
37.792855,-122.415782
37.803536,-122.427649
37.8052436666667,-122.417487833333
37.7926395833333,-122.415932666667
37.792855,-122.415782
37.728243,-122.383594
37.728243,-122.383594
37.7642302,-122.479571367075
37.7642302,-122.479571367075
37.7510316,-122.4226076
37.765370244898,-122.459243897959
37.7129,-122.394187
37.7729608,-122.42438562
37.772252,-122.425133
37.772252,-122.425133
37.7645708,-122.4705149
37.7545130612245,-122.390016326531
37.7991816388889,-122.41984675
37.7991816388889,-122.41984675
37.803668,-122.427883
37.803668,-122.427883
37.803668,-122.427883
37.794002,-122.413978
37.794002,-122.413978
37.76316,-122.500414
37.7491211,-122.4251717
37.7491211,-122.4251717
37.7491211,-122.4251717
37.7491211,-122.4251717
37.7491211,-122.4251717
37.80367,-122.427878
37.80367,-122.427878
37.80367,-122.427878
37.748737,-122.431327
37.748737,-122.431327
37.798648,-122.407002
37.8017074035353,-122.422354959976
37.748739,-122.431335
37.7709517959184,-122.426945142857
37.76286,-122.505785
37.76286,-122.505785
37.76286,-122.505785
37.7505741,-122.4275015
37.721979,-122.392538
37.7639012857143,-122.482627571429
37.762864,-122.505786
37.7645324285714,-122.467525510204
37.713395,-122.435066
37.7642251,-122.473104267632
37.7642251,-122.473104267632
37.805512,-122.417872
37.7542254209326,-122.390716877539
37.7542254209326,-122.390716877539
37.7542254209326,-122.390716877539
37.713396,-122.435066
37.724142,-122.4671
37.712886,-122.394147
37.7644111428571,-122.467309122449
37.7903396,-122.416889378233
37.7875215319149,-122.421305765957
37.74858355,-122.429605047085
37.7546012857143,-122.424137571429
37.73062355,-122.405720359321
37.7660633,-122.420808188869
37.712545,-122.394163
37.712545,-122.394163
37.80245745,-122.424446388439
37.7484146330533,-122.415048736173
37.7350662014776,-122.396178573539
37.724142,-122.467098
37.7574544,-122.446687197191
37.772252,-122.425133
37.772252,-122.425133
37.7830281,-122.457571529586
37.7830281,-122.457571529586
37.783413,-122.411457
37.783413,-122.411457
37.783413,-122.411457
37.783413,-122.411457
37.783413,-122.411457
37.751128,-122.408129
37.783081,-122.442936
37.7539191904495,-122.39068521289
37.7511003673469,-122.408126346939
37.7511003673469,-122.408126346939
37.7511003673469,-122.408126346939
37.7511003673469,-122.408126346939
37.7510727346939,-122.408123693878
37.7510727346939,-122.408123693878
37.7279545,-122.382450695537
37.794533,-122.412915
37.794533,-122.412915
37.7638163,-122.4640003
37.7634381,-122.471859859054
37.763449,-122.471747285714
37.763449,-122.471747285714
37.7276575,-122.418211108838
37.763197,-122.475696
37.76223525,-122.449045544633
37.76223525,-122.449045544633
37.76223525,-122.449045544633
37.76223525,-122.449045544633
37.76223525,-122.449045544633
37.750997,-122.407344
37.76300855,-122.479003559905
37.771673,-122.443125901084
37.771673,-122.443125901084
37.771673,-122.443125901084
37.77561,-122.438506
37.77561,-122.438506
37.762903,-122.481046
37.761837,-122.506773
37.761837,-122.506773
37.761837,-122.506773
37.761837,-122.506773
37.803096,-122.427093
37.803096,-122.427093
37.803096,-122.427093
37.803096,-122.427093
37.803096,-122.427093
37.803096,-122.427093
37.7704814,-122.4441458
37.723871,-122.456654
37.723871,-122.456654
37.723871,-122.456654
37.761839,-122.503548
37.803092,-122.427097
37.803092,-122.427097
37.803092,-122.427097
37.803092,-122.427097
37.803092,-122.427097
37.761841,-122.50355
37.7633529,-122.4682425
37.7633529,-122.4682425
37.7508621,-122.407339413281
37.7508621,-122.407339413281
37.752674,-122.404008
37.7633265,-122.4682427
37.7633265,-122.4682427
37.7633265,-122.4682427
37.763104,-122.473529
37.7618199795918,-122.50182877551
37.7618199795918,-122.50182877551
37.79034205,-122.419320453893
37.7629494,-122.474104102924
37.762602,-122.481685
37.8028318571429,-122.427221428571
37.8028318571429,-122.427221428571
37.7452055294118,-122.421303470588
37.7502342,-122.410983526884
37.7502342,-122.410983526884
37.7502342,-122.410983526884
37.7502342,-122.410983526884
37.76768335,-122.418663605525
37.750519,-122.408248
37.76285145,-122.475199300631
37.7704121428571,-122.444414285714
37.75052,-122.408245
37.8016785384615,-122.404657923077
37.731317,-122.409925
37.780481,-122.431222
37.782268,-122.473794
37.762301,-122.485309
37.78127165,-122.452300208232
37.720692,-122.458494
37.757399,-122.442276143756
37.747306,-122.431571
37.79020555,-122.418130581051
37.7703940816327,-122.444556020408
37.762309,-122.482082
37.762163,-122.485298
37.80334,-122.429187
37.80334,-122.429187
37.80334,-122.429187
37.80334,-122.429187
37.80334,-122.429187
37.80334,-122.429187
37.7898478684211,-122.418071447368
37.762497,-122.477793
37.762497,-122.477793
37.762497,-122.477793
37.7781985714286,-122.434506571429
37.7781985714286,-122.434506571429
37.778023,-122.434292
37.778023,-122.434292
37.762246,-122.482078
37.775183,-122.438798
37.775183,-122.438798
37.761218,-122.505239
37.7610772,-122.508364702672
37.778023,-122.434292
37.778023,-122.434292
37.76738175,-122.418985055309
37.76738175,-122.418985055309
37.7464052244898,-122.423220530612
37.7464052244898,-122.423220530612
37.7464052244898,-122.423220530612
37.7464052244898,-122.423220530612
37.7464052244898,-122.423220530612
37.760005,-122.438518
37.7155159992514,-122.475954312849
37.783805,-122.410779
37.783805,-122.410779
37.783805,-122.410779
37.783805,-122.410779
37.7633427,-122.4607411
37.7633427,-122.4607411
37.778023,-122.434292
37.778023,-122.434292
37.7715225510204,-122.443206387755
37.7716525,-122.443294199396
37.76130425,-122.50037448723
37.7628289,-122.4661193
37.752164,-122.405557
37.767331122449,-122.41835344898
37.767321,-122.418263
37.7628046,-122.4661178
37.752167,-122.405554
37.752167,-122.405554
37.752167,-122.405554
37.767321,-122.418263
37.761547,-122.493853
37.752167,-122.405554
37.752167,-122.405554
37.752167,-122.405554
37.752167,-122.405554
37.795901,-122.419576
37.795901,-122.419576
37.762087,-122.479915
37.79016725,-122.418412179777
37.79016725,-122.418412179777
37.79016725,-122.418412179777
37.795902,-122.419573
37.76209,-122.479923
37.7609950204082,-122.504789918367
37.7609950204082,-122.504789918367
37.7616304,-122.48967562551
37.795901,-122.419576
37.7609621020408,-122.504787591837
37.749964,-122.410079
37.749964,-122.410079
37.749964,-122.410079
37.749964,-122.410079
37.749964,-122.410079
37.7523,-122.402243
37.7522367,-122.402152429212
37.72911,-122.386192
37.7600383673469,-122.438306591837
37.760003,-122.438516
37.7155187541338,-122.475989147312
37.7672779,-122.3960236
37.7672779,-122.3960236
37.7672779,-122.3960236
37.7672779,-122.3960236
37.72952965,-122.385951544268
37.76085845,-122.504097174646
37.79295605,-122.415831499395
37.7295441,-122.386044424789
37.7295441,-122.386044424789
37.7295441,-122.386044424789
37.7295441,-122.386044424789
37.729486466984,-122.495087075434
37.76632555,-122.44724013075
37.755908,-122.439898134694
37.755908,-122.439898134694
37.73552605,-122.422652029469
37.777121,-122.417661
37.777121,-122.417661
37.76238085,-122.465422255927
37.76238085,-122.465422255927
37.76238085,-122.465422255927
37.7568826,-122.394695369245
37.7704356963882,-122.414553058889
37.760010755102,-122.438303938776
37.7451043235294,-122.421368676471
37.7451043235294,-122.421368676471
37.760003,-122.438516
37.7350210833333,-122.379520777778
37.7350210833333,-122.379520777778
37.7350210833333,-122.379520777778
37.7647535102041,-122.39390122449
37.7716548,-122.4184667
37.767166,-122.395826
37.793819,-122.417858
37.7615674,-122.4489819
37.793819,-122.417858
37.7752852,-122.416508000412
37.7717551636364,-122.442330381818
37.7615409,-122.4489821
37.7938320408163,-122.417860591837
37.761,-122.487831
37.7938450816327,-122.417863183673
37.766678,-122.416006
37.764177,-122.422625
37.739680244898,-122.420504979592
37.738246,-122.384567
37.7380207322521,-122.386588559963
37.8057812,-122.435905752844
37.8057812,-122.435905752844
37.8057812,-122.435905752844
37.8057812,-122.435905752844
37.7492153,-122.409579058193
37.7378583,-122.384952969956
37.775826,-122.41725
37.775826,-122.41725
37.775826,-122.41725
37.73791145,-122.385032367273
37.774908,-122.41592
37.774908,-122.41592
37.75166005,-122.401607802922
37.75166005,-122.401607802922
37.761409,-122.474082
37.761409,-122.474082
37.7615559,-122.470715246841
37.7398227142857,-122.420104571429
37.735931,-122.381455
37.79439775,-122.414458556778
37.76159895,-122.467023504671
37.76071475,-122.486862934312
37.76071475,-122.486862934312
37.7619746,-122.4508171
37.7619746,-122.4508171
37.775366,-122.440136
37.775366,-122.440136
37.775366,-122.440136
37.775366,-122.440136
37.749176,-122.408116
37.759658,-122.508349
37.759658,-122.508349
37.7885467346939,-122.420846285714
37.794618,-122.418871
37.794618,-122.418871
37.77152595,-122.444543474349
37.77152595,-122.444543474349
37.7609765,-122.420913177915
37.794616,-122.418877
37.794616,-122.418877
37.7479032,-122.4269472
37.7479032,-122.4269472
37.79680945,-122.412129150915
37.79680945,-122.412129150915
37.73285355,-122.38765715022
37.730487,-122.405541
37.766944,-122.416712
37.78794,-122.42342
37.78794,-122.42342
37.78794,-122.42342
37.745789,-122.4292885
37.745789,-122.4292885
37.760767,-122.476188
37.760767,-122.476188
37.760767,-122.476188
37.763567,-122.398125
37.763567,-122.398125
37.763567,-122.398125
37.763567,-122.398125
37.79634,-122.421087
37.760767,-122.476188
37.75932,-122.507892632653
37.761146,-122.4648746
37.761179,-122.464936142857
37.759479,-122.502307
37.79634,-122.421087
37.78517085,-122.477326310687
37.78517085,-122.477326310687
37.7782188571429,-122.407612183673
37.759478,-122.502307
37.7713617,-122.4448741
37.760782,-122.471127
37.7599298,-122.490585399923
37.7599298,-122.490585399923
37.771358,-122.4449083
37.771508,-122.444905
37.7300845,-122.387856454771
37.7589664,-122.507772423771
37.75991545,-122.484628774796
37.759368,-122.49865
37.790575,-122.418522
37.758946,-122.506569
37.758946,-122.506569
37.7297273469388,-122.406108918367
37.7349634166667,-122.379521222222
37.7781866,-122.4364351
37.7781866,-122.4364351
37.7691401,-122.447975185327
37.7691401,-122.447975185327
37.7691401,-122.447975185327
37.7606729,-122.4663086
37.75879965,-122.507092894201
37.783893,-122.432009
37.764093,-122.422642
37.764093,-122.422642
37.7543243469388,-122.424110836735
37.766355,-122.43441
37.794572,-122.419558
37.794572,-122.419558
37.794572,-122.419558
37.794572,-122.419558
37.7117815510204,-122.415836897959
37.794572,-122.419558
37.794572,-122.419558
37.75985895,-122.479824766079
37.794571,-122.419559
37.73068465,-122.388053797741
37.7117887755102,-122.41586244898
37.7366034285714,-122.43419
37.74493195,-122.419451013086
37.7297236530612,-122.406123081633
37.769346,-122.423445
37.769346,-122.423445
37.769346,-122.423445
37.72973455,-122.406427862158
37.770853,-122.420399
37.770853,-122.420399
37.719808,-122.426879
37.7781757142857,-122.407557938776
37.715535283428,-122.47619815409
37.776812,-122.4197555
37.776812,-122.4197555
37.712303,-122.431644
37.738568,-122.386977
37.738568,-122.386977
37.738568,-122.386977
37.738568,-122.386977
37.738568,-122.386977
37.796193,-122.413493
37.75895335,-122.492112586684
37.766355,-122.43441
37.757258,-122.424477
37.757258,-122.424477
37.757258,-122.424477
37.757258,-122.424477
37.757258,-122.424477
37.7153689480724,-122.476288923497
37.78501615,-122.445180707277
37.78501615,-122.445180707277
37.78501615,-122.445180707277
37.75921705,-122.483052216361
37.7667040526316,-122.417957052632
37.7950657,-122.4167731
37.7950657,-122.4167731
37.792035,-122.41897
37.730633,-122.388882
37.758815,-122.488742
37.7379495510204,-122.388092142857
37.75915,-122.479709
37.766851,-122.418256
37.766851,-122.418256
37.766851,-122.418256
37.75915,-122.479711
37.746318,-122.412320427342
37.746318,-122.412320427342
37.757258,-122.424477
37.757258,-122.424477
37.757258,-122.424477
37.757258,-122.424477
37.757258,-122.424477
37.71537161292,-122.476318704694
37.7626227,-122.398129656834
37.790946,-122.419626
37.75803035,-122.503860211715
37.75996685,-122.463027762796
37.80230975,-122.430360145835
37.80230975,-122.430360145835
37.8022938,-122.430450241886
37.772038,-122.444626
37.772038,-122.444626
37.802641,-122.430558
37.802641,-122.430558
37.802641,-122.430558
37.802641,-122.430558
37.75956545,-122.464124882984
37.7889195454545,-122.423828333333
37.79247615,-122.418532250896
37.788965,-122.423985
37.788926,-122.423829666667
37.754456,-122.41945
37.759793,-122.437970967107
37.759793,-122.437970967107
37.759793,-122.437970967107
37.7153742777677,-122.476348485892
37.7576189387755,-122.504759510204
37.7576189387755,-122.504759510204
37.758594,-122.481403
37.802204,-122.430598
37.802204,-122.430598
37.80006195,-122.425381319376
37.80006195,-122.425381319376
37.80006195,-122.425381319376
37.758711,-122.47715
37.76439915,-122.396969528617
37.76439915,-122.396969528617
37.7443714,-122.4247109
37.7443714,-122.4247109
37.7443714,-122.4247109
37.7443714,-122.4247109
37.7592851632653,-122.463937816327
37.7442765,-122.4247123
37.758037,-122.491039
37.79398085,-122.42071454574
37.79398085,-122.42071454574
37.771882,-122.444956
37.771882,-122.444956
37.771882,-122.444956
37.771882,-122.444956
37.75864,-122.47538
37.7153769426153,-122.47637826709
37.757812,-122.491444
37.7589572,-122.464673699256
37.77460685,-122.442504962779
37.7122235714286,-122.457772693878
37.7153796074629,-122.476408048287
37.7708545,-122.446843797479
37.7790704,-122.436762
37.7790704,-122.436762
37.7790458571429,-122.436693428571
37.7790458571429,-122.436693428571
37.7790458571429,-122.436693428571
37.743983,-122.424133
37.7586048,-122.465747460245
37.7453958,-122.4270213
37.7453958,-122.4270213
37.743983,-122.424134
37.790004,-122.398592266667
37.790004,-122.398592266667
37.768562,-122.416908
37.768562,-122.416908
37.768562,-122.416908
37.7271519591837,-122.417711714286
37.76429,-122.397955283938
37.76429,-122.397955283938
37.7779963,-122.4074117
37.7779963,-122.4074117
37.7779963,-122.4074117
37.7779963,-122.4074117
37.7779963,-122.4074117
37.7779963,-122.4074117
37.760805,-122.420239
37.760805,-122.420239
37.791918,-122.4007507
37.75246165,-122.42887321608
37.75246165,-122.42887321608
37.75246165,-122.42887321608
37.774131,-122.420928
37.8017013,-122.408011323187
37.7927791,-122.419779786098
37.752017,-122.480831
37.7927148545145,-122.419531625218
37.752015,-122.480836
37.7449941509434,-122.412475037736
37.7582509,-122.4661145
37.766425,-122.433019
37.760831,-122.419828
37.7153822723105,-122.476437829485
37.756244,-122.508642
37.756244,-122.508642
37.779274,-122.465586
37.73486455,-122.391308469153
37.73486455,-122.391308469153
37.7381828,-122.390470677525
37.7381828,-122.390470677525
37.7381828,-122.390470677525
37.7381828,-122.390470677525
37.7381828,-122.390470677525
37.78606725,-122.445384797754
37.802009,-122.439133
37.73524,-122.42569
37.765182,-122.427788
37.765182,-122.427788
37.7635254,-122.4754214
37.7635254,-122.4754214
37.7635254,-122.4754214
37.7635254,-122.4754214
37.75787975,-122.467808459384
37.75787975,-122.467808459384
37.7560901,-122.507554208432
37.803315,-122.433895
37.782174,-122.476787
37.734128,-122.391706
37.734127,-122.391707
37.7578463,-122.4661035
37.7433913,-122.424061765117
37.766425,-122.433019
37.760831,-122.419828
37.7153849371581,-122.476467610683
37.7153849371581,-122.476467610683
37.7153849371581,-122.476467610683
37.727969,-122.414358
37.7311843275227,-122.391165344349
37.80140235,-122.430158705689
37.7312533,-122.391551083346
37.7539512244898,-122.481157816327
37.7538783,-122.4813787
37.7538783,-122.4813787
37.793123,-122.420181
37.7462864,-122.410826931859
37.7462864,-122.410826931859
37.7894065306122,-122.422836163265
37.79591115,-122.418665216805
37.79591115,-122.418665216805
37.80059065,-122.428478542986
37.80059065,-122.428478542986
37.80059065,-122.428478542986
37.80059065,-122.428478542986
37.80059065,-122.428478542986
37.80059065,-122.428478542986
37.793123,-122.420181
37.78468695,-122.482642803871
37.78468695,-122.482642803871
37.78468695,-122.482642803871
37.78468695,-122.482642803871
37.802009,-122.439132
37.735241,-122.42569
37.777939,-122.40754
37.777939,-122.40754
37.777939,-122.40754
37.777939,-122.40754
37.777939,-122.40754
37.777939,-122.40754
37.7745068,-122.443576479796
37.7745068,-122.443576479796
37.7745068,-122.443576479796
37.7745068,-122.443576479796
37.79669965,-122.425152246184
37.7346663,-122.391701135897
37.7960041,-122.418664168976
37.7461456,-122.410839571512
37.736885,-122.390498
37.736885,-122.390498
37.7575592,-122.4671252
37.766425,-122.433019
37.7153876020057,-122.47649739188
37.7153876020057,-122.47649739188
37.7153876020057,-122.47649739188
37.795779,-122.424387
37.80182,-122.430609
37.7932156,-122.419799835639
37.7932156,-122.419799835639
37.74286585,-122.42401292827
37.74286585,-122.42401292827
37.7986525510204,-122.412299040816
37.785904,-122.42908
37.785904,-122.42908
37.755768,-122.501632
37.7821971,-122.47709522871
37.7821971,-122.47709522871
37.757322,-122.466813530612
37.74407015,-122.423753899426
37.75698435,-122.44985380262
37.736355,-122.421822
37.7932083265306,-122.41193955102
37.7932083265306,-122.41193955102
37.7425911,-122.418701144847
37.7425911,-122.418701144847
37.789364877551,-122.423164346939
37.736217,-122.390992
37.736217,-122.390992
37.736217,-122.390992
37.7849287,-122.475641932075
37.7129103,-122.441563278455
37.72754525,-122.420816863091
37.7153902668533,-122.476527173078
37.7153902668533,-122.476527173078
37.7153902668533,-122.476527173078
37.7926492,-122.420600199979
37.7926492,-122.420600199979
37.73909945,-122.391159421766
37.7893488571429,-122.423290571429
37.744117,-122.426394
37.7440986,-122.4265762
37.7993102,-122.427070943456
37.7993102,-122.427070943456
37.7569603,-122.4681627
37.78239365,-122.415474547705
37.775388,-122.407483
37.775388,-122.407483
37.775388,-122.407483
37.736358,-122.421824
37.7932213061224,-122.411942204082
37.7932213061224,-122.411942204082
37.77581285,-122.444384648205
37.77581285,-122.444384648205
37.77581285,-122.444384648205
37.77581285,-122.444384648205
37.77581285,-122.444384648205
37.7386851818182,-122.390695494949
37.75527,-122.500979
37.7153929317009,-122.476556954276
37.7153929317009,-122.476556954276
37.7153929317009,-122.476556954276
37.755269,-122.500979
37.755858,-122.485081
37.71384185,-122.444317208091
37.7623782,-122.4430313
37.7623782,-122.4430313
37.7623782,-122.4430313
37.7623782,-122.4430313
37.780115,-122.401827
37.780115,-122.401827
