"","buyout_amount","address","nhood","long","lat","month","year"
"2","12,606.13","1447 Newcomb Avenue","Bayview Hunters Point","-122.38695925748112","37.73359055209069","11","2015"
"3","15,000.00","53 Pearl Street","Mission","-122.42386644283988","37.77047446277523","5","2016"
"4","15,000.00","759 06th Avenue","Inner Richmond","-122.46384918215743","37.77435618116678","8","2018"
"5","5,000.00","655 Stockton Street","Nob Hill","-122.40747590735671","37.79181479068557","10","2021"
"6","10,000.00","1215 Jamestown Avenue","Bayview Hunters Point","-122.39752760514395","37.72068656771708","5","2022"
"9","200,000.00","2424 Gough Street","Pacific Heights","-122.42673565138769","37.79560500367343","10","2018"
"10","35,000.00","229 Judson Avenue","West of Twin Peaks","-122.44727714689685","37.72824738140965","2","2022"
"11","10,640.00","1532 Fulton Street","Lone Mountain/USF","-122.44208267653045","37.776393483057014","11","2016"
"12","81,435.08","676 Castro Street","Castro/Upper Market","-122.43478460855438","37.75809867598051","6","2017"
"13","52,000.00","509 Randolph Street","Oceanview/Merced/Ingleside","-122.4672757226786","37.71424979860403","4","2022"
"15","21,597.00","2106 26th Avenue","Sunset/Parkside","-122.48354757344303","37.74812776778334","5","2016"
"16","85,000.00","448 14th Street","Mission","-122.42330095846856","37.768106177514234","7","2018"
"20","20,939.00","1966 Pacific Avenue","Pacific Heights","-122.42760163413871","37.794292622951566","12","2019"
"22","7,500.00","2635 Sacramento Street","Pacific Heights","-122.43628629052884","37.78953114334905","1","2017"
"23","45,000.00","1972 Union Street","Marina","-122.4317901918954","37.797593620850755","12","2019"
"28","15,500.00","744 Dartmouth Street","Portola","-122.40982074301157","37.72142037929128","8","2019"
"31","24,500.00","421 Lyon Street","Lone Mountain/USF","-122.44285130590897","37.774603271217025","11","2016"
"32","3,000.00","1985 San Jose Avenue","Outer Mission","-122.44276671403588","37.72531491312141","8","2017"
"34","26,137.00","1503 Waller Street","Haight Ashbury","-122.44854458334272","37.76882412734072","12","2021"
"35","55,353.11","972 Harrison Street","South of Market","-122.40339237139099","37.777861804758224","9","2019"
"37","15,000.00","3435 Cesar Chavez Street","Bernal Heights","-122.41897791888638","37.74807107134142","5","2022"
"38","30,000.00","647 Vienna Street","Excelsior","-122.43212115190602","37.71817208783197","12","2017"
"39","50,000.00","381 day Street","Noe Valley","-122.43055423445718","37.742637680249054","8","2019"
"42","35,000.00","1290 Grove Street","Hayes Valley","-122.43777819517838","37.77598629937515","9","2018"
"47","50,000.00","1728 Cabrillo Street","Outer Richmond","-122.47719918446077","37.774794583963285","2","2017"
"51","30,013.05","240 Bowdoin Street","Portola","-122.41300864229112","37.73116697178471","5","2021"
"52","","1781 Revere Avenue","Bayview Hunters Point","-122.39344100537248","37.733488458613074","12","2020"
"59","17,000.00","54 Fair Avenue","Bernal Heights","-122.41913256686573","37.74526041409528","11","2017"
"60","27,000.00","1554 28th Avenue","Sunset/Parkside","-122.486420037192","37.75839471647511","7","2020"
"62","32,068.88","203 Carl Street","Inner Sunset","-122.45290731036754","37.76540311127074","11","2019"
"65","23,000.00","255 Steiner Street","Haight Ashbury","-122.43207991466119","37.77160401688146","1","2016"
"77","12,000.00","179 Burnside Avenue","West of Twin Peaks","-122.4386863983312","37.733637403372455","1","2017"
"79","20,000.00","443 austin Street","Pacific Heights","-122.4260539172589","37.788423232495084","8","2017"
"80","170,000.00","3653 Webster Street","Marina","-122.43531480284904","37.80431387703296","5","2022"
"82","100,000.00","1457 South Van Ness Avenue","Mission","-122.41600069948619","37.749877253512956","7","2019"
"84","0.00","307 Crestmont Drive","Inner Sunset","-122.46011489449984","37.75743054765901","8","2017"
"85","7,300.00","1225 20th Avenue","Sunset/Parkside","-122.47833595980936","37.764895173683435","8","2021"
"87","117,528.77","1758 Great Highway","Sunset/Parkside","-122.50851471561081","37.75361425210264","6","2021"
"89","60,000.00","406 Faxon Avenue","Oceanview/Merced/Ingleside","-122.46020426073717","37.72202975086963","10","2019"
"90","70,000.00","643 Webster Street","Hayes Valley","-122.42975121241734","37.77665235530214","9","2018"
"93","9,000.00","129 Saturn Street","Castro/Upper Market","-122.44353482042484","37.76261530138433","11","2017"
"94","90,000.00","378 Corbett Avenue","Castro/Upper Market","-122.44604776518332","37.75925257997429","7","2021"
"96","105,733.32","1165 Shotwell Street","Mission","-122.41489625820904","37.74982715658295","11","2015"
"97","56,000.00","711 Hampshire Street","Potrero Hill","-122.40802387554507","37.76040431722585","6","2021"
"100","15,000.00","4418 23rd Street","Noe Valley","-122.44118279487141","37.75250358134349","7","2016"
"101","15,000.00","551 Page Street","Hayes Valley","-122.42983183647065","37.77311996852089","9","2015"
"102","60,000.00","739 40th Avenue","Outer Richmond","-122.50051106233559","37.77482839204389","12","2019"
"104","23,268.00","18 Wayne Place","Chinatown","-122.41091942232347","37.79663469831173","8","2019"
"105","17,964.80","333 san jose Avenue","Mission","-122.42134786567024","37.74973617591472","6","2018"
"107","50,000.00","3322 Judah Street","Sunset/Parkside","-122.49767127719103","37.76082178996188","2","2019"
"108","57,000.00","1374 46th Avenue","Sunset/Parkside","-122.50594264413405","37.76093242199474","10","2018"
"110","193,750.00","56 Mason Street","Tenderloin","-122.40918921274312","37.78386498910406","7","2018"
"116","6,000.00","14 Isis Street","Mission","-122.41449177902692","37.770435502102266","7","2018"
"121","20,000.00","647 Vienna Street","Excelsior","-122.43212115190602","37.71817208783197","3","2016"
"126","60,000.00","3479 Mission Street","Bernal Heights","-122.42265217701227","37.74128491910827","10","2020"
"128","23,867.22","2736 43rd Avenue","Sunset/Parkside","-122.50096286668624","37.7358875695428","6","2017"
"131","85,000.00","318 San Jose Avenue","Mission","-122.42144963967712","37.75008595570671","7","2019"
"134","85,000.00","1625 Larkin Street","Russian Hill","-122.41950127246794","37.79285311878874","8","2019"
"135","65,000.00","3369 21st Street","Mission","-122.42261989822683","37.75679020078534","7","2020"
"136","20,704.00","366 San Carlos Street","Mission","-122.41978894701992","37.757543505444836","6","2018"
"137","30,000.00","1950 Pierce Street","Pacific Heights","-122.43701351984794","37.78802735421496","3","2022"
"143","12,562.00","566 London Street","Excelsior","-122.43719754707126","37.720204634797625","11","2017"
"144","475.00","1286 Folsom Street","South of Market","-122.4113971346155","37.77399113367247","12","2017"
"155","65,000.00","3312 Clay Street","Presidio Heights","-122.4474579390703","37.78906593336731","11","2020"
"158","60,000.00","1927 Page Street","Haight Ashbury","-122.45255910204833","37.77022789245039","4","2018"
"161","21,613.60","225 11th Avenue","Inner Richmond","-122.46991793457532","37.78407207691857","8","2016"
"162","45,000.00","152 04th Avenue","Inner Richmond","-122.46245933619834","37.78582522929363","6","2015"
"167","20,000.00","11 Fielding Street","North Beach","-122.41006426983617","37.803676159697616","10","2020"
"174","26,385.96","1026 Montgomery Street","North Beach","-122.40390139504768","37.79852576970837","2","2016"
"175","50,000.00","820 Green Street","Russian Hill","-122.41270429033365","37.79907655562949","11","2020"
"178","27,000.00","131 Charles Street","Glen Park","-122.42579390679423","37.738335556531595","5","2017"
"182","32,400.00","1310 Turk Street","Western Addition","-122.43070735374896","37.780713425481956","3","2021"
"184","5,000.00","327 05TH Avenue","Inner Richmond","-122.46335756819289","37.78244122898703","8","2018"
"186","63,824.09","1574 church Street","Noe Valley","-122.42690392195529","37.74570173278964","5","2018"
"187","20,000.00","667 Spruce Street","Presidio Heights","-122.4533804109456","37.782512108330025","5","2017"
"188","55,000.00","1409 Anza Street","Inner Richmond","-122.46326956764112","37.77910840668819","5","2021"
"189","56,993.00","964 Minnesota Street","Potrero Hill","-122.39030471759753","37.75833399555425","12","2016"
"191","20,953.40","2364 Pacific Avenue","Pacific Heights","-122.43414718554659","37.79345625495394","9","2017"
"193","100,000.00","495 32nd Avenue","Outer Richmond","-122.49229145871034","37.779911671222685","4","2020"
"195","44,000.00","1575 47th Avenue","Sunset/Parkside","-122.50681916866498","37.75715236176148","12","2017"
"196","55,000.00","451 Frederick Street","Haight Ashbury","-122.4515737722485","37.766534155042216","5","2018"
"201","4,500.00","2186 Vallejo Street","Marina","-122.43320205559279","37.795503176999745","6","2017"
"205","300,000.00","759 Harrison Street","South of Market","-122.39882858707723","37.78139093422049","2","2022"
"206","35,000.00","59 Buena Vista Terrace","Castro/Upper Market","-122.4382516599114","37.76793702312643","12","2021"
"209","18,500.00","188 Banks Street","Bernal Heights","-122.41271353700142","37.74045591244571","10","2018"
"210","75,329.00","246 San Carlos Street","Mission","-122.41995895035005","37.75943367408419","7","2015"
"212","56,000.00","567 02nd Avenue","Inner Richmond","-122.4598185850606","37.77806942903156","12","2021"
"215","62,500.00","756 Chestnut Street","Russian Hill","-122.41581271844684","37.80346485270565","7","2019"
"223","40,000.00","1844 Anza Street","Inner Richmond","-122.46786215864277","37.778955456620885","9","2017"
"225","29,500.00","2415 Buchanan Street","Pacific Heights","-122.43117565511076","37.792198632952065","10","2015"
"230","50,000.00","819 27th Avenue","Outer Richmond","-122.48648704753356","37.77394230238705","7","2017"
"232","30,000.00","584 Mississippi Street","Potrero Hill","-122.39429420175411","37.75904945133383","7","2021"
"233","11,000.00","341 Corbett Avenue","Castro/Upper Market","-122.44516026080476","37.75991385522523","7","2017"
"235","54,358.75","2005 Fulton Street","Lone Mountain/USF","-122.44988574800956","37.775346046325495","8","2018"
"236","35,000.00","1574 35th Avenue","Sunset/Parkside","-122.49389239638829","37.75772020086912","1","2017"
"238","40,000.00","862 York Street","Mission","-122.40875768204202","37.75828105228825","9","2016"
"240","40,000.00","1006 Page Street","Haight Ashbury","-122.43745380190546","37.77220967943624","9","2017"
"244","9,280.00","40 Niantic Avenue","Oceanview/Merced/Ingleside","-122.4684519593178","37.70915707512138","1","2020"
"249","60,000.00","100 Danvers Street","Castro/Upper Market","-122.4434498191649","37.76030118922767","2","2016"
"250","10,000.00","30 Gardenside Drive","Twin Peaks","-122.44504060874725","37.75145365245398","12","2015"
"251","12,562.00","31 El Sereno Court","West of Twin Peaks","-122.44488989653028","37.73866402276007","8","2019"
"253","29,446.00","145 Masonic Avenue","Lone Mountain/USF","-122.44755070490241","37.78064662353015","8","2017"
"254","89,500.00","2505 Gough Street","Marina","-122.42696374165575","37.79639249603386","8","2015"
"256","7,500.00","1185 Naples Street","Excelsior","-122.43767470893951","37.71207892361138","10","2017"
"257","33,000.00","1290 Grove Street","Hayes Valley","-122.43777819517838","37.77598629937515","9","2018"
"260","11,900.00","119 Ramsell Street","Oceanview/Merced/Ingleside","-122.46623130134356","37.7130329181076","6","2019"
"266","62,821.50","2104 24th Street","Potrero Hill","-122.40075170297844","37.75336788699049","6","2022"
"269","6,000.00","1734 38th Avenue","Sunset/Parkside","-122.49689376242877","37.75453581071395","5","2020"
"275","40,000.00","165 Moffitt Street","Glen Park","-122.43378441928895","37.737949725519286","5","2021"
"276","10,000.00","1373 46th Avenue","Sunset/Parkside","-122.50601304858513","37.7609637045202","12","2021"
"278","39,400.00","351 Vernon Street","Oceanview/Merced/Ingleside","-122.46809166336419","37.71880371252508","7","2018"
"282","65,000.00","2288 sutter Street","Pacific Heights","-122.4379674471446","37.785523529899464","2","2017"
"286","40,000.00","72 Mirabel Avenue","Bernal Heights","-122.41593003577522","37.74662143815583","5","2018"
"287","8,000.00","3110 Clay Street","Pacific Heights","-122.44439451551567","37.78945606103355","1","2019"
"295","50,000.00","2790 23rd Street","Mission","-122.40813407337949","37.754498193061586","1","2018"
"296","74,849.24","1849 Mcallister Street","Lone Mountain/USF","-122.44249298023807","37.777248959467435","7","2018"
"299","56,500.00","3171 Cesar Chavez Street","Bernal Heights","-122.41301389551198","37.74819072160495","3","2019"
"301","18,000.00","72 Macondray Lane","Russian Hill","-122.4151907859137","37.79924755012715","6","2021"
"306","10,085.48","737 Green Street","Chinatown","-122.41123121405428","37.79920794190993","5","2018"
"309","150,000.00","121 16th Avenue","Outer Richmond","-122.4755201547191","37.78575162835476","1","2022"
"311","50,000.00","4505 18th Street","Castro/Upper Market","-122.4395294159642","37.760593430962196","11","2017"
"312","25,410.00","1632 Broderick Street","Pacific Heights","-122.44158479244427","37.7853802806224","12","2020"
"316","60,000.00","723 Banks Street","Bernal Heights","-122.41306961012603","37.73448342617061","5","2016"
"320","35,000.00","42 Lower Terrace","Castro/Upper Market","-122.44172685334567","37.762874492086574","4","2017"
"325","50,000.00","196 Jules Avenue","Oceanview/Merced/Ingleside","-122.46122087355207","37.72171286020091","7","2021"
"326","","2731 Clement Street","Outer Richmond","-122.48846836242325","37.781835276928845","2","2021"
"331","6,000.00","1100 Leavenworth Street","Nob Hill","-122.41574764024128","37.79130448737151","9","2020"
"338","28,443.00","1322 29th Avenue","Sunset/Parkside","-122.48778515419419","37.76262881982624","11","2017"
"339","29,200.00","431 head Street","Oceanview/Merced/Ingleside","-122.46445441375396","37.71489448100928","2","2022"
"340","20,000.00","857 Cole Street","Haight Ashbury","-122.45008789617765","37.76621156685019","11","2017"
"341","30,000.00","958 Somerset Street","Portola","-122.40478873129615","37.719868401036344","8","2015"
"343","75,000.00","276 Nevada Street","Bernal Heights","-122.41151216615351","37.73863001549464","5","2022"
"344","46,000.00","1326 Utah Street","Mission","-122.40534144438017","37.75268577362076","12","2017"
"348","20,354.00","1350 24th Avenue","Sunset/Parkside","-122.48239533872906","37.76238439639815","9","2015"
"350","8,000.00","1165 Francisco Street","Russian Hill","-122.42432203608362","37.8032599483594","3","2016"
"352","13,500.00","1788 Clay Street","Russian Hill","-122.4224560587444","37.79223890999189","8","2021"
"353","30,000.00","956 Ashbury Street","Haight Ashbury","-122.4458524758844","37.764766318823625","7","2015"
"355","50,000.00","350 Dolores Street","Castro/Upper Market","-122.42643171591382","37.763769472293156","3","2020"
"360","40,000.00","701 Mangels Avenue","West of Twin Peaks","-122.45354663473937","37.73300666944575","3","2022"
"364","10,000.00","790 46th Avenue","Outer Richmond","-122.50681709233315","37.77364122416771","10","2018"
"366","70,000.00","533 Page Street","Hayes Valley","-122.42957196252604","37.77315302681438","2","2022"
"367","25,000.00","2116 17th Avenue","West of Twin Peaks","-122.47389954906616","37.74838078351317","1","2016"
"372","50,000.00","44 Juanita Way","West of Twin Peaks","-122.45242521745801","37.74406865495262","10","2021"
"373","24,000.00","914 Cabrillo Street","Inner Richmond","-122.46840719350983","37.775195299805226","3","2021"
"374","27,422.00","409 Vallejo Street","North Beach","-122.40426189302049","37.799124867198316","6","2015"
"375","29,000.00","312 Monticello Street","Oceanview/Merced/Ingleside","-122.47073542355896","37.71996329048088","11","2015"
"376","71,958.00","1334 Natoma Street","Mission","-122.41854731709621","37.767779960083125","4","2022"
"379","29,451.00","2720 36th Avenue","Sunset/Parkside","-122.49348839288172","37.73628152073199","8","2016"
"381","75,000.00","140 Noe Street","Castro/Upper Market","-122.43339752042957","37.7668580858109","9","2019"
"382","54,000.00","1526 Irving Street","Inner Sunset","-122.47426582595513","37.763720021325526","5","2022"
"384","22,000.00","2908 Folsom Street","Mission","-122.41395296686485","37.7506997872759","10","2016"
"386","14,450.00","856 Shotwell Street","Mission","-122.41543415715186","37.75473522577412","8","2020"
"389","","1852 Fell Street","Lone Mountain/USF","-122.44838239606389","37.77271071855269","1","2019"
"390","80,000.00","451 Guerrero Street","Mission","-122.42395282536131","37.76388296174028","12","2020"
"395","22,500.00","4274 23rd Street","Noe Valley","-122.43807646338178","37.752694752701764","11","2021"
"397","30,000.00","18 Elgin Park","Mission","-122.42332038202932","37.77115196008038","8","2019"
"402","49,418.00","47 Stoneyford Avenue","Excelsior","-122.42098438641521","37.73033827521205","5","2019"
"403","52,369.00","3964 18th Street","Castro/Upper Market","-122.43200448133761","37.76110185260882","10","2020"
"408","42,000.00","3330 19th Street","Mission","-122.41765437638183","37.760361917927334","8","2017"
"410","50,000.00","390 Liberty Street","Castro/Upper Market","-122.42987366486933","37.757250895575055","11","2016"
"412","10,000.00","355 Fulton Street","Hayes Valley","-122.42261196377262","37.778821143152804","3","2019"
"413","36,000.00","2359 20th Avenue","Sunset/Parkside","-122.47686643434078","37.74378455354125","5","2022"
"414","57,200.00","513 Lyon Street","Lone Mountain/USF","-122.44302869512957","37.77547733948384","4","2020"
"415","87,000.00","1895 Lombard Street","Marina","-122.43260736478773","37.80019523600981","8","2018"
"416","15,000.00","2387 Bay Street","Marina","-122.44625291733391","37.80143229845616","5","2021"
"417","70,000.00","901 Broderick Street","Western Addition","-122.44027780494915","37.77860122560698","9","2019"
"419","70,000.00","820 Visitacion Avenue","Visitacion Valley","-122.40726489720083","37.71129094626603","3","2021"
"421","2,619.56","44 Peralta Avenue","Bernal Heights","-122.40581620748064","37.74802493316632","4","2019"
"425","42,130.00","727 Madrid Street","Excelsior","-122.43547965571196","37.7180500988087","11","2020"
"426","60,000.00","43 Brant Alley","North Beach","-122.4102866674967","37.801850287614876","12","2019"
"430","108,000.00","384 Waller Street","Hayes Valley","-122.429964109273","37.7712454596601","3","2022"
"434","50,000.00","234 Sussex Street","Glen Park","-122.43707302828459","37.73651598613992","6","2022"
"447","24,000.00","1042 Divisadero Street","Western Addition","-122.43856290562995","37.77915246557517","3","2019"
"448","105,427.18","1118 Shotwell Street","Mission","-122.41502792950321","37.750489320497664","10","2020"
"453","23,114.00","1315 Jackson Street","Russian Hill","-122.41677850468088","37.794717396931155","11","2019"
"454","30,000.00","1464 Hyde Street","Russian Hill","-122.41802517394096","37.794242749666665","9","2020"
"455","35,000.00","570 34th Avenue","Outer Richmond","-122.49426190061669","37.77832024470615","8","2019"
"457","47,000.00","417 32nd Avenue","Outer Richmond","-122.49239456971605","37.78130437760113","5","2019"
"458","45,300.00","180 Corwin Street","Twin Peaks","-122.4405172459344","37.75741025398708","1","2021"
"459","13,500.00","719 Faxon Avenue","West of Twin Peaks","-122.45998354006142","37.72618894994027","1","2019"
"460","50,000.00","226 06th Street","South of Market","-122.40679509490461","37.77940399045977","9","2020"
"461","60,000.00","1721 Cabrillo Street","Outer Richmond","-122.47712638413446","37.774743753807954","2","2021"
"463","","77 San Jacinto Way","West of Twin Peaks","-122.46304922319072","37.7328793292148","5","2018"
"465","10,000.00","2700 Polk Street","Russian Hill","-122.4228991379724","37.80165621954595","8","2018"
"466","32,310.00","19 Loyola Terrace","Lone Mountain/USF","-122.44893649519682","37.77569508481201","9","2021"
"467","21,000.00","1912 sloat Boulevard","Sunset/Parkside","-122.49465556494437","37.73398256964649","8","2017"
"472","19,000.00","1024 Filbert Street","Russian Hill","-122.41643705262565","37.800519186062814","10","2019"
"475","51,286.03","1969 San Jose Avenue","Outer Mission","-122.44254576205584","37.72557678825886","8","2018"
"478","71,200.00","740 20th Avenue","Outer Richmond","-122.47889473065403","37.77390921399702","10","2016"
"479","19,500.00","1075 14th Street","Castro/Upper Market","-122.43769203483748","37.76717300694202","12","2017"
"486","25,000.00","1668 Washington Street","Russian Hill","-122.42069972711707","37.79335901175898","8","2016"
"487","40,000.00","935 York Street","Mission","-122.40857516865788","37.757076741817976","4","2018"
"488","41,000.00","887 Rhode Island Street","Potrero Hill","-122.40195749290515","37.75863349486477","9","2021"
"489","15,000.00","505 26th Avenue","Outer Richmond","-122.48584304951382","37.779880324139874","6","2021"
"490","15,000.00","1910 43rd Avenue","Sunset/Parkside","-122.50202123223666","37.75098456262488","9","2020"
"491","5,563.48","617 Bosworth Street","West of Twin Peaks","-122.43438137293887","37.73351185771067","2","2018"
"495","62,000.00","2253 15th Street","Castro/Upper Market","-122.43443526429249","37.76576885881626","10","2015"
"496","22,000.00","625 Madrid Street","Excelsior","-122.43428574232003","37.71963360024587","5","2022"
"498","40,000.00","739 Clayton Street","Haight Ashbury","-122.44828647362363","37.76812487906503","10","2016"
"499","33,000.00","1230 Clay Street","Nob Hill","-122.41339361217233","37.79339443215214","3","2020"
"501","30,000.00","489 Faxon Avenue","Oceanview/Merced/Ingleside","-122.46027702808205","37.72339556451353","1","2021"
"502","12,000.00","1591 Page Street","Haight Ashbury","-122.44690708880022","37.77094207062401","2","2020"
"504","20,000.00","1461 Revere Avenue","Bayview Hunters Point","-122.38757795448159","37.73016496217124","2","2017"
"505","24,000.00","312 Francisco Street","North Beach","-122.41035824994128","37.80510396902417","6","2019"
"506","60,000.00","1045 Hampshire Street","Potrero Hill","-122.40751142279264","37.75538714237264","3","2020"
"516","30,000.00","832 Elizabeth Street","Noe Valley","-122.4393059915425","37.75181516763156","9","2021"
"519","55,000.00","1371 Alabama Street","Mission","-122.41068456796786","37.74999340239205","12","2018"
"521","75,000.00","4945 Anza Street","Outer Richmond","-122.50116444267498","37.77739010836963","11","2019"
"523","40,000.00","77 Manchester Street","Bernal Heights","-122.41419303514394","37.74552707935697","4","2019"
"524","17,473.21","1761 Vallejo Street","Pacific Heights","-122.42623836222897","37.7963347729671","7","2017"
"525","15,000.00","115 Haight Street","Hayes Valley","-122.42409679180732","37.77289359501378","11","2016"
"527","10,000.00","785 Green Street","Chinatown","-122.4120614065312","37.79910304615302","7","2021"
"529","100,000.00","2945 Harrison Street","Mission","-122.41165574686619","37.750314406502774","1","2016"
"531","26,000.00","1511 28th Avenue","Sunset/Parkside","-122.48654064273411","37.75914811136367","4","2019"
"532","14,000.00","1242 Washington Street","Nob Hill","-122.4137471460089","37.79425982762145","1","2020"
"533","75,000.00","1466 Dolores Street","Noe Valley","-122.4247160108035","37.74594895557565","2","2021"
"536","40,000.00","99 cragmont Avenue","Inner Sunset","-122.46736335421491","37.74912454343365","4","2018"
"541","70,000.00","2716 Alemany Boulevard","Outer Mission","-122.4493441784615","37.7138131656736","8","2021"
"543","140,000.00","17 Chattanooga Street","Noe Valley","-122.42673564490171","37.75624614232537","2","2018"
"545","87,000.00","1342 Stevenson Street","Mission","-122.42172283477154","37.77089299710356","8","2018"
"549","50,000.00","3201 Octavia Street","Marina","-122.4297317465262","37.8017435220278","2","2020"
"553","35,000.00","4038 Cabrillo Street","Outer Richmond","-122.50191921701311","37.77366437355433","11","2016"
"555","6,627.00","40 Inca Lane","Western Addition","-122.42900666749851","37.783145794352016","5","2018"
"556","469,562.50","145 Laurel Street","Presidio Heights","-122.45079753559679","37.78999485296513","5","2021"
"557","70,000.00","859 South van Ness Avenue","Mission","-122.41691590849176","37.75944192320249","5","2017"
"558","36,643.20","862 York Street","Mission","-122.40875768204202","37.75828105228825","10","2016"
"562","25,300.00","278 Precita Avenue","Bernal Heights","-122.41415137308188","37.747234307681026","9","2021"
"563","11,000.00","383 Bartlett Street","Mission","-122.41941066548888","37.75090118703531","12","2017"
"565","11,780.00","178 Eureka Street","Castro/Upper Market","-122.43819583603704","37.759475185484526","12","2016"
"567","40,408.96","2751 Clay Street","Pacific Heights","-122.43833780136399","37.79016330470443","6","2016"
"573","70,000.00","1398 18th Avenue","Inner Sunset","-122.47590961295344","37.761843554842734","3","2019"
"575","35,950.00","1783 Newcomb Avenue","Bayview Hunters Point","-122.39318809940579","37.73712495490536","1","2017"
"577","56,000.00","2307 Van Ness Avenue","Marina","-122.4237763076226","37.7967828341957","5","2019"
"578","67,622.80","1139 Pacific Avenue","Nob Hill","-122.4139696578834","37.79598687379953","8","2016"
"580","199,900.00","1626 Washington Street","Russian Hill","-122.42008832359092","37.793436438632774","11","2019"
"581","9,782.26","291 Whitney Street","Glen Park","-122.42756753010434","37.73740248301553","6","2017"
"583","61,300.00","1701 44th Avenue","Sunset/Parkside","-122.50343294823764","37.75483962124143","10","2016"
"586","55,000.00","2223 Clement Street","Outer Richmond","-122.48304895413656","37.78208694021362","3","2017"
"588","27,219.00","157 Bernard Street","Nob Hill","-122.41602739442266","37.79617871129738","10","2017"
"589","7,000.00","592 43rd Avenue","Outer Richmond","-122.50387417415418","37.77749036944997","1","2020"
"591","90,000.00","2982 Clay Street","Pacific Heights","-122.4421466318034","37.78973824531116","7","2019"
"594","94,250.00","2425 Rivera Street","Sunset/Parkside","-122.49235832838754","37.74603379548925","10","2021"
"596","3,000.00","79 Pleasant Street","Nob Hill","-122.41398819323037","37.79281322971397","5","2022"
"601","15,000.00","4252 21st Street","Castro/Upper Market","-122.43836077336444","37.75551633286337","11","2019"
"609","6,500.00","147 Maynard Street","Excelsior","-122.42722370227189","37.72936913072454","1","2018"
"616","56,300.00","2916 Vicente Street","Sunset/Parkside","-122.49819480758242","37.73835343819698","5","2022"
"620","108,000.00","1176 Fulton Street","Western Addition","-122.4360952517658","37.777155413193114","12","2018"
"623","12,600.00","147 Maynard Street","Excelsior","-122.42722370227189","37.72936913072454","10","2017"
"624","38,000.00","47 Brighton Avenue","Oceanview/Merced/Ingleside","-122.45516189989122","37.719091661392426","9","2016"
"626","33,000.00","327 Fillmore Street","Hayes Valley","-122.43054125177282","37.77239749487821","6","2021"
"629","31,500.00","2610 Market Street","Castro/Upper Market","-122.43751808138934","37.7619289148261","4","2020"
"630","50,000.00","3484 Mission Street","Bernal Heights","-122.42296827336226","37.74091449974174","12","2019"
"631","20,000.00","54 Elizabeth Street","Mission","-122.42229061777964","37.75284603001298","5","2016"
"632","73,000.00","36 Steiner Street","Hayes Valley","-122.43160713446495","37.76960004859266","1","2017"
"634","16,560.00","1280 Brussels Street","Visitacion Valley","-122.40126388918576","37.71658774662787","12","2015"
"636","52,333.16","20 Church Street","Hayes Valley","-122.42924938426975","37.77012945406756","12","2016"
"637","150,000.00","462 25th Avenue","Outer Richmond","-122.48476540172832","37.78083300875808","4","2019"
"638","11,500.00","480 Warren Drive","Inner Sunset","-122.4626709305442","37.75855033926727","7","2015"
"639","10,000.00","205 09th Street","South of Market","-122.41301674638561","37.77490910710537","8","2016"
"640","28,685.00","730 Church Street","Castro/Upper Market","-122.42819883081313","37.75916080797461","5","2022"
"641","70,000.00","68 Cayuga Avenue","Outer Mission","-122.42996823319162","37.731441075785455","5","2021"
"642","50,002.00","40 Toledo Way","Marina","-122.43837082090567","37.801368297907885","10","2020"
"651","75,000.00","2872 25th Street","Mission","-122.40762766702763","37.75131398904616","8","2015"
"658","70,000.00","15 Hemway Terrace","Lone Mountain/USF","-122.44822932108283","37.775751755799064","7","2021"
"660","12,000.00","2638 Phelps Street","Bayview Hunters Point","-122.40110708337373","37.72897242013182","2","2017"
"673","50,000.00","1472 15TH Street","Mission","-122.41707651950641","37.76687244643145","7","2020"
"675","50,000.00","3874 17th Street","Castro/Upper Market","-122.43245261057268","37.76268109839072","2","2019"
"676","49,443.64","4124 Judah Street","Sunset/Parkside","-122.50626335420107","37.76044219917712","2","2020"
"678","35,000.00","3537 Ortega Street","Sunset/Parkside","-122.50142301537606","37.75124590673893","1","2020"
"680","28,000.00","217 Vienna Street","Excelsior","-122.42712430954755","37.7248353119251","6","2019"
"683","15,000.00","460 Marietta Drive","West of Twin Peaks","-122.44430794329661","37.73808896886887","10","2019"
"684","65,000.00","288 27th Street","Noe Valley","-122.42666148812648","37.74694784890811","12","2019"
"685","50,000.00","105 EDINBURGH Street","Excelsior","-122.42738808207805","37.727314055262404","6","2017"
"687","70,000.00","2269 15th Street","Castro/Upper Market","-122.43476018362223","37.76574919225076","8","2015"
"688","75,000.00","548 Clayton Street","Haight Ashbury","-122.44865452427351","37.770281307591524","12","2019"
"690","40,000.00","2419 47th Avenue","Sunset/Parkside","-122.50571007142166","37.74132163773193","10","2015"
"692","75,000.00","3828 18th Street","Castro/Upper Market","-122.42905250963115","37.76128022959737","11","2016"
"696","62,000.00","275 castro Street","Castro/Upper Market","-122.43533577423338","37.764521344885246","3","2018"
"703","2,000.00","134 Clayton Street","Lone Mountain/USF","-122.44942495341567","37.77411753169664","10","2020"
"704","4,000.00","4960 Mission Street","Outer Mission","-122.4390809472041","37.71915004831805","12","2019"
"705","70,000.00","350 Chenery Street","Glen Park","-122.4283881728711","37.73681948277788","7","2018"
"708","40,000.02","409 Lawton Street","Inner Sunset","-122.46718592830128","37.75836762001209","8","2021"
