"","buyout_amount","address","nhood","long","lat","month","year"
"2946","75,326.10","522 haight Street","Hayes Valley","-122.43088657452805","37.772084670514694","10","2019"
"2949","26,000.00","415 Monterey Boulevard","West of Twin Peaks","-122.44472106670484","37.731495138016165","6","2018"
"2950","20,000.00","920 Wawona Street","Sunset/Parkside","-122.4766699300036","37.73742668749114","8","2017"
"2954","150,000.00","47 Henry Street","Castro/Upper Market","-122.43217287587655","37.766710798173484","8","2021"
"2958","5,657.50","2921 Washington Street","Pacific Heights","-122.44139925434048","37.79068106718764","9","2015"
"2959","55,000.00","3848 19th Street","Castro/Upper Market","-122.4293068113595","37.75965767254238","1","2021"
"2961","95,000.00","443 fair oaks Street","Mission","-122.42374247760424","37.74961568997321","11","2020"
"2964","41,380.00","726 Cole Street","Haight Ashbury","-122.45034288276139","37.76781663226874","5","2017"
"2969","7,517.00","1755 Van Ness Avenue","Pacific Heights","-122.42276185352912","37.791758611471955","11","2019"
"2970","50,000.00","1834 Filbert Street","Marina","-122.4297258700759","37.79881222117684","3","2020"
"2971","82,588.00","2122 Golden Gate Avenue","Lone Mountain/USF","-122.44561571320196","37.77786139121641","7","2016"
"2973","5,000.00","337 Lisbon Street","Excelsior","-122.4328630112658","37.722951038342565","9","2020"
"2975","30,000.00","3442 19th Street","Mission","-122.42030439696724","37.76020185894809","9","2019"
"2977","27,000.00","2504 sacramento Street","Pacific Heights","-122.43421582510567","37.78984714044993","9","2017"
"2980","80,000.00","1274 21st Avenue","Sunset/Parkside","-122.4792812624229","37.76398103946135","5","2022"
"2982","20,133.00","519 Silver Avenue","Excelsior","-122.42557843195038","37.728694619147454","9","2021"
"2987","28,000.00","2646 California Street","Pacific Heights","-122.43792641784711","37.788420304059436","7","2018"
"2989","37,201.71","53 Noe Street","Castro/Upper Market","-122.43346500166405","37.7682799093786","3","2022"
"2991","40,000.00","28 Leona Terrace","Presidio Heights","-122.44481879349036","37.783133650972694","5","2020"
"2993","13,340.00","49 Albion Street","Mission","-122.42317775323622","37.765675932187484","11","2020"
"2994","40,000.00","580 16th Avenue","Outer Richmond","-122.4748294137553","37.777146723517255","11","2021"
"2996","31,000.00","638 05th Avenue","Inner Richmond","-122.46286578858711","37.77654594858183","11","2021"
"2998","45,000.00","3535 Anza Street","Outer Richmond","-122.4860846457009","37.77807680027834","2","2017"
"3014","50,000.00","134 Nueva Avenue","Bayview Hunters Point","-122.39715582263749","37.711831786001795","1","2017"
"3015","70,000.00","1328 Grove Street","Hayes Valley","-122.43853267587832","37.77589041765841","11","2017"
"3017","60,200.00","1339 Stevenson Street","Mission","-122.42166096292851","37.77096013136888","10","2020"
"3019","15,000.00","2727 41st Avenue","Sunset/Parkside","-122.49887669914865","37.73585683032191","7","2021"
"3021","50,000.00","1895 Lombard Street","Marina","-122.43260736478773","37.80019523600981","8","2016"
"3022","14,850.00","301 Mission Street","Financial District/South Beach","-122.39588311045387","37.791075047381895","7","2020"
"3023","9,000.00","961 Delano Avenue","Outer Mission","-122.44707932160185","37.71691955723305","6","2019"
"3025","130,000.00","3747 17th Street","Castro/Upper Market","-122.4295673393341","37.76280303876764","1","2020"
"3030","1,000.00","327 05th Avenue","Inner Richmond","-122.46335756819289","37.78244122898703","9","2017"
"3031","44,000.00","458 Girard Street","Portola","-122.40435403332933","37.726675745050485","4","2022"
"3032","5,000.00","1356 South Van Ness Avenue","Mission","-122.41622370502427","37.75147319753293","12","2020"
"3034","90,000.00","325 Niagara Avenue","Outer Mission","-122.44639416088022","37.718988941295144","4","2019"
"3035","20,000.00","127 Baden Street","West of Twin Peaks","-122.43978630051149","37.73100586268514","7","2017"
"3036","6,000.00","1255 Grove Street","Hayes Valley","-122.43723568404329","37.776000490120616","10","2016"
"3038","50,000.00","5605 California Street","Outer Richmond","-122.4776683739156","37.78419374467678","2","2019"
"3040","30,000.00","3661 20th Street","Mission","-122.42261418290296","37.75839602361164","8","2019"
"3041","33,000.00","566 Fell Street","Hayes Valley","-122.42716368393403","37.775421499160906","7","2019"
"3045","110,000.00","2211 20th Avenue","Sunset/Parkside","-122.47705307824008","37.74647426296984","4","2021"
"3047","100,000.00","1499 Potrero Avenue","Mission","-122.40534417429652","37.74967181898092","9","2016"
"3049","7,000.00","1998 Broadway Street","Pacific Heights","-122.42989582999944","37.79494092490255","6","2019"
"3051","35,000.00","1286 31st Avenue","Sunset/Parkside","-122.48998410676847","37.76330041594096","3","2021"
"3057","23,500.00","1407 Gough Street","Japantown","-122.42493257350104","37.78633235394063","8","2015"
"3060","48,000.00","249 Goettingen Street","Portola","-122.40729662313741","37.728683841209964","5","2020"
"3062","98,500.00","1601 35th Avenue","Sunset/Parkside","-122.49391853665607","37.757124806834085","6","2022"
"3066","17,000.00","751 Madrid Street","Excelsior","-122.43573870743725","37.7177072039867","9","2015"
"3072","52,500.00","1432 clement Street","Outer Richmond","-122.47453246667762","37.7825222788966","11","2016"
"3074","130,000.00","1830 Jackson Street","Pacific Heights","-122.42525861001104","37.79368820096481","7","2020"
"3076","58,330.00","103 08th Avenue","Inner Richmond","-122.46686845772955","37.786447418138536","11","2020"
"3081","145,000.00","1455 South Van Ness Avenue","Mission","-122.41600347062177","37.74990621710292","1","2020"
"3082","","1126 Guerrero Street","Mission","-122.42307356882523","37.753106061658954","5","2021"
"3090","5,000.00","2494 46TH Avenue","Sunset/Parkside","-122.50448011921232","37.740071485114306","11","2015"
"3091","20,000.00","2988 Pacific Avenue","Pacific Heights","-122.4444168875293","37.792152166435784","12","2015"
"3092","60,000.00","1454 South Van Ness Avenue","Mission","-122.41607136113461","37.749902121838424","4","2019"
"3097","15,000.00","1664 Hayes Street","Lone Mountain/USF","-122.4438165329563","37.77425810659252","7","2022"
"3098","6,000.00","1506 Sanchez Street","Noe Valley","-122.42906769243957","37.745000620465305","5","2022"
"3100","13,945.00","88 Westgate Drive","West of Twin Peaks","-122.46556424739","37.728267983297236","11","2019"
"3103","26,500.00","2800 Green Street","Marina","-122.44535428213845","37.794915294693624","1","2016"
"3110","46,000.00","726 lombard Street","North Beach","-122.4134433252292","37.802811140087805","9","2019"
"3111","10,000.00","388 05th Street","South of Market","-122.4020853896672","37.77918151895097","3","2022"
"3112","130,000.00","1822 Divisadero Street","Pacific Heights","-122.44004449222626","37.786448535660654","3","2020"
"3113","30,000.00","351 Surrey Street","Glen Park","-122.4378065445809","37.73581027424266","12","2020"
"3114","35,000.00","722 Duboce Avenue","Haight Ashbury","-122.43539328163416","37.76911594837878","10","2017"
"3119","90,000.00","203 Divisadero Street","Haight Ashbury","-122.4369740269014","37.77044528259378","9","2018"
"3120","16,000.00","904 Union Street","Russian Hill","-122.41430253715617","37.79983523546176","5","2018"
"3121","20,000.00","1631 Beach Street","Marina","-122.43598671267564","37.804655033521556","10","2015"
"3124","55,000.00","2029 Powell Street","North Beach","-122.411498319833","37.80333815797773","11","2015"
"3125","115,000.00","144 coleridge Street","Bernal Heights","-122.41993368354008","37.743463136160216","4","2019"
"3128","10,000.00","1569 48th Avenue","Sunset/Parkside","-122.50789476392102","37.75720863989909","6","2017"
"3134","7,000.00","45 Belvedere Street","Haight Ashbury","-122.44960434896939","37.76923451081259","5","2018"
"3135","10,000.00","146 Coleridge Street","Bernal Heights","-122.41995015162607","37.743437692356174","8","2018"
"3136","27,990.00","1948 Green Street","Marina","-122.4311973276864","37.79671248413288","8","2021"
"3138","20,000.00","1157 Broadway Street","Nob Hill","-122.41612561312165","37.796665476562666","5","2019"
"3139","37,000.00","331 Octavia Street","Hayes Valley","-122.4244518475603","37.77536053512531","3","2016"
"3140","3,550.00","644 Douglass Street","Noe Valley","-122.43876457709415","37.75357784532543","8","2017"
"3141","1,500.00","205 09th Street","South of Market","-122.41301674638561","37.77490910710537","7","2016"
"3142","100,000.00","331 Russia Avenue","Excelsior","-122.43449808571548","37.720338038896585","10","2021"
"3145","35,000.00","3235 23rd Street","Mission","-122.41715077230933","37.75390204743863","11","2021"
"3146","65,000.00","127 Teddy Avenue","Visitacion Valley","-122.4050637547419","37.714044943596676","12","2020"
"3149","50,000.00","609 Burnett Avenue","Twin Peaks","-122.44440001001666","37.75159943292782","11","2018"
"3152","25,000.00","876 Elizabeth Street","Noe Valley","-122.44016678531224","37.75176283634675","10","2021"
"3156","50,000.00","340 Warren Drive","Inner Sunset","-122.46136857357665","37.75540386044726","3","2019"
"3157","15,000.00","1895 25th Avenue","Sunset/Parkside","-122.4828278451004","37.75225505923891","4","2016"
"3159","13,500.00","237 Bartlett Street","Mission","-122.41962810222387","37.753165660065946","8","2016"
"3160","5,000.00","737 Green Street","Chinatown","-122.41123121405428","37.79920794190993","5","2018"
"3163","11,239.92","430 Green Street","North Beach","-122.40641076198064","37.79986200520389","4","2019"
"3164","125,000.00","17 States Street","Castro/Upper Market","-122.43577958078268","37.76340996573515","8","2018"
"3165","16,000.00","673 Shotwell Street","Mission","-122.41565012172168","37.757705487804714","9","2019"
"3169","17,299.00","82 Saint Mary’s Avenue","Bernal Heights","-122.42752452852781","37.73458995393905","8","2018"
"3170","99,000.00","1856 Jefferson Street","Marina","-122.44308045159272","37.80476241304511","12","2021"
"3175","6,458.00","1917 Oakdale Avenue","Bayview Hunters Point","-122.39634440042401","37.73797590066244","1","2018"
"3178","30,000.00","2744 Harrison Street","Mission","-122.41202738873726","37.75350498639367","5","2015"
"3185","55,000.00","1332 Grove Street","Hayes Valley","-122.43859155256646","37.77588293521554","11","2017"
"3186","75,000.00","207 Guerrero Street","Mission","-122.42432422928012","37.7678262375781","5","2022"
"3187","95,000.00","128 Henry Street","Castro/Upper Market","-122.43402941893677","37.76665266970501","11","2019"
"3190","150,000.00","1116 Shotwell Street","Mission","-122.41503070261889","37.75051828838097","11","2020"
"3192","20,000.00","328 Pennsylvania Avenue","Potrero Hill","-122.39362049085904","37.76235436077694","10","2018"
"3193","17,500.00","1021 Washington Street","Nob Hill","-122.41023550112067","37.79464874198545","4","2018"
"3198","125,000.00","2892 23rd Street","Mission","-122.41003000174582","37.75438481580316","1","2019"
"3201","11,156.08","205 16th Avenue","Outer Richmond","-122.4754064511788","37.78416422377729","8","2022"
"3202","30,000.00","1875 California Street","Western Addition","-122.42516478842478","37.78998849319665","3","2016"
"3204","10,000.00","1240 21st Avenue","Sunset/Parkside","-122.47932265525758","37.764572102118564","3","2016"
"3207","18,500.00","95 Leland Avenue","Visitacion Valley","-122.40550640100938","37.71185417261641","12","2021"
"3208","75,000.00","969 Dolores Street","Mission","-122.4252585332337","37.753958922638276","2","2016"
"3210","18,000.00","8 Waterville Street","Bayview Hunters Point","-122.40289946862008","37.73618421892982","12","2020"
"3212","67,500.00","27 Talbert Street","Visitacion Valley","-122.40606659634136","37.71131638111403","3","2016"
"3214","62,500.00","635 Scott Street","Hayes Valley","-122.43624696372657","37.775557118596296","5","2021"
"3215","40,000.00","144 Andover Street","Bernal Heights","-122.4163985507206","37.741095809587954","6","2020"
"3216","3,500.00","238 Bocana Street","Bernal Heights","-122.41814113462786","37.74007177609615","5","2021"
"3218","27,500.00","2226 California Street","Pacific Heights","-122.43105883963247","37.789293923212874","1","2017"
"3220","60,000.00","4440 California Street","Inner Richmond","-122.46504430771526","37.78496509765211","4","2018"
"3226","105,493.87","65 Henry Street","Castro/Upper Market","-122.43253858186856","37.76668867011993","7","2021"
"3230","57,246.57","1643 Grove Street","Lone Mountain/USF","-122.44367532733382","37.775181986041176","5","2017"
"3233","17,341.00","1125 Rhode Island Street","Potrero Hill","-122.40166167518649","37.75555336993203","1","2020"
"3236","20,000.00","1537 Mason Street","Nob Hill","-122.41201605823667","37.79753597165684","4","2020"
"3240","35,000.00","137 Rey Street","Visitacion Valley","-122.41182344692925","37.711851219961396","7","2021"
"3242","20,000.00","296 Randall Street","Glen Park","-122.42970318159253","37.740705277905136","8","2020"
"3243","3,000.00","2190 Washington Street","Pacific Heights","-122.4292378484395","37.79227741775737","4","2021"
"3244","35,000.00","2805 Harrison Street","Mission","-122.41186487299308","37.75248799899539","11","2016"
"3250","29,000.00","1563 Lyon Street","Presidio Heights","-122.44499267813903","37.785183483067094","12","2020"
"3253","15,000.00","5050 Fulton Street","Outer Richmond","-122.48582184516314","37.77252753132533","7","2016"
"3256","30,000.00","1656 Powell Street","Chinatown","-122.4107294936355","37.79983440549334","12","2020"
"3260","5,000.00","9 Kramer Place","North Beach","-122.4082330017514","37.80208877240389","7","2016"
"3262","14,600.00","1998 Broadway Street","Pacific Heights","-122.42989582999944","37.79494092490255","9","2015"
"3264","30,000.00","5517 Diamond Heights Boulevard","Glen Park","-122.43606529267193","37.73963200876739","6","2018"
"3265","47,500.00","510 Diamond Street","Noe Valley","-122.43662702886039","37.75413865387143","5","2015"
"3268","1,000.00","205 09th Street","South of Market","-122.41301674638561","37.77490910710537","7","2016"
"3272","16,800.00","714 Monterey Boulevard","West of Twin Peaks","-122.45155648601943","37.731605565269376","11","2018"
"3275","25,000.00","1590 Sacramento Street","Nob Hill","-122.41901307938538","37.79176598812595","12","2016"
"3277","50,000.00","1216 Montgomery Street","North Beach","-122.40427144745536","37.8003676037592","11","2017"
"3278","8,500.00","105 robinhood Drive","West of Twin Peaks","-122.45695042565706","37.73692058628124","10","2019"
"3279","80,000.00","467 Pennsylvania Avenue","Potrero Hill","-122.39338739561937","37.760656184221595","7","2020"
"3280","75,000.00","927 Alabama Street","Mission","-122.4113593662096","37.757025923140326","9","2020"
"3281","13,200.00","767 06th Avenue","Inner Richmond","-122.46383993381144","37.774228426580045","4","2019"
"3285","5,000.00","1555 Chestnut Street","Marina","-122.42892478064753","37.80172745840075","7","2019"
"3287","87,720.00","791 Chenery Street","Glen Park","-122.43536031528848","37.73473019813054","7","2021"
"3288","60,000.00","940 Pacific Avenue","Chinatown","-122.41074148099725","37.796447688080804","4","2020"
"3290","16,828.00","306 Hale Street","Portola","-122.41100253209989","37.731436927929025","4","2022"
"3293","24,500.00","158 Beulah Street","Haight Ashbury","-122.45247804201216","37.76742723428832","12","2018"
"3294","11,000.00","2510 McAllister Street","Lone Mountain/USF","-122.45325528822981","37.77574791731951","4","2021"
"3295","18,617.45","390 Liberty Street","Castro/Upper Market","-122.42987366486933","37.757250895575055","8","2021"
"3297","8,000.00","1761 Vallejo Street","Pacific Heights","-122.42623836222897","37.7963347729671","4","2017"
"3299","65,000.00","1230 Page Street","Haight Ashbury","-122.4411108124796","37.77174153475104","6","2021"
"3300","40,000.00","637 Fulton Street","Hayes Valley","-122.42730385585035","37.77822331326184","7","2019"
"3301","55,000.00","3080 Jackson Street","Pacific Heights","-122.44576354942373","37.79107826322832","8","2016"
"3303","50,000.00","253 Nevada Street","Bernal Heights","-122.41141221798846","37.738979190374316","5","2021"
"3305","12,500.00","1551 Sacramento Street","Nob Hill","-122.41842399307143","37.79178980225605","7","2015"
"3306","25,000.00","504 04th Street","South of Market","-122.39796750221413","37.77944449770371","8","2017"
"3307","60,000.00","280 Dolores Street","Castro/Upper Market","-122.4265464963648","37.76497280541036","1","2020"
"3308","1,620.29","1565 OAK Street","Haight Ashbury","-122.44510304844285","37.77213755983378","10","2017"
"3309","43,000.00","61 Royal Lane","Excelsior","-122.4378782017051","37.71299849238894","9","2020"
"3312","24,000.00","177 Wilson Street","Outer Mission","-122.46073823277679","37.70877024135608","8","2017"
"3313","64,286.75","1628 Washington Street","Russian Hill","-122.42011743807346","37.79343275171069","2","2020"
"3314","500.00","455 Eddy Street","Tenderloin","-122.41514218263126","37.78358879880335","10","2019"
"3316","2,450.00","65 Nordhoff Street","West of Twin Peaks","-122.44094532945186","37.73398048139742","4","2017"
"3318","20,000.00","870 Grove Street","Hayes Valley","-122.43086999379531","37.77685924683033","6","2021"
"3320","100,000.00","2 Rayburn Street","Castro/Upper Market","-122.43188493901476","37.756967401806534","4","2018"
"3322","5,743.00","260 Quane Street","Mission","-122.42462609949955","37.75251959406711","11","2021"
"3325","36,069.00","338 Teddy Avenue","Visitacion Valley","-122.40945714522444","37.715418768130625","4","2021"
"3330","5,000.00","535 Taylor Street","Tenderloin","-122.41163703775682","37.78730956795673","12","2020"
"3332","10,000.00","1809 California Street","Western Addition","-122.42421057022341","37.79010977602945","7","2020"
"3333","285,000.00","740 Green Street","Chinatown","-122.4112712523262","37.79925762568677","12","2017"
"3335","17,368.89","1671 12th Avenue","Inner Sunset","-122.46908922373065","37.75701339422672","3","2020"
"3340","35,000.00","1175 Chestnut Street","Russian Hill","-122.42269494674595","37.80251914182242","5","2019"
"3344","40,000.00","573 07th Avenue","Inner Richmond","-122.46515663208444","37.77772356864682","9","2020"
"3345","14,018.00","945 capp Street","Mission","-122.41726574017984","37.751585128311035","11","2018"
"3346","45,000.00","63 Palm Avenue","Presidio Heights","-122.45802284315197","37.7846179064036","7","2018"
"3350","60,000.00","5940 California Street","Outer Richmond","-122.48119634117481","37.78408784792478","7","2021"
"3354","22,600.00","1333 Lyon Street","Presidio Heights","-122.44460157530924","37.78325758488737","3","2020"
"3355","167,000.00","1567 Fulton Street","Lone Mountain/USF","-122.4425645415877","37.77627747819679","8","2017"
"3357","25,700.00","116 Frederick Street","Haight Ashbury","-122.4452906006599","37.76738924876813","10","2015"
"3358","53,000.00","103 Hoffman Avenue","Noe Valley","-122.44082235363545","37.75320864196909","5","2017"
"3360","65,000.00","744 Hyde Street","Nob Hill","-122.41670473072044","37.787682268151535","8","2018"
"3361","15,000.00","970 Burnett Avenue","Twin Peaks","-122.44496205515921","37.747463363684766","9","2018"
"3362","35,000.00","22 Flint Street","Castro/Upper Market","-122.43670367803368","37.76433564926234","3","2021"
"3364","3,000.00","445 Francisco Street","North Beach","-122.41253197555947","37.8047776980588","2","2020"
"3370","35,000.00","305 Bocana Street","Bernal Heights","-122.41864749178578","37.739165309069925","7","2020"
"3374","40,000.00","1289 48th Avenue","Sunset/Parkside","-122.50826438799186","37.76245776326777","4","2021"
"3376","3,276.00","1060 Fulton Street","Western Addition","-122.43421936033917","37.777396819415536","11","2020"
"3383","20,000.00","2085 Hayes Street","Lone Mountain/USF","-122.45066612145473","37.7733339472443","7","2021"
"3384","16,000.00","251 Tocoloma Avenue","Bayview Hunters Point","-122.39797900757762","37.711947865553206","12","2018"
"3385","75,000.00","3040 Jackson Street","Pacific Heights","-122.44518629457576","37.791151740686495","11","2019"
"3386","32,126.00","997 Clayton Street","Haight Ashbury","-122.44729608069073","37.76398086277589","9","2021"
"3396","51,671.51","237 Greenwich Street","North Beach","-122.40374131655325","37.8030073732698","8","2021"
"3398","33,031.00","1556 thomas Avenue","Bayview Hunters Point","-122.39046814664033","37.7299776606135","10","2017"
"3400","19,635.94","643 Webster Street","Hayes Valley","-122.42975121241734","37.77665235530214","1","2019"
"3403","54,000.00","1719 35th Avenue","Sunset/Parkside","-122.49376966381948","37.754954666190024","3","2019"
"3410","13,000.00","270 Valencia Street","Mission","-122.42228418026792","37.768536759341636","10","2020"
"3411","12,200.00","21 Whitney Street","Glen Park","-122.42780715616091","37.74149029916097","5","2019"
"3414","66,500.00","531 06th Avenue","Inner Richmond","-122.46414853178244","37.778491088945614","6","2022"
"3416","17,900.00","357 26th Avenue","Outer Richmond","-122.48605498518577","37.782787410329995","1","2018"
"3420","2,750.00","1855 27th Avenue","Sunset/Parkside","-122.48502099918274","37.75284796924221","1","2016"
"3423","15,000.00","820 Green Street","Russian Hill","-122.41270429033365","37.79907655562949","1","2019"
"3424","34,950.00","1831 45th Avenue","Sunset/Parkside","-122.50433834201918","37.75240833339867","7","2022"
"3429","21,209.76","145 Fell Street","Hayes Valley","-122.42026281019459","37.776251333502124","11","2018"
"3430","100,000.00","463 30th Avenue","Outer Richmond","-122.49019487527912","37.780578183385565","2","2019"
"3431","80,000.00","1438 Grove Street","Hayes Valley","-122.44033756794302","37.775661025048635","5","2017"
"3434","115,000.00","3424 24th Street","Mission","-122.4212988325147","37.75209777430868","1","2022"
"3436","117,000.00","3574 17th Street","Mission","-122.42563080475902","37.76309979564047","11","2016"
"3437","85,500.00","3532 23rd Street","Mission","-122.42206618224603","37.75366017889008","11","2018"
"3439","37,000.00","1795 O’farrell Street","Western Addition","-122.43418816234478","37.783082948055096","6","2019"
"3441","36,000.00","52 Pond Street","Castro/Upper Market","-122.43224607346549","37.7634514132476","12","2017"
"3442","16,000.00","1636 48th Avenue","Sunset/Parkside","-122.5077342260157","37.75589717836031","12","2017"
"3443","27,500.00","755 Green Street","Chinatown","-122.41162100632214","37.79915869209846","2","2020"
"3448","33,800.00","1759 30th Avenue","Sunset/Parkside","-122.48836206573881","37.75450308320685","6","2022"
"3449","50,639.36","2050 31st Avenue","Sunset/Parkside","-122.48897946621096","37.74899963618248","5","2017"
"3450","15,000.00","20 Precita Avenue","Bernal Heights","-122.41891134232614","37.746731309703655","11","2018"
"3451","60,000.00","1362 23rd Avenue","Sunset/Parkside","-122.48130723126081","37.76222576685876","11","2021"
"3453","34,962.87","148 08th Avenue","Inner Richmond","-122.46674286112167","37.78566540965174","10","2018"
"3455","50,000.00","567 02nd Avenue","Inner Richmond","-122.4598185850606","37.77806942903156","9","2021"
"3459","25,000.00","1237 Masonic Avenue","Haight Ashbury","-122.44531897991732","37.76983940340588","4","2016"
"3462","48,500.00","237 Jersey Street","Noe Valley","-122.4304317724924","37.75068909747519","1","2016"
"3468","52,500.00","1823 Steiner Street","Pacific Heights","-122.43501661334865","37.786135661804266","6","2017"
"3469","200,000.00","846 Greenwich Street","Russian Hill","-122.41355232420266","37.80183966744643","12","2017"
"3475","10,000.00","3350 21st Street","Mission","-122.42226013536056","37.7568660763847","1","2021"
"3476","32,000.00","1336 Shotwell Street","Bernal Heights","-122.41493264645491","37.74788454455798","5","2015"
"3477","6,000.00","4211 26th Street","Noe Valley","-122.43409639312407","37.74805546066957","7","2016"
"3486","101,200.00","1219 York Street","Mission","-122.40813487188878","37.75250947784905","10","2020"
"3489","19,215.00","149 States Street","Castro/Upper Market","-122.43904669518494","37.76343822635994","8","2021"
"3491","19,000.00","1864 09th Avenue","Inner Sunset","-122.4655590389712","37.753529723664315","11","2021"
"3492","19,500.00","1035 Dolores Street","Mission","-122.42515797170199","37.752867789453795","4","2016"
"3493","17,000.00","1324 08th Avenue","Inner Sunset","-122.46518906458243","37.763588318434124","3","2019"
"3495","17,500.00","1177 California Street","Nob Hill","-122.4136837297651","37.7914499176847","9","2016"
"3497","26,567.79","1705 Octavia Street","Pacific Heights","-122.42695044254252","37.78804773041905","4","2019"
"3504","23,676.00","334 San Miguel Street","Oceanview/Merced/Ingleside","-122.44877198217607","37.719413077498494","11","2017"
"3505","35,000.00","2577 San Jose Avenue","Oceanview/Merced/Ingleside","-122.44930115443249","37.717453699329674","11","2018"
"3508","31,136.50","558 Sanchez Street","Castro/Upper Market","-122.43052567263827","37.760166992932774","7","2021"
"3514","5,000.00","1 scott Street","Haight Ashbury","-122.43495807069023","37.769203402060256","10","2018"
"3517","65,000.00","3649 Market Street","Twin Peaks","-122.44127097469243","37.75542755351501","11","2017"
"3521","12,500.00","542 Page Street","Hayes Valley","-122.42972711430123","37.7731880417124","6","2021"
"3522","65,000.00","517 23rd Avenue","Outer Richmond","-122.48247384944499","37.77790153223054","8","2019"
"3525","29,050.00","250 Wilde Avenue","Visitacion Valley","-122.40162934615401","37.71621749876416","6","2017"
"3526","30,000.00","120 Day Street","Noe Valley","-122.4248583986173","37.7430345836471","3","2018"
"3530","70,000.00","948 Huron Avenue","Outer Mission","-122.45260250215551","37.70973246325865","10","2018"
"3531","11,200.00","2967 Mission Street","Mission","-122.41816732905377","37.74960135929178","2","2018"
"3532","7,500.00","1373 46th Avenue","Sunset/Parkside","-122.50601304858513","37.7609637045202","9","2021"
"3533","66,000.00","160 Buena Vista Terrace","Castro/Upper Market","-122.43847995442945","37.766573417097845","2","2019"
"3538","140,000.00","373 Lexington Street","Mission","-122.42036677854247","37.757421633526256","12","2021"
"3542","45,068.80","138 26th Avenue","Seacliff","-122.48627400345678","37.78682557171587","11","2015"
"3552","45,000.00","310 Delano Avenue","Outer Mission","-122.44260381088323","37.72423814455388","6","2019"
"3553","25,000.00","212 Silliman Street","Portola","-122.40729869359147","37.730695593124786","10","2018"
"3558","15,000.00","4640 Balboa Street","Outer Richmond","-122.50849613526042","37.775236709397085","3","2016"
"3560","50,000.00","1530 Hayes Street","Lone Mountain/USF","-122.44167587676709","37.77452973196919","8","2020"
"3562","8,000.00","304 Holloway Avenue","Oceanview/Merced/Ingleside","-122.45630068115393","37.721877428974416","3","2022"
"3563","22,600.00","475 Hamilton Street","Portola","-122.40914881273773","37.72523507835808","7","2021"
"3565","70,000.00","4330 20th Street","Castro/Upper Market","-122.43600607495941","37.7576437764162","10","2017"
"3568","13,000.00","138 Trumbull Street","Excelsior","-122.42750406239321","37.7308123784476","8","2015"
"3569","14,200.00","109 Lake Merced Hill Street South","Lakeshore","-122.48384714566468","37.70989006088826","1","2018"
"3571","25,000.00","909 Haight Street","Haight Ashbury","-122.43728304264323","37.77121656445734","6","2016"
"3572","10,000.00","625 Scott Street","Hayes Valley","-122.43623134516447","37.77548018040248","6","2019"
"3574","50,000.00","318 Vernon Street","Oceanview/Merced/Ingleside","-122.46801902017287","37.7182865343902","11","2017"
"3576","130,000.00","1967 Oak Street","Haight Ashbury","-122.45167822121736","37.77130243819409","4","2019"
"3577","33,000.00","824 Church Street","Castro/Upper Market","-122.42805420993125","37.75766523494679","12","2017"
"3585","18,000.00","324 Connecticut Street","Potrero Hill","-122.39750756098782","37.762165028491516","4","2019"
"3587","40,000.00","1559 Mckinnon Avenue","Bayview Hunters Point","-122.38848545011518","37.73540803724868","5","2022"
"3595","112,000.00","906 Lake Street","Inner Richmond","-122.46915468012268","37.78650750958165","5","2021"
"3597","22,500.00","1459 41st Avenue","Sunset/Parkside","-122.50053799846911","37.75957610752432","4","2018"
"3598","90,000.00","932 Page Street","Haight Ashbury","-122.43616667573674","37.772374629800886","2","2022"
"3600","17,750.00","126 Baker Street","Haight Ashbury","-122.44058437964051","37.77207782070065","7","2017"
"3601","50,400.00","542 Clayton Street","Haight Ashbury","-122.4486638940714","37.77032753913965","7","2015"
"3604","53,000.00","30 Romain Street","Twin Peaks","-122.43893245230271","37.75603207355782","2","2019"
"3608","1,394.86","855 Pine Street","Nob Hill","-122.40987999823645","37.79095392363092","7","2019"
"3609","5,600.00","3768 Fillmore Street","Marina","-122.43724843013464","37.805914374232074","3","2016"
"3610","70,700.00","1461 Page Street","Haight Ashbury","-122.44485910061472","37.771207213720636","2","2022"
"3611","70,000.00","2267 15th Street","Castro/Upper Market","-122.43471956871541","37.76575165062042","8","2015"
"3618","142,517.00","276 Day Street","Noe Valley","-122.42826259313178","37.742829805959936","12","2016"
"3620","20,000.00","381 Harkness Avenue","Visitacion Valley","-122.4044502077416","37.71776470740715","1","2016"
"3624","40,000.00","26 Hill Street","Mission","-122.42165685963401","37.75609759118714","6","2017"
"3625","55,000.00","2484 Great Highway","Sunset/Parkside","-122.50670343640864","37.7401525858186","8","2021"
"3627","46,550.00","1479 32nd Avenue","Sunset/Parkside","-122.49087151367632","37.75965574107945","2","2022"
"3630","45,000.00","1203 23rd Avenue","Sunset/Parkside","-122.48157948393752","37.765138229574035","9","2020"
"3632","49,555.66","3036 Fulton Street","Inner Richmond","-122.46418785361475","37.7736021980512","10","2019"
"3636","15,261.92","206 03rd Avenue","Inner Richmond","-122.46130226996367","37.78476989059134","8","2018"
"3637","50,000.00","567 Haight Street","Hayes Valley","-122.43151973199859","37.77194936366502","3","2022"
"3638","86,940.00","22 Museum Way","Castro/Upper Market","-122.44100499596705","37.76506341418048","4","2016"
"3640","38,000.00","1642 Palou Avenue","Bayview Hunters Point","-122.39174939558069","37.73448725642318","8","2016"
