"address","...1","date","block","lot","street_number","street_number_suffix","street_name","street_suffix","new_units_built","year","month","lat","lon"
"3250 LAGUNA ST , San Francisco, CA, USA",361975,"21/12/2017","495","7",3250,NA,"LAGUNA","ST",2,"12",2017,"37.801244350000005","-122.4310756011408"
"3250 LAGUNA ST , San Francisco, CA, USA",356446,"16/12/2016","495","7",3250,NA,"LAGUNA","ST",2,"12",2016,"37.801244350000005","-122.4310756011408"
"3256 21ST ST , San Francisco, CA, USA",530129,"01/09/2017","3609","22",3256,NA,"21ST","ST",1,"09",2017,"37.75714825","-122.42024065616198"
"3256 21ST ST , San Francisco, CA, USA",337133,"29/08/2016","3609","22",3256,NA,"21ST","ST",1,"08",2016,"37.75714825","-122.42024065616198"
"3256 21ST ST , San Francisco, CA, USA",341122,"18/08/2017","3609","22",3256,NA,"21ST","ST",1,"08",2017,"37.75714825","-122.42024065616198"
"3256 21ST ST , San Francisco, CA, USA",317030,"22/04/2016","3609","22",3256,NA,"21ST","ST",1,"04",2016,"37.75714825","-122.42024065616198"
"326 CAPP ST , San Francisco, CA, USA",510927,"26/10/2017","3590","41",326,NA,"CAPP","ST",1,"10",2017,"37.7614066","-122.4184729581202"
"326 NAPLES ST , San Francisco, CA, USA",322436,"11/04/2017","6019","2",326,NA,"NAPLES","ST",1,"04",2017,"37.7236188","-122.42944265358702"
"326 NAPLES ST , San Francisco, CA, USA",313645,"20/04/2015","6019","2",326,NA,"NAPLES","ST",1,"04",2015,"37.7236188","-122.42944265358702"
"326 PIERCE ST , San Francisco, CA, USA",479990,"24/05/2018","844","18",326,NA,"PIERCE","ST",2,"05",2018,"37.7730279","-122.43378086385776"
"327 BALBOA ST , San Francisco, CA, USA",186932,"24/09/2014","1640","51",327,NA,"BALBOA","ST",4,"09",2014,"37.777233714285714","-122.46221942857143"
"327 BALBOA ST , San Francisco, CA, USA",180310,"09/09/2013","1640","51",327,NA,"BALBOA","ST",4,"09",2013,"37.777233714285714","-122.46221942857143"
"327 BALBOA ST , San Francisco, CA, USA",32701,"19/12/2011","1640","51",327,NA,"BALBOA","ST",4,"12",2011,"37.777233714285714","-122.46221942857143"
"327 FILLMORE ST , San Francisco, CA, USA",365133,"18/12/2018","848","003A",327,NA,"FILLMORE","ST",2,"12",2018,"37.772438","-122.430876"
"329 FILLMORE ST , San Francisco, CA, USA",365134,"18/12/2018","848","003A",329,NA,"FILLMORE","ST",2,"12",2018,"37.772436","-122.430882"
"33 LEXINGTON ST , San Francisco, CA, USA",323131,"14/04/2017","3576","39",33,NA,"LEXINGTON","ST",1,"04",2017,"37.762183","-122.420651"
"33 PERINE PL , San Francisco, CA, USA",389865,"16/01/2015","634","6",33,NA,"PERINE","PL",2,"01",2015,"37.789015163265304","-122.43615457142857"
"330 COUNTRY CLUB DR , San Francisco, CA, USA",393662,"28/01/2016","7272","43",330,NA,"COUNTRY CLUB","DR",1,"01",2016,"37.73305095","-122.49565687538143"
"330 PRESIDIO AV , San Francisco, CA, USA",403214,"11/01/2018","1007","19",330,NA,"PRESIDIO","AV",2,"01",2018,"37.788708","-122.44678"
"330 PRESIDIO AV , San Francisco, CA, USA",482299,"29/05/2018","1007","19",330,NA,"PRESIDIO","AV",2,"05",2018,"37.788708","-122.44678"
"3303 FOLSOM ST , San Francisco, CA, USA",350554,"28/12/2015","5524","44",3303,NA,"FOLSOM","ST",1,"12",2015,"37.7449689","-122.41312293933136"
"3303 FOLSOM ST , San Francisco, CA, USA",312324,"02/04/2015","5524","44",3303,NA,"FOLSOM","ST",1,"04",2015,"37.7449689","-122.41312293933136"
"3303 FOLSOM ST , San Francisco, CA, USA",371899,"27/02/2015","5524","44",3303,NA,"FOLSOM","ST",1,"02",2015,"37.7449689","-122.41312293933136"
"331 27TH AV , San Francisco, CA, USA",536603,"25/09/2018","1406","5",331,NA,"27TH","AV",1,"09",2018,"37.783160800000005","-122.4874022642632"
"331 27TH AV , San Francisco, CA, USA",384064,"20/02/2018","1406","5",331,NA,"27TH","AV",1,"02",2018,"37.783160800000005","-122.4874022642632"
"331 ARGUELLO BLVD , San Francisco, CA, USA",276030,"16/05/2008","1432","5",331,NA,"ARGUELLO","BL",1,"05",2008,"37.78443195","-122.45937952277563"
"331 B ARGUELLO BLVD , San Francisco, CA, USA",159949,"10/10/2013","1432","65",331,"B","ARGUELLO","BL",1,"10",2013,"37.78445438709677","-122.45919464516129"
"331 B ARGUELLO BLVD , San Francisco, CA, USA",159950,"10/10/2013","1432","65",331,"B","ARGUELLO","BL",1,"10",2013,"37.78445438709677","-122.45919464516129"
"331 CAPISTRANO AV , San Francisco, CA, USA",321720,"26/04/2017","3146","21",331,NA,"CAPISTRANO","AV",1,"04",2017,"37.72619005","-122.43808231519301"
"3312 17TH ST , San Francisco, CA, USA",489518,"28/11/2016","3569","17",3312,NA,"17TH","ST",2,"11",2016,"37.763579","-122.419977"
"3312 17TH ST , San Francisco, CA, USA",462920,"27/03/2018","3569","17",3312,NA,"17TH","ST",2,"03",2018,"37.763579","-122.419977"
"3312 17TH ST , San Francisco, CA, USA",512753,"20/10/2017","3569","17",3312,NA,"17TH","ST",2,"10",2017,"37.763579","-122.419977"
"3316 17TH ST , San Francisco, CA, USA",489519,"28/11/2016","3569","17",3316,NA,"17TH","ST",2,"11",2016,"37.763579","-122.419977"
"3316 17TH ST , San Francisco, CA, USA",462921,"27/03/2018","3569","17",3316,NA,"17TH","ST",2,"03",2018,"37.763579","-122.419977"
"3316 17TH ST , San Francisco, CA, USA",512754,"20/10/2017","3569","17",3316,NA,"17TH","ST",2,"10",2017,"37.763579","-122.419977"
"3316 SCOTT ST , San Francisco, CA, USA",361669,"19/12/2017","0488A","39",3316,NA,"SCOTT","ST",1,"12",2017,"37.800556","-122.440962"
"3316 SCOTT ST , San Francisco, CA, USA",480154,"23/05/2018","0488A","39",3316,NA,"SCOTT","ST",1,"05",2018,"37.800556","-122.440962"
"3316 SCOTT ST , San Francisco, CA, USA",461204,"06/03/2018","0488A","39",3316,NA,"SCOTT","ST",1,"03",2018,"37.800556","-122.440962"
"3318 MISSION ST , San Francisco, CA, USA",295682,"17/10/2008","6635","3",3318,NA,"MISSION","ST",1,"10",2008,"37.743702","-122.42145"
"3318 SCOTT ST , San Francisco, CA, USA",510903,"25/10/2017","0488A","39",3318,NA,"SCOTT","ST",1,"10",2017,"37.800558","-122.440956"
"3320 OCTAVIA ST , San Francisco, CA, USA",403272,"16/01/2018","472","22",3320,NA,"OCTAVIA","ST",4,"01",2018,"37.802902450000005","-122.4296371182513"
"3321 ANZA ST , San Francisco, CA, USA",193622,"10/04/2008","1567","34",3321,NA,"ANZA","ST",1,"04",2008,"37.777956","-122.483984"
"3321 ANZA ST , San Francisco, CA, USA",219443,"22/02/2007","1567","34",3321,NA,"ANZA","ST",1,"02",2007,"37.777956","-122.483984"
"3321 ANZA ST , San Francisco, CA, USA",240489,"13/07/2007","1567","34",3321,NA,"ANZA","ST",1,"07",2007,"37.777956","-122.483984"
"3324 19TH ST , San Francisco, CA, USA",412795,"05/07/2016","3590","14",3324,NA,"19TH","ST",4,"07",2016,"37.760541","-122.417664"
"3325 A OCTAVIA ST , San Francisco, CA, USA",441668,"05/06/2018","471","002G",3325,"A","OCTAVIA","ST",1,"06",2018,"37.802861224489796","-122.43001653061224"
"3325 JACKSON ST , San Francisco, CA, USA",200892,"13/08/2007","985","20",3325,NA,"JACKSON","ST",2,"08",2007,"37.7903158","-122.44959790835577"
"3325 OCTAVIA ST , San Francisco, CA, USA",441669,"05/06/2018","471","002G",3325,NA,"OCTAVIA","ST",1,"06",2018,"37.802947","-122.430225"
"3325 OCTAVIA ST , San Francisco, CA, USA",535737,"14/09/2018","471","002G",3325,NA,"OCTAVIA","ST",1,"09",2018,"37.802947","-122.430225"
"3327 OCTAVIA ST , San Francisco, CA, USA",441670,"05/06/2018","471","002G",3327,NA,"OCTAVIA","ST",1,"06",2018,"37.802947","-122.430225"
"3327 OCTAVIA ST , San Francisco, CA, USA",535738,"14/09/2018","471","002G",3327,NA,"OCTAVIA","ST",1,"09",2018,"37.802947","-122.430225"
"333 FREMONT ST , San Francisco, CA, USA",24256,"12/08/2013","3747","19",333,NA,"FREMONT","ST",82,"08",2013,"37.78761427157684","-122.39297187826708"
"333 FREMONT ST , San Francisco, CA, USA",81330,"25/07/2012","3747","19",333,NA,"FREMONT","ST",82,"07",2012,"37.78761427157684","-122.39297187826708"
"333 HARRISON ST , San Francisco, CA, USA",140491,"01/11/2012","3766","9",333,NA,"HARRISON","ST",326,"11",2012,"37.7862657","-122.39124770721041"
"333 RALSTON ST , San Francisco, CA, USA",427291,"01/06/2015","7003","14",333,NA,"RALSTON","ST",1,"06",2015,"37.718474","-122.469219"
"3334 SAN BRUNO AV , San Francisco, CA, USA",496459,"15/11/2018","6172","24",3334,NA,"SAN BRUNO","AV",1,"11",2018,"37.71965995","-122.40079619292092"
"3336 STEINER ST , San Francisco, CA, USA",205100,"11/08/2009","491","19",3336,NA,"STEINER","ST",1,"08",2009,"37.80007675510204","-122.43767785714286"
"3339 ANZA ST , San Francisco, CA, USA",446730,"05/03/2015","1567","32",3339,NA,"ANZA","ST",1,"03",2015,"37.778111816326536","-122.48396930612245"
"334 3RD AV , San Francisco, CA, USA",515713,"26/10/2018","1434","33",334,NA,"3RD","AV",4,"10",2018,"37.78241455","-122.46089141372997"
"3340 STEINER ST , San Francisco, CA, USA",205101,"11/08/2009","491","19",3340,NA,"STEINER","ST",1,"08",2009,"37.80024525","-122.43753400277777"
"335 A HILL ST , San Francisco, CA, USA",441720,"03/07/2018","3620","83",335,"A","HILL","ST",1,"07",2018,"37.75555875510204","-122.4286243877551"
"335 A HILL ST , San Francisco, CA, USA",422506,"03/07/2018","3620","83",335,"A","HILL","ST",1,"07",2018,"37.75555875510204","-122.4286243877551"
"335 BARTLETT ST , San Francisco, CA, USA",208726,"20/08/2010","6516","20",335,NA,"BARTLETT","ST",1,"08",2010,"37.75158493877551","-122.41939520408164"
"335 HILL ST , San Francisco, CA, USA",423957,"27/07/2018","3620","83",335,NA,"HILL","ST",1,"07",2018,"37.75555875510204","-122.4286243877551"
"335 OAK ST , San Francisco, CA, USA",94073,"15/06/2011","839","25",335,NA,"OAK","ST",2,"06",2011,"37.774472","-122.424831"
"335 OAK ST , San Francisco, CA, USA",51649,"11/02/2013","839","25",335,NA,"OAK","ST",2,"02",2013,"37.774472","-122.424831"
"335 RALSTON ST , San Francisco, CA, USA",427278,"01/06/2015","7003","13",335,NA,"RALSTON","ST",1,"06",2015,"37.718540149999995","-122.46920295"
"3350 TARAVAL ST , San Francisco, CA, USA",456049,"23/03/2017","2372","024A",3350,NA,"TARAVAL","ST",1,"03",2017,"37.7420078","-122.5023245"
"3352 21ST ST , San Francisco, CA, USA",199484,"07/08/2007","3608","18",3352,NA,"21ST","ST",1,"08",2007,"37.757077","-122.422311"
"3352 21ST ST , San Francisco, CA, USA",287224,"04/11/2009","3608","18",3352,NA,"21ST","ST",1,"11",2009,"37.757077","-122.422311"
"3354 21ST ST , San Francisco, CA, USA",199485,"07/08/2007","3608","18",3354,NA,"21ST","ST",1,"08",2007,"37.757077","-122.422311"
"3354 21ST ST , San Francisco, CA, USA",287225,"04/11/2009","3608","18",3354,NA,"21ST","ST",1,"11",2009,"37.757077","-122.422311"
"336 HANOVER ST , San Francisco, CA, USA",525238,"01/09/2016","6489","35",336,NA,"HANOVER","ST",1,"09",2016,"37.7091733","-122.44363885698857"
"336 PRINCETON ST , San Francisco, CA, USA",479915,"15/05/2018","5993","6",336,NA,"PRINCETON","ST",1,"05",2018,"37.725398","-122.415353"
"337 28TH AV , San Francisco, CA, USA",263398,NA,"1405","53",337,NA,"28TH","AV",1,NA,NA,"37.78295975","-122.48844145329883"
"337 OAK ST , San Francisco, CA, USA",94074,"15/06/2011","839","25",337,NA,"OAK","ST",2,"06",2011,"37.774472","-122.424831"
"3373 22ND ST , San Francisco, CA, USA",239370,"20/07/2007","3633","23",3373,NA,"22ND","ST",1,"07",2007,"37.755011100000004","-122.422562406606"
"3373 22ND ST , San Francisco, CA, USA",260760,NA,"3633","23",3373,NA,"22ND","ST",1,NA,NA,"37.755011100000004","-122.422562406606"
"338 CARL ST , San Francisco, CA, USA",19508,"09/08/2012","1265","9",338,NA,"CARL","ST",1,"08",2012,"37.7652668","-122.4552052"
"338 CARL ST , San Francisco, CA, USA",56536,"05/02/2014","1265","47",338,NA,"CARL","ST",1,"02",2014,"37.7652668","-122.4552052"
"338 CARL ST , San Francisco, CA, USA",122965,"12/05/2011","1265","47",338,NA,"CARL","ST",1,"05",2011,"37.7652668","-122.4552052"
"338 CARL ST , San Francisco, CA, USA",370867,"17/02/2015","1265","47",338,NA,"CARL","ST",1,"02",2015,"37.7652668","-122.4552052"
"338 CARL ST , San Francisco, CA, USA",448674,"27/03/2015","1265","47",338,NA,"CARL","ST",1,"03",2015,"37.7652668","-122.4552052"
"338 CARL ST , San Francisco, CA, USA",207085,"17/08/2010","1265","47",338,NA,"CARL","ST",1,"08",2010,"37.7652668","-122.4552052"
"338 SOUTH VAN NESS AV , San Francisco, CA, USA",248952,"12/07/2011","3548","7",338,NA,"SOUTH VAN NESS","AV",1,"07",2011,"37.76769","-122.418017"
"338 SOUTH VAN NESS AV , San Francisco, CA, USA",124926,"09/05/2012","3548","7",338,NA,"SOUTH VAN NESS","AV",1,"05",2012,"37.76769","-122.418017"
"339 MONTEREY BLVD , San Francisco, CA, USA",408286,"08/07/2015","3118","42",339,NA,"MONTEREY","BL",1,"07",2015,"37.73137815","-122.44294925499148"
"339 OAK ST , San Francisco, CA, USA",94075,"15/06/2011","839","25",339,NA,"OAK","ST",2,"06",2011,"37.774472","-122.424831"
"34 A JASPER PL , San Francisco, CA, USA",436882,"08/06/2017","116","40",34,"A","JASPER","PL",1,"06",2017,"37.79996933333334","-122.408138"
"34 PLEASANT ST , San Francisco, CA, USA",160325,"16/10/2013","221","20",34,NA,"PLEASANT","ST",1,"10",2013,"37.793043","-122.413384"
"34 PLEASANT ST , San Francisco, CA, USA",53135,"21/02/2013","221","20",34,NA,"PLEASANT","ST",1,"02",2013,"37.793043","-122.413384"
"34 PLEASANT ST , San Francisco, CA, USA",20241,"21/08/2012","221","20",34,NA,"PLEASANT","ST",1,"08",2012,"37.793043","-122.413384"
"34 PLEASANT ST , San Francisco, CA, USA",110480,"30/03/2012","221","20",34,NA,"PLEASANT","ST",1,"03",2012,"37.793043","-122.413384"
"34 PLEASANT ST , San Francisco, CA, USA",70761,"02/01/2013","221","20",34,NA,"PLEASANT","ST",1,"01",2013,"37.793043","-122.413384"
"34 SURREY ST , San Francisco, CA, USA",298707,"05/10/2009","6729","65",34,NA,"SURREY","ST",1,"10",2009,"37.735350416085005","-122.43312515155674"
"34 SURREY ST , San Francisco, CA, USA",224047,"20/02/2009","6729","65",34,NA,"SURREY","ST",1,"02",2009,"37.735350416085005","-122.43312515155674"
"340 A SILLIMAN ST , San Francisco, CA, USA",379379,"22/02/2017","5921","10",340,"A","SILLIMAN","ST",1,"02",2017,"37.73042712244898","-122.40851944897959"
"340 FREMONT ST , San Francisco, CA, USA",472116,"19/05/2016","3748","6",340,NA,"FREMONT","ST",384,"05",2016,"37.787197","-122.393188"
"340 FREMONT ST , San Francisco, CA, USA",453634,"29/03/2016","3748","6",340,NA,"FREMONT","ST",384,"03",2016,"37.787197","-122.393188"
"340 FREMONT ST , San Francisco, CA, USA",467350,"22/05/2015","3748","6",340,NA,"FREMONT","ST",384,"05",2015,"37.787197","-122.393188"
"340 KEARNY ST , San Francisco, CA, USA",258595,"04/06/2010","269","8",340,NA,"KEARNY","ST",2,"06",2010,"37.79117540816326","-122.40401014285715"
"340 SOUTH VAN NESS AV , San Francisco, CA, USA",248953,"12/07/2011","3548","7",340,NA,"SOUTH VAN NESS","AV",1,"07",2011,"37.76769","-122.418017"
"340 SOUTH VAN NESS AV , San Francisco, CA, USA",124927,"09/05/2012","3548","7",340,NA,"SOUTH VAN NESS","AV",1,"05",2012,"37.76769","-122.418017"
"340 SOUTH VAN NESS AV , San Francisco, CA, USA",246865,"07/07/2010","3548","7",340,NA,"SOUTH VAN NESS","AV",1,"07",2010,"37.76769","-122.418017"
"3401 TARAVAL ST , San Francisco, CA, USA",260707,NA,"2381","1",3401,NA,"TARAVAL","ST",6,NA,NA,"37.741773","-122.502626"
"341 OAK ST , San Francisco, CA, USA",94076,"15/06/2011","839","25",341,NA,"OAK","ST",2,"06",2011,"37.774472","-122.424831"
"3415 MISSION ST , San Francisco, CA, USA",501628,"29/10/2015","5673","39",3415,NA,"MISSION","ST",1,"10",2015,"37.741832","-122.421995"
"3415 MISSION ST , San Francisco, CA, USA",351538,"16/12/2015","5673","39",3415,NA,"MISSION","ST",1,"12",2015,"37.741832","-122.421995"
"3418 26TH ST , San Francisco, CA, USA",141306,"15/11/2012","6529","34",3418,NA,"26TH","ST",11,"11",2012,"37.749196600000005","-122.41899999749164"
"3418 26TH ST , San Francisco, CA, USA",57623,"21/02/2014","6529","40",3418,NA,"26TH","ST",11,"02",2014,"37.749196600000005","-122.41899999749164"
"3418 26TH ST , San Francisco, CA, USA",57624,"21/02/2014","6529","50",3418,NA,"26TH","ST",11,"02",2014,"37.749196600000005","-122.41899999749164"
"342 21ST AV , San Francisco, CA, USA",254556,"06/06/2008","1452","33",342,NA,"21ST","AV",1,"06",2008,"37.781403600000004","-122.48028860088255"
"342 A 21ST AV , San Francisco, CA, USA",298060,"27/10/2008","1452","33",342,"A","21ST","AV",1,"10",2008,"37.78140214285715","-122.48042728571428"
"342 A 21ST AV , San Francisco, CA, USA",298063,"27/10/2008","1452","33",342,"A","21ST","AV",1,"10",2008,"37.78140214285715","-122.48042728571428"
"342 SOUTH VAN NESS AV , San Francisco, CA, USA",248954,"12/07/2011","3548","7",342,NA,"SOUTH VAN NESS","AV",1,"07",2011,"37.76769","-122.418017"
"342 SOUTH VAN NESS AV , San Francisco, CA, USA",246866,"07/07/2010","3548","7",342,NA,"SOUTH VAN NESS","AV",1,"07",2010,"37.76769","-122.418017"
"342 SOUTH VAN NESS AV , San Francisco, CA, USA",124928,"09/05/2012","3548","7",342,NA,"SOUTH VAN NESS","AV",1,"05",2012,"37.76769","-122.418017"
"3420 18TH ST , San Francisco, CA, USA",513274,"26/10/2017","3576","90",3420,NA,"18TH","ST",16,"10",2017,"37.76198814999999","-122.4200003088063"
"3420 18TH ST , San Francisco, CA, USA",356070,"12/12/2016","3576","90",3420,NA,"18TH","ST",16,"12",2016,"37.76198814999999","-122.4200003088063"
"3420 MARKET ST , San Francisco, CA, USA",451545,"18/03/2016","2717","55",3420,NA,"MARKET","ST",1,"03",2016,"37.7569053","-122.44290000544916"
"3420 MARKET ST , San Francisco, CA, USA",434768,"30/06/2016","2717","55",3420,NA,"MARKET","ST",1,"06",2016,"37.7569053","-122.44290000544916"
"3436 ANZA ST , San Francisco, CA, USA",311121,"13/09/2010","1519","022B",3436,NA,"ANZA","ST",1,"09",2010,"37.778418","-122.485272"
"3436 ANZA ST , San Francisco, CA, USA",95015,"10/06/2011","1519","022B",3436,NA,"ANZA","ST",1,"06",2011,"37.778418","-122.485272"
"3436 ANZA ST , San Francisco, CA, USA",298496,"02/10/2009","1519","022B",3436,NA,"ANZA","ST",1,"10",2009,"37.778418","-122.485272"
"3438 ANZA ST , San Francisco, CA, USA",95016,"10/06/2011","1519","022B",3438,NA,"ANZA","ST",1,"06",2011,"37.778347","-122.485265"
"3438 ANZA ST , San Francisco, CA, USA",311122,"13/09/2010","1519","022B",3438,NA,"ANZA","ST",1,"09",2010,"37.778347","-122.485265"
"344 HOLLOWAY AV , San Francisco, CA, USA",446461,"03/03/2015","6942","28",344,NA,"HOLLOWAY","AV",1,"03",2015,"37.722063","-122.456912"
"3441 20TH ST , San Francisco, CA, USA",326506,"03/04/2018","3610","47",3441,NA,"20TH","ST",5,"04",2018,"37.758633","-122.4176715"
"3441 26TH ST , San Francisco, CA, USA",455990,"28/03/2017","6569","29",3441,NA,"26TH","ST",1,"03",2017,"37.748798","-122.418996"
"3441 26TH ST , San Francisco, CA, USA",534831,"11/09/2018","6569","29",3441,NA,"26TH","ST",1,"09",2018,"37.748798","-122.418996"
"3442 21ST ST , San Francisco, CA, USA",341039,"25/08/2017","3607","19",3442,NA,"21ST","ST",1,"08",2017,"37.75695","-122.424387"
"3442 21ST ST , San Francisco, CA, USA",442244,"11/06/2018","3607","19",3442,NA,"21ST","ST",1,"06",2018,"37.75695","-122.424387"
"3443 26TH ST , San Francisco, CA, USA",455991,"28/03/2017","6569","29",3443,NA,"26TH","ST",1,"03",2017,"37.7488983","-122.419044"
"3443 26TH ST , San Francisco, CA, USA",534832,"11/09/2018","6569","29",3443,NA,"26TH","ST",1,"09",2018,"37.7488983","-122.419044"
"3444 21ST ST , San Francisco, CA, USA",341040,"25/08/2017","3607","19",3444,NA,"21ST","ST",1,"08",2017,"37.75695","-122.424387"
"3446 21ST ST , San Francisco, CA, USA",341041,"25/08/2017","3607","19",3446,NA,"21ST","ST",1,"08",2017,"37.756952","-122.424389"
"3447 20TH ST , San Francisco, CA, USA",326507,"03/04/2018","3610","47",3447,NA,"20TH","ST",5,"04",2018,"37.758627000000004","-122.41776937499999"
"3450 CABRILLO ST , San Francisco, CA, USA",253738,"13/06/2008","1609","014D",3450,NA,"CABRILLO","ST",1,"06",2008,"37.774069","-122.495848"
"3451 18TH ST , San Francisco, CA, USA",408371,"08/07/2015","3589","147",3451,NA,"18TH","ST",1,"07",2015,"37.761561","-122.420494"
"3451 18TH ST , San Francisco, CA, USA",521057,"10/09/2015","3589","147",3451,NA,"18TH","ST",1,"09",2015,"37.761561","-122.420494"
"3456 CABRILLO ST , San Francisco, CA, USA",253739,"13/06/2008","1609","014D",3456,NA,"CABRILLO","ST",1,"06",2008,"37.774002","-122.4956377142857"
"346 22ND AV , San Francisco, CA, USA",38460,"11/12/2013","1453","33",346,NA,"22ND","AV",1,"12",2013,"37.781283","-122.481268"
"346 22ND AV , San Francisco, CA, USA",65703,"13/01/2012","1453","33",346,NA,"22ND","AV",1,"01",2012,"37.781283","-122.481268"
"346 22ND AV , San Francisco, CA, USA",90861,"21/07/2014","1453","33",346,NA,"22ND","AV",1,"07",2014,"37.781283","-122.481268"
"3474 17TH ST , San Francisco, CA, USA",332266,"13/08/2015","3568","039A",3474,NA,"17TH","ST",1,"08",2015,"37.76343905","-122.42339830054237"
"348 A WALLER ST , San Francisco, CA, USA",422403,"13/07/2018","859","13",348,"A","WALLER","ST",2,"07",2018,"37.77120046938776","-122.42939365306123"
"348 B WALLER ST , San Francisco, CA, USA",422404,"13/07/2018","859","13",348,"B","WALLER","ST",2,"07",2018,"37.77120046938776","-122.42939365306123"
"3481 MISSION ST , San Francisco, CA, USA",323142,"14/04/2017","5673","19",3481,NA,"MISSION","ST",2,"04",2017,"37.741142","-122.422382"
"3481 MISSION ST , San Francisco, CA, USA",336665,"01/08/2016","5673","19",3481,NA,"MISSION","ST",1,"08",2016,"37.741142","-122.422382"
"3481 MISSION ST , San Francisco, CA, USA",491124,"17/11/2016","5673","19",3481,NA,"MISSION","ST",1,"11",2016,"37.741142","-122.422382"
"3481 MISSION ST , San Francisco, CA, USA",398875,"23/01/2017","5673","19",3481,NA,"MISSION","ST",2,"01",2017,"37.741142","-122.422382"
"3483 MISSION ST , San Francisco, CA, USA",343339,"24/08/2017","5673","19",3483,NA,"MISSION","ST",1,"08",2017,"37.741142","-122.422382"
"349 25TH AV , San Francisco, CA, USA",284843,"20/11/2008","1408","007A",349,NA,"25TH","AV",2,"11",2008,"37.78298075","-122.48518810529916"
"349 25TH AV , San Francisco, CA, USA",192326,"15/04/2008","1408","007A",349,NA,"25TH","AV",2,"04",2008,"37.78298075","-122.48518810529916"
"349 CORBETT AV , San Francisco, CA, USA",186211,"16/09/2014","2659","54",349,NA,"CORBETT","AV",1,"09",2014,"37.759771","-122.44515980315288"
"349 RICHLAND AV , San Francisco, CA, USA",501249,"02/10/2015","5721","77",349,NA,"RICHLAND","AV",1,"10",2015,"37.735841300000004","-122.41846710198719"
"3490 20TH ST , San Francisco, CA, USA",441583,"20/06/2018","3595","21",3490,NA,"20TH","ST",4,"06",2018,"37.75876325","-122.41878556749435"
"35 ALPINE TERR , San Francisco, CA, USA",525294,"06/09/2016","1259","24",35,NA,"ALPINE","TR",1,"09",2016,"37.7697789","-122.43746808808615"
"35 LAFAYETTE ST , San Francisco, CA, USA",456365,"02/03/2017","3511","66",35,NA,"LAFAYETTE","ST",2,"03",2017,"37.77310575","-122.41722800000001"
"35 LAFAYETTE ST , San Francisco, CA, USA",393623,"07/01/2016","3511","66",35,NA,"LAFAYETTE","ST",2,"01",2016,"37.77310575","-122.41722800000001"
"35 LAFAYETTE ST , San Francisco, CA, USA",470815,"06/05/2016","3511","66",35,NA,"LAFAYETTE","ST",2,"05",2016,"37.77310575","-122.41722800000001"
"35 LEXINGTON ST , San Francisco, CA, USA",100904,"25/06/2013","3576","39",35,NA,"LEXINGTON","ST",1,"06",2013,"37.762186","-122.42065"
"35 LEXINGTON ST , San Francisco, CA, USA",458531,"31/03/2017","3576","39",35,NA,"LEXINGTON","ST",1,"03",2017,"37.762186","-122.42065"
"350 15TH AV , San Francisco, CA, USA",393660,"27/01/2016","1446","38",350,NA,"15TH","AV",1,"01",2016,"37.78155314999999","-122.4738034389529"
"350 8TH ST , San Francisco, CA, USA",497785,"13/11/2018","3756","3",350,NA,"8TH","ST",2,"11",2018,"37.77471181632653","-122.40986218367347"
"350 FRIEDELL ST , San Francisco, CA, USA",28480,"28/08/2014","4591C","103",350,NA,"FRIEDELL","ST",60,"08",2014,"37.727662499999994","-122.3706035"
"350 GOLDEN GATE AV , San Francisco, CA, USA",16119,"16/08/2011","346","5",350,NA,"GOLDEN GATE","AV",19,"08",2011,"37.78178585","-122.41637689548809"
"350 GOLDEN GATE AV , San Francisco, CA, USA",16118,"16/08/2011","346","4",350,NA,"GOLDEN GATE","AV",19,"08",2011,"37.78178585","-122.41637689548809"
"350 GOLDEN GATE AV , San Francisco, CA, USA",80849,"11/07/2012","346","4",350,NA,"GOLDEN GATE","AV",19,"07",2012,"37.78178585","-122.41637689548809"
"350 LAGUNA ST , San Francisco, CA, USA",451387,"15/03/2016","839","18",350,NA,"LAGUNA","ST",4,"03",2016,"37.7743773","-122.4256744702562"
"350 LAGUNA ST , San Francisco, CA, USA",317748,"05/04/2016","839","18",350,NA,"LAGUNA","ST",4,"04",2016,"37.7743773","-122.4256744702562"
"3500 19TH ST , San Francisco, CA, USA",160653,"21/10/2013","3588","12",3500,NA,"19TH","ST",17,"10",2013,"37.760201","-122.421749"
"3501 A NORIEGA ST , San Francisco, CA, USA",515759,"22/10/2018","2079","1",3501,"A","NORIEGA","ST",1,"10",2018,"37.753065","-122.501268"
"351 17TH AV , San Francisco, CA, USA",112535,"21/03/2013","1449","11",351,NA,"17TH","AV",1,"03",2013,"37.781439649999996","-122.47653035793164"
"351 MANGELS AV , San Francisco, CA, USA",530106,"29/09/2017","3089","65",351,NA,"MANGELS","AV",1,"09",2017,"37.733008","-122.4455465"
"3516 SACRAMENTO ST , San Francisco, CA, USA",380597,"14/02/2017","1010","6",3516,NA,"SACRAMENTO","ST",1,"02",2017,"37.787945","-122.450722"
"3516 SACRAMENTO ST , San Francisco, CA, USA",199225,"28/04/2010","1010","6",3516,NA,"SACRAMENTO","ST",1,"04",2010,"37.787945","-122.450722"
"3516 SACRAMENTO ST , San Francisco, CA, USA",279828,"20/05/2009","1010","6",3516,NA,"SACRAMENTO","ST",1,"05",2009,"37.787945","-122.450722"
