"","nhood_month_year","count","month","year","nhood"
"1261","10 2014 Chinatown",4,"10","2014","Chinatown"
"1262","10 2014 Excelsior",3,"10","2014","Excelsior"
"1263","10 2014 Financial District/South Beach",1,"10","2014","Financial District/South Beach"
"1264","10 2014 Glen Park",1,"10","2014","Glen Park"
"1265","10 2014 Golden Gate Park",1,"10","2014","Golden Gate Park"
"1266","10 2014 Haight Ashbury",1,"10","2014","Haight Ashbury"
"1267","10 2014 Hayes Valley",9,"10","2014","Hayes Valley"
"1268","10 2014 Inner Richmond",3,"10","2014","Inner Richmond"
"1269","10 2014 Inner Sunset",3,"10","2014","Inner Sunset"
"1270","10 2014 Lakeshore",3,"10","2014","Lakeshore"
"1271","10 2014 Lone Mountain/USF",1,"10","2014","Lone Mountain/USF"
"1272","10 2014 Marina",4,"10","2014","Marina"
"1273","10 2014 Mission",12,"10","2014","Mission"
"1274","10 2014 Mission Bay",1,"10","2014","Mission Bay"
"1275","10 2014 Nob Hill",8,"10","2014","Nob Hill"
"1276","10 2014 Noe Valley",3,"10","2014","Noe Valley"
"1277","10 2014 North Beach",7,"10","2014","North Beach"
"1278","10 2014 Oceanview/Merced/Ingleside",3,"10","2014","Oceanview/Merced/Ingleside"
"1279","10 2014 Outer Mission",5,"10","2014","Outer Mission"
"1280","10 2014 Outer Richmond",7,"10","2014","Outer Richmond"
"1281","10 2014 Pacific Heights",13,"10","2014","Pacific Heights"
"1282","10 2014 Portola",2,"10","2014","Portola"
"1283","10 2014 Potrero Hill",5,"10","2014","Potrero Hill"
"1284","10 2014 Russian Hill",1,"10","2014","Russian Hill"
"1285","10 2014 South of Market",2,"10","2014","South of Market"
"1286","10 2014 Sunset/Parkside",8,"10","2014","Sunset/Parkside"
"1287","10 2014 Tenderloin",6,"10","2014","Tenderloin"
"1288","10 2014 Twin Peaks",1,"10","2014","Twin Peaks"
"1289","10 2014 Visitacion Valley",1,"10","2014","Visitacion Valley"
"1290","10 2014 West of Twin Peaks",4,"10","2014","West of Twin Peaks"
"1291","10 2014 Western Addition",1,"10","2014","Western Addition"
"1292","10 2015 Bayview Hunters Point",10,"10","2015","Bayview Hunters Point"
"1293","10 2015 Bernal Heights",4,"10","2015","Bernal Heights"
"1294","10 2015 Castro/Upper Market",4,"10","2015","Castro/Upper Market"
"1295","10 2015 Chinatown",1,"10","2015","Chinatown"
"1296","10 2015 Excelsior",2,"10","2015","Excelsior"
"1297","10 2015 Haight Ashbury",3,"10","2015","Haight Ashbury"
"1298","10 2015 Hayes Valley",4,"10","2015","Hayes Valley"
"1299","10 2015 Inner Richmond",4,"10","2015","Inner Richmond"
"1300","10 2015 Inner Sunset",4,"10","2015","Inner Sunset"
"1301","10 2015 Japantown",2,"10","2015","Japantown"
"1302","10 2015 Lone Mountain/USF",1,"10","2015","Lone Mountain/USF"
"1303","10 2015 Marina",6,"10","2015","Marina"
"1304","10 2015 Mission",13,"10","2015","Mission"
"1305","10 2015 Nob Hill",7,"10","2015","Nob Hill"
"1306","10 2015 Noe Valley",1,"10","2015","Noe Valley"
"1307","10 2015 North Beach",2,"10","2015","North Beach"
"1308","10 2015 Oceanview/Merced/Ingleside",4,"10","2015","Oceanview/Merced/Ingleside"
"1309","10 2015 Outer Mission",4,"10","2015","Outer Mission"
"1310","10 2015 Outer Richmond",13,"10","2015","Outer Richmond"
"1311","10 2015 Pacific Heights",5,"10","2015","Pacific Heights"
"1312","10 2015 Portola",1,"10","2015","Portola"
"1313","10 2015 Russian Hill",1,"10","2015","Russian Hill"
"1314","10 2015 South of Market",1,"10","2015","South of Market"
"1315","10 2015 Sunset/Parkside",12,"10","2015","Sunset/Parkside"
"1316","10 2015 Tenderloin",11,"10","2015","Tenderloin"
"1317","10 2015 Twin Peaks",2,"10","2015","Twin Peaks"
"1318","10 2015 Visitacion Valley",3,"10","2015","Visitacion Valley"
"1319","10 2015 West of Twin Peaks",5,"10","2015","West of Twin Peaks"
"1320","10 2015 Western Addition",7,"10","2015","Western Addition"
"1321","10 2016 Bayview Hunters Point",4,"10","2016","Bayview Hunters Point"
"1322","10 2016 Bernal Heights",1,"10","2016","Bernal Heights"
"1323","10 2016 Castro/Upper Market",6,"10","2016","Castro/Upper Market"
"1324","10 2016 Excelsior",4,"10","2016","Excelsior"
"1325","10 2016 Haight Ashbury",1,"10","2016","Haight Ashbury"
"1326","10 2016 Hayes Valley",4,"10","2016","Hayes Valley"
"1327","10 2016 Inner Richmond",2,"10","2016","Inner Richmond"
"1328","10 2016 Inner Sunset",2,"10","2016","Inner Sunset"
"1329","10 2016 Lakeshore",4,"10","2016","Lakeshore"
"1330","10 2016 Lone Mountain/USF",2,"10","2016","Lone Mountain/USF"
"1331","10 2016 Marina",6,"10","2016","Marina"
"1332","10 2016 Mission",12,"10","2016","Mission"
"1333","10 2016 Nob Hill",5,"10","2016","Nob Hill"
"1334","10 2016 Noe Valley",7,"10","2016","Noe Valley"
"1335","10 2016 North Beach",8,"10","2016","North Beach"
"1336","10 2016 Oceanview/Merced/Ingleside",6,"10","2016","Oceanview/Merced/Ingleside"
"1337","10 2016 Outer Mission",4,"10","2016","Outer Mission"
"1338","10 2016 Outer Richmond",6,"10","2016","Outer Richmond"
"1339","10 2016 Pacific Heights",3,"10","2016","Pacific Heights"
"1340","10 2016 Portola",1,"10","2016","Portola"
"1341","10 2016 Potrero Hill",3,"10","2016","Potrero Hill"
"1342","10 2016 Presidio Heights",3,"10","2016","Presidio Heights"
"1343","10 2016 Russian Hill",2,"10","2016","Russian Hill"
"1344","10 2016 South of Market",1,"10","2016","South of Market"
"1345","10 2016 Sunset/Parkside",10,"10","2016","Sunset/Parkside"
"1346","10 2016 Tenderloin",8,"10","2016","Tenderloin"
"1347","10 2016 Visitacion Valley",2,"10","2016","Visitacion Valley"
"1348","10 2016 West of Twin Peaks",3,"10","2016","West of Twin Peaks"
"1349","10 2016 Western Addition",3,"10","2016","Western Addition"
"1350","10 2017 Bayview Hunters Point",5,"10","2017","Bayview Hunters Point"
"1351","10 2017 Bernal Heights",6,"10","2017","Bernal Heights"
"1352","10 2017 Castro/Upper Market",4,"10","2017","Castro/Upper Market"
"1353","10 2017 Chinatown",1,"10","2017","Chinatown"
"1354","10 2017 Excelsior",3,"10","2017","Excelsior"
"1355","10 2017 Financial District/South Beach",1,"10","2017","Financial District/South Beach"
"1356","10 2017 Glen Park",2,"10","2017","Glen Park"
"1357","10 2017 Haight Ashbury",4,"10","2017","Haight Ashbury"
"1358","10 2017 Hayes Valley",4,"10","2017","Hayes Valley"
"1359","10 2017 Inner Richmond",6,"10","2017","Inner Richmond"
"1360","10 2017 Inner Sunset",6,"10","2017","Inner Sunset"
"1361","10 2017 Japantown",1,"10","2017","Japantown"
"1362","10 2017 Lakeshore",2,"10","2017","Lakeshore"
"1363","10 2017 Lone Mountain/USF",2,"10","2017","Lone Mountain/USF"
"1364","10 2017 Marina",5,"10","2017","Marina"
"1365","10 2017 Mission",13,"10","2017","Mission"
"1366","10 2017 Nob Hill",4,"10","2017","Nob Hill"
"1367","10 2017 Noe Valley",2,"10","2017","Noe Valley"
"1368","10 2017 Oceanview/Merced/Ingleside",2,"10","2017","Oceanview/Merced/Ingleside"
"1369","10 2017 Outer Mission",2,"10","2017","Outer Mission"
"1370","10 2017 Outer Richmond",7,"10","2017","Outer Richmond"
"1371","10 2017 Pacific Heights",2,"10","2017","Pacific Heights"
"1372","10 2017 Portola",2,"10","2017","Portola"
"1373","10 2017 Presidio Heights",2,"10","2017","Presidio Heights"
"1374","10 2017 Russian Hill",3,"10","2017","Russian Hill"
"1375","10 2017 South of Market",2,"10","2017","South of Market"
"1376","10 2017 Sunset/Parkside",7,"10","2017","Sunset/Parkside"
"1377","10 2017 Tenderloin",5,"10","2017","Tenderloin"
"1378","10 2017 Twin Peaks",1,"10","2017","Twin Peaks"
"1379","10 2017 West of Twin Peaks",3,"10","2017","West of Twin Peaks"
"1380","10 2017 Western Addition",1,"10","2017","Western Addition"
"1381","10 2018 Bayview Hunters Point",3,"10","2018","Bayview Hunters Point"
"1382","10 2018 Bernal Heights",4,"10","2018","Bernal Heights"
"1383","10 2018 Castro/Upper Market",4,"10","2018","Castro/Upper Market"
"1384","10 2018 Chinatown",4,"10","2018","Chinatown"
"1385","10 2018 Excelsior",3,"10","2018","Excelsior"
"1386","10 2018 Financial District/South Beach",1,"10","2018","Financial District/South Beach"
"1387","10 2018 Glen Park",3,"10","2018","Glen Park"
"1388","10 2018 Haight Ashbury",3,"10","2018","Haight Ashbury"
"1389","10 2018 Hayes Valley",2,"10","2018","Hayes Valley"
"1390","10 2018 Inner Richmond",3,"10","2018","Inner Richmond"
"1391","10 2018 Lakeshore",15,"10","2018","Lakeshore"
"1392","10 2018 Lone Mountain/USF",1,"10","2018","Lone Mountain/USF"
"1393","10 2018 Marina",7,"10","2018","Marina"
"1394","10 2018 Mission",10,"10","2018","Mission"
"1395","10 2018 Nob Hill",6,"10","2018","Nob Hill"
"1396","10 2018 Noe Valley",2,"10","2018","Noe Valley"
"1397","10 2018 North Beach",1,"10","2018","North Beach"
"1398","10 2018 Oceanview/Merced/Ingleside",3,"10","2018","Oceanview/Merced/Ingleside"
"1399","10 2018 Outer Mission",6,"10","2018","Outer Mission"
"1400","10 2018 Outer Richmond",2,"10","2018","Outer Richmond"
"1401","10 2018 Pacific Heights",1,"10","2018","Pacific Heights"
"1402","10 2018 Portola",1,"10","2018","Portola"
"1403","10 2018 Potrero Hill",1,"10","2018","Potrero Hill"
"1404","10 2018 Russian Hill",1,"10","2018","Russian Hill"
"1405","10 2018 South of Market",6,"10","2018","South of Market"
"1406","10 2018 Sunset/Parkside",9,"10","2018","Sunset/Parkside"
"1407","10 2018 Tenderloin",13,"10","2018","Tenderloin"
"1408","10 2018 Twin Peaks",1,"10","2018","Twin Peaks"
"1409","10 2018 Visitacion Valley",1,"10","2018","Visitacion Valley"
"1410","10 2018 West of Twin Peaks",1,"10","2018","West of Twin Peaks"
"1411","10 2018 Western Addition",1,"10","2018","Western Addition"
"1412","10 2019 Bayview Hunters Point",4,"10","2019","Bayview Hunters Point"
"1413","10 2019 Bernal Heights",3,"10","2019","Bernal Heights"
"1414","10 2019 Castro/Upper Market",2,"10","2019","Castro/Upper Market"
"1415","10 2019 Chinatown",1,"10","2019","Chinatown"
"1416","10 2019 Excelsior",1,"10","2019","Excelsior"
"1417","10 2019 Financial District/South Beach",1,"10","2019","Financial District/South Beach"
"1418","10 2019 Glen Park",1,"10","2019","Glen Park"
"1419","10 2019 Hayes Valley",1,"10","2019","Hayes Valley"
"1420","10 2019 Lakeshore",11,"10","2019","Lakeshore"
"1421","10 2019 Lone Mountain/USF",1,"10","2019","Lone Mountain/USF"
"1422","10 2019 Marina",4,"10","2019","Marina"
"1423","10 2019 McLaren Park",2,"10","2019","McLaren Park"
"1424","10 2019 Mission",8,"10","2019","Mission"
"1425","10 2019 Nob Hill",6,"10","2019","Nob Hill"
"1426","10 2019 Oceanview/Merced/Ingleside",4,"10","2019","Oceanview/Merced/Ingleside"
"1427","10 2019 Outer Mission",1,"10","2019","Outer Mission"
"1428","10 2019 Outer Richmond",3,"10","2019","Outer Richmond"
"1429","10 2019 Pacific Heights",3,"10","2019","Pacific Heights"
"1430","10 2019 Portola",1,"10","2019","Portola"
"1431","10 2019 Russian Hill",3,"10","2019","Russian Hill"
"1432","10 2019 South of Market",2,"10","2019","South of Market"
"1433","10 2019 Sunset/Parkside",5,"10","2019","Sunset/Parkside"
"1434","10 2019 Tenderloin",7,"10","2019","Tenderloin"
"1435","10 2019 West of Twin Peaks",1,"10","2019","West of Twin Peaks"
"1436","10 2019 Western Addition",1,"10","2019","Western Addition"
"1437","10 2020 Bayview Hunters Point",2,"10","2020","Bayview Hunters Point"
"1438","10 2020 Bernal Heights",1,"10","2020","Bernal Heights"
"1439","10 2020 Castro/Upper Market",1,"10","2020","Castro/Upper Market"
"1440","10 2020 Glen Park",1,"10","2020","Glen Park"
"1441","10 2020 Hayes Valley",3,"10","2020","Hayes Valley"
"1442","10 2020 Inner Richmond",6,"10","2020","Inner Richmond"
"1443","10 2020 Inner Sunset",1,"10","2020","Inner Sunset"
"1444","10 2020 Japantown",1,"10","2020","Japantown"
"1445","10 2020 Marina",5,"10","2020","Marina"
"1446","10 2020 Mission",8,"10","2020","Mission"
"1447","10 2020 Mission Bay",1,"10","2020","Mission Bay"
"1448","10 2020 Nob Hill",1,"10","2020","Nob Hill"
"1449","10 2020 Noe Valley",2,"10","2020","Noe Valley"
"1450","10 2020 North Beach",2,"10","2020","North Beach"
"1451","10 2020 Oceanview/Merced/Ingleside",2,"10","2020","Oceanview/Merced/Ingleside"
"1452","10 2020 Outer Richmond",3,"10","2020","Outer Richmond"
"1453","10 2020 Pacific Heights",2,"10","2020","Pacific Heights"
"1454","10 2020 Potrero Hill",1,"10","2020","Potrero Hill"
"1455","10 2020 Russian Hill",2,"10","2020","Russian Hill"
"1456","10 2020 South of Market",3,"10","2020","South of Market"
"1457","10 2020 Sunset/Parkside",2,"10","2020","Sunset/Parkside"
"1458","10 2020 Tenderloin",5,"10","2020","Tenderloin"
"1459","10 2020 West of Twin Peaks",1,"10","2020","West of Twin Peaks"
"1460","10 2021 Bayview Hunters Point",6,"10","2021","Bayview Hunters Point"
"1461","10 2021 Bernal Heights",3,"10","2021","Bernal Heights"
"1462","10 2021 Castro/Upper Market",2,"10","2021","Castro/Upper Market"
"1463","10 2021 Chinatown",2,"10","2021","Chinatown"
"1464","10 2021 Excelsior",2,"10","2021","Excelsior"
"1465","10 2021 Financial District/South Beach",2,"10","2021","Financial District/South Beach"
"1466","10 2021 Glen Park",1,"10","2021","Glen Park"
"1467","10 2021 Haight Ashbury",3,"10","2021","Haight Ashbury"
"1468","10 2021 Hayes Valley",6,"10","2021","Hayes Valley"
"1469","10 2021 Inner Richmond",1,"10","2021","Inner Richmond"
"1470","10 2021 Inner Sunset",2,"10","2021","Inner Sunset"
"1471","10 2021 Japantown",1,"10","2021","Japantown"
"1472","10 2021 Lakeshore",1,"10","2021","Lakeshore"
"1473","10 2021 Lone Mountain/USF",2,"10","2021","Lone Mountain/USF"
"1474","10 2021 Marina",1,"10","2021","Marina"
"1475","10 2021 McLaren Park",1,"10","2021","McLaren Park"
"1476","10 2021 Mission",8,"10","2021","Mission"
"1477","10 2021 Mission Bay",1,"10","2021","Mission Bay"
"1478","10 2021 Nob Hill",2,"10","2021","Nob Hill"
"1479","10 2021 Noe Valley",1,"10","2021","Noe Valley"
"1480","10 2021 North Beach",2,"10","2021","North Beach"
"1481","10 2021 Oceanview/Merced/Ingleside",1,"10","2021","Oceanview/Merced/Ingleside"
"1482","10 2021 Outer Mission",1,"10","2021","Outer Mission"
"1483","10 2021 Outer Richmond",5,"10","2021","Outer Richmond"
"1484","10 2021 Pacific Heights",3,"10","2021","Pacific Heights"
"1485","10 2021 Portola",1,"10","2021","Portola"
"1486","10 2021 Potrero Hill",5,"10","2021","Potrero Hill"
"1487","10 2021 Presidio Heights",2,"10","2021","Presidio Heights"
"1488","10 2021 Russian Hill",1,"10","2021","Russian Hill"
"1489","10 2021 South of Market",11,"10","2021","South of Market"
"1490","10 2021 Sunset/Parkside",7,"10","2021","Sunset/Parkside"
"1491","10 2021 Tenderloin",5,"10","2021","Tenderloin"
"1492","10 2021 West of Twin Peaks",2,"10","2021","West of Twin Peaks"
"1493","11 1997 Bayview Hunters Point",2,"11","1997","Bayview Hunters Point"
"1494","11 1997 Bernal Heights",14,"11","1997","Bernal Heights"
"1495","11 1997 Castro/Upper Market",11,"11","1997","Castro/Upper Market"
"1496","11 1997 Chinatown",2,"11","1997","Chinatown"
"1497","11 1997 Excelsior",5,"11","1997","Excelsior"
"1498","11 1997 Financial District/South Beach",2,"11","1997","Financial District/South Beach"
"1499","11 1997 Glen Park",1,"11","1997","Glen Park"
"1500","11 1997 Golden Gate Park",1,"11","1997","Golden Gate Park"
"1501","11 1997 Haight Ashbury",9,"11","1997","Haight Ashbury"
"1502","11 1997 Hayes Valley",7,"11","1997","Hayes Valley"
"1503","11 1997 Inner Richmond",5,"11","1997","Inner Richmond"
"1504","11 1997 Inner Sunset",3,"11","1997","Inner Sunset"
"1505","11 1997 Japantown",1,"11","1997","Japantown"
"1506","11 1997 Lakeshore",3,"11","1997","Lakeshore"
"1507","11 1997 Lone Mountain/USF",12,"11","1997","Lone Mountain/USF"
"1508","11 1997 Marina",8,"11","1997","Marina"
"1509","11 1997 Mission",20,"11","1997","Mission"
"1510","11 1997 Nob Hill",6,"11","1997","Nob Hill"
"1511","11 1997 Noe Valley",10,"11","1997","Noe Valley"
"1512","11 1997 North Beach",4,"11","1997","North Beach"
"1513","11 1997 Outer Mission",2,"11","1997","Outer Mission"
"1514","11 1997 Outer Richmond",13,"11","1997","Outer Richmond"
"1515","11 1997 Pacific Heights",2,"11","1997","Pacific Heights"
"1516","11 1997 Portola",1,"11","1997","Portola"
"1517","11 1997 Potrero Hill",4,"11","1997","Potrero Hill"
"1518","11 1997 Presidio Heights",1,"11","1997","Presidio Heights"
"1519","11 1997 Russian Hill",3,"11","1997","Russian Hill"
"1520","11 1997 Sunset/Parkside",9,"11","1997","Sunset/Parkside"
"1521","11 1997 Tenderloin",4,"11","1997","Tenderloin"
"1522","11 1997 Twin Peaks",3,"11","1997","Twin Peaks"
"1523","11 1997 Visitacion Valley",1,"11","1997","Visitacion Valley"
"1524","11 1997 West of Twin Peaks",6,"11","1997","West of Twin Peaks"
"1525","11 1997 Western Addition",1,"11","1997","Western Addition"
"1526","11 1998 Bayview Hunters Point",6,"11","1998","Bayview Hunters Point"
"1527","11 1998 Bernal Heights",8,"11","1998","Bernal Heights"
"1528","11 1998 Castro/Upper Market",14,"11","1998","Castro/Upper Market"
"1529","11 1998 Excelsior",7,"11","1998","Excelsior"
"1530","11 1998 Financial District/South Beach",3,"11","1998","Financial District/South Beach"
"1531","11 1998 Glen Park",6,"11","1998","Glen Park"
"1532","11 1998 Haight Ashbury",5,"11","1998","Haight Ashbury"
"1533","11 1998 Hayes Valley",8,"11","1998","Hayes Valley"
"1534","11 1998 Inner Richmond",5,"11","1998","Inner Richmond"
"1535","11 1998 Inner Sunset",7,"11","1998","Inner Sunset"
"1536","11 1998 Japantown",1,"11","1998","Japantown"
"1537","11 1998 Lakeshore",4,"11","1998","Lakeshore"
"1538","11 1998 Lone Mountain/USF",5,"11","1998","Lone Mountain/USF"
"1539","11 1998 Marina",9,"11","1998","Marina"
"1540","11 1998 Mission",29,"11","1998","Mission"
"1541","11 1998 Nob Hill",8,"11","1998","Nob Hill"
"1542","11 1998 Noe Valley",6,"11","1998","Noe Valley"
"1543","11 1998 North Beach",9,"11","1998","North Beach"
"1544","11 1998 Oceanview/Merced/Ingleside",7,"11","1998","Oceanview/Merced/Ingleside"
"1545","11 1998 Outer Mission",5,"11","1998","Outer Mission"
"1546","11 1998 Outer Richmond",13,"11","1998","Outer Richmond"
"1547","11 1998 Pacific Heights",4,"11","1998","Pacific Heights"
"1548","11 1998 Potrero Hill",4,"11","1998","Potrero Hill"
"1549","11 1998 Presidio Heights",2,"11","1998","Presidio Heights"
"1550","11 1998 Russian Hill",3,"11","1998","Russian Hill"
"1551","11 1998 Seacliff",3,"11","1998","Seacliff"
"1552","11 1998 South of Market",3,"11","1998","South of Market"
"1553","11 1998 Sunset/Parkside",16,"11","1998","Sunset/Parkside"
"1554","11 1998 Tenderloin",4,"11","1998","Tenderloin"
"1555","11 1998 Twin Peaks",2,"11","1998","Twin Peaks"
"1556","11 1998 Visitacion Valley",1,"11","1998","Visitacion Valley"
"1557","11 1998 West of Twin Peaks",5,"11","1998","West of Twin Peaks"
"1558","11 1998 Western Addition",1,"11","1998","Western Addition"
"1559","11 1999 Bayview Hunters Point",3,"11","1999","Bayview Hunters Point"
"1560","11 1999 Bernal Heights",6,"11","1999","Bernal Heights"
"1561","11 1999 Castro/Upper Market",13,"11","1999","Castro/Upper Market"
"1562","11 1999 Chinatown",2,"11","1999","Chinatown"
"1563","11 1999 Excelsior",5,"11","1999","Excelsior"
"1564","11 1999 Glen Park",1,"11","1999","Glen Park"
"1565","11 1999 Haight Ashbury",8,"11","1999","Haight Ashbury"
"1566","11 1999 Hayes Valley",6,"11","1999","Hayes Valley"
"1567","11 1999 Inner Richmond",8,"11","1999","Inner Richmond"
"1568","11 1999 Inner Sunset",7,"11","1999","Inner Sunset"
"1569","11 1999 Marina",1,"11","1999","Marina"
"1570","11 1999 Mission",21,"11","1999","Mission"
"1571","11 1999 Nob Hill",6,"11","1999","Nob Hill"
"1572","11 1999 Noe Valley",9,"11","1999","Noe Valley"
"1573","11 1999 North Beach",3,"11","1999","North Beach"
"1574","11 1999 Oceanview/Merced/Ingleside",1,"11","1999","Oceanview/Merced/Ingleside"
"1575","11 1999 Outer Mission",1,"11","1999","Outer Mission"
"1576","11 1999 Outer Richmond",9,"11","1999","Outer Richmond"
"1577","11 1999 Pacific Heights",4,"11","1999","Pacific Heights"
"1578","11 1999 Portola",2,"11","1999","Portola"
"1579","11 1999 Potrero Hill",5,"11","1999","Potrero Hill"
"1580","11 1999 Presidio Heights",1,"11","1999","Presidio Heights"
"1581","11 1999 Russian Hill",7,"11","1999","Russian Hill"
"1582","11 1999 South of Market",2,"11","1999","South of Market"
"1583","11 1999 Sunset/Parkside",8,"11","1999","Sunset/Parkside"
"1584","11 1999 Tenderloin",3,"11","1999","Tenderloin"
"1585","11 1999 Visitacion Valley",3,"11","1999","Visitacion Valley"
"1586","11 1999 West of Twin Peaks",2,"11","1999","West of Twin Peaks"
"1587","11 1999 Western Addition",5,"11","1999","Western Addition"
"1588","11 2000 Bayview Hunters Point",5,"11","2000","Bayview Hunters Point"
"1589","11 2000 Bernal Heights",8,"11","2000","Bernal Heights"
"1590","11 2000 Castro/Upper Market",9,"11","2000","Castro/Upper Market"
"1591","11 2000 Excelsior",4,"11","2000","Excelsior"
"1592","11 2000 Glen Park",4,"11","2000","Glen Park"
"1593","11 2000 Golden Gate Park",3,"11","2000","Golden Gate Park"
"1594","11 2000 Haight Ashbury",6,"11","2000","Haight Ashbury"
"1595","11 2000 Hayes Valley",7,"11","2000","Hayes Valley"
"1596","11 2000 Inner Richmond",4,"11","2000","Inner Richmond"
"1597","11 2000 Inner Sunset",7,"11","2000","Inner Sunset"
"1598","11 2000 Japantown",2,"11","2000","Japantown"
"1599","11 2000 Lone Mountain/USF",6,"11","2000","Lone Mountain/USF"
"1600","11 2000 Marina",8,"11","2000","Marina"
"1601","11 2000 Mission",19,"11","2000","Mission"
"1602","11 2000 Nob Hill",4,"11","2000","Nob Hill"
"1603","11 2000 Noe Valley",3,"11","2000","Noe Valley"
"1604","11 2000 North Beach",4,"11","2000","North Beach"
"1605","11 2000 Oceanview/Merced/Ingleside",6,"11","2000","Oceanview/Merced/Ingleside"
"1606","11 2000 Outer Mission",2,"11","2000","Outer Mission"
"1607","11 2000 Outer Richmond",13,"11","2000","Outer Richmond"
"1608","11 2000 Pacific Heights",2,"11","2000","Pacific Heights"
"1609","11 2000 Portola",3,"11","2000","Portola"
"1610","11 2000 Potrero Hill",4,"11","2000","Potrero Hill"
"1611","11 2000 Presidio Heights",4,"11","2000","Presidio Heights"
"1612","11 2000 Russian Hill",3,"11","2000","Russian Hill"
"1613","11 2000 South of Market",2,"11","2000","South of Market"
"1614","11 2000 Sunset/Parkside",18,"11","2000","Sunset/Parkside"
"1615","11 2000 Tenderloin",5,"11","2000","Tenderloin"
"1616","11 2000 Twin Peaks",4,"11","2000","Twin Peaks"
"1617","11 2000 Visitacion Valley",5,"11","2000","Visitacion Valley"
"1618","11 2000 West of Twin Peaks",5,"11","2000","West of Twin Peaks"
"1619","11 2000 Western Addition",3,"11","2000","Western Addition"
"1620","11 2001 Bayview Hunters Point",1,"11","2001","Bayview Hunters Point"
"1621","11 2001 Bernal Heights",5,"11","2001","Bernal Heights"
"1622","11 2001 Castro/Upper Market",8,"11","2001","Castro/Upper Market"
"1623","11 2001 Excelsior",6,"11","2001","Excelsior"
"1624","11 2001 Glen Park",1,"11","2001","Glen Park"
"1625","11 2001 Golden Gate Park",1,"11","2001","Golden Gate Park"
"1626","11 2001 Haight Ashbury",1,"11","2001","Haight Ashbury"
"1627","11 2001 Hayes Valley",5,"11","2001","Hayes Valley"
"1628","11 2001 Inner Richmond",2,"11","2001","Inner Richmond"
"1629","11 2001 Inner Sunset",7,"11","2001","Inner Sunset"
"1630","11 2001 Lone Mountain/USF",4,"11","2001","Lone Mountain/USF"
"1631","11 2001 Marina",7,"11","2001","Marina"
"1632","11 2001 Mission",18,"11","2001","Mission"
"1633","11 2001 Nob Hill",6,"11","2001","Nob Hill"
"1634","11 2001 Noe Valley",2,"11","2001","Noe Valley"
"1635","11 2001 North Beach",1,"11","2001","North Beach"
"1636","11 2001 Oceanview/Merced/Ingleside",4,"11","2001","Oceanview/Merced/Ingleside"
"1637","11 2001 Outer Mission",5,"11","2001","Outer Mission"
"1638","11 2001 Outer Richmond",2,"11","2001","Outer Richmond"
"1639","11 2001 Portola",2,"11","2001","Portola"
"1640","11 2001 Potrero Hill",1,"11","2001","Potrero Hill"
"1641","11 2001 Russian Hill",1,"11","2001","Russian Hill"
"1642","11 2001 South of Market",1,"11","2001","South of Market"
"1643","11 2001 Sunset/Parkside",12,"11","2001","Sunset/Parkside"
"1644","11 2001 Tenderloin",1,"11","2001","Tenderloin"
"1645","11 2001 Visitacion Valley",1,"11","2001","Visitacion Valley"
"1646","11 2001 West of Twin Peaks",2,"11","2001","West of Twin Peaks"
"1647","11 2001 Western Addition",5,"11","2001","Western Addition"
"1648","11 2002 Bayview Hunters Point",4,"11","2002","Bayview Hunters Point"
"1649","11 2002 Bernal Heights",2,"11","2002","Bernal Heights"
"1650","11 2002 Castro/Upper Market",2,"11","2002","Castro/Upper Market"
"1651","11 2002 Excelsior",2,"11","2002","Excelsior"
"1652","11 2002 Financial District/South Beach",1,"11","2002","Financial District/South Beach"
"1653","11 2002 Glen Park",1,"11","2002","Glen Park"
"1654","11 2002 Haight Ashbury",4,"11","2002","Haight Ashbury"
"1655","11 2002 Hayes Valley",3,"11","2002","Hayes Valley"
"1656","11 2002 Inner Richmond",6,"11","2002","Inner Richmond"
"1657","11 2002 Inner Sunset",4,"11","2002","Inner Sunset"
"1658","11 2002 Lone Mountain/USF",3,"11","2002","Lone Mountain/USF"
"1659","11 2002 Marina",2,"11","2002","Marina"
"1660","11 2002 Mission",13,"11","2002","Mission"
"1661","11 2002 Noe Valley",4,"11","2002","Noe Valley"
"1662","11 2002 North Beach",3,"11","2002","North Beach"
"1663","11 2002 Oceanview/Merced/Ingleside",1,"11","2002","Oceanview/Merced/Ingleside"
"1664","11 2002 Outer Mission",1,"11","2002","Outer Mission"
"1665","11 2002 Outer Richmond",3,"11","2002","Outer Richmond"
"1666","11 2002 Pacific Heights",2,"11","2002","Pacific Heights"
"1667","11 2002 Portola",2,"11","2002","Portola"
"1668","11 2002 Presidio Heights",4,"11","2002","Presidio Heights"
"1669","11 2002 Russian Hill",3,"11","2002","Russian Hill"
"1670","11 2002 South of Market",3,"11","2002","South of Market"
"1671","11 2002 Sunset/Parkside",5,"11","2002","Sunset/Parkside"
"1672","11 2002 Tenderloin",7,"11","2002","Tenderloin"
"1673","11 2002 Visitacion Valley",1,"11","2002","Visitacion Valley"
"1674","11 2002 West of Twin Peaks",5,"11","2002","West of Twin Peaks"
"1675","11 2002 Western Addition",3,"11","2002","Western Addition"
"1676","11 2003 Bernal Heights",5,"11","2003","Bernal Heights"
"1677","11 2003 Castro/Upper Market",7,"11","2003","Castro/Upper Market"
"1678","11 2003 Excelsior",4,"11","2003","Excelsior"
