"","nhood_month_year","count","month","year","nhood"
"1","1 1997 Bayview Hunters Point",2,"1","1997","Bayview Hunters Point"
"2","1 1997 Bernal Heights",10,"1","1997","Bernal Heights"
"3","1 1997 Castro/Upper Market",7,"1","1997","Castro/Upper Market"
"4","1 1997 Chinatown",1,"1","1997","Chinatown"
"5","1 1997 Excelsior",3,"1","1997","Excelsior"
"6","1 1997 Haight Ashbury",7,"1","1997","Haight Ashbury"
"7","1 1997 Hayes Valley",3,"1","1997","Hayes Valley"
"8","1 1997 Inner Richmond",4,"1","1997","Inner Richmond"
"9","1 1997 Inner Sunset",3,"1","1997","Inner Sunset"
"10","1 1997 Lakeshore",6,"1","1997","Lakeshore"
"11","1 1997 Lone Mountain/USF",2,"1","1997","Lone Mountain/USF"
"12","1 1997 Marina",8,"1","1997","Marina"
"13","1 1997 Mission",19,"1","1997","Mission"
"14","1 1997 Nob Hill",6,"1","1997","Nob Hill"
"15","1 1997 Noe Valley",7,"1","1997","Noe Valley"
"16","1 1997 North Beach",4,"1","1997","North Beach"
"17","1 1997 Oceanview/Merced/Ingleside",2,"1","1997","Oceanview/Merced/Ingleside"
"18","1 1997 Outer Mission",1,"1","1997","Outer Mission"
"19","1 1997 Outer Richmond",9,"1","1997","Outer Richmond"
"20","1 1997 Pacific Heights",6,"1","1997","Pacific Heights"
"21","1 1997 Potrero Hill",2,"1","1997","Potrero Hill"
"22","1 1997 Presidio Heights",2,"1","1997","Presidio Heights"
"23","1 1997 Russian Hill",3,"1","1997","Russian Hill"
"24","1 1997 South of Market",7,"1","1997","South of Market"
"25","1 1997 Sunset/Parkside",13,"1","1997","Sunset/Parkside"
"26","1 1997 Tenderloin",6,"1","1997","Tenderloin"
"27","1 1997 Twin Peaks",1,"1","1997","Twin Peaks"
"28","1 1997 Visitacion Valley",3,"1","1997","Visitacion Valley"
"29","1 1997 West of Twin Peaks",6,"1","1997","West of Twin Peaks"
"30","1 1997 Western Addition",4,"1","1997","Western Addition"
"31","1 1998 Bayview Hunters Point",10,"1","1998","Bayview Hunters Point"
"32","1 1998 Bernal Heights",11,"1","1998","Bernal Heights"
"33","1 1998 Castro/Upper Market",12,"1","1998","Castro/Upper Market"
"34","1 1998 Chinatown",2,"1","1998","Chinatown"
"35","1 1998 Excelsior",6,"1","1998","Excelsior"
"36","1 1998 Financial District/South Beach",2,"1","1998","Financial District/South Beach"
"37","1 1998 Glen Park",3,"1","1998","Glen Park"
"38","1 1998 Golden Gate Park",1,"1","1998","Golden Gate Park"
"39","1 1998 Haight Ashbury",7,"1","1998","Haight Ashbury"
"40","1 1998 Hayes Valley",11,"1","1998","Hayes Valley"
"41","1 1998 Inner Richmond",5,"1","1998","Inner Richmond"
"42","1 1998 Inner Sunset",5,"1","1998","Inner Sunset"
"43","1 1998 Lakeshore",4,"1","1998","Lakeshore"
"44","1 1998 Lone Mountain/USF",7,"1","1998","Lone Mountain/USF"
"45","1 1998 Marina",8,"1","1998","Marina"
"46","1 1998 Mission",18,"1","1998","Mission"
"47","1 1998 Nob Hill",5,"1","1998","Nob Hill"
"48","1 1998 Noe Valley",9,"1","1998","Noe Valley"
"49","1 1998 North Beach",5,"1","1998","North Beach"
"50","1 1998 Outer Mission",2,"1","1998","Outer Mission"
"51","1 1998 Outer Richmond",8,"1","1998","Outer Richmond"
"52","1 1998 Pacific Heights",7,"1","1998","Pacific Heights"
"53","1 1998 Portola",3,"1","1998","Portola"
"54","1 1998 Potrero Hill",5,"1","1998","Potrero Hill"
"55","1 1998 Presidio Heights",3,"1","1998","Presidio Heights"
"56","1 1998 Russian Hill",6,"1","1998","Russian Hill"
"57","1 1998 Sunset/Parkside",14,"1","1998","Sunset/Parkside"
"58","1 1998 Tenderloin",5,"1","1998","Tenderloin"
"59","1 1998 Twin Peaks",4,"1","1998","Twin Peaks"
"60","1 1998 Visitacion Valley",3,"1","1998","Visitacion Valley"
"61","1 1998 West of Twin Peaks",7,"1","1998","West of Twin Peaks"
"62","1 1999 Bayview Hunters Point",6,"1","1999","Bayview Hunters Point"
"63","1 1999 Bernal Heights",7,"1","1999","Bernal Heights"
"64","1 1999 Castro/Upper Market",8,"1","1999","Castro/Upper Market"
"65","1 1999 Excelsior",4,"1","1999","Excelsior"
"66","1 1999 Financial District/South Beach",7,"1","1999","Financial District/South Beach"
"67","1 1999 Glen Park",4,"1","1999","Glen Park"
"68","1 1999 Haight Ashbury",8,"1","1999","Haight Ashbury"
"69","1 1999 Hayes Valley",7,"1","1999","Hayes Valley"
"70","1 1999 Inner Sunset",7,"1","1999","Inner Sunset"
"71","1 1999 Japantown",1,"1","1999","Japantown"
"72","1 1999 Lakeshore",4,"1","1999","Lakeshore"
"73","1 1999 Lone Mountain/USF",6,"1","1999","Lone Mountain/USF"
"74","1 1999 Marina",5,"1","1999","Marina"
"75","1 1999 Mission",13,"1","1999","Mission"
"76","1 1999 Nob Hill",5,"1","1999","Nob Hill"
"77","1 1999 Noe Valley",11,"1","1999","Noe Valley"
"78","1 1999 North Beach",1,"1","1999","North Beach"
"79","1 1999 Oceanview/Merced/Ingleside",2,"1","1999","Oceanview/Merced/Ingleside"
"80","1 1999 Outer Mission",4,"1","1999","Outer Mission"
"81","1 1999 Outer Richmond",10,"1","1999","Outer Richmond"
"82","1 1999 Pacific Heights",4,"1","1999","Pacific Heights"
"83","1 1999 Portola",1,"1","1999","Portola"
"84","1 1999 Potrero Hill",5,"1","1999","Potrero Hill"
"85","1 1999 Presidio Heights",1,"1","1999","Presidio Heights"
"86","1 1999 Russian Hill",2,"1","1999","Russian Hill"
"87","1 1999 Seacliff",1,"1","1999","Seacliff"
"88","1 1999 South of Market",2,"1","1999","South of Market"
"89","1 1999 Sunset/Parkside",9,"1","1999","Sunset/Parkside"
"90","1 1999 Tenderloin",8,"1","1999","Tenderloin"
"91","1 1999 Twin Peaks",2,"1","1999","Twin Peaks"
"92","1 1999 West of Twin Peaks",3,"1","1999","West of Twin Peaks"
"93","1 1999 Western Addition",4,"1","1999","Western Addition"
"94","1 2000 Bayview Hunters Point",6,"1","2000","Bayview Hunters Point"
"95","1 2000 Bernal Heights",8,"1","2000","Bernal Heights"
"96","1 2000 Castro/Upper Market",8,"1","2000","Castro/Upper Market"
"97","1 2000 Excelsior",2,"1","2000","Excelsior"
"98","1 2000 Golden Gate Park",2,"1","2000","Golden Gate Park"
"99","1 2000 Haight Ashbury",4,"1","2000","Haight Ashbury"
"100","1 2000 Hayes Valley",5,"1","2000","Hayes Valley"
"101","1 2000 Inner Richmond",7,"1","2000","Inner Richmond"
"102","1 2000 Inner Sunset",2,"1","2000","Inner Sunset"
"103","1 2000 Japantown",1,"1","2000","Japantown"
"104","1 2000 Lone Mountain/USF",3,"1","2000","Lone Mountain/USF"
"105","1 2000 Marina",2,"1","2000","Marina"
"106","1 2000 Mission",13,"1","2000","Mission"
"107","1 2000 Nob Hill",6,"1","2000","Nob Hill"
"108","1 2000 North Beach",2,"1","2000","North Beach"
"109","1 2000 Oceanview/Merced/Ingleside",1,"1","2000","Oceanview/Merced/Ingleside"
"110","1 2000 Outer Mission",4,"1","2000","Outer Mission"
"111","1 2000 Outer Richmond",7,"1","2000","Outer Richmond"
"112","1 2000 Pacific Heights",1,"1","2000","Pacific Heights"
"113","1 2000 Portola",1,"1","2000","Portola"
"114","1 2000 Potrero Hill",2,"1","2000","Potrero Hill"
"115","1 2000 Presidio Heights",3,"1","2000","Presidio Heights"
"116","1 2000 Russian Hill",4,"1","2000","Russian Hill"
"117","1 2000 South of Market",3,"1","2000","South of Market"
"118","1 2000 Sunset/Parkside",14,"1","2000","Sunset/Parkside"
"119","1 2000 Tenderloin",4,"1","2000","Tenderloin"
"120","1 2000 Twin Peaks",2,"1","2000","Twin Peaks"
"121","1 2000 West of Twin Peaks",2,"1","2000","West of Twin Peaks"
"122","1 2000 Western Addition",1,"1","2000","Western Addition"
"123","1 2001 Bayview Hunters Point",2,"1","2001","Bayview Hunters Point"
"124","1 2001 Bernal Heights",2,"1","2001","Bernal Heights"
"125","1 2001 Castro/Upper Market",6,"1","2001","Castro/Upper Market"
"126","1 2001 Chinatown",2,"1","2001","Chinatown"
"127","1 2001 Excelsior",8,"1","2001","Excelsior"
"128","1 2001 Glen Park",1,"1","2001","Glen Park"
"129","1 2001 Haight Ashbury",6,"1","2001","Haight Ashbury"
"130","1 2001 Hayes Valley",3,"1","2001","Hayes Valley"
"131","1 2001 Inner Richmond",4,"1","2001","Inner Richmond"
"132","1 2001 Inner Sunset",3,"1","2001","Inner Sunset"
"133","1 2001 Lakeshore",1,"1","2001","Lakeshore"
"134","1 2001 Lone Mountain/USF",4,"1","2001","Lone Mountain/USF"
"135","1 2001 Marina",6,"1","2001","Marina"
"136","1 2001 Mission",20,"1","2001","Mission"
"137","1 2001 Nob Hill",8,"1","2001","Nob Hill"
"138","1 2001 Noe Valley",5,"1","2001","Noe Valley"
"139","1 2001 North Beach",3,"1","2001","North Beach"
"140","1 2001 Oceanview/Merced/Ingleside",4,"1","2001","Oceanview/Merced/Ingleside"
"141","1 2001 Outer Mission",2,"1","2001","Outer Mission"
"142","1 2001 Outer Richmond",9,"1","2001","Outer Richmond"
"143","1 2001 Pacific Heights",10,"1","2001","Pacific Heights"
"144","1 2001 Portola",3,"1","2001","Portola"
"145","1 2001 Potrero Hill",5,"1","2001","Potrero Hill"
"146","1 2001 Presidio Heights",6,"1","2001","Presidio Heights"
"147","1 2001 Russian Hill",7,"1","2001","Russian Hill"
"148","1 2001 South of Market",1,"1","2001","South of Market"
"149","1 2001 Sunset/Parkside",13,"1","2001","Sunset/Parkside"
"150","1 2001 Tenderloin",7,"1","2001","Tenderloin"
"151","1 2001 Twin Peaks",2,"1","2001","Twin Peaks"
"152","1 2001 Visitacion Valley",2,"1","2001","Visitacion Valley"
"153","1 2001 West of Twin Peaks",7,"1","2001","West of Twin Peaks"
"154","1 2001 Western Addition",4,"1","2001","Western Addition"
"155","1 2002 Bayview Hunters Point",5,"1","2002","Bayview Hunters Point"
"156","1 2002 Bernal Heights",9,"1","2002","Bernal Heights"
"157","1 2002 Castro/Upper Market",11,"1","2002","Castro/Upper Market"
"158","1 2002 Chinatown",2,"1","2002","Chinatown"
"159","1 2002 Excelsior",4,"1","2002","Excelsior"
"160","1 2002 Glen Park",2,"1","2002","Glen Park"
"161","1 2002 Haight Ashbury",3,"1","2002","Haight Ashbury"
"162","1 2002 Hayes Valley",3,"1","2002","Hayes Valley"
"163","1 2002 Inner Richmond",2,"1","2002","Inner Richmond"
"164","1 2002 Inner Sunset",2,"1","2002","Inner Sunset"
"165","1 2002 Japantown",1,"1","2002","Japantown"
"166","1 2002 Lakeshore",1,"1","2002","Lakeshore"
"167","1 2002 Lone Mountain/USF",3,"1","2002","Lone Mountain/USF"
"168","1 2002 Marina",1,"1","2002","Marina"
"169","1 2002 Mission",12,"1","2002","Mission"
"170","1 2002 Nob Hill",4,"1","2002","Nob Hill"
"171","1 2002 Noe Valley",3,"1","2002","Noe Valley"
"172","1 2002 North Beach",3,"1","2002","North Beach"
"173","1 2002 Oceanview/Merced/Ingleside",2,"1","2002","Oceanview/Merced/Ingleside"
"174","1 2002 Outer Mission",4,"1","2002","Outer Mission"
"175","1 2002 Outer Richmond",4,"1","2002","Outer Richmond"
"176","1 2002 Pacific Heights",4,"1","2002","Pacific Heights"
"177","1 2002 Portola",2,"1","2002","Portola"
"178","1 2002 Potrero Hill",2,"1","2002","Potrero Hill"
"179","1 2002 Russian Hill",3,"1","2002","Russian Hill"
"180","1 2002 South of Market",3,"1","2002","South of Market"
"181","1 2002 Sunset/Parkside",4,"1","2002","Sunset/Parkside"
"182","1 2002 Tenderloin",1,"1","2002","Tenderloin"
"183","1 2002 Twin Peaks",1,"1","2002","Twin Peaks"
"184","1 2002 Visitacion Valley",2,"1","2002","Visitacion Valley"
"185","1 2002 West of Twin Peaks",4,"1","2002","West of Twin Peaks"
"186","1 2003 Bayview Hunters Point",4,"1","2003","Bayview Hunters Point"
"187","1 2003 Bernal Heights",6,"1","2003","Bernal Heights"
"188","1 2003 Castro/Upper Market",7,"1","2003","Castro/Upper Market"
"189","1 2003 Excelsior",3,"1","2003","Excelsior"
"190","1 2003 Financial District/South Beach",2,"1","2003","Financial District/South Beach"
"191","1 2003 Glen Park",3,"1","2003","Glen Park"
"192","1 2003 Haight Ashbury",3,"1","2003","Haight Ashbury"
"193","1 2003 Hayes Valley",6,"1","2003","Hayes Valley"
"194","1 2003 Inner Richmond",2,"1","2003","Inner Richmond"
"195","1 2003 Inner Sunset",5,"1","2003","Inner Sunset"
"196","1 2003 Lone Mountain/USF",1,"1","2003","Lone Mountain/USF"
"197","1 2003 Marina",2,"1","2003","Marina"
"198","1 2003 Mission",11,"1","2003","Mission"
"199","1 2003 Nob Hill",5,"1","2003","Nob Hill"
"200","1 2003 Noe Valley",1,"1","2003","Noe Valley"
"201","1 2003 North Beach",2,"1","2003","North Beach"
"202","1 2003 Oceanview/Merced/Ingleside",2,"1","2003","Oceanview/Merced/Ingleside"
"203","1 2003 Outer Mission",2,"1","2003","Outer Mission"
"204","1 2003 Outer Richmond",7,"1","2003","Outer Richmond"
"205","1 2003 Pacific Heights",2,"1","2003","Pacific Heights"
"206","1 2003 Potrero Hill",1,"1","2003","Potrero Hill"
"207","1 2003 Presidio Heights",2,"1","2003","Presidio Heights"
"208","1 2003 Russian Hill",1,"1","2003","Russian Hill"
"209","1 2003 Sunset/Parkside",5,"1","2003","Sunset/Parkside"
"210","1 2003 Tenderloin",10,"1","2003","Tenderloin"
"211","1 2003 Twin Peaks",2,"1","2003","Twin Peaks"
"212","1 2003 Visitacion Valley",1,"1","2003","Visitacion Valley"
"213","1 2003 West of Twin Peaks",3,"1","2003","West of Twin Peaks"
"214","1 2003 Western Addition",3,"1","2003","Western Addition"
"215","1 2004 Bayview Hunters Point",1,"1","2004","Bayview Hunters Point"
"216","1 2004 Bernal Heights",1,"1","2004","Bernal Heights"
"217","1 2004 Castro/Upper Market",4,"1","2004","Castro/Upper Market"
"218","1 2004 Excelsior",3,"1","2004","Excelsior"
"219","1 2004 Glen Park",1,"1","2004","Glen Park"
"220","1 2004 Golden Gate Park",2,"1","2004","Golden Gate Park"
"221","1 2004 Haight Ashbury",4,"1","2004","Haight Ashbury"
"222","1 2004 Hayes Valley",1,"1","2004","Hayes Valley"
"223","1 2004 Inner Richmond",2,"1","2004","Inner Richmond"
"224","1 2004 Inner Sunset",4,"1","2004","Inner Sunset"
"225","1 2004 Lone Mountain/USF",5,"1","2004","Lone Mountain/USF"
"226","1 2004 Marina",4,"1","2004","Marina"
"227","1 2004 Mission",19,"1","2004","Mission"
"228","1 2004 Nob Hill",2,"1","2004","Nob Hill"
"229","1 2004 Noe Valley",4,"1","2004","Noe Valley"
"230","1 2004 North Beach",2,"1","2004","North Beach"
"231","1 2004 Oceanview/Merced/Ingleside",3,"1","2004","Oceanview/Merced/Ingleside"
"232","1 2004 Outer Mission",3,"1","2004","Outer Mission"
"233","1 2004 Outer Richmond",4,"1","2004","Outer Richmond"
"234","1 2004 Pacific Heights",3,"1","2004","Pacific Heights"
"235","1 2004 Portola",1,"1","2004","Portola"
"236","1 2004 Potrero Hill",1,"1","2004","Potrero Hill"
"237","1 2004 Presidio Heights",1,"1","2004","Presidio Heights"
"238","1 2004 Russian Hill",1,"1","2004","Russian Hill"
"239","1 2004 Sunset/Parkside",3,"1","2004","Sunset/Parkside"
"240","1 2004 Tenderloin",14,"1","2004","Tenderloin"
"241","1 2004 West of Twin Peaks",4,"1","2004","West of Twin Peaks"
"242","1 2004 Western Addition",1,"1","2004","Western Addition"
"243","1 2005 Bayview Hunters Point",3,"1","2005","Bayview Hunters Point"
"244","1 2005 Bernal Heights",8,"1","2005","Bernal Heights"
"245","1 2005 Castro/Upper Market",4,"1","2005","Castro/Upper Market"
"246","1 2005 Chinatown",1,"1","2005","Chinatown"
"247","1 2005 Excelsior",3,"1","2005","Excelsior"
"248","1 2005 Glen Park",1,"1","2005","Glen Park"
"249","1 2005 Haight Ashbury",5,"1","2005","Haight Ashbury"
"250","1 2005 Hayes Valley",2,"1","2005","Hayes Valley"
"251","1 2005 Inner Richmond",2,"1","2005","Inner Richmond"
"252","1 2005 Inner Sunset",2,"1","2005","Inner Sunset"
"253","1 2005 Lone Mountain/USF",1,"1","2005","Lone Mountain/USF"
"254","1 2005 Marina",1,"1","2005","Marina"
"255","1 2005 Mission",11,"1","2005","Mission"
"256","1 2005 Nob Hill",4,"1","2005","Nob Hill"
"257","1 2005 North Beach",1,"1","2005","North Beach"
"258","1 2005 Oceanview/Merced/Ingleside",2,"1","2005","Oceanview/Merced/Ingleside"
"259","1 2005 Outer Mission",3,"1","2005","Outer Mission"
"260","1 2005 Outer Richmond",5,"1","2005","Outer Richmond"
"261","1 2005 Pacific Heights",4,"1","2005","Pacific Heights"
"262","1 2005 Portola",2,"1","2005","Portola"
"263","1 2005 Potrero Hill",1,"1","2005","Potrero Hill"
"264","1 2005 Presidio Heights",1,"1","2005","Presidio Heights"
"265","1 2005 Russian Hill",1,"1","2005","Russian Hill"
"266","1 2005 South of Market",4,"1","2005","South of Market"
"267","1 2005 Sunset/Parkside",8,"1","2005","Sunset/Parkside"
"268","1 2005 Tenderloin",2,"1","2005","Tenderloin"
"269","1 2005 Twin Peaks",1,"1","2005","Twin Peaks"
"270","1 2005 Visitacion Valley",1,"1","2005","Visitacion Valley"
"271","1 2005 West of Twin Peaks",4,"1","2005","West of Twin Peaks"
"272","1 2005 Western Addition",1,"1","2005","Western Addition"
"273","1 2006 Bernal Heights",6,"1","2006","Bernal Heights"
"274","1 2006 Castro/Upper Market",4,"1","2006","Castro/Upper Market"
"275","1 2006 Excelsior",2,"1","2006","Excelsior"
"276","1 2006 Glen Park",1,"1","2006","Glen Park"
"277","1 2006 Golden Gate Park",1,"1","2006","Golden Gate Park"
"278","1 2006 Haight Ashbury",3,"1","2006","Haight Ashbury"
"279","1 2006 Hayes Valley",1,"1","2006","Hayes Valley"
"280","1 2006 Inner Richmond",4,"1","2006","Inner Richmond"
"281","1 2006 Inner Sunset",5,"1","2006","Inner Sunset"
"282","1 2006 Lone Mountain/USF",1,"1","2006","Lone Mountain/USF"
"283","1 2006 Mission",13,"1","2006","Mission"
"284","1 2006 Nob Hill",5,"1","2006","Nob Hill"
"285","1 2006 Noe Valley",2,"1","2006","Noe Valley"
"286","1 2006 North Beach",2,"1","2006","North Beach"
"287","1 2006 Oceanview/Merced/Ingleside",1,"1","2006","Oceanview/Merced/Ingleside"
"288","1 2006 Outer Mission",3,"1","2006","Outer Mission"
"289","1 2006 Outer Richmond",2,"1","2006","Outer Richmond"
"290","1 2006 Pacific Heights",4,"1","2006","Pacific Heights"
"291","1 2006 Portola",1,"1","2006","Portola"
"292","1 2006 Potrero Hill",1,"1","2006","Potrero Hill"
"293","1 2006 Russian Hill",2,"1","2006","Russian Hill"
"294","1 2006 Seacliff",1,"1","2006","Seacliff"
"295","1 2006 South of Market",1,"1","2006","South of Market"
"296","1 2006 Sunset/Parkside",8,"1","2006","Sunset/Parkside"
"297","1 2006 Tenderloin",12,"1","2006","Tenderloin"
"298","1 2006 Treasure Island",1,"1","2006","Treasure Island"
"299","1 2006 Visitacion Valley",2,"1","2006","Visitacion Valley"
"300","1 2006 West of Twin Peaks",5,"1","2006","West of Twin Peaks"
"301","1 2006 Western Addition",1,"1","2006","Western Addition"
"302","1 2007 Bayview Hunters Point",2,"1","2007","Bayview Hunters Point"
"303","1 2007 Bernal Heights",1,"1","2007","Bernal Heights"
"304","1 2007 Castro/Upper Market",4,"1","2007","Castro/Upper Market"
"305","1 2007 Excelsior",4,"1","2007","Excelsior"
"306","1 2007 Financial District/South Beach",3,"1","2007","Financial District/South Beach"
"307","1 2007 Glen Park",1,"1","2007","Glen Park"
"308","1 2007 Hayes Valley",3,"1","2007","Hayes Valley"
"309","1 2007 Inner Richmond",1,"1","2007","Inner Richmond"
"310","1 2007 Inner Sunset",2,"1","2007","Inner Sunset"
"311","1 2007 Japantown",1,"1","2007","Japantown"
"312","1 2007 Lakeshore",1,"1","2007","Lakeshore"
"313","1 2007 Lone Mountain/USF",1,"1","2007","Lone Mountain/USF"
"314","1 2007 Marina",6,"1","2007","Marina"
"315","1 2007 Mission",10,"1","2007","Mission"
"316","1 2007 Nob Hill",3,"1","2007","Nob Hill"
"317","1 2007 Noe Valley",4,"1","2007","Noe Valley"
"318","1 2007 North Beach",2,"1","2007","North Beach"
"319","1 2007 Outer Mission",2,"1","2007","Outer Mission"
"320","1 2007 Outer Richmond",2,"1","2007","Outer Richmond"
"321","1 2007 Pacific Heights",4,"1","2007","Pacific Heights"
"322","1 2007 Portola",1,"1","2007","Portola"
"323","1 2007 Potrero Hill",1,"1","2007","Potrero Hill"
"324","1 2007 Russian Hill",1,"1","2007","Russian Hill"
"325","1 2007 South of Market",2,"1","2007","South of Market"
"326","1 2007 Sunset/Parkside",8,"1","2007","Sunset/Parkside"
"327","1 2007 Tenderloin",8,"1","2007","Tenderloin"
"328","1 2007 Visitacion Valley",1,"1","2007","Visitacion Valley"
"329","1 2007 West of Twin Peaks",2,"1","2007","West of Twin Peaks"
"330","1 2008 Bayview Hunters Point",2,"1","2008","Bayview Hunters Point"
"331","1 2008 Bernal Heights",7,"1","2008","Bernal Heights"
"332","1 2008 Castro/Upper Market",6,"1","2008","Castro/Upper Market"
"333","1 2008 Chinatown",2,"1","2008","Chinatown"
"334","1 2008 Excelsior",2,"1","2008","Excelsior"
"335","1 2008 Haight Ashbury",1,"1","2008","Haight Ashbury"
"336","1 2008 Hayes Valley",8,"1","2008","Hayes Valley"
"337","1 2008 Inner Richmond",4,"1","2008","Inner Richmond"
"338","1 2008 Marina",1,"1","2008","Marina"
"339","1 2008 McLaren Park",1,"1","2008","McLaren Park"
"340","1 2008 Mission",15,"1","2008","Mission"
"341","1 2008 Nob Hill",1,"1","2008","Nob Hill"
"342","1 2008 North Beach",2,"1","2008","North Beach"
"343","1 2008 Oceanview/Merced/Ingleside",1,"1","2008","Oceanview/Merced/Ingleside"
"344","1 2008 Outer Mission",1,"1","2008","Outer Mission"
"345","1 2008 Outer Richmond",2,"1","2008","Outer Richmond"
"346","1 2008 Pacific Heights",6,"1","2008","Pacific Heights"
"347","1 2008 Potrero Hill",1,"1","2008","Potrero Hill"
"348","1 2008 Presidio",1,"1","2008","Presidio"
"349","1 2008 Presidio Heights",4,"1","2008","Presidio Heights"
"350","1 2008 Russian Hill",1,"1","2008","Russian Hill"
"351","1 2008 South of Market",4,"1","2008","South of Market"
"352","1 2008 Sunset/Parkside",9,"1","2008","Sunset/Parkside"
"353","1 2008 Tenderloin",7,"1","2008","Tenderloin"
"354","1 2008 Twin Peaks",2,"1","2008","Twin Peaks"
"355","1 2008 West of Twin Peaks",1,"1","2008","West of Twin Peaks"
"356","1 2008 Western Addition",1,"1","2008","Western Addition"
"357","1 2009 Bayview Hunters Point",2,"1","2009","Bayview Hunters Point"
"358","1 2009 Bernal Heights",1,"1","2009","Bernal Heights"
"359","1 2009 Castro/Upper Market",4,"1","2009","Castro/Upper Market"
"360","1 2009 Chinatown",2,"1","2009","Chinatown"
"361","1 2009 Excelsior",1,"1","2009","Excelsior"
"362","1 2009 Financial District/South Beach",1,"1","2009","Financial District/South Beach"
"363","1 2009 Haight Ashbury",5,"1","2009","Haight Ashbury"
"364","1 2009 Hayes Valley",6,"1","2009","Hayes Valley"
"365","1 2009 Inner Richmond",4,"1","2009","Inner Richmond"
"366","1 2009 Inner Sunset",5,"1","2009","Inner Sunset"
"367","1 2009 Japantown",1,"1","2009","Japantown"
"368","1 2009 Lone Mountain/USF",1,"1","2009","Lone Mountain/USF"
"369","1 2009 Marina",2,"1","2009","Marina"
"370","1 2009 Mission",8,"1","2009","Mission"
"371","1 2009 Noe Valley",1,"1","2009","Noe Valley"
"372","1 2009 North Beach",2,"1","2009","North Beach"
"373","1 2009 Outer Mission",4,"1","2009","Outer Mission"
"374","1 2009 Outer Richmond",3,"1","2009","Outer Richmond"
"375","1 2009 Pacific Heights",4,"1","2009","Pacific Heights"
"376","1 2009 Potrero Hill",1,"1","2009","Potrero Hill"
"377","1 2009 Presidio Heights",1,"1","2009","Presidio Heights"
"378","1 2009 Russian Hill",1,"1","2009","Russian Hill"
"379","1 2009 South of Market",5,"1","2009","South of Market"
"380","1 2009 Sunset/Parkside",4,"1","2009","Sunset/Parkside"
"381","1 2009 Tenderloin",4,"1","2009","Tenderloin"
"382","1 2009 Twin Peaks",1,"1","2009","Twin Peaks"
"383","1 2009 West of Twin Peaks",1,"1","2009","West of Twin Peaks"
"384","1 2009 Western Addition",3,"1","2009","Western Addition"
"385","1 2010 Bernal Heights",2,"1","2010","Bernal Heights"
"386","1 2010 Castro/Upper Market",1,"1","2010","Castro/Upper Market"
"387","1 2010 Excelsior",1,"1","2010","Excelsior"
"388","1 2010 Financial District/South Beach",2,"1","2010","Financial District/South Beach"
"389","1 2010 Glen Park",1,"1","2010","Glen Park"
"390","1 2010 Golden Gate Park",1,"1","2010","Golden Gate Park"
"391","1 2010 Haight Ashbury",3,"1","2010","Haight Ashbury"
"392","1 2010 Hayes Valley",1,"1","2010","Hayes Valley"
"393","1 2010 Inner Richmond",1,"1","2010","Inner Richmond"
"394","1 2010 Inner Sunset",1,"1","2010","Inner Sunset"
"395","1 2010 Japantown",1,"1","2010","Japantown"
"396","1 2010 Lakeshore",2,"1","2010","Lakeshore"
"397","1 2010 Marina",4,"1","2010","Marina"
"398","1 2010 Mission",10,"1","2010","Mission"
"399","1 2010 Nob Hill",2,"1","2010","Nob Hill"
"400","1 2010 North Beach",1,"1","2010","North Beach"
"401","1 2010 Oceanview/Merced/Ingleside",4,"1","2010","Oceanview/Merced/Ingleside"
"402","1 2010 Outer Mission",2,"1","2010","Outer Mission"
"403","1 2010 Outer Richmond",6,"1","2010","Outer Richmond"
"404","1 2010 Pacific Heights",2,"1","2010","Pacific Heights"
"405","1 2010 Potrero Hill",3,"1","2010","Potrero Hill"
"406","1 2010 Presidio Heights",1,"1","2010","Presidio Heights"
"407","1 2010 South of Market",2,"1","2010","South of Market"
"408","1 2010 Sunset/Parkside",6,"1","2010","Sunset/Parkside"
"409","1 2010 Tenderloin",3,"1","2010","Tenderloin"
"410","1 2010 Twin Peaks",4,"1","2010","Twin Peaks"
"411","1 2010 West of Twin Peaks",1,"1","2010","West of Twin Peaks"
"412","1 2010 Western Addition",2,"1","2010","Western Addition"
"413","1 2011 Bayview Hunters Point",2,"1","2011","Bayview Hunters Point"
"414","1 2011 Bernal Heights",4,"1","2011","Bernal Heights"
"415","1 2011 Castro/Upper Market",3,"1","2011","Castro/Upper Market"
"416","1 2011 Chinatown",1,"1","2011","Chinatown"
"417","1 2011 Excelsior",2,"1","2011","Excelsior"
"418","1 2011 Financial District/South Beach",1,"1","2011","Financial District/South Beach"
"419","1 2011 Glen Park",1,"1","2011","Glen Park"
"420","1 2011 Haight Ashbury",1,"1","2011","Haight Ashbury"
"421","1 2011 Hayes Valley",5,"1","2011","Hayes Valley"
"422","1 2011 Inner Richmond",3,"1","2011","Inner Richmond"
"423","1 2011 Inner Sunset",5,"1","2011","Inner Sunset"
"424","1 2011 Japantown",1,"1","2011","Japantown"
"425","1 2011 Marina",3,"1","2011","Marina"
"426","1 2011 Mission",9,"1","2011","Mission"
"427","1 2011 Mission Bay",2,"1","2011","Mission Bay"
"428","1 2011 Noe Valley",1,"1","2011","Noe Valley"
"429","1 2011 North Beach",1,"1","2011","North Beach"
"430","1 2011 Oceanview/Merced/Ingleside",1,"1","2011","Oceanview/Merced/Ingleside"
"431","1 2011 Outer Mission",2,"1","2011","Outer Mission"
