"","nhood","city","county","price","beds","baths","sqft","room_in_apt","address","lat","lon","d"
"100913","outer richmond","san francisco","san francisco",2950,3,2,1700,0,NA,NA,NA,2012-03-23
"100918","outer richmond","san francisco","san francisco",1700,0,NA,588,0,NA,NA,NA,2012-07-07
"100920","outer richmond","san francisco","san francisco",1950,2,1,700,0,NA,NA,NA,2011-11-19
"100925","outer richmond","san francisco","san francisco",2600,2,NA,1100,0,NA,NA,NA,2011-11-12
"100926","outer richmond","san francisco","san francisco",1650,1,NA,750,0,NA,NA,NA,2012-01-19
"100930","outer richmond","san francisco","san francisco",1900,1,NA,750,0,NA,NA,NA,2012-01-02
"100933","outer richmond","san francisco","san francisco",2300,1,NA,1200,0,NA,NA,NA,2012-04-27
"100939","outer richmond","san francisco","san francisco",4200,3,NA,1450,0,NA,NA,NA,2016-09-03
"100941","outer richmond","san francisco","san francisco",1900,1,NA,750,0,NA,NA,NA,2011-12-19
"100960","outer sunset","san francisco","san francisco",1500,2,NA,1025,0,NA,NA,NA,2001-11-26
"100976","outer sunset","san francisco","san francisco",2500,3,NA,1500,0,NA,NA,NA,2012-01-14
"101068","outer sunset","san francisco","san francisco",2344,1,NA,837,0,"1767",36.970852,-122.025193,2013-01-22
"101137","outer sunset","san francisco","san francisco",3100,2,NA,1225,0,NA,37.754566,NA,2013-09-12
"101157","outer sunset","san francisco","san francisco",2600,3,NA,2005,0,NA,NA,NA,2004-06-19
"101182","outer sunset","san francisco","san francisco",1813,1,NA,712,0,NA,NA,NA,2011-11-21
"101183","outer sunset","san francisco","san francisco",3299,2,2,1035,0,NA,37.714652,NA,2013-12-25
"101188","outer sunset","san francisco","san francisco",2950,3,NA,1500,0,NA,NA,NA,2012-02-03
"101223","outer sunset","san francisco","san francisco",1670,2,NA,1050,0,NA,NA,NA,2012-02-07
"101224","outer sunset","san francisco","san francisco",3500,4,2,1700,0,NA,NA,NA,2012-02-07
"101257","outer sunset","san francisco","san francisco",1500,1,1,500,0,"816",37.741586,-122.499254,2014-08-03
"101274","outer sunset","san francisco","san francisco",1350,1,NA,800,0,NA,NA,NA,2004-11-23
"101296","outer sunset","san francisco","san francisco",2595,3,NA,1800,0,NA,NA,NA,2004-11-26
"101351","outer sunset","san francisco","san francisco",1700,1,1,1450,0,NA,NA,NA,2012-02-24
"101364","outer sunset","san francisco","san francisco",4500,4,3,2990,0,NA,NA,NA,2011-11-02
"101365","outer sunset","san francisco","san francisco",1150,0,NA,620,0,NA,NA,NA,2012-02-25
"101366","outer sunset","san francisco","san francisco",2200,2,NA,1100,0,NA,NA,NA,2012-02-25
"101375","outer sunset","san francisco","san francisco",2800,4,NA,1500,0,NA,NA,NA,2006-07-18
"101392","outer sunset","san francisco","san francisco",1900,2,2,1000,0,NA,NA,NA,2006-07-19
"101430","outer sunset","san francisco","san francisco",800,3,NA,1428,0,NA,NA,NA,2011-11-14
"101440","outer sunset","san francisco","san francisco",1200,1,NA,320,0,NA,NA,NA,2011-11-15
"101518","outer sunset","san francisco","san francisco",3400,2,NA,1200,0,NA,NA,NA,2015-03-22
"101562","outer sunset","san francisco","san francisco",3900,3,2,1350,0,NA,NA,NA,2017-08-24
"101584","outer sunset","san francisco","san francisco",2500,3,NA,1500,0,NA,NA,NA,2004-08-14
"101632","outer sunset","san francisco","san francisco",4085,1,NA,726,0,NA,NA,NA,2018-01-25
"101638","outer sunset","san francisco","san francisco",2500,3,NA,1500,0,NA,NA,NA,2004-08-21
"101660","outer sunset","san francisco","san francisco",2500,2,NA,1500,0,NA,NA,NA,2011-12-12
"101695","outer sunset","san francisco","san francisco",3500,3,3,1600,0,NA,NA,NA,2012-03-28
"101719","outer sunset","san francisco","san francisco",4000,3,2,1500,0,NA,NA,NA,2011-11-13
"101727","outer sunset","san francisco","san francisco",1300,1,NA,660,0,NA,NA,NA,2011-12-20
"101728","outer sunset","san francisco","san francisco",2500,2,NA,1450,0,NA,NA,NA,2011-12-20
"101748","outer sunset","san francisco","san francisco",3900,3,NA,1600,0,NA,NA,NA,2015-10-29
"101810","outer sunset","san francisco","san francisco",4800,3,NA,2300,0,NA,NA,NA,2012-05-11
"101825","outer sunset","san francisco","san francisco",2700,3,2,1150,0,NA,NA,NA,2012-01-04
"101893","outer sunset","san francisco","san francisco",2950,4,2,1650,0,"136",37.669012,-121.778837,2014-08-10
"101910","outer sunset","san francisco","san francisco",2300,3,NA,1000,0,NA,NA,NA,2012-01-12
"101917","outer sunset","san francisco","san francisco",3400,2,NA,1000,0,NA,37.758466,NA,2013-06-02
"101937","outer sunset","san francisco","san francisco",1818,2,NA,910,0,NA,NA,NA,2012-01-17
"101950","outer sunset","san francisco","san francisco",1350,1,NA,350,0,NA,37.750782,-122.47947,2013-01-14
"101957","outer sunset","san francisco","san francisco",1914,1,NA,712,0,NA,NA,NA,2012-02-26
"101981","outer sunset","san francisco","san francisco",1695,2,NA,1200,0,NA,NA,NA,2004-10-31
"101993","outer sunset","san francisco","san francisco",2850,2,1,700,0,NA,37.747097,NA,2013-06-02
"101999","outer sunset","san francisco","san francisco",2500,3,2,1200,0,NA,NA,NA,2011-12-21
"102030","outer sunset","san francisco","san francisco",2560,1,NA,631,0,NA,NA,NA,2012-01-25
"102058","outer sunset","san francisco","san francisco",2298,2,NA,960,0,NA,NA,NA,2011-11-21
"102066","outer sunset","san francisco","san francisco",2300,2,NA,830,0,NA,37.760367,NA,2013-12-26
"102067","outer sunset","san francisco","san francisco",2400,2,NA,850,0,NA,NA,NA,2013-12-26
"102068","outer sunset","san francisco","san francisco",2850,3,2,1500,0,NA,37.738853,NA,2013-12-26
"102089","outer sunset","san francisco","san francisco",3800,4,2,2000,0,NA,NA,NA,2012-02-07
"102096","outer sunset","san francisco","san francisco",1150,2,NA,450,0,NA,NA,NA,2012-02-08
"102103","outer sunset","san francisco","san francisco",1095,2,NA,850,0,NA,NA,NA,2012-02-09
"102110","outer sunset","san francisco","san francisco",2600,2,1,600,0,NA,NA,NA,2016-05-27
"102114","outer sunset","san francisco","san francisco",3235,2,2,1201,0,NA,NA,NA,2014-08-03
"102116","outer sunset","san francisco","san francisco",1850,2,NA,1152,0,NA,NA,NA,2012-02-11
"102117","outer sunset","san francisco","san francisco",2550,2,2,1800,0,NA,NA,NA,2012-02-11
"102126","outer sunset","san francisco","san francisco",3995,2,2,1300,0,NA,NA,NA,2014-08-10
"102134","outer sunset","san francisco","san francisco",3800,3,NA,1800,0,NA,NA,NA,2017-11-29
"102135","outer sunset","san francisco","san francisco",2550,2,1,1000,0,"1166",37.749425,-122.500857,2014-08-17
"102142","outer sunset","san francisco","san francisco",1877,1,NA,712,0,NA,NA,NA,2011-12-09
"102152","outer sunset","san francisco","san francisco",1500,0,NA,625,0,NA,NA,NA,2012-03-22
"102155","outer sunset","san francisco","san francisco",2700,3,2,1700,0,NA,NA,NA,2011-09-23
"102157","outer sunset","san francisco","san francisco",2450,2,NA,1576,0,NA,NA,NA,2011-11-15
"102160","outer sunset","san francisco","san francisco",4225,1,NA,730,0,NA,NA,NA,2018-02-20
"102162","outer sunset","san francisco","san francisco",2450,2,NA,1200,0,NA,NA,NA,2011-09-24
"102175","outer sunset","san francisco","san francisco",1700,2,1,800,0,NA,NA,NA,2011-09-30
"102177","outer sunset","san francisco","san francisco",2600,2,NA,1200,0,NA,NA,NA,2011-09-30
"102195","outer sunset","san francisco","san francisco",2000,2,NA,1050,0,NA,NA,NA,2011-11-11
"102197","outer sunset","san francisco","san francisco",3500,4,NA,2500,0,NA,NA,NA,2011-11-11
"102202","outer sunset","san francisco","san francisco",1250,1,NA,500,0,NA,NA,NA,2011-11-12
"102207","outer sunset","san francisco","san francisco",3950,2,1,1400,0,"1112",37.732473,-122.483482,2014-09-28
"102222","outer sunset","san francisco","san francisco",2500,2,2,1200,0,NA,NA,NA,2011-12-21
"102227","outer sunset","san francisco","san francisco",4200,4,NA,1600,0,NA,NA,NA,2012-04-01
"102229","outer sunset","san francisco","san francisco",2300,2,2,1576,0,NA,NA,NA,2011-11-15
"102233","outer sunset","san francisco","san francisco",2500,3,2,900,0,NA,NA,NA,2011-11-16
"102237","outer sunset","san francisco","san francisco",2800,2,1,1350,0,NA,NA,NA,2015-01-13
"102239","outer sunset","san francisco","san francisco",1495,0,NA,478,0,NA,NA,NA,2011-11-17
"102246","outer sunset","san francisco","san francisco",1000,1,NA,350,0,NA,NA,NA,2012-04-20
"102258","outer sunset","san francisco","san francisco",2280,2,NA,866,0,NA,NA,NA,2012-03-08
"102264","outer sunset","san francisco","san francisco",4000,2,1,1450,0,NA,NA,NA,2016-10-09
"102267","outer sunset","san francisco","san francisco",2600,2,NA,1178,0,NA,NA,NA,2012-01-03
"102269","outer sunset","san francisco","san francisco",3500,2,1.5,1300,0,NA,NA,NA,2016-04-13
"102275","outer sunset","san francisco","san francisco",3950,2,2,1500,0,"1968",37.743707,-122.482131,2015-03-23
"102284","outer sunset","san francisco","san francisco",3200,2,NA,1400,0,NA,NA,NA,2011-11-25
"102288","outer sunset","san francisco","san francisco",1650,1,NA,600,0,NA,NA,NA,2011-11-28
"102302","outer sunset","san francisco","san francisco",1660,1,1,858,0,NA,NA,NA,2015-04-21
"102306","outer sunset","san francisco","san francisco",1500,1,NA,400,0,NA,NA,NA,2017-11-15
"102309","outer sunset","san francisco","san francisco",2350,2,1,1450,0,NA,NA,NA,2011-12-07
"102324","outer sunset","san francisco","san francisco",2280,1,1,975,0,NA,NA,NA,2018-01-25
"102326","outer sunset","san francisco","san francisco",2385,3,2,1800,0,NA,NA,NA,2012-02-19
"102328","outer sunset","san francisco","san francisco",3079,1,1,736,0,"2795",37.329219,-121.895821,2018-02-01
"102338","outer sunset","san francisco","san francisco",2450,2,NA,1200,0,NA,NA,NA,2012-03-23
"102357","outer sunset","san francisco","san francisco",1500,2,NA,800,0,NA,NA,NA,2012-01-19
"102358","outer sunset","san francisco","san francisco",2895,3,2,1700,0,NA,NA,NA,2012-01-19
"102365","outer sunset","san francisco","san francisco",5000,4,3,1600,0,NA,NA,NA,2018-06-14
"102369","outer sunset","san francisco","san francisco",3100,4,NA,2100,0,NA,NA,NA,2012-01-21
"102372","outer sunset","san francisco","san francisco",2400,1,NA,703,0,NA,NA,NA,2011-12-19
"102376","outer sunset","san francisco","san francisco",1775,1,NA,632,0,NA,NA,NA,2012-03-30
"102379","outer sunset","san francisco","san francisco",2000,2,1,1100,0,NA,NA,NA,2011-12-20
"102380","outer sunset","san francisco","san francisco",1770,2,NA,1310,0,NA,NA,NA,2012-01-22
"102381","outer sunset","san francisco","san francisco",2950,2,NA,1215,0,NA,NA,NA,2016-10-15
"102386","outer sunset","san francisco","san francisco",1895,1,NA,570,0,NA,36.895084,NA,2013-06-18
"102387","outer sunset","san francisco","san francisco",2273,1,NA,687,0,NA,37.554461,NA,2013-06-18
"102389","outer sunset","san francisco","san francisco",1500,1,NA,600,0,NA,NA,NA,2012-04-01
"102391","outer sunset","san francisco","san francisco",1300,0,NA,600,0,NA,NA,NA,2011-12-22
"102392","outer sunset","san francisco","san francisco",2500,3,NA,1500,0,NA,NA,NA,2011-12-22
"102394","outer sunset","san francisco","san francisco",2800,2,NA,800,0,NA,NA,NA,2015-11-05
"102396","outer sunset","san francisco","san francisco",1450,0,NA,900,0,NA,NA,NA,2012-04-02
"102397","outer sunset","san francisco","san francisco",1775,1,NA,632,0,NA,NA,NA,2012-04-02
"102398","outer sunset","san francisco","san francisco",2900,3,2,1600,0,NA,NA,NA,2012-04-02
"102404","outer sunset","san francisco","san francisco",3600,4,3,2000,0,NA,NA,NA,2011-12-25
"102409","outer sunset","san francisco","san francisco",2200,2,2,1200,0,NA,NA,NA,2012-04-20
"102411","outer sunset","san francisco","san francisco",2700,3,NA,1450,0,NA,NA,NA,2011-12-28
"102413","outer sunset","san francisco","san francisco",2400,3,2,1500,0,NA,NA,NA,2007-10-26
"102420","outer sunset","san francisco","san francisco",3925,1,NA,675,0,NA,NA,NA,2016-04-11
"102427","outer sunset","san francisco","san francisco",2600,1,NA,600,0,NA,NA,NA,2016-04-13
"102429","outer sunset","san francisco","san francisco",5800,3,NA,1980,0,NA,NA,NA,2016-10-15
"102432","outer sunset","san francisco","san francisco",1350,2,NA,600,0,NA,NA,NA,2012-02-05
"102439","outer sunset","san francisco","san francisco",3500,NA,NA,1416,0,NA,NA,NA,2012-01-05
"102442","outer sunset","san francisco","san francisco",3800,4,2,2000,0,NA,NA,NA,2012-02-08
"102447","outer sunset","san francisco","san francisco",3800,4,NA,2000,0,NA,NA,NA,2012-01-06
"102456","outer sunset","san francisco","san francisco",1350,0,NA,460,0,NA,NA,NA,2016-01-15
"102457","outer sunset","san francisco","san francisco",1500,1,NA,850,0,NA,NA,NA,2016-01-15
"102458","outer sunset","san francisco","san francisco",1950,1,NA,750,0,NA,NA,NA,2016-06-02
"102459","outer sunset","san francisco","san francisco",4000,2,NA,950,0,NA,NA,NA,2016-06-02
"102470","outer sunset","san francisco","san francisco",3800,4,2,2000,0,NA,NA,NA,2012-01-12
"102472","outer sunset","san francisco","san francisco",1700,1,1,350,0,"654",37.747796,-122.501807,2014-08-17
"102478","outer sunset","san francisco","san francisco",2650,3,NA,1200,0,NA,NA,NA,2012-06-30
"102481","outer sunset","san francisco","san francisco",2750,2,NA,867,0,NA,37.74095,NA,2013-05-18
"102483","outer sunset","san francisco","san francisco",1250,2,NA,750,0,NA,37.97125,NA,2013-12-27
"102485","outer sunset","san francisco","san francisco",3043,1,NA,712,0,NA,NA,NA,2015-06-02
"102490","outer sunset","san francisco","san francisco",3950,3,NA,2100,0,NA,NA,NA,2011-12-10
"102494","outer sunset","san francisco","san francisco",2650,3,NA,1500,0,NA,NA,NA,2011-09-24
"102496","outer sunset","san francisco","san francisco",1475,2,NA,630,0,NA,NA,NA,2012-03-23
"102500","outer sunset","san francisco","san francisco",4800,4,NA,1295,0,NA,NA,NA,2015-06-16
"102502","outer sunset","san francisco","san francisco",7250,4,NA,2800,0,NA,NA,NA,2016-07-09
"102506","outer sunset","san francisco","san francisco",1995,2,NA,1004,0,NA,NA,NA,2013-10-19
"102512","outer sunset","san francisco","san francisco",4100,4,NA,1900,0,NA,NA,NA,2012-01-30
"102514","outer sunset","san francisco","san francisco",2400,2,NA,1200,0,NA,NA,NA,2012-02-26
"102518","outer sunset","san francisco","san francisco",1728,1,NA,600,0,"450",37.636335,-122.492334,2013-01-22
"102522","outer sunset","san francisco","san francisco",2300,2,NA,600,0,NA,NA,NA,2016-02-16
"102524","outer sunset","san francisco","san francisco",4850,4,2,1400,0,NA,NA,NA,2016-02-16
"102528","outer sunset","san francisco","san francisco",2450,1,NA,650,0,NA,NA,NA,2015-12-22
"102534","outer sunset","san francisco","san francisco",1350,0,NA,400,0,NA,NA,NA,2012-03-20
"102537","outer sunset","san francisco","san francisco",4750,4,4,1750,0,NA,37.738805,NA,2013-05-18
"102538","outer sunset","san francisco","san francisco",4200,3,2,1500,0,"1743",37.743052,-122.475644,2014-12-09
"102541","outer sunset","san francisco","san francisco",2000,2,NA,1150,0,NA,NA,NA,2012-03-21
"102545","outer sunset","san francisco","san francisco",3600,4,NA,1200,0,NA,NA,NA,2016-09-10
"102548","outer sunset","san francisco","san francisco",2500,2,NA,1630,0,NA,NA,NA,2012-01-24
"102549","outer sunset","san francisco","san francisco",3975,3,2,1350,0,NA,NA,NA,2016-07-09
"102551","outer sunset","san francisco","san francisco",2434,1,NA,570,0,NA,NA,NA,2016-05-15
"102552","outer sunset","san francisco","san francisco",1425,2,NA,750,0,NA,NA,NA,2011-11-28
"102557","outer sunset","san francisco","san francisco",2375,1,NA,750,0,NA,NA,NA,2016-08-11
"102562","outer sunset","san francisco","san francisco",4600,4,NA,2167,0,NA,37.758637,NA,2013-11-03
"102563","outer sunset","san francisco","san francisco",2200,2,NA,1300,0,NA,NA,NA,2012-05-26
"102565","outer sunset","san francisco","san francisco",2350,2,1,1200,0,NA,NA,NA,2012-01-30
"102575","outer sunset","san francisco","san francisco",2099,2,NA,1100,0,NA,NA,NA,2012-02-13
"102576","outer sunset","san francisco","san francisco",2800,2,NA,1250,0,NA,37.742231,NA,2013-12-21
"102581","outer sunset","san francisco","san francisco",1375,2,NA,500,0,NA,NA,NA,2012-02-02
"102588","outer sunset","san francisco","san francisco",3500,3,NA,1350,0,NA,NA,NA,2016-09-03
"102589","outer sunset","san francisco","san francisco",2500,2,NA,1500,0,NA,NA,NA,2012-02-05
"102590","outer sunset","san francisco","san francisco",3550,3,2.5,1650,0,NA,NA,NA,2012-02-05
"102594","outer sunset","san francisco","san francisco",3800,3,NA,2300,0,NA,NA,NA,2012-02-07
"102595","outer sunset","san francisco","san francisco",3800,3,2,2300,0,NA,NA,NA,2012-02-07
"102605","outer sunset","san francisco","san francisco",2270,1,NA,638,0,NA,NA,NA,2014-04-01
"102609","outer sunset","san francisco","san francisco",611,3,NA,1200,0,NA,NA,NA,2011-11-28
"102611","outer sunset","san francisco","san francisco",2840,1,1,768,0,"1570",37.498729,-122.222793,2013-02-12
"102622","outer sunset","san francisco","san francisco",1400,0,NA,176,0,NA,NA,NA,2017-10-17
"102623","outer sunset","san francisco","san francisco",7250,4,NA,2800,0,NA,NA,NA,2016-05-29
"102626","outer sunset","san francisco","san francisco",1725,1,NA,632,0,NA,NA,NA,2012-02-13
"102630","outer sunset","san francisco","san francisco",2400,1,NA,703,0,NA,NA,NA,2012-01-02
"102631","outer sunset","san francisco","san francisco",5500,3,NA,2300,0,NA,NA,NA,2012-02-14
"102640","outer sunset","san francisco","san francisco",1000,2,NA,1000,0,NA,NA,NA,2012-03-09
"102643","outer sunset","san francisco","san francisco",3500,2,1,1100,0,"786",37.7441,-122.4863,2017-01-12
"102645","outer sunset","san francisco","san francisco",6395,5,NA,2500,0,NA,NA,NA,2016-03-01
"102647","outer sunset","san francisco","san francisco",1750,2,NA,700,0,NA,NA,NA,2012-02-27
"102652","outer sunset","san francisco","san francisco",2850,2,NA,1630,0,NA,NA,NA,2011-12-11
"102653","outer sunset","san francisco","san francisco",3950,3,2,1500,0,NA,NA,NA,2013-12-24
"102655","outer sunset","san francisco","san francisco",1997,1,NA,295,0,NA,NA,NA,2014-08-31
"102657","outer sunset","san francisco","san francisco",1995,2,NA,1250,0,NA,NA,NA,2012-03-23
"102659","outer sunset","san francisco","san francisco",2600,2,NA,1200,0,NA,NA,NA,2011-09-28
"102661","outer sunset","san francisco","san francisco",3995,2,NA,1650,0,NA,NA,NA,2017-08-17
"102662","outer sunset","san francisco","san francisco",2800,2,NA,800,0,NA,NA,NA,2016-02-16
"102664","outer sunset","san francisco","san francisco",4500,4,NA,1200,0,NA,NA,NA,2016-08-20
"102666","outer sunset","san francisco","san francisco",5200,4,NA,3800,0,NA,NA,NA,2012-02-27
"102667","outer sunset","san francisco","san francisco",2400,3,2,1000,0,NA,NA,NA,2012-02-10
"102668","outer sunset","san francisco","san francisco",3550,3,2.5,1650,0,NA,NA,NA,2012-01-02
"102671","outer sunset","san francisco","san francisco",1100,1,NA,600,0,NA,NA,NA,2012-01-07
"102673","outer sunset","san francisco","san francisco",3100,2,NA,850,0,NA,NA,NA,2018-05-17
"102675","outer sunset","san francisco","san francisco",3200,2,NA,1250,0,NA,NA,NA,2013-12-19
"102677","outer sunset","san francisco","san francisco",3000,2,NA,800,0,NA,NA,NA,2018-06-07
"102683","outer sunset","san francisco","san francisco",1595,1,1,450,0,NA,NA,NA,2016-08-11
"102684","outer sunset","san francisco","san francisco",3150,3,3,1350,0,NA,37.760981,NA,2013-04-26
"102688","outer sunset","san francisco","san francisco",4500,3,NA,1865,0,NA,NA,NA,2016-09-17
"102689","outer sunset","san francisco","san francisco",3000,3,NA,1700,0,NA,NA,NA,2012-02-29
"102692","outer sunset","san francisco","san francisco",2450,2,NA,1600,0,NA,NA,NA,2012-05-18
"102694","outer sunset","san francisco","san francisco",3450,3,NA,2600,0,NA,NA,NA,2012-03-19
"102695","outer sunset","san francisco","san francisco",1949,1,1,1004,0,NA,NA,NA,2015-10-29
"102700","outer sunset","san francisco","san francisco",4250,2,NA,1380,0,NA,NA,NA,2015-03-25
"102701","outer sunset","san francisco","san francisco",2900,2,NA,1200,0,"637",37.748984,-122.506227,2014-01-02
"102703","outer sunset","san francisco","san francisco",1600,1,1,1200,0,"2572",37.754692,-122.508679,2017-01-05
"102705","outer sunset","san francisco","san francisco",2195,1,NA,750,0,NA,NA,NA,2015-03-31
"102709","outer sunset","san francisco","san francisco",2500,2,1.5,1000,0,NA,NA,NA,2012-04-13
"102711","outer sunset","san francisco","san francisco",2200,2,NA,1200,0,NA,NA,NA,2012-05-04
"102712","outer sunset","san francisco","san francisco",2095,1,NA,750,0,NA,37.760785,NA,2013-12-22
"102715","outer sunset","san francisco","san francisco",2195,2,1,950,0,NA,NA,NA,2011-11-18
"102721","outer sunset","san francisco","san francisco",7000,3,NA,1226,0,NA,NA,NA,2015-01-27
"102723","outer sunset","san francisco","san francisco",3750,3,2.5,1650,0,NA,NA,NA,2011-12-29
"102724","outer sunset","san francisco","san francisco",2560,1,NA,668,0,NA,NA,NA,2012-04-27
"102726","outer sunset","san francisco","san francisco",2350,1,NA,600,0,NA,NA,NA,2012-07-07
"102728","outer sunset","san francisco","san francisco",2300,2,2,1576,0,NA,NA,NA,2011-12-13
"102733","outer sunset","san francisco","san francisco",2750,2,NA,980,0,NA,NA,NA,2015-12-11
"102735","outer sunset","san francisco","san francisco",2500,1,NA,650,0,NA,NA,NA,2016-05-05
"102737","outer sunset","san francisco","san francisco",3300,2,NA,1100,0,NA,NA,NA,2015-03-22
"102738","outer sunset","san francisco","san francisco",2913,2,NA,918,0,NA,NA,NA,2016-07-09
"102740","outer sunset","san francisco","san francisco",1915,2,NA,1035,0,NA,NA,NA,2012-02-21
"102743","outer sunset","san francisco","san francisco",1889,NA,NA,500,0,NA,NA,NA,2015-01-06
"102746","outer sunset","san francisco","san francisco",3361,1,NA,841,0,NA,NA,NA,2016-04-21
"102747","outer sunset","san francisco","san francisco",3200,3,2,1481,0,NA,NA,NA,2016-07-08
"102751","outer sunset","san francisco","san francisco",1275,3,NA,864,0,NA,NA,NA,2011-11-25
"102752","outer sunset","san francisco","san francisco",1990,3,NA,100,0,NA,NA,NA,2012-06-01
"102757","outer sunset","san francisco","san francisco",3600,3,NA,1700,0,NA,NA,NA,2012-05-25
"102763","outer sunset","san francisco","san francisco",2500,3,1,1200,0,NA,NA,NA,2011-12-11
"102765","outer sunset","san francisco","san francisco",2950,2,NA,1200,0,NA,NA,NA,2015-03-25
"102768","outer sunset","san francisco","san francisco",6900,5,NA,2423,0,NA,NA,NA,2016-02-09
"102774","outer sunset","san francisco","san francisco",1990,3,NA,1000,0,NA,NA,NA,2012-06-01
"102775","outer sunset","san francisco","san francisco",1800,0,NA,256,0,"2403",37.744114,-122.476479,2015-11-27
"102776","outer sunset","san francisco","san francisco",7000,5,NA,2200,0,NA,NA,NA,2016-04-06
"102777","outer sunset","san francisco","san francisco",3290,3,2,1500,0,NA,NA,NA,2012-02-13
"102778","outer sunset","san francisco","san francisco",1900,1,NA,280,0,NA,37.755244,NA,2013-12-29
"102780","outer sunset","san francisco","san francisco",2450,2,NA,1576,0,NA,NA,NA,2011-11-12
"102781","outer sunset","san francisco","san francisco",3800,3,2,2300,0,NA,NA,NA,2012-02-16
"102785","outer sunset","san francisco","san francisco",1500,1,1.5,600,0,NA,NA,NA,2011-12-29
"102786","outer sunset","san francisco","san francisco",3095,3,NA,1519,0,NA,NA,NA,2016-06-16
"102787","outer sunset","san francisco","san francisco",4395,3,NA,1766,0,NA,NA,NA,2016-06-16
"102788","outer sunset","san francisco","san francisco",2400,2,NA,1200,0,NA,NA,NA,2012-03-07
"102792","outer sunset","san francisco","san francisco",1300,1,1,650,0,NA,NA,NA,2012-02-01
"102795","outer sunset","san francisco","san francisco",1200,1,NA,500,0,NA,NA,NA,2011-12-25
"102797","outer sunset","san francisco","san francisco",1380,0,NA,300,0,NA,NA,NA,2016-09-24
"102799","outer sunset","san francisco","san francisco",3350,3,NA,1416,0,NA,NA,NA,2012-01-24
"102802","outer sunset","san francisco","san francisco",2450,2,NA,1576,0,NA,NA,NA,2011-12-13
"102803","outer sunset","san francisco","san francisco",3750,3,1,1100,0,NA,NA,NA,2016-10-08
"102805","outer sunset","san francisco","san francisco",2900,3,NA,1600,0,NA,NA,NA,2012-01-03
"102807","outer sunset","san francisco","san francisco",3000,2,NA,1000,0,NA,NA,NA,2018-03-29
"102810","outer sunset","san francisco","san francisco",3450,3,2,1400,0,"280",37.752282,-122.478486,2013-01-18
"102812","outer sunset","san francisco","san francisco",2300,1,NA,600,0,NA,NA,NA,2016-09-24
"102813","outer sunset","san francisco","san francisco",1800,0,NA,300,0,NA,NA,NA,2016-01-01
"102814","outer sunset","san francisco","san francisco",2700,3,1.5,1500,0,NA,NA,NA,2011-12-16
"102816","outer sunset","san francisco","san francisco",3900,2,NA,1200,0,NA,NA,NA,2015-08-13
"102817","outer sunset","san francisco","san francisco",1650,0,NA,550,0,NA,NA,NA,2011-12-16
"102818","outer sunset","san francisco","san francisco",2000,0,NA,500,0,NA,NA,NA,2016-01-22
"102820","outer sunset","san francisco","san francisco",4195,3,NA,1350,0,NA,NA,NA,2015-06-18
"102822","outer sunset","san francisco","san francisco",2100,1,NA,600,0,NA,NA,NA,2016-09-24
"102825","outer sunset","san francisco","san francisco",1889,1,NA,510,0,"1386",37.714652,-122.493398,2014-12-23
"102832","outer sunset","san francisco","san francisco",3299,4,2,1600,0,NA,37.76104,NA,2013-12-21
"102833","outer sunset","san francisco","san francisco",2095,0,1,425,0,"497",37.758922,-122.263314,2015-04-07
"102834","outer sunset","san francisco","san francisco",2050,2,2,700,0,NA,37.758586,NA,2013-12-31
"102835","outer sunset","san francisco","san francisco",5400,4,NA,2250,0,NA,NA,NA,2016-02-09
"102837","outer sunset","san francisco","san francisco",2400,1,NA,650,0,"2573",37.761267,-122.491379,2017-01-05
"102838","outer sunset","san francisco","san francisco",3950,3,NA,1750,0,NA,NA,NA,2016-01-01
"102839","outer sunset","san francisco","san francisco",2450,2,1.5,1050,0,NA,37.738192,NA,2013-12-31
"102841","outer sunset","san francisco","san francisco",7200,4,NA,2140,0,NA,NA,NA,2016-10-01
"102842","outer sunset","san francisco","san francisco",3200,2,2,1200,0,NA,NA,NA,2016-06-09
"102845","outer sunset","san francisco","san francisco",2800,3,1.5,1354,0,NA,NA,NA,2012-03-19
"102846","outer sunset","san francisco","san francisco",2250,0,NA,700,0,NA,NA,NA,2016-08-27
"102848","outer sunset","san francisco","san francisco",1725,3,NA,1600,0,NA,NA,NA,2012-05-25
"102850","outer sunset","san francisco","san francisco",4500,2,2,1300,0,NA,NA,NA,2016-10-17
"102852","outer sunset","san francisco","san francisco",3600,3,NA,1700,0,NA,37.7195,NA,2013-12-31
"102856","outer sunset","san francisco","san francisco",3850,3,2,1600,0,NA,NA,NA,2016-01-08
"102861","outer sunset","san francisco","san francisco",2000,1,1,500,0,NA,NA,NA,2016-10-17
"102862","outer sunset","san francisco","san francisco",3990,3,NA,1500,0,NA,NA,NA,2016-01-08
"102904","pacific heights","san francisco","san francisco",1500,0,NA,600,0,NA,NA,NA,2002-06-04
"102908","pacific heights","san francisco","san francisco",2700,NA,NA,1300,0,NA,NA,NA,2002-06-04
"102909","pacific heights","san francisco","san francisco",2950,2,1.5,1600,0,NA,NA,NA,2002-06-04
"102923","pacific heights","san francisco","san francisco",1275,0,NA,500,0,NA,NA,NA,2003-04-26
"102977","pacific heights","san francisco","san francisco",3750,1,NA,1200,0,NA,NA,NA,2012-01-16
"102980","pacific heights","san francisco","san francisco",4750,1,NA,1600,0,NA,NA,NA,2012-01-16
