"","nhood","city","county","price","beds","baths","sqft","room_in_apt","address","lat","lon","d"
"53976","ingleside","san francisco","san francisco",2790,1,NA,761,0,NA,NA,NA,2015-11-05
"53979","ingleside","san francisco","san francisco",1380,1,NA,290,0,NA,NA,NA,2018-01-25
"53980","ingleside","san francisco","san francisco",2416,2,NA,931,0,NA,NA,NA,2012-02-19
"53985","ingleside","san francisco","san francisco",3265,2,NA,1105,0,NA,NA,NA,2012-03-19
"53993","ingleside","san francisco","san francisco",1895,1,NA,790,0,NA,NA,NA,2012-03-17
"53998","ingleside","san francisco","san francisco",3665,3,2.5,1400,0,NA,NA,NA,2012-05-04
"54000","ingleside","san francisco","san francisco",2850,1,NA,700,0,NA,NA,NA,2015-06-09
"54001","ingleside","san francisco","san francisco",4450,3,NA,1241,0,NA,37.720865,-122.475223,2015-12-04
"54003","ingleside","san francisco","san francisco",2100,1,NA,740,0,NA,NA,NA,2012-05-18
"54007","ingleside","san francisco","san francisco",2543,2,NA,1095,0,NA,NA,NA,2012-03-19
"54008","ingleside","san francisco","san francisco",2101,1,NA,754,0,NA,NA,NA,2012-01-24
"54009","ingleside","san francisco","san francisco",2250,2,2,1090,0,NA,NA,NA,2011-12-13
"54012","ingleside","san francisco","san francisco",2500,1,NA,773,0,NA,NA,NA,2012-03-19
"54014","ingleside","san francisco","san francisco",2501,2,NA,1083,0,NA,NA,NA,2012-03-31
"54015","ingleside","san francisco","san francisco",3305,2,2,1100,0,NA,37.719475,-122.484155,2015-04-21
"54017","ingleside","san francisco","san francisco",2295,2,2,1100,0,NA,NA,NA,2012-01-21
"54022","ingleside","san francisco","san francisco",2995,3,2,1600,0,NA,NA,NA,2012-01-21
"54032","ingleside","san francisco","san francisco",3399,2,NA,1078,0,NA,NA,NA,2017-09-14
"54035","ingleside","san francisco","san francisco",2750,2,NA,1100,0,NA,NA,NA,2011-12-30
"54037","ingleside","san francisco","san francisco",2699,1,NA,825,0,NA,NA,NA,2017-09-14
"54038","ingleside","san francisco","san francisco",5995,4,2,2590,0,NA,NA,NA,2012-05-04
"54041","ingleside","san francisco","san francisco",1950,1,NA,754,0,NA,NA,NA,2012-03-17
"54043","ingleside","san francisco","san francisco",1380,1,1,290,0,"2795",37.329219,-121.895821,2018-02-01
"54044","ingleside","san francisco","san francisco",2290,2,NA,1100,0,NA,NA,NA,2011-12-13
"54047","ingleside","san francisco","san francisco",3285,2,2,1087,0,NA,NA,NA,2016-09-24
"54051","ingleside","san francisco","san francisco",2750,2,NA,1100,0,NA,NA,NA,2011-12-20
"54052","ingleside","san francisco","san francisco",2900,2,NA,1014,0,NA,NA,NA,2012-03-30
"54055","ingleside","san francisco","san francisco",2600,2,2,1100,0,NA,NA,NA,2012-05-18
"54057","ingleside","san francisco","san francisco",3600,3,1,1200,0,"2795",37.329219,-121.895821,2018-02-01
"54059","ingleside","san francisco","san francisco",3495,2,NA,973,0,NA,NA,NA,2015-12-04
"54060","ingleside","san francisco","san francisco",2412,2,NA,1093,0,NA,NA,NA,2012-03-03
"54062","ingleside","san francisco","san francisco",1800,2,NA,1200,0,NA,NA,NA,2012-02-07
"54063","ingleside","san francisco","san francisco",2750,2,2,1100,0,NA,NA,NA,2012-03-30
"54064","ingleside","san francisco","san francisco",1850,1,NA,700,0,NA,NA,NA,2012-07-29
"54067","ingleside","san francisco","san francisco",2200,2,1,1000,0,NA,NA,NA,2012-03-25
"54069","ingleside","san francisco","san francisco",1808,1,NA,820,0,NA,NA,NA,2012-03-30
"54071","ingleside","san francisco","san francisco",2000,1,NA,820,0,NA,NA,NA,2012-05-18
"54072","ingleside","san francisco","san francisco",1865,1,NA,790,0,NA,NA,NA,2012-05-18
"54073","ingleside","san francisco","san francisco",2665,1,1,776,0,NA,NA,NA,2018-07-17
"54075","ingleside","san francisco","san francisco",2195,1,NA,800,0,NA,NA,NA,2012-03-30
"54076","ingleside","san francisco","san francisco",2620,1,1,697,0,NA,37.717979,-122.474556,2015-12-04
"54077","ingleside","san francisco","san francisco",2000,1,NA,820,0,NA,NA,NA,2012-05-04
"54078","ingleside","san francisco","san francisco",2181,1,1,723,0,NA,NA,NA,2012-08-05
"54079","ingleside","san francisco","san francisco",1700,2,1,725,0,NA,NA,NA,2012-08-05
"54084","ingleside","san francisco","san francisco",2225,1,NA,716,0,NA,NA,NA,2012-03-30
"54087","ingleside","san francisco","san francisco",2650,2,NA,1100,0,NA,NA,NA,2012-03-30
"54088","ingleside","san francisco","san francisco",2095,1,NA,804,0,NA,NA,NA,2012-08-05
"54089","ingleside","san francisco","san francisco",2400,2,NA,900,0,NA,NA,NA,2012-03-30
"54090","ingleside","san francisco","san francisco",2450,2,NA,1090,0,NA,NA,NA,2011-12-28
"54092","ingleside","san francisco","san francisco",2450,1,NA,707,0,NA,NA,NA,2014-08-17
"54095","ingleside","san francisco","san francisco",2000,1,NA,800,0,NA,NA,NA,2012-04-27
"54096","ingleside","san francisco","san francisco",1960,1,NA,820,0,NA,NA,NA,2012-06-15
"54097","ingleside","san francisco","san francisco",2578,1,NA,776,0,NA,NA,NA,2012-06-15
"54100","ingleside","san francisco","san francisco",1925,0,NA,516,0,NA,NA,NA,2012-04-27
"54102","ingleside","san francisco","san francisco",2300,2,NA,931,0,NA,NA,NA,2011-12-20
"54103","ingleside","san francisco","san francisco",2650,2,1,900,0,NA,NA,NA,2017-11-29
"54107","ingleside","san francisco","san francisco",1350,2,NA,800,0,NA,NA,NA,2012-03-29
"54108","ingleside","san francisco","san francisco",2350,2,1,1150,0,NA,NA,NA,2012-02-08
"54109","ingleside","san francisco","san francisco",4875,3,NA,1241,0,NA,NA,NA,2015-12-22
"54110","ingleside","san francisco","san francisco",3750,3,NA,1510,0,NA,NA,NA,2011-12-20
"54115","ingleside","san francisco","san francisco",4000,3,2,925,0,NA,NA,NA,2015-12-22
"54154","inner richmond","san francisco","san francisco",4395,2,2.5,1300,0,NA,NA,NA,2016-01-25
"54155","inner richmond","san francisco","san francisco",7500,6,2,1400,0,NA,NA,NA,2016-01-25
"54208","inner richmond","san francisco","san francisco",2375,3,2,1500,0,NA,NA,NA,2003-12-03
"54223","inner richmond","san francisco","san francisco",5500,4,1.5,1000,0,NA,NA,NA,2016-02-09
"54444","inner richmond","san francisco","san francisco",2800,3,2,1625,0,NA,NA,NA,2012-03-21
"54465","inner richmond","san francisco","san francisco",1250,1,NA,1200,0,NA,NA,NA,2004-12-05
"54470","inner richmond","san francisco","san francisco",1250,1,NA,1200,0,NA,NA,NA,2004-12-07
"54476","inner richmond","san francisco","san francisco",2200,3,NA,1500,0,NA,NA,NA,2011-09-30
"54487","inner richmond","san francisco","san francisco",4775,2,NA,1100,0,NA,NA,NA,2016-08-04
"54594","inner richmond","san francisco","san francisco",2150,2,NA,1600,0,NA,NA,NA,2004-07-24
"54607","inner richmond","san francisco","san francisco",2650,1,1,700,0,NA,NA,NA,2016-10-09
"54633","inner richmond","san francisco","san francisco",2150,2,NA,1600,0,NA,NA,NA,2004-08-06
"54638","inner richmond","san francisco","san francisco",2200,1,NA,450,0,NA,NA,NA,2015-03-25
"54649","inner richmond","san francisco","san francisco",2150,2,NA,1600,0,NA,NA,NA,2004-08-09
"54872","inner richmond","san francisco","san francisco",1300,1,NA,850,0,NA,NA,NA,2004-09-14
"54897","inner richmond","san francisco","san francisco",2350,2,NA,1800,0,NA,NA,NA,2004-09-17
"54913","inner richmond","san francisco","san francisco",2350,2,NA,1800,0,NA,NA,NA,2004-09-20
"54939","inner richmond","san francisco","san francisco",3850,3,2,1750,0,NA,NA,NA,2012-05-26
"54949","inner richmond","san francisco","san francisco",1675,1,NA,900,0,NA,NA,NA,2012-06-01
"54950","inner richmond","san francisco","san francisco",7900,6,2,1400,0,NA,NA,NA,2016-01-01
"54981","inner richmond","san francisco","san francisco",2925,2,NA,780,0,NA,NA,NA,2012-02-13
"54993","inner richmond","san francisco","san francisco",1645,2,NA,1450,0,NA,NA,NA,2006-02-23
"55010","inner richmond","san francisco","san francisco",4000,2,NA,1200,0,NA,NA,NA,2014-08-24
"55024","inner richmond","san francisco","san francisco",5000,3,2,1350,0,NA,NA,NA,2018-02-20
"55051","inner richmond","san francisco","san francisco",3100,1,NA,912,0,NA,NA,NA,2016-02-16
"55085","inner richmond","san francisco","san francisco",5900,4,2,2000,0,NA,37.780264,NA,2013-10-04
"55125","inner richmond","san francisco","san francisco",2350,2,NA,900,0,NA,NA,NA,2013-12-29
"55126","inner richmond","san francisco","san francisco",3000,2,NA,900,0,NA,37.782231,NA,2013-12-29
"55139","inner richmond","san francisco","san francisco",2100,1,NA,700,0,"1616",37.774497,-122.469213,2014-01-02
"55140","inner richmond","san francisco","san francisco",2800,2,2,900,0,"1190",37.781242,-122.469662,2014-01-02
"55151","inner richmond","san francisco","san francisco",2850,3,NA,1400,0,NA,NA,NA,2012-02-09
"55155","inner richmond","san francisco","san francisco",5000,3,NA,2400,0,NA,NA,NA,2012-06-08
"55167","inner richmond","san francisco","san francisco",4390,2,NA,980,0,NA,NA,NA,2016-05-29
"55176","inner richmond","san francisco","san francisco",2000,2,NA,800,0,NA,NA,NA,2012-02-13
"55208","inner richmond","san francisco","san francisco",3750,3,2,1750,0,NA,NA,NA,2011-12-10
"55218","inner richmond","san francisco","san francisco",1650,1,1,700,0,NA,NA,NA,2012-02-23
"55224","inner richmond","san francisco","san francisco",1765,NA,NA,425,0,NA,NA,NA,2014-09-07
"55266","inner richmond","san francisco","san francisco",2400,3,NA,2100,0,NA,NA,NA,2012-02-29
"55267","inner richmond","san francisco","san francisco",3595,2,NA,1400,0,NA,NA,NA,2016-03-01
"55268","inner richmond","san francisco","san francisco",5200,3,NA,1650,0,NA,NA,NA,2016-03-01
"55271","inner richmond","san francisco","san francisco",1995,1,1,550,0,NA,NA,NA,2014-12-22
"55290","inner richmond","san francisco","san francisco",2200,0,NA,500,0,NA,NA,NA,2016-03-16
"55298","inner richmond","san francisco","san francisco",2700,1,NA,672,0,NA,NA,NA,2016-03-30
"55305","inner richmond","san francisco","san francisco",3500,3,NA,1550,0,NA,NA,NA,2011-11-19
"55308","inner richmond","san francisco","san francisco",3750,4,2,1750,0,NA,NA,NA,2011-11-20
"55323","inner richmond","san francisco","san francisco",3985,2,NA,1140,0,NA,NA,NA,2015-03-22
"55330","inner richmond","san francisco","san francisco",5000,2,2,1350,0,NA,NA,NA,2018-02-20
"55337","inner richmond","san francisco","san francisco",1995,2,NA,700,0,NA,NA,NA,2011-11-25
"55338","inner richmond","san francisco","san francisco",2100,2,NA,1300,0,NA,NA,NA,2011-11-25
"55339","inner richmond","san francisco","san francisco",3000,NA,NA,1150,0,NA,NA,NA,2011-11-25
"55350","inner richmond","san francisco","san francisco",1750,1,NA,700,0,NA,NA,NA,2012-06-08
"55356","inner richmond","san francisco","san francisco",2150,1,NA,850,0,NA,NA,NA,2012-01-09
"55374","inner richmond","san francisco","san francisco",1850,1,1,760,0,NA,NA,NA,2011-12-09
"55387","inner richmond","san francisco","san francisco",4500,3,NA,1800,0,NA,NA,NA,2014-08-31
"55392","inner richmond","san francisco","san francisco",1975,2,1,975,0,NA,NA,NA,2011-12-12
"55393","inner richmond","san francisco","san francisco",2995,3,NA,2000,0,NA,NA,NA,2011-12-12
"55394","inner richmond","san francisco","san francisco",2750,1,NA,950,0,NA,NA,NA,2016-03-16
"55395","inner richmond","san francisco","san francisco",2100,2,1,880,0,NA,NA,NA,2012-01-17
"55401","inner richmond","san francisco","san francisco",3000,2,NA,1500,0,NA,NA,NA,2012-03-26
"55421","inner richmond","san francisco","san francisco",2300,1,NA,610,0,"2256",37.783736,-122.459038,2015-08-13
"55426","inner richmond","san francisco","san francisco",2300,2,1,1450,0,NA,NA,NA,2012-01-20
"55427","inner richmond","san francisco","san francisco",3950,2,NA,954,0,NA,NA,NA,2018-06-07
"55428","inner richmond","san francisco","san francisco",4000,2,2,1200,0,NA,NA,NA,2018-06-07
"55433","inner richmond","san francisco","san francisco",3600,2,NA,945,0,NA,NA,NA,2018-06-14
"55463","inner richmond","san francisco","san francisco",2700,1,NA,700,0,NA,NA,NA,2015-11-20
"55482","inner richmond","san francisco","san francisco",1500,0,NA,600,0,NA,NA,NA,2012-01-03
"55487","inner richmond","san francisco","san francisco",1700,2,NA,575,0,NA,NA,NA,2013-12-28
"55493","inner richmond","san francisco","san francisco",3500,2,NA,1000,0,"1196",37.7812,-122.4614,2014-01-02
"55502","inner richmond","san francisco","san francisco",6000,3,NA,3000,0,NA,NA,NA,2016-01-01
"55505","inner richmond","san francisco","san francisco",2250,1,NA,700,0,NA,NA,NA,2014-07-07
"55517","inner richmond","san francisco","san francisco",4350,2,NA,1450,0,NA,NA,NA,2015-04-14
"55523","inner richmond","san francisco","san francisco",3000,2,4,1000,0,NA,NA,NA,2016-01-15
"55549","inner richmond","san francisco","san francisco",1600,1,NA,1500,0,NA,NA,NA,2011-12-11
"55550","inner richmond","san francisco","san francisco",6500,3,2,1817,0,"1765",37.78646,-122.469499,2014-08-31
"55561","inner richmond","san francisco","san francisco",4500,3,1,1700,0,"2619",37.778704,-122.472708,2017-01-12
"55562","inner richmond","san francisco","san francisco",2600,2,1,928,0,NA,NA,NA,2016-03-16
"55570","inner richmond","san francisco","san francisco",3000,2,NA,600,0,NA,NA,NA,2016-08-13
"55575","inner richmond","san francisco","san francisco",6500,4,3,2016,0,NA,37.786128,NA,2013-12-19
"55578","inner richmond","san francisco","san francisco",2995,2,1,850,0,NA,NA,NA,2016-02-16
"55583","inner richmond","san francisco","san francisco",2300,2,1.5,1100,0,NA,NA,NA,2012-01-21
"55592","inner richmond","san francisco","san francisco",1750,2,NA,1000,0,NA,NA,NA,2006-04-10
"55600","inner richmond","san francisco","san francisco",4300,2,2,1300,0,"20",37.786568,-122.46683,2014-02-09
"55605","inner richmond","san francisco","san francisco",1750,1,NA,500,0,NA,37.773577,NA,2013-10-04
"55610","inner richmond","san francisco","san francisco",1350,1,NA,620,0,NA,NA,NA,2012-04-20
"55612","inner richmond","san francisco","san francisco",2500,2,NA,800,0,NA,NA,NA,2014-08-03
"55621","inner richmond","san francisco","san francisco",2900,2,2,1220,0,NA,NA,NA,2012-02-01
"55622","inner richmond","san francisco","san francisco",4000,2,1.5,1300,0,NA,37.785722,NA,2013-12-22
"55654","inner richmond","san francisco","san francisco",3750,2,NA,1700,0,NA,NA,NA,2012-03-17
"55660","inner richmond","san francisco","san francisco",5250,3,2.5,2000,0,NA,NA,NA,2016-08-20
"55662","inner richmond","san francisco","san francisco",9750,5,NA,4200,0,NA,NA,NA,2015-03-09
"55663","inner richmond","san francisco","san francisco",2500,0,NA,550,0,NA,NA,NA,2016-08-11
"55664","inner richmond","san francisco","san francisco",1975,0,1,650,0,"269",37.779229,-122.462497,2014-08-17
"55680","inner richmond","san francisco","san francisco",6500,3,2,1817,0,"1785",37.786555,-122.469943,2014-08-31
"55684","inner richmond","san francisco","san francisco",3800,3,NA,1700,0,NA,NA,NA,2012-03-23
"55687","inner richmond","san francisco","san francisco",3100,2,NA,900,0,NA,NA,NA,2018-04-05
"55695","inner richmond","san francisco","san francisco",3800,4,NA,2500,0,"227",37.786065,-122.468945,2013-01-22
"55702","inner richmond","san francisco","san francisco",5100,3,NA,2200,0,NA,NA,NA,2012-05-25
"55706","inner richmond","san francisco","san francisco",7200,5,1,2100,0,"657",37.784869,-122.462413,2014-10-19
"55708","inner richmond","san francisco","san francisco",4800,2,NA,1200,0,NA,NA,NA,2015-01-13
"55709","inner richmond","san francisco","san francisco",1900,2,NA,1200,0,NA,NA,NA,2012-02-29
"55711","inner richmond","san francisco","san francisco",1600,1,NA,1000,0,NA,NA,NA,2012-01-04
"55713","inner richmond","san francisco","san francisco",2000,0,NA,475,0,NA,NA,NA,2018-01-25
"55716","inner richmond","san francisco","san francisco",7500,6,2,1400,0,NA,NA,NA,2016-03-08
"55724","inner richmond","san francisco","san francisco",2800,2,1.5,1150,0,NA,NA,NA,2016-04-11
"55730","inner richmond","san francisco","san francisco",1500,1,NA,850,0,NA,NA,NA,2006-09-29
"55734","inner richmond","san francisco","san francisco",7995,5,NA,2400,0,NA,NA,NA,2015-12-04
"55735","inner richmond","san francisco","san francisco",5500,3,NA,2100,0,NA,NA,NA,2015-12-04
"55745","inner richmond","san francisco","san francisco",3200,2,NA,950,0,NA,37.773632,NA,2013-12-22
"55746","inner richmond","san francisco","san francisco",4388,2,NA,1550,0,NA,NA,NA,2016-07-08
"55747","inner richmond","san francisco","san francisco",5800,2,NA,1854,0,NA,NA,NA,2016-07-08
"55748","inner richmond","san francisco","san francisco",6500,4,3,2016,0,NA,37.786128,NA,2013-12-31
"55755","inner richmond","san francisco","san francisco",1350,0,NA,400,0,NA,NA,NA,2011-12-13
"55769","inner richmond","san francisco","san francisco",2400,2,NA,849,0,NA,NA,NA,2012-05-18
"55778","inner richmond","san francisco","san francisco",2100,1,NA,700,0,NA,37.774497,NA,2013-12-19
"55779","inner richmond","san francisco","san francisco",5500,3,NA,3000,0,NA,NA,NA,2016-01-22
"55780","inner richmond","san francisco","san francisco",3295,2,1,800,0,NA,NA,NA,2016-06-16
"55788","inner richmond","san francisco","san francisco",4450,5,1.5,1200,0,"964",37.784907,-122.462416,2013-01-14
"55797","inner richmond","san francisco","san francisco",5395,3,NA,1500,0,NA,NA,NA,2018-06-14
"55799","inner richmond","san francisco","san francisco",3600,2,1,1300,0,NA,NA,NA,2016-11-03
"55803","inner richmond","san francisco","san francisco",3250,3,NA,1500,0,"1215",37.780925,-122.466427,2013-01-22
"55817","inner richmond","san francisco","san francisco",2250,1,NA,600,0,NA,NA,NA,2015-03-31
"55821","inner richmond","san francisco","san francisco",3750,2,2,1100,0,NA,NA,NA,2013-12-24
"55826","inner richmond","san francisco","san francisco",2950,1,NA,662,0,NA,NA,NA,2016-07-09
"55828","inner richmond","san francisco","san francisco",1250,0,NA,275,0,NA,NA,NA,2012-03-30
"55830","inner richmond","san francisco","san francisco",6595,3,NA,1550,0,NA,NA,NA,2016-06-09
"55831","inner richmond","san francisco","san francisco",3450,2,2,980,0,NA,NA,NA,2016-07-09
"55834","inner richmond","san francisco","san francisco",2300,3,NA,1600,0,NA,NA,NA,2011-11-28
"55835","inner richmond","san francisco","san francisco",3100,1,NA,960,0,NA,NA,NA,2016-07-09
"55837","inner richmond","san francisco","san francisco",2975,1,NA,700,0,NA,NA,NA,2017-11-29
"55884","inner sunset","san francisco","san francisco",2000,4,NA,3500,0,NA,NA,NA,2016-01-25
"55909","inner sunset","san francisco","san francisco",4650,3,NA,1400,0,NA,NA,NA,2012-01-16
"55939","inner sunset","san francisco","san francisco",2168,2,NA,1000,0,NA,NA,NA,2012-01-19
"56026","inner sunset","san francisco","san francisco",2500,1,NA,650,0,NA,37.767518,NA,2013-10-04
"56111","inner sunset","san francisco","san francisco",2000,2,NA,1500,0,NA,NA,NA,2004-06-28
"56141","inner sunset","san francisco","san francisco",4300,3,2.5,4000,0,"443",37.7581,-122.473698,2014-08-03
"56175","inner sunset","san francisco","san francisco",1750,2,NA,1150,0,NA,NA,NA,2004-07-05
"56182","inner sunset","san francisco","san francisco",1650,1,NA,600,0,NA,NA,NA,2006-06-23
"56288","inner sunset","san francisco","san francisco",1500,1,NA,595,0,NA,NA,NA,2012-03-01
"56295","inner sunset","san francisco","san francisco",2500,2,NA,1000,0,NA,NA,NA,2012-03-03
"56296","inner sunset","san francisco","san francisco",2615,1,1,668,0,NA,NA,NA,2012-03-03
"56303","inner sunset","san francisco","san francisco",2995,3,NA,1100,0,NA,NA,NA,2012-03-04
"56304","inner sunset","san francisco","san francisco",3095,3,NA,1100,0,NA,NA,NA,2012-03-04
"56305","inner sunset","san francisco","san francisco",1495,1,1,550,0,NA,NA,NA,2011-11-17
"56306","inner sunset","san francisco","san francisco",1795,1,NA,550,0,NA,NA,NA,2011-11-17
"56324","inner sunset","san francisco","san francisco",2150,2,NA,1600,0,NA,NA,NA,2004-07-24
"56327","inner sunset","san francisco","san francisco",935,3,NA,1405,0,NA,NA,NA,2012-03-07
"56328","inner sunset","san francisco","san francisco",3470,2,NA,1083,0,NA,NA,NA,2012-03-07
"56386","inner sunset","san francisco","san francisco",3300,2,NA,1000,0,NA,NA,NA,2015-04-07
"56521","inner sunset","san francisco","san francisco",1800,1,NA,500,0,NA,NA,NA,2012-03-28
"56528","inner sunset","san francisco","san francisco",4400,3,NA,1775,0,NA,NA,NA,2016-02-16
"56546","inner sunset","san francisco","san francisco",3200,3,NA,2500,0,NA,NA,NA,2004-08-31
"56560","inner sunset","san francisco","san francisco",2250,3,NA,1100,0,NA,NA,NA,2012-04-01
"56572","inner sunset","san francisco","san francisco",4200,2,NA,1000,0,NA,NA,NA,2015-11-05
"56576","inner sunset","san francisco","san francisco",2425,1,NA,721,0,NA,NA,NA,2011-12-23
"56578","inner sunset","san francisco","san francisco",9500,6,NA,2750,0,NA,NA,NA,2016-03-16
"56598","inner sunset","san francisco","san francisco",3000,3,NA,2500,0,NA,NA,NA,2004-09-11
"56641","inner sunset","san francisco","san francisco",1800,2,1,675,0,NA,NA,NA,2012-01-04
"56642","inner sunset","san francisco","san francisco",2365,1,1,668,0,NA,NA,NA,2012-01-04
"56643","inner sunset","san francisco","san francisco",2475,2,NA,1000,0,NA,NA,NA,2012-01-04
"56675","inner sunset","san francisco","san francisco",2560,1,NA,665,0,NA,NA,NA,2012-06-08
"56681","inner sunset","san francisco","san francisco",2850,3,NA,1550,0,NA,NA,NA,2012-01-07
"56698","inner sunset","san francisco","san francisco",3600,2,NA,1200,0,NA,NA,NA,2016-01-15
"56702","inner sunset","san francisco","san francisco",1200,1,NA,330,0,NA,NA,NA,2012-01-09
"56705","inner sunset","san francisco","san francisco",4200,2,1,1350,0,NA,NA,NA,2016-06-02
"56714","inner sunset","san francisco","san francisco",2495,1,NA,950,0,NA,NA,NA,2012-06-30
"56722","inner sunset","san francisco","san francisco",5500,3,NA,2200,0,NA,NA,NA,2012-07-07
"56725","inner sunset","san francisco","san francisco",1500,1,NA,1000,0,NA,NA,NA,2006-02-28
"56731","inner sunset","san francisco","san francisco",3200,2,1,1200,0,NA,NA,NA,2011-09-24
"56741","inner sunset","san francisco","san francisco",3500,4,3,2000,0,NA,NA,NA,2012-01-17
"56744","inner sunset","san francisco","san francisco",2750,1,1,700,0,NA,NA,NA,2012-08-05
"56773","inner sunset","san francisco","san francisco",3300,3,2,1750,0,NA,37.7593,NA,2013-06-02
"56788","inner sunset","san francisco","san francisco",2295,1,NA,680,0,NA,NA,NA,2013-08-22
"56797","inner sunset","san francisco","san francisco",2400,2,1,800,0,NA,NA,NA,2012-01-24
"56799","inner sunset","san francisco","san francisco",2990,1,NA,665,0,NA,NA,NA,2016-03-16
"56804","inner sunset","san francisco","san francisco",2900,2,NA,1200,0,NA,NA,NA,2011-01-02
"56811","inner sunset","san francisco","san francisco",3300,2,NA,1200,0,NA,NA,NA,2013-10-04
"56842","inner sunset","san francisco","san francisco",1500,0,NA,350,0,NA,NA,NA,2016-04-14
"56843","inner sunset","san francisco","san francisco",3000,2,NA,800,0,NA,NA,NA,2015-03-22
"56857","inner sunset","san francisco","san francisco",1685,0,NA,350,0,NA,NA,NA,2014-01-02
"56860","inner sunset","san francisco","san francisco",2450,2,NA,1100,0,NA,NA,NA,2012-02-23
"56863","inner sunset","san francisco","san francisco",1650,0,NA,700,0,NA,NA,NA,2011-01-20
"56866","inner sunset","san francisco","san francisco",3450,2,NA,1200,0,NA,NA,NA,2015-04-07
"56870","inner sunset","san francisco","san francisco",2050,1,NA,890,0,NA,NA,NA,2012-06-08
"56879","inner sunset","san francisco","san francisco",3000,NA,NA,1100,0,NA,NA,NA,2014-08-03
"56889","inner sunset","san francisco","san francisco",3195,1,NA,900,0,NA,NA,NA,2016-06-02
"56890","inner sunset","san francisco","san francisco",1375,0,NA,400,0,NA,NA,NA,2012-02-13
"56897","inner sunset","san francisco","san francisco",2800,3,1.5,1550,0,NA,NA,NA,2007-01-25
"56903","inner sunset","san francisco","san francisco",3900,2,NA,1300,0,NA,NA,NA,2014-08-17
"56916","inner sunset","san francisco","san francisco",2600,1,NA,600,0,NA,NA,NA,2017-12-21
"56919","inner sunset","san francisco","san francisco",2100,1,NA,700,0,NA,NA,NA,2012-03-21
"56920","inner sunset","san francisco","san francisco",2600,2,NA,1000,0,NA,NA,NA,2012-03-21
"56921","inner sunset","san francisco","san francisco",3800,3,1.5,1500,0,NA,NA,NA,2014-08-24
"56941","inner sunset","san francisco","san francisco",3095,1,NA,900,0,NA,NA,NA,2016-03-16
"56942","inner sunset","san francisco","san francisco",1650,0,NA,450,0,NA,NA,NA,2011-09-30
"56943","inner sunset","san francisco","san francisco",1995,1,NA,650,0,NA,NA,NA,2011-09-30
"56961","inner sunset","san francisco","san francisco",2100,1,NA,890,0,NA,NA,NA,2012-02-25
"56963","inner sunset","san francisco","san francisco",3200,2,NA,800,0,NA,NA,NA,2016-08-11
"56970","inner sunset","san francisco","san francisco",3350,2,NA,1403,0,NA,NA,NA,2012-03-27
"56983","inner sunset","san francisco","san francisco",1800,2,1,1400,0,NA,NA,NA,2012-03-28
"56987","inner sunset","san francisco","san francisco",1100,1,NA,450,0,NA,NA,NA,2011-11-12
"56998","inner sunset","san francisco","san francisco",2450,1,NA,800,0,NA,NA,NA,2012-02-28
"57009","inner sunset","san francisco","san francisco",4950,2,1,1200,0,NA,NA,NA,2016-09-10
"57012","inner sunset","san francisco","san francisco",2900,2,1,1100,0,"1664",37.752924,-122.469096,2015-01-06
"57022","inner sunset","san francisco","san francisco",2665,NA,NA,332,0,NA,NA,NA,2016-03-16
"57026","inner sunset","san francisco","san francisco",2700,2,NA,800,0,NA,NA,NA,2011-11-17
"57029","inner sunset","san francisco","san francisco",2400,2,1,1400,0,NA,NA,NA,2011-12-25
"57033","inner sunset","san francisco","san francisco",2840,1,NA,631,0,NA,NA,NA,2012-03-06
"57037","inner sunset","san francisco","san francisco",2800,2,1,950,0,NA,NA,NA,2015-01-27
"57045","inner sunset","san francisco","san francisco",2800,2,NA,1000,0,NA,NA,NA,2012-03-07
"57046","inner sunset","san francisco","san francisco",2840,1,1,631,0,NA,NA,NA,2012-03-07
"57053","inner sunset","san francisco","san francisco",2400,2,NA,750,0,NA,NA,NA,2012-01-02
"57055","inner sunset","san francisco","san francisco",4500,3,1.5,1723,0,NA,NA,NA,2016-10-09
"57058","inner sunset","san francisco","san francisco",1850,2,NA,1000,0,NA,NA,NA,2006-01-06
"57061","inner sunset","san francisco","san francisco",5000,5,NA,2100,0,NA,37.763559,NA,2013-12-25
"57062","inner sunset","san francisco","san francisco",2935,1,NA,631,0,NA,NA,NA,2012-03-09
"57063","inner sunset","san francisco","san francisco",5195,2,NA,1256,0,NA,NA,NA,2015-12-11
"57070","inner sunset","san francisco","san francisco",3365,2,2,1083,0,NA,NA,NA,2011-11-22
"57073","inner sunset","san francisco","san francisco",3015,1,NA,721,0,NA,37.7593,NA,2013-12-27
"57079","inner sunset","san francisco","san francisco",1450,1,NA,850,0,NA,NA,NA,2005-01-30
"57084","inner sunset","san francisco","san francisco",3230,1,NA,665,0,NA,NA,NA,2015-03-25
"57089","inner sunset","san francisco","san francisco",3500,2,2,1200,0,"185",37.765306,-122.480469,2014-01-02
"57093","inner sunset","san francisco","san francisco",2495,2,NA,1100,0,NA,NA,NA,2011-11-25
"57094","inner sunset","san francisco","san francisco",2800,3,NA,2200,0,NA,NA,NA,2012-01-06
"57101","inner sunset","san francisco","san francisco",3000,2,NA,900,0,NA,NA,NA,2012-06-08
"57108","inner sunset","san francisco","san francisco",2000,2,NA,1500,0,NA,NA,NA,2015-04-14
"57112","inner sunset","san francisco","san francisco",2935,1,NA,631,0,NA,NA,NA,2012-03-18
