"...1","X","nhood_month_year","count","month","year","nhood","centroid_lat","centroid_long"
758,758,"12 2012 Outer Mission",3,12,2012,"Excelsior/Outer Mission",37.709585,-122.455082
759,759,"12 2012 Outer Richmond",4,12,2012,"Outer Richmond",37.776683,-122.489908
760,760,"12 2012 Pacific Heights",5,12,2012,"Pacific Heights",37.792182,-122.432784
761,761,"12 2012 Portola",1,12,2012,"Portola",37.72647,-122.407642
762,762,"12 2012 Potrero Hill",2,12,2012,"Potrero Hill",37.759056,-122.398618
763,763,"12 2012 Presidio Heights",2,12,2012,"Presidio Heights",37.788849,-122.452228
764,764,"12 2012 Russian Hill",3,12,2012,"Russian Hill",37.800432,-122.417609
765,765,"12 2012 South of Market",2,12,2012,"Financial District/South Beach/SOMA",37.779527,-122.405727
766,766,"12 2012 Sunset/Parkside",7,12,2012,"Sunset/Parkside",37.749026,-122.493742
767,767,"12 2012 Tenderloin",5,12,2012,"Tenderloin",37.784141,-122.414748
768,768,"12 2012 Visitacion Valley",1,12,2012,"Visitacion Valley",37.713141,-122.408825
769,769,"12 2012 West of Twin Peaks",5,12,2012,"West of Twin Peaks",37.737955,-122.460363
770,770,"12 2013 Bayview Hunters Point",4,12,2013,"Bayview Hunters Point",37.730696,-122.388515
771,771,"12 2013 Bernal Heights",3,12,2013,"Bernal Heights",37.741391,-122.414033
772,772,"12 2013 Castro/Upper Market",3,12,2013,"Castro/Upper Market",37.758812,-122.435644
773,773,"12 2013 Chinatown",2,12,2013,"Chinatown",37.795073,-122.40635
774,774,"12 2013 Excelsior",4,12,2013,"Excelsior/Outer Mission",37.7223,-122.431224
775,775,"12 2013 Financial District/South Beach",1,12,2013,"Financial District/South Beach/SOMA",37.793213,-122.398187
776,776,"12 2013 Glen Park",1,12,2013,"Glen Park/Noe Valley",37.735976,-122.434464
777,777,"12 2013 Golden Gate Park",1,12,2013,"Golden Gate Park",37.769283,-122.473486
778,778,"12 2013 Haight Ashbury",8,12,2013,"Haight Ashbury/Hayes Valley",37.76991,-122.447678
779,779,"12 2013 Hayes Valley",4,12,2013,"Haight Ashbury/Hayes Valley",37.776425,-122.426235
780,780,"12 2013 Inner Richmond",2,12,2013,"Inner Richmond",37.778849,-122.468955
781,781,"12 2013 Inner Sunset",5,12,2013,"Inner Sunset",37.762068,-122.467189
782,782,"12 2013 Lakeshore",4,12,2013,"Lakeshore",37.71872,-122.477916
783,783,"12 2013 Lone Mountain/USF",5,12,2013,"Lone Mountain/USF",37.777975,-122.452816
784,784,"12 2013 Marina",3,12,2013,"Marina",37.802877,-122.436969
785,785,"12 2013 McLaren Park",2,12,2013,"McLaren Park",37.718407,-122.418904
786,786,"12 2013 Mission",15,12,2013,"Mission",37.758338,-122.414678
787,787,"12 2013 Nob Hill",3,12,2013,"Nob Hill",37.793044,-122.414461
788,788,"12 2013 Noe Valley",3,12,2013,"Glen Park/Noe Valley",37.747095,-122.431421
789,789,"12 2013 North Beach",3,12,2013,"North Beach",37.799254,-122.407458
790,790,"12 2013 Oceanview/Merced/Ingleside",2,12,2013,"Oceanview/Merced/Ingleside",37.718959,-122.462039
791,791,"12 2013 Outer Mission",1,12,2013,"Excelsior/Outer Mission",37.709585,-122.455082
792,792,"12 2013 Outer Richmond",3,12,2013,"Outer Richmond",37.776683,-122.489908
793,793,"12 2013 Pacific Heights",3,12,2013,"Pacific Heights",37.792182,-122.432784
794,794,"12 2013 Potrero Hill",2,12,2013,"Potrero Hill",37.759056,-122.398618
795,795,"12 2013 Russian Hill",3,12,2013,"Russian Hill",37.800432,-122.417609
796,796,"12 2013 South of Market",6,12,2013,"Financial District/South Beach/SOMA",37.779527,-122.405727
797,797,"12 2013 Sunset/Parkside",4,12,2013,"Sunset/Parkside",37.749026,-122.493742
798,798,"12 2013 Tenderloin",6,12,2013,"Tenderloin",37.784141,-122.414748
799,799,"12 2013 West of Twin Peaks",3,12,2013,"West of Twin Peaks",37.737955,-122.460363
800,800,"12 2013 Western Addition",2,12,2013,"Western Addition",37.780587,-122.43451
801,801,"12 2014 Bayview Hunters Point",5,12,2014,"Bayview Hunters Point",37.730696,-122.388515
802,802,"12 2014 Bernal Heights",9,12,2014,"Bernal Heights",37.741391,-122.414033
803,803,"12 2014 Castro/Upper Market",6,12,2014,"Castro/Upper Market",37.758812,-122.435644
804,804,"12 2014 Chinatown",2,12,2014,"Chinatown",37.795073,-122.40635
805,805,"12 2014 Excelsior",4,12,2014,"Excelsior/Outer Mission",37.7223,-122.431224
806,806,"12 2014 Haight Ashbury",3,12,2014,"Haight Ashbury/Hayes Valley",37.76991,-122.447678
807,807,"12 2014 Hayes Valley",4,12,2014,"Haight Ashbury/Hayes Valley",37.776425,-122.426235
808,808,"12 2014 Inner Richmond",4,12,2014,"Inner Richmond",37.778849,-122.468955
809,809,"12 2014 Inner Sunset",2,12,2014,"Inner Sunset",37.762068,-122.467189
810,810,"12 2014 Japantown",1,12,2014,"Japantown",37.78584,-122.429952
811,811,"12 2014 Lakeshore",3,12,2014,"Lakeshore",37.71872,-122.477916
812,812,"12 2014 Lone Mountain/USF",6,12,2014,"Lone Mountain/USF",37.777975,-122.452816
813,813,"12 2014 Marina",4,12,2014,"Marina",37.802877,-122.436969
814,814,"12 2014 Mission",10,12,2014,"Mission",37.758338,-122.414678
815,815,"12 2014 Nob Hill",3,12,2014,"Nob Hill",37.793044,-122.414461
816,816,"12 2014 Noe Valley",2,12,2014,"Glen Park/Noe Valley",37.747095,-122.431421
817,817,"12 2014 North Beach",1,12,2014,"North Beach",37.799254,-122.407458
818,818,"12 2014 Outer Mission",5,12,2014,"Excelsior/Outer Mission",37.709585,-122.455082
819,819,"12 2014 Outer Richmond",9,12,2014,"Outer Richmond",37.776683,-122.489908
820,820,"12 2014 Pacific Heights",5,12,2014,"Pacific Heights",37.792182,-122.432784
821,821,"12 2014 Portola",3,12,2014,"Portola",37.72647,-122.407642
822,822,"12 2014 Potrero Hill",6,12,2014,"Potrero Hill",37.759056,-122.398618
823,823,"12 2014 Presidio Heights",1,12,2014,"Presidio Heights",37.788849,-122.452228
824,824,"12 2014 Russian Hill",3,12,2014,"Russian Hill",37.800432,-122.417609
825,825,"12 2014 South of Market",5,12,2014,"Financial District/South Beach/SOMA",37.779527,-122.405727
826,826,"12 2014 Sunset/Parkside",14,12,2014,"Sunset/Parkside",37.749026,-122.493742
827,827,"12 2014 Tenderloin",14,12,2014,"Tenderloin",37.784141,-122.414748
828,828,"12 2014 Visitacion Valley",1,12,2014,"Visitacion Valley",37.713141,-122.408825
829,829,"12 2014 West of Twin Peaks",2,12,2014,"West of Twin Peaks",37.737955,-122.460363
830,830,"12 2014 Western Addition",2,12,2014,"Western Addition",37.780587,-122.43451
831,831,"12 2015 Bayview Hunters Point",6,12,2015,"Bayview Hunters Point",37.730696,-122.388515
832,832,"12 2015 Bernal Heights",7,12,2015,"Bernal Heights",37.741391,-122.414033
833,833,"12 2015 Castro/Upper Market",2,12,2015,"Castro/Upper Market",37.758812,-122.435644
834,834,"12 2015 Chinatown",1,12,2015,"Chinatown",37.795073,-122.40635
835,835,"12 2015 Excelsior",7,12,2015,"Excelsior/Outer Mission",37.7223,-122.431224
836,836,"12 2015 Haight Ashbury",2,12,2015,"Haight Ashbury/Hayes Valley",37.76991,-122.447678
837,837,"12 2015 Hayes Valley",1,12,2015,"Haight Ashbury/Hayes Valley",37.776425,-122.426235
838,838,"12 2015 Inner Richmond",3,12,2015,"Inner Richmond",37.778849,-122.468955
839,839,"12 2015 Inner Sunset",5,12,2015,"Inner Sunset",37.762068,-122.467189
840,840,"12 2015 Lakeshore",6,12,2015,"Lakeshore",37.71872,-122.477916
841,841,"12 2015 Lone Mountain/USF",1,12,2015,"Lone Mountain/USF",37.777975,-122.452816
842,842,"12 2015 Marina",5,12,2015,"Marina",37.802877,-122.436969
843,843,"12 2015 Mission",19,12,2015,"Mission",37.758338,-122.414678
844,844,"12 2015 Mission Bay",1,12,2015,"Mission Bay",37.770674,-122.392015
845,845,"12 2015 Noe Valley",2,12,2015,"Glen Park/Noe Valley",37.747095,-122.431421
846,846,"12 2015 Oceanview/Merced/Ingleside",2,12,2015,"Oceanview/Merced/Ingleside",37.718959,-122.462039
847,847,"12 2015 Outer Mission",5,12,2015,"Excelsior/Outer Mission",37.709585,-122.455082
848,848,"12 2015 Outer Richmond",3,12,2015,"Outer Richmond",37.776683,-122.489908
849,849,"12 2015 Pacific Heights",5,12,2015,"Pacific Heights",37.792182,-122.432784
850,850,"12 2015 Portola",3,12,2015,"Portola",37.72647,-122.407642
851,851,"12 2015 Potrero Hill",1,12,2015,"Potrero Hill",37.759056,-122.398618
852,852,"12 2015 Presidio Heights",1,12,2015,"Presidio Heights",37.788849,-122.452228
853,853,"12 2015 Russian Hill",2,12,2015,"Russian Hill",37.800432,-122.417609
854,854,"12 2015 Seacliff",1,12,2015,"Seacliff",37.785975,-122.489522
855,855,"12 2015 South of Market",2,12,2015,"Financial District/South Beach/SOMA",37.779527,-122.405727
856,856,"12 2015 Sunset/Parkside",7,12,2015,"Sunset/Parkside",37.749026,-122.493742
857,857,"12 2015 Tenderloin",5,12,2015,"Tenderloin",37.784141,-122.414748
858,858,"12 2015 Visitacion Valley",3,12,2015,"Visitacion Valley",37.713141,-122.408825
859,859,"12 2015 West of Twin Peaks",4,12,2015,"West of Twin Peaks",37.737955,-122.460363
860,860,"12 2015 Western Addition",1,12,2015,"Western Addition",37.780587,-122.43451
861,861,"12 2016 Bayview Hunters Point",9,12,2016,"Bayview Hunters Point",37.730696,-122.388515
862,862,"12 2016 Bernal Heights",3,12,2016,"Bernal Heights",37.741391,-122.414033
863,863,"12 2016 Chinatown",2,12,2016,"Chinatown",37.795073,-122.40635
864,864,"12 2016 Excelsior",3,12,2016,"Excelsior/Outer Mission",37.7223,-122.431224
865,865,"12 2016 Financial District/South Beach",1,12,2016,"Financial District/South Beach/SOMA",37.793213,-122.398187
866,866,"12 2016 Glen Park",1,12,2016,"Glen Park/Noe Valley",37.735976,-122.434464
867,867,"12 2016 Haight Ashbury",6,12,2016,"Haight Ashbury/Hayes Valley",37.76991,-122.447678
868,868,"12 2016 Hayes Valley",4,12,2016,"Haight Ashbury/Hayes Valley",37.776425,-122.426235
869,869,"12 2016 Inner Richmond",2,12,2016,"Inner Richmond",37.778849,-122.468955
870,870,"12 2016 Inner Sunset",2,12,2016,"Inner Sunset",37.762068,-122.467189
871,871,"12 2016 Lakeshore",11,12,2016,"Lakeshore",37.71872,-122.477916
872,872,"12 2016 Lone Mountain/USF",3,12,2016,"Lone Mountain/USF",37.777975,-122.452816
873,873,"12 2016 Marina",2,12,2016,"Marina",37.802877,-122.436969
874,874,"12 2016 Mission",8,12,2016,"Mission",37.758338,-122.414678
875,875,"12 2016 Nob Hill",2,12,2016,"Nob Hill",37.793044,-122.414461
876,876,"12 2016 Noe Valley",7,12,2016,"Glen Park/Noe Valley",37.747095,-122.431421
877,877,"12 2016 North Beach",3,12,2016,"North Beach",37.799254,-122.407458
878,878,"12 2016 Oceanview/Merced/Ingleside",2,12,2016,"Oceanview/Merced/Ingleside",37.718959,-122.462039
879,879,"12 2016 Outer Mission",5,12,2016,"Excelsior/Outer Mission",37.709585,-122.455082
880,880,"12 2016 Outer Richmond",4,12,2016,"Outer Richmond",37.776683,-122.489908
881,881,"12 2016 Pacific Heights",6,12,2016,"Pacific Heights",37.792182,-122.432784
882,882,"12 2016 Potrero Hill",4,12,2016,"Potrero Hill",37.759056,-122.398618
883,883,"12 2016 Russian Hill",4,12,2016,"Russian Hill",37.800432,-122.417609
884,884,"12 2016 Seacliff",1,12,2016,"Seacliff",37.785975,-122.489522
885,885,"12 2016 South of Market",3,12,2016,"Financial District/South Beach/SOMA",37.779527,-122.405727
886,886,"12 2016 Sunset/Parkside",11,12,2016,"Sunset/Parkside",37.749026,-122.493742
887,887,"12 2016 Tenderloin",8,12,2016,"Tenderloin",37.784141,-122.414748
888,888,"12 2016 Twin Peaks",1,12,2016,"Twin Peaks",37.753375,-122.445652
889,889,"12 2016 Visitacion Valley",1,12,2016,"Visitacion Valley",37.713141,-122.408825
890,890,"12 2016 West of Twin Peaks",4,12,2016,"West of Twin Peaks",37.737955,-122.460363
891,891,"12 2016 Western Addition",2,12,2016,"Western Addition",37.780587,-122.43451
892,892,"12 2017 Bayview Hunters Point",4,12,2017,"Bayview Hunters Point",37.730696,-122.388515
893,893,"12 2017 Bernal Heights",1,12,2017,"Bernal Heights",37.741391,-122.414033
894,894,"12 2017 Castro/Upper Market",3,12,2017,"Castro/Upper Market",37.758812,-122.435644
895,895,"12 2017 Excelsior",4,12,2017,"Excelsior/Outer Mission",37.7223,-122.431224
896,896,"12 2017 Haight Ashbury",2,12,2017,"Haight Ashbury/Hayes Valley",37.76991,-122.447678
897,897,"12 2017 Hayes Valley",2,12,2017,"Haight Ashbury/Hayes Valley",37.776425,-122.426235
898,898,"12 2017 Inner Richmond",5,12,2017,"Inner Richmond",37.778849,-122.468955
899,899,"12 2017 Inner Sunset",4,12,2017,"Inner Sunset",37.762068,-122.467189
900,900,"12 2017 Lakeshore",11,12,2017,"Lakeshore",37.71872,-122.477916
901,901,"12 2017 Marina",4,12,2017,"Marina",37.802877,-122.436969
902,902,"12 2017 Mission",8,12,2017,"Mission",37.758338,-122.414678
903,903,"12 2017 Mission Bay",1,12,2017,"Mission Bay",37.770674,-122.392015
904,904,"12 2017 Nob Hill",3,12,2017,"Nob Hill",37.793044,-122.414461
905,905,"12 2017 Noe Valley",2,12,2017,"Glen Park/Noe Valley",37.747095,-122.431421
906,906,"12 2017 North Beach",1,12,2017,"North Beach",37.799254,-122.407458
907,907,"12 2017 Oceanview/Merced/Ingleside",4,12,2017,"Oceanview/Merced/Ingleside",37.718959,-122.462039
908,908,"12 2017 Outer Mission",2,12,2017,"Excelsior/Outer Mission",37.709585,-122.455082
909,909,"12 2017 Outer Richmond",6,12,2017,"Outer Richmond",37.776683,-122.489908
910,910,"12 2017 Pacific Heights",4,12,2017,"Pacific Heights",37.792182,-122.432784
911,911,"12 2017 Portola",2,12,2017,"Portola",37.72647,-122.407642
912,912,"12 2017 Presidio Heights",2,12,2017,"Presidio Heights",37.788849,-122.452228
913,913,"12 2017 Russian Hill",1,12,2017,"Russian Hill",37.800432,-122.417609
914,914,"12 2017 South of Market",3,12,2017,"Financial District/South Beach/SOMA",37.779527,-122.405727
915,915,"12 2017 Sunset/Parkside",12,12,2017,"Sunset/Parkside",37.749026,-122.493742
916,916,"12 2017 Tenderloin",5,12,2017,"Tenderloin",37.784141,-122.414748
917,917,"12 2017 Twin Peaks",1,12,2017,"Twin Peaks",37.753375,-122.445652
918,918,"12 2017 West of Twin Peaks",2,12,2017,"West of Twin Peaks",37.737955,-122.460363
919,919,"12 2017 Western Addition",1,12,2017,"Western Addition",37.780587,-122.43451
920,920,"12 2018 Bayview Hunters Point",7,12,2018,"Bayview Hunters Point",37.730696,-122.388515
921,921,"12 2018 Bernal Heights",4,12,2018,"Bernal Heights",37.741391,-122.414033
922,922,"12 2018 Castro/Upper Market",4,12,2018,"Castro/Upper Market",37.758812,-122.435644
923,923,"12 2018 Chinatown",1,12,2018,"Chinatown",37.795073,-122.40635
924,924,"12 2018 Excelsior",2,12,2018,"Excelsior/Outer Mission",37.7223,-122.431224
925,925,"12 2018 Hayes Valley",2,12,2018,"Haight Ashbury/Hayes Valley",37.776425,-122.426235
926,926,"12 2018 Inner Richmond",3,12,2018,"Inner Richmond",37.778849,-122.468955
927,927,"12 2018 Inner Sunset",1,12,2018,"Inner Sunset",37.762068,-122.467189
928,928,"12 2018 Lakeshore",38,12,2018,"Lakeshore",37.71872,-122.477916
929,929,"12 2018 Marina",8,12,2018,"Marina",37.802877,-122.436969
930,930,"12 2018 Mission",4,12,2018,"Mission",37.758338,-122.414678
931,931,"12 2018 Nob Hill",5,12,2018,"Nob Hill",37.793044,-122.414461
932,932,"12 2018 North Beach",5,12,2018,"North Beach",37.799254,-122.407458
933,933,"12 2018 Oceanview/Merced/Ingleside",2,12,2018,"Oceanview/Merced/Ingleside",37.718959,-122.462039
934,934,"12 2018 Outer Mission",4,12,2018,"Excelsior/Outer Mission",37.709585,-122.455082
935,935,"12 2018 Outer Richmond",1,12,2018,"Outer Richmond",37.776683,-122.489908
936,936,"12 2018 Pacific Heights",1,12,2018,"Pacific Heights",37.792182,-122.432784
937,937,"12 2018 Russian Hill",5,12,2018,"Russian Hill",37.800432,-122.417609
938,938,"12 2018 Seacliff",2,12,2018,"Seacliff",37.785975,-122.489522
939,939,"12 2018 South of Market",1,12,2018,"Financial District/South Beach/SOMA",37.779527,-122.405727
940,940,"12 2018 Sunset/Parkside",10,12,2018,"Sunset/Parkside",37.749026,-122.493742
941,941,"12 2018 Tenderloin",7,12,2018,"Tenderloin",37.784141,-122.414748
942,942,"12 2018 West of Twin Peaks",2,12,2018,"West of Twin Peaks",37.737955,-122.460363
943,943,"12 2018 Western Addition",1,12,2018,"Western Addition",37.780587,-122.43451
944,944,"2 2011 Bayview Hunters Point",2,2,2011,"Bayview Hunters Point",37.730696,-122.388515
945,945,"2 2011 Bernal Heights",1,2,2011,"Bernal Heights",37.741391,-122.414033
946,946,"2 2011 Castro/Upper Market",2,2,2011,"Castro/Upper Market",37.758812,-122.435644
947,947,"2 2011 Chinatown",1,2,2011,"Chinatown",37.795073,-122.40635
948,948,"2 2011 Golden Gate Park",1,2,2011,"Golden Gate Park",37.769283,-122.473486
949,949,"2 2011 Haight Ashbury",2,2,2011,"Haight Ashbury/Hayes Valley",37.76991,-122.447678
950,950,"2 2011 Hayes Valley",5,2,2011,"Haight Ashbury/Hayes Valley",37.776425,-122.426235
951,951,"2 2011 Inner Richmond",1,2,2011,"Inner Richmond",37.778849,-122.468955
952,952,"2 2011 Inner Sunset",1,2,2011,"Inner Sunset",37.762068,-122.467189
953,953,"2 2011 Lone Mountain/USF",3,2,2011,"Lone Mountain/USF",37.777975,-122.452816
954,954,"2 2011 Marina",3,2,2011,"Marina",37.802877,-122.436969
955,955,"2 2011 Mission",6,2,2011,"Mission",37.758338,-122.414678
956,956,"2 2011 Nob Hill",2,2,2011,"Nob Hill",37.793044,-122.414461
957,957,"2 2011 Noe Valley",4,2,2011,"Glen Park/Noe Valley",37.747095,-122.431421
958,958,"2 2011 North Beach",4,2,2011,"North Beach",37.799254,-122.407458
959,959,"2 2011 Oceanview/Merced/Ingleside",2,2,2011,"Oceanview/Merced/Ingleside",37.718959,-122.462039
960,960,"2 2011 Outer Mission",3,2,2011,"Excelsior/Outer Mission",37.709585,-122.455082
961,961,"2 2011 Outer Richmond",5,2,2011,"Outer Richmond",37.776683,-122.489908
962,962,"2 2011 Pacific Heights",5,2,2011,"Pacific Heights",37.792182,-122.432784
963,963,"2 2011 Portola",1,2,2011,"Portola",37.72647,-122.407642
964,964,"2 2011 Potrero Hill",3,2,2011,"Potrero Hill",37.759056,-122.398618
965,965,"2 2011 Presidio Heights",1,2,2011,"Presidio Heights",37.788849,-122.452228
966,966,"2 2011 Russian Hill",4,2,2011,"Russian Hill",37.800432,-122.417609
967,967,"2 2011 South of Market",1,2,2011,"Financial District/South Beach/SOMA",37.779527,-122.405727
968,968,"2 2011 Sunset/Parkside",4,2,2011,"Sunset/Parkside",37.749026,-122.493742
969,969,"2 2011 Tenderloin",3,2,2011,"Tenderloin",37.784141,-122.414748
970,970,"2 2011 Twin Peaks",3,2,2011,"Twin Peaks",37.753375,-122.445652
971,971,"2 2011 Visitacion Valley",2,2,2011,"Visitacion Valley",37.713141,-122.408825
972,972,"2 2011 West of Twin Peaks",1,2,2011,"West of Twin Peaks",37.737955,-122.460363
973,973,"2 2012 Bayview Hunters Point",2,2,2012,"Bayview Hunters Point",37.730696,-122.388515
974,974,"2 2012 Bernal Heights",4,2,2012,"Bernal Heights",37.741391,-122.414033
975,975,"2 2012 Castro/Upper Market",2,2,2012,"Castro/Upper Market",37.758812,-122.435644
976,976,"2 2012 Chinatown",2,2,2012,"Chinatown",37.795073,-122.40635
977,977,"2 2012 Excelsior",4,2,2012,"Excelsior/Outer Mission",37.7223,-122.431224
978,978,"2 2012 Financial District/South Beach",1,2,2012,"Financial District/South Beach/SOMA",37.793213,-122.398187
979,979,"2 2012 Glen Park",2,2,2012,"Glen Park/Noe Valley",37.735976,-122.434464
980,980,"2 2012 Haight Ashbury",5,2,2012,"Haight Ashbury/Hayes Valley",37.76991,-122.447678
981,981,"2 2012 Hayes Valley",5,2,2012,"Haight Ashbury/Hayes Valley",37.776425,-122.426235
982,982,"2 2012 Inner Richmond",3,2,2012,"Inner Richmond",37.778849,-122.468955
983,983,"2 2012 Inner Sunset",1,2,2012,"Inner Sunset",37.762068,-122.467189
984,984,"2 2012 Japantown",1,2,2012,"Japantown",37.78584,-122.429952
985,985,"2 2012 Lone Mountain/USF",4,2,2012,"Lone Mountain/USF",37.777975,-122.452816
986,986,"2 2012 Marina",3,2,2012,"Marina",37.802877,-122.436969
987,987,"2 2012 Mission",12,2,2012,"Mission",37.758338,-122.414678
988,988,"2 2012 Nob Hill",3,2,2012,"Nob Hill",37.793044,-122.414461
989,989,"2 2012 Noe Valley",5,2,2012,"Glen Park/Noe Valley",37.747095,-122.431421
990,990,"2 2012 North Beach",1,2,2012,"North Beach",37.799254,-122.407458
991,991,"2 2012 Oceanview/Merced/Ingleside",1,2,2012,"Oceanview/Merced/Ingleside",37.718959,-122.462039
992,992,"2 2012 Outer Mission",4,2,2012,"Excelsior/Outer Mission",37.709585,-122.455082
993,993,"2 2012 Outer Richmond",8,2,2012,"Outer Richmond",37.776683,-122.489908
994,994,"2 2012 Pacific Heights",3,2,2012,"Pacific Heights",37.792182,-122.432784
995,995,"2 2012 Portola",1,2,2012,"Portola",37.72647,-122.407642
996,996,"2 2012 Potrero Hill",2,2,2012,"Potrero Hill",37.759056,-122.398618
997,997,"2 2012 Russian Hill",7,2,2012,"Russian Hill",37.800432,-122.417609
998,998,"2 2012 South of Market",1,2,2012,"Financial District/South Beach/SOMA",37.779527,-122.405727
999,999,"2 2012 Sunset/Parkside",9,2,2012,"Sunset/Parkside",37.749026,-122.493742
1000,1000,"2 2012 Tenderloin",6,2,2012,"Tenderloin",37.784141,-122.414748
1001,1001,"2 2012 Twin Peaks",4,2,2012,"Twin Peaks",37.753375,-122.445652
1002,1002,"2 2012 Visitacion Valley",1,2,2012,"Visitacion Valley",37.713141,-122.408825
1003,1003,"2 2012 West of Twin Peaks",1,2,2012,"West of Twin Peaks",37.737955,-122.460363
1004,1004,"2 2012 Western Addition",2,2,2012,"Western Addition",37.780587,-122.43451
1005,1005,"2 2013 Bayview Hunters Point",2,2,2013,"Bayview Hunters Point",37.730696,-122.388515
1006,1006,"2 2013 Castro/Upper Market",4,2,2013,"Castro/Upper Market",37.758812,-122.435644
1007,1007,"2 2013 Chinatown",1,2,2013,"Chinatown",37.795073,-122.40635
1008,1008,"2 2013 Excelsior",3,2,2013,"Excelsior/Outer Mission",37.7223,-122.431224
1009,1009,"2 2013 Financial District/South Beach",1,2,2013,"Financial District/South Beach/SOMA",37.793213,-122.398187
1010,1010,"2 2013 Golden Gate Park",2,2,2013,"Golden Gate Park",37.769283,-122.473486
1011,1011,"2 2013 Haight Ashbury",2,2,2013,"Haight Ashbury/Hayes Valley",37.76991,-122.447678
1012,1012,"2 2013 Hayes Valley",1,2,2013,"Haight Ashbury/Hayes Valley",37.776425,-122.426235
1013,1013,"2 2013 Inner Richmond",2,2,2013,"Inner Richmond",37.778849,-122.468955
1014,1014,"2 2013 Inner Sunset",1,2,2013,"Inner Sunset",37.762068,-122.467189
1015,1015,"2 2013 Japantown",1,2,2013,"Japantown",37.78584,-122.429952
1016,1016,"2 2013 Lakeshore",7,2,2013,"Lakeshore",37.71872,-122.477916
1017,1017,"2 2013 Lone Mountain/USF",1,2,2013,"Lone Mountain/USF",37.777975,-122.452816
1018,1018,"2 2013 Marina",3,2,2013,"Marina",37.802877,-122.436969
1019,1019,"2 2013 Mission",16,2,2013,"Mission",37.758338,-122.414678
1020,1020,"2 2013 Nob Hill",8,2,2013,"Nob Hill",37.793044,-122.414461
1021,1021,"2 2013 Noe Valley",2,2,2013,"Glen Park/Noe Valley",37.747095,-122.431421
1022,1022,"2 2013 North Beach",3,2,2013,"North Beach",37.799254,-122.407458
1023,1023,"2 2013 Outer Mission",1,2,2013,"Excelsior/Outer Mission",37.709585,-122.455082
1024,1024,"2 2013 Outer Richmond",7,2,2013,"Outer Richmond",37.776683,-122.489908
1025,1025,"2 2013 Pacific Heights",6,2,2013,"Pacific Heights",37.792182,-122.432784
1026,1026,"2 2013 Potrero Hill",1,2,2013,"Potrero Hill",37.759056,-122.398618
1027,1027,"2 2013 Presidio Heights",1,2,2013,"Presidio Heights",37.788849,-122.452228
1028,1028,"2 2013 Russian Hill",4,2,2013,"Russian Hill",37.800432,-122.417609
1029,1029,"2 2013 South of Market",4,2,2013,"Financial District/South Beach/SOMA",37.779527,-122.405727
1030,1030,"2 2013 Sunset/Parkside",7,2,2013,"Sunset/Parkside",37.749026,-122.493742
1031,1031,"2 2013 Tenderloin",8,2,2013,"Tenderloin",37.784141,-122.414748
1032,1032,"2 2013 Twin Peaks",1,2,2013,"Twin Peaks",37.753375,-122.445652
1033,1033,"2 2013 Visitacion Valley",1,2,2013,"Visitacion Valley",37.713141,-122.408825
1034,1034,"2 2013 West of Twin Peaks",4,2,2013,"West of Twin Peaks",37.737955,-122.460363
1035,1035,"2 2014 Bayview Hunters Point",3,2,2014,"Bayview Hunters Point",37.730696,-122.388515
1036,1036,"2 2014 Bernal Heights",5,2,2014,"Bernal Heights",37.741391,-122.414033
1037,1037,"2 2014 Castro/Upper Market",9,2,2014,"Castro/Upper Market",37.758812,-122.435644
1038,1038,"2 2014 Chinatown",2,2,2014,"Chinatown",37.795073,-122.40635
1039,1039,"2 2014 Excelsior",11,2,2014,"Excelsior/Outer Mission",37.7223,-122.431224
1040,1040,"2 2014 Glen Park",1,2,2014,"Glen Park/Noe Valley",37.735976,-122.434464
1041,1041,"2 2014 Haight Ashbury",5,2,2014,"Haight Ashbury/Hayes Valley",37.76991,-122.447678
1042,1042,"2 2014 Hayes Valley",2,2,2014,"Haight Ashbury/Hayes Valley",37.776425,-122.426235
1043,1043,"2 2014 Inner Richmond",1,2,2014,"Inner Richmond",37.778849,-122.468955
1044,1044,"2 2014 Inner Sunset",4,2,2014,"Inner Sunset",37.762068,-122.467189
1045,1045,"2 2014 Lakeshore",8,2,2014,"Lakeshore",37.71872,-122.477916
1046,1046,"2 2014 Lone Mountain/USF",3,2,2014,"Lone Mountain/USF",37.777975,-122.452816
1047,1047,"2 2014 Marina",2,2,2014,"Marina",37.802877,-122.436969
1048,1048,"2 2014 Mission",16,2,2014,"Mission",37.758338,-122.414678
1049,1049,"2 2014 Nob Hill",6,2,2014,"Nob Hill",37.793044,-122.414461
1050,1050,"2 2014 Noe Valley",4,2,2014,"Glen Park/Noe Valley",37.747095,-122.431421
1051,1051,"2 2014 North Beach",6,2,2014,"North Beach",37.799254,-122.407458
1052,1052,"2 2014 Outer Richmond",6,2,2014,"Outer Richmond",37.776683,-122.489908
1053,1053,"2 2014 Pacific Heights",3,2,2014,"Pacific Heights",37.792182,-122.432784
1054,1054,"2 2014 Portola",3,2,2014,"Portola",37.72647,-122.407642
1055,1055,"2 2014 Potrero Hill",1,2,2014,"Potrero Hill",37.759056,-122.398618
1056,1056,"2 2014 Presidio Heights",2,2,2014,"Presidio Heights",37.788849,-122.452228
1057,1057,"2 2014 Russian Hill",6,2,2014,"Russian Hill",37.800432,-122.417609
1058,1058,"2 2014 South of Market",3,2,2014,"Financial District/South Beach/SOMA",37.779527,-122.405727
