"...1","X","buyout_amount","address","nhood","long","lat","month","year","centroid_lat","centroid_long"
1,2,12606.13,"1447 Newcomb Avenue","Bayview Hunters Point",-122.386959257481,37.7335905520907,11,2015,37.730696,-122.388515
2,3,15000,"53 Pearl Street","Mission",-122.42386644284,37.7704744627752,5,2016,37.758338,-122.414678
3,4,15000,"759 06th Avenue","Inner Richmond",-122.463849182157,37.7743561811668,8,2018,37.778849,-122.468955
4,5,5000,"655 Stockton Street","Nob Hill",-122.407475907357,37.7918147906856,10,2021,37.793044,-122.414461
5,6,10000,"1215 Jamestown Avenue","Bayview Hunters Point",-122.397527605144,37.7206865677171,5,2022,37.730696,-122.388515
6,9,2e+05,"2424 Gough Street","Pacific Heights",-122.426735651388,37.7956050036734,10,2018,37.792182,-122.432784
7,10,35000,"229 Judson Avenue","West of Twin Peaks",-122.447277146897,37.7282473814097,2,2022,37.737955,-122.460363
8,11,10640,"1532 Fulton Street","Lone Mountain/USF",-122.44208267653,37.776393483057,11,2016,37.777975,-122.452816
9,12,81435.08,"676 Castro Street","Castro/Upper Market",-122.434784608554,37.7580986759805,6,2017,37.758812,-122.435644
10,13,52000,"509 Randolph Street","Oceanview/Merced/Ingleside",-122.467275722679,37.714249798604,4,2022,37.718959,-122.462039
11,15,21597,"2106 26th Avenue","Sunset/Parkside",-122.483547573443,37.7481277677833,5,2016,37.749026,-122.493742
12,16,85000,"448 14th Street","Mission",-122.423300958469,37.7681061775142,7,2018,37.758338,-122.414678
13,20,20939,"1966 Pacific Avenue","Pacific Heights",-122.427601634139,37.7942926229516,12,2019,37.792182,-122.432784
14,22,7500,"2635 Sacramento Street","Pacific Heights",-122.436286290529,37.7895311433491,1,2017,37.792182,-122.432784
15,23,45000,"1972 Union Street","Marina",-122.431790191895,37.7975936208508,12,2019,37.802877,-122.436969
16,28,15500,"744 Dartmouth Street","Portola",-122.409820743012,37.7214203792913,8,2019,37.72647,-122.407642
17,31,24500,"421 Lyon Street","Lone Mountain/USF",-122.442851305909,37.774603271217,11,2016,37.777975,-122.452816
18,32,3000,"1985 San Jose Avenue","Excelsior/Outer Mission",-122.442766714036,37.7253149131214,8,2017,37.709585,-122.455082
19,34,26137,"1503 Waller Street","Haight Ashbury/Hayes Valley",-122.448544583343,37.7688241273407,12,2021,37.76991,-122.447678
20,35,55353.11,"972 Harrison Street","Financial District/South Beach/SOMA",-122.403392371391,37.7778618047582,9,2019,37.779527,-122.405727
21,37,15000,"3435 Cesar Chavez Street","Bernal Heights",-122.418977918886,37.7480710713414,5,2022,37.741391,-122.414033
22,38,30000,"647 Vienna Street","Excelsior/Outer Mission",-122.432121151906,37.718172087832,12,2017,37.7223,-122.431224
23,39,50000,"381 day Street","Glen Park/Noe Valley",-122.430554234457,37.7426376802491,8,2019,37.747095,-122.431421
24,42,35000,"1290 Grove Street","Haight Ashbury/Hayes Valley",-122.437778195178,37.7759862993751,9,2018,37.776425,-122.426235
25,47,50000,"1728 Cabrillo Street","Outer Richmond",-122.477199184461,37.7747945839633,2,2017,37.776683,-122.489908
26,51,30013.05,"240 Bowdoin Street","Portola",-122.413008642291,37.7311669717847,5,2021,37.72647,-122.407642
27,52,NA,"1781 Revere Avenue","Bayview Hunters Point",-122.393441005372,37.7334884586131,12,2020,37.730696,-122.388515
28,59,17000,"54 Fair Avenue","Bernal Heights",-122.419132566866,37.7452604140953,11,2017,37.741391,-122.414033
29,60,27000,"1554 28th Avenue","Sunset/Parkside",-122.486420037192,37.7583947164751,7,2020,37.749026,-122.493742
30,62,32068.88,"203 Carl Street","Inner Sunset",-122.452907310368,37.7654031112707,11,2019,37.762068,-122.467189
31,65,23000,"255 Steiner Street","Haight Ashbury/Hayes Valley",-122.432079914661,37.7716040168815,1,2016,37.76991,-122.447678
32,77,12000,"179 Burnside Avenue","West of Twin Peaks",-122.438686398331,37.7336374033725,1,2017,37.737955,-122.460363
33,79,20000,"443 austin Street","Pacific Heights",-122.426053917259,37.7884232324951,8,2017,37.792182,-122.432784
34,80,170000,"3653 Webster Street","Marina",-122.435314802849,37.804313877033,5,2022,37.802877,-122.436969
35,82,1e+05,"1457 South Van Ness Avenue","Mission",-122.416000699486,37.749877253513,7,2019,37.758338,-122.414678
36,84,0,"307 Crestmont Drive","Inner Sunset",-122.4601148945,37.757430547659,8,2017,37.762068,-122.467189
37,85,7300,"1225 20th Avenue","Sunset/Parkside",-122.478335959809,37.7648951736834,8,2021,37.749026,-122.493742
38,87,117528.77,"1758 Great Highway","Sunset/Parkside",-122.508514715611,37.7536142521026,6,2021,37.749026,-122.493742
39,89,60000,"406 Faxon Avenue","Oceanview/Merced/Ingleside",-122.460204260737,37.7220297508696,10,2019,37.718959,-122.462039
40,90,70000,"643 Webster Street","Haight Ashbury/Hayes Valley",-122.429751212417,37.7766523553021,9,2018,37.776425,-122.426235
41,93,9000,"129 Saturn Street","Castro/Upper Market",-122.443534820425,37.7626153013843,11,2017,37.758812,-122.435644
42,94,90000,"378 Corbett Avenue","Castro/Upper Market",-122.446047765183,37.7592525799743,7,2021,37.758812,-122.435644
43,96,105733.32,"1165 Shotwell Street","Mission",-122.414896258209,37.749827156583,11,2015,37.758338,-122.414678
44,97,56000,"711 Hampshire Street","Potrero Hill",-122.408023875545,37.7604043172258,6,2021,37.759056,-122.398618
45,100,15000,"4418 23rd Street","Glen Park/Noe Valley",-122.441182794871,37.7525035813435,7,2016,37.747095,-122.431421
46,101,15000,"551 Page Street","Haight Ashbury/Hayes Valley",-122.429831836471,37.7731199685209,9,2015,37.776425,-122.426235
47,102,60000,"739 40th Avenue","Outer Richmond",-122.500511062336,37.7748283920439,12,2019,37.776683,-122.489908
48,104,23268,"18 Wayne Place","Chinatown",-122.410919422323,37.7966346983117,8,2019,37.795073,-122.40635
49,105,17964.8,"333 san jose Avenue","Mission",-122.42134786567,37.7497361759147,6,2018,37.758338,-122.414678
50,107,50000,"3322 Judah Street","Sunset/Parkside",-122.497671277191,37.7608217899619,2,2019,37.749026,-122.493742
51,108,57000,"1374 46th Avenue","Sunset/Parkside",-122.505942644134,37.7609324219947,10,2018,37.749026,-122.493742
52,110,193750,"56 Mason Street","Tenderloin",-122.409189212743,37.7838649891041,7,2018,37.784141,-122.414748
53,116,6000,"14 Isis Street","Mission",-122.414491779027,37.7704355021023,7,2018,37.758338,-122.414678
54,121,20000,"647 Vienna Street","Excelsior/Outer Mission",-122.432121151906,37.718172087832,3,2016,37.7223,-122.431224
55,126,60000,"3479 Mission Street","Bernal Heights",-122.422652177012,37.7412849191083,10,2020,37.741391,-122.414033
56,128,23867.22,"2736 43rd Avenue","Sunset/Parkside",-122.500962866686,37.7358875695428,6,2017,37.749026,-122.493742
57,131,85000,"318 San Jose Avenue","Mission",-122.421449639677,37.7500859557067,7,2019,37.758338,-122.414678
58,134,85000,"1625 Larkin Street","Russian Hill",-122.419501272468,37.7928531187887,8,2019,37.800432,-122.417609
59,135,65000,"3369 21st Street","Mission",-122.422619898227,37.7567902007853,7,2020,37.758338,-122.414678
60,136,20704,"366 San Carlos Street","Mission",-122.41978894702,37.7575435054448,6,2018,37.758338,-122.414678
61,137,30000,"1950 Pierce Street","Pacific Heights",-122.437013519848,37.788027354215,3,2022,37.792182,-122.432784
62,143,12562,"566 London Street","Excelsior/Outer Mission",-122.437197547071,37.7202046347976,11,2017,37.7223,-122.431224
63,144,475,"1286 Folsom Street","Financial District/South Beach/SOMA",-122.411397134615,37.7739911336725,12,2017,37.779527,-122.405727
64,155,65000,"3312 Clay Street","Presidio Heights",-122.44745793907,37.7890659333673,11,2020,37.788849,-122.452228
65,158,60000,"1927 Page Street","Haight Ashbury/Hayes Valley",-122.452559102048,37.7702278924504,4,2018,37.76991,-122.447678
66,161,21613.6,"225 11th Avenue","Inner Richmond",-122.469917934575,37.7840720769186,8,2016,37.778849,-122.468955
67,162,45000,"152 04th Avenue","Inner Richmond",-122.462459336198,37.7858252292936,6,2015,37.778849,-122.468955
68,167,20000,"11 Fielding Street","North Beach",-122.410064269836,37.8036761596976,10,2020,37.799254,-122.407458
69,174,26385.96,"1026 Montgomery Street","North Beach",-122.403901395048,37.7985257697084,2,2016,37.799254,-122.407458
70,175,50000,"820 Green Street","Russian Hill",-122.412704290334,37.7990765556295,11,2020,37.800432,-122.417609
71,178,27000,"131 Charles Street","Glen Park/Noe Valley",-122.425793906794,37.7383355565316,5,2017,37.735976,-122.434464
72,182,32400,"1310 Turk Street","Western Addition",-122.430707353749,37.780713425482,3,2021,37.780587,-122.43451
73,184,5000,"327 05TH Avenue","Inner Richmond",-122.463357568193,37.782441228987,8,2018,37.778849,-122.468955
74,186,63824.09,"1574 church Street","Glen Park/Noe Valley",-122.426903921955,37.7457017327896,5,2018,37.747095,-122.431421
75,187,20000,"667 Spruce Street","Presidio Heights",-122.453380410946,37.78251210833,5,2017,37.788849,-122.452228
76,188,55000,"1409 Anza Street","Inner Richmond",-122.463269567641,37.7791084066882,5,2021,37.778849,-122.468955
77,189,56993,"964 Minnesota Street","Potrero Hill",-122.390304717598,37.7583339955543,12,2016,37.759056,-122.398618
78,191,20953.4,"2364 Pacific Avenue","Pacific Heights",-122.434147185547,37.7934562549539,9,2017,37.792182,-122.432784
79,193,1e+05,"495 32nd Avenue","Outer Richmond",-122.49229145871,37.7799116712227,4,2020,37.776683,-122.489908
80,195,44000,"1575 47th Avenue","Sunset/Parkside",-122.506819168665,37.7571523617615,12,2017,37.749026,-122.493742
81,196,55000,"451 Frederick Street","Haight Ashbury/Hayes Valley",-122.451573772248,37.7665341550422,5,2018,37.76991,-122.447678
82,201,4500,"2186 Vallejo Street","Marina",-122.433202055593,37.7955031769997,6,2017,37.802877,-122.436969
83,205,3e+05,"759 Harrison Street","Financial District/South Beach/SOMA",-122.398828587077,37.7813909342205,2,2022,37.779527,-122.405727
84,206,35000,"59 Buena Vista Terrace","Castro/Upper Market",-122.438251659911,37.7679370231264,12,2021,37.758812,-122.435644
85,209,18500,"188 Banks Street","Bernal Heights",-122.412713537001,37.7404559124457,10,2018,37.741391,-122.414033
86,210,75329,"246 San Carlos Street","Mission",-122.41995895035,37.7594336740842,7,2015,37.758338,-122.414678
87,212,56000,"567 02nd Avenue","Inner Richmond",-122.459818585061,37.7780694290316,12,2021,37.778849,-122.468955
88,215,62500,"756 Chestnut Street","Russian Hill",-122.415812718447,37.8034648527057,7,2019,37.800432,-122.417609
89,223,40000,"1844 Anza Street","Inner Richmond",-122.467862158643,37.7789554566209,9,2017,37.778849,-122.468955
90,225,29500,"2415 Buchanan Street","Pacific Heights",-122.431175655111,37.7921986329521,10,2015,37.792182,-122.432784
91,230,50000,"819 27th Avenue","Outer Richmond",-122.486487047534,37.773942302387,7,2017,37.776683,-122.489908
92,232,30000,"584 Mississippi Street","Potrero Hill",-122.394294201754,37.7590494513338,7,2021,37.759056,-122.398618
93,233,11000,"341 Corbett Avenue","Castro/Upper Market",-122.445160260805,37.7599138552252,7,2017,37.758812,-122.435644
94,235,54358.75,"2005 Fulton Street","Lone Mountain/USF",-122.44988574801,37.7753460463255,8,2018,37.777975,-122.452816
95,236,35000,"1574 35th Avenue","Sunset/Parkside",-122.493892396388,37.7577202008691,1,2017,37.749026,-122.493742
96,238,40000,"862 York Street","Mission",-122.408757682042,37.7582810522882,9,2016,37.758338,-122.414678
97,240,40000,"1006 Page Street","Haight Ashbury/Hayes Valley",-122.437453801905,37.7722096794362,9,2017,37.76991,-122.447678
98,244,9280,"40 Niantic Avenue","Oceanview/Merced/Ingleside",-122.468451959318,37.7091570751214,1,2020,37.718959,-122.462039
99,249,60000,"100 Danvers Street","Castro/Upper Market",-122.443449819165,37.7603011892277,2,2016,37.758812,-122.435644
100,250,10000,"30 Gardenside Drive","Twin Peaks",-122.445040608747,37.751453652454,12,2015,37.753375,-122.445652
101,251,12562,"31 El Sereno Court","West of Twin Peaks",-122.44488989653,37.7386640227601,8,2019,37.737955,-122.460363
102,253,29446,"145 Masonic Avenue","Lone Mountain/USF",-122.447550704902,37.7806466235302,8,2017,37.777975,-122.452816
103,254,89500,"2505 Gough Street","Marina",-122.426963741656,37.7963924960339,8,2015,37.802877,-122.436969
104,256,7500,"1185 Naples Street","Excelsior/Outer Mission",-122.43767470894,37.7120789236114,10,2017,37.7223,-122.431224
105,257,33000,"1290 Grove Street","Haight Ashbury/Hayes Valley",-122.437778195178,37.7759862993751,9,2018,37.776425,-122.426235
106,260,11900,"119 Ramsell Street","Oceanview/Merced/Ingleside",-122.466231301344,37.7130329181076,6,2019,37.718959,-122.462039
107,266,62821.5,"2104 24th Street","Potrero Hill",-122.400751702978,37.7533678869905,6,2022,37.759056,-122.398618
108,269,6000,"1734 38th Avenue","Sunset/Parkside",-122.496893762429,37.754535810714,5,2020,37.749026,-122.493742
109,275,40000,"165 Moffitt Street","Glen Park/Noe Valley",-122.433784419289,37.7379497255193,5,2021,37.735976,-122.434464
110,276,10000,"1373 46th Avenue","Sunset/Parkside",-122.506013048585,37.7609637045202,12,2021,37.749026,-122.493742
111,278,39400,"351 Vernon Street","Oceanview/Merced/Ingleside",-122.468091663364,37.7188037125251,7,2018,37.718959,-122.462039
112,282,65000,"2288 sutter Street","Pacific Heights",-122.437967447145,37.7855235298995,2,2017,37.792182,-122.432784
113,286,40000,"72 Mirabel Avenue","Bernal Heights",-122.415930035775,37.7466214381558,5,2018,37.741391,-122.414033
114,287,8000,"3110 Clay Street","Pacific Heights",-122.444394515516,37.7894560610335,1,2019,37.792182,-122.432784
115,295,50000,"2790 23rd Street","Mission",-122.408134073379,37.7544981930616,1,2018,37.758338,-122.414678
116,296,74849.24,"1849 Mcallister Street","Lone Mountain/USF",-122.442492980238,37.7772489594674,7,2018,37.777975,-122.452816
117,299,56500,"3171 Cesar Chavez Street","Bernal Heights",-122.413013895512,37.7481907216049,3,2019,37.741391,-122.414033
118,301,18000,"72 Macondray Lane","Russian Hill",-122.415190785914,37.7992475501271,6,2021,37.800432,-122.417609
119,306,10085.48,"737 Green Street","Chinatown",-122.411231214054,37.7992079419099,5,2018,37.795073,-122.40635
120,309,150000,"121 16th Avenue","Outer Richmond",-122.475520154719,37.7857516283548,1,2022,37.776683,-122.489908
121,311,50000,"4505 18th Street","Castro/Upper Market",-122.439529415964,37.7605934309622,11,2017,37.758812,-122.435644
122,312,25410,"1632 Broderick Street","Pacific Heights",-122.441584792444,37.7853802806224,12,2020,37.792182,-122.432784
123,316,60000,"723 Banks Street","Bernal Heights",-122.413069610126,37.7344834261706,5,2016,37.741391,-122.414033
124,320,35000,"42 Lower Terrace","Castro/Upper Market",-122.441726853346,37.7628744920866,4,2017,37.758812,-122.435644
125,325,50000,"196 Jules Avenue","Oceanview/Merced/Ingleside",-122.461220873552,37.7217128602009,7,2021,37.718959,-122.462039
126,326,NA,"2731 Clement Street","Outer Richmond",-122.488468362423,37.7818352769288,2,2021,37.776683,-122.489908
127,331,6000,"1100 Leavenworth Street","Nob Hill",-122.415747640241,37.7913044873715,9,2020,37.793044,-122.414461
128,338,28443,"1322 29th Avenue","Sunset/Parkside",-122.487785154194,37.7626288198262,11,2017,37.749026,-122.493742
129,339,29200,"431 head Street","Oceanview/Merced/Ingleside",-122.464454413754,37.7148944810093,2,2022,37.718959,-122.462039
130,340,20000,"857 Cole Street","Haight Ashbury/Hayes Valley",-122.450087896178,37.7662115668502,11,2017,37.76991,-122.447678
131,341,30000,"958 Somerset Street","Portola",-122.404788731296,37.7198684010363,8,2015,37.72647,-122.407642
132,343,75000,"276 Nevada Street","Bernal Heights",-122.411512166154,37.7386300154946,5,2022,37.741391,-122.414033
133,344,46000,"1326 Utah Street","Mission",-122.40534144438,37.7526857736208,12,2017,37.758338,-122.414678
134,348,20354,"1350 24th Avenue","Sunset/Parkside",-122.482395338729,37.7623843963981,9,2015,37.749026,-122.493742
135,350,8000,"1165 Francisco Street","Russian Hill",-122.424322036084,37.8032599483594,3,2016,37.800432,-122.417609
136,352,13500,"1788 Clay Street","Russian Hill",-122.422456058744,37.7922389099919,8,2021,37.800432,-122.417609
137,353,30000,"956 Ashbury Street","Haight Ashbury/Hayes Valley",-122.445852475884,37.7647663188236,7,2015,37.76991,-122.447678
138,355,50000,"350 Dolores Street","Castro/Upper Market",-122.426431715914,37.7637694722932,3,2020,37.758812,-122.435644
139,360,40000,"701 Mangels Avenue","West of Twin Peaks",-122.453546634739,37.7330066694457,3,2022,37.737955,-122.460363
140,364,10000,"790 46th Avenue","Outer Richmond",-122.506817092333,37.7736412241677,10,2018,37.776683,-122.489908
141,366,70000,"533 Page Street","Haight Ashbury/Hayes Valley",-122.429571962526,37.7731530268144,2,2022,37.776425,-122.426235
142,367,25000,"2116 17th Avenue","West of Twin Peaks",-122.473899549066,37.7483807835132,1,2016,37.737955,-122.460363
143,372,50000,"44 Juanita Way","West of Twin Peaks",-122.452425217458,37.7440686549526,10,2021,37.737955,-122.460363
144,373,24000,"914 Cabrillo Street","Inner Richmond",-122.46840719351,37.7751952998052,3,2021,37.778849,-122.468955
145,374,27422,"409 Vallejo Street","North Beach",-122.40426189302,37.7991248671983,6,2015,37.799254,-122.407458
146,375,29000,"312 Monticello Street","Oceanview/Merced/Ingleside",-122.470735423559,37.7199632904809,11,2015,37.718959,-122.462039
147,376,71958,"1334 Natoma Street","Mission",-122.418547317096,37.7677799600831,4,2022,37.758338,-122.414678
148,379,29451,"2720 36th Avenue","Sunset/Parkside",-122.493488392882,37.736281520732,8,2016,37.749026,-122.493742
149,381,75000,"140 Noe Street","Castro/Upper Market",-122.43339752043,37.7668580858109,9,2019,37.758812,-122.435644
150,382,54000,"1526 Irving Street","Inner Sunset",-122.474265825955,37.7637200213255,5,2022,37.762068,-122.467189
151,384,22000,"2908 Folsom Street","Mission",-122.413952966865,37.7506997872759,10,2016,37.758338,-122.414678
152,386,14450,"856 Shotwell Street","Mission",-122.415434157152,37.7547352257741,8,2020,37.758338,-122.414678
153,389,NA,"1852 Fell Street","Lone Mountain/USF",-122.448382396064,37.7727107185527,1,2019,37.777975,-122.452816
154,390,80000,"451 Guerrero Street","Mission",-122.423952825361,37.7638829617403,12,2020,37.758338,-122.414678
155,395,22500,"4274 23rd Street","Glen Park/Noe Valley",-122.438076463382,37.7526947527018,11,2021,37.747095,-122.431421
156,397,30000,"18 Elgin Park","Mission",-122.423320382029,37.7711519600804,8,2019,37.758338,-122.414678
157,402,49418,"47 Stoneyford Avenue","Excelsior/Outer Mission",-122.420984386415,37.730338275212,5,2019,37.7223,-122.431224
158,403,52369,"3964 18th Street","Castro/Upper Market",-122.432004481338,37.7611018526088,10,2020,37.758812,-122.435644
159,408,42000,"3330 19th Street","Mission",-122.417654376382,37.7603619179273,8,2017,37.758338,-122.414678
160,410,50000,"390 Liberty Street","Castro/Upper Market",-122.429873664869,37.7572508955751,11,2016,37.758812,-122.435644
161,412,10000,"355 Fulton Street","Haight Ashbury/Hayes Valley",-122.422611963773,37.7788211431528,3,2019,37.776425,-122.426235
162,413,36000,"2359 20th Avenue","Sunset/Parkside",-122.476866434341,37.7437845535413,5,2022,37.749026,-122.493742
163,414,57200,"513 Lyon Street","Lone Mountain/USF",-122.44302869513,37.7754773394838,4,2020,37.777975,-122.452816
164,415,87000,"1895 Lombard Street","Marina",-122.432607364788,37.8001952360098,8,2018,37.802877,-122.436969
165,416,15000,"2387 Bay Street","Marina",-122.446252917334,37.8014322984562,5,2021,37.802877,-122.436969
166,417,70000,"901 Broderick Street","Western Addition",-122.440277804949,37.778601225607,9,2019,37.780587,-122.43451
167,419,70000,"820 Visitacion Avenue","Visitacion Valley",-122.407264897201,37.711290946266,3,2021,37.713141,-122.408825
168,421,2619.56,"44 Peralta Avenue","Bernal Heights",-122.405816207481,37.7480249331663,4,2019,37.741391,-122.414033
169,425,42130,"727 Madrid Street","Excelsior/Outer Mission",-122.435479655712,37.7180500988087,11,2020,37.7223,-122.431224
170,426,60000,"43 Brant Alley","North Beach",-122.410286667497,37.8018502876149,12,2019,37.799254,-122.407458
171,430,108000,"384 Waller Street","Haight Ashbury/Hayes Valley",-122.429964109273,37.7712454596601,3,2022,37.776425,-122.426235
172,434,50000,"234 Sussex Street","Glen Park/Noe Valley",-122.437073028285,37.7365159861399,6,2022,37.735976,-122.434464
173,447,24000,"1042 Divisadero Street","Western Addition",-122.43856290563,37.7791524655752,3,2019,37.780587,-122.43451
174,448,105427.18,"1118 Shotwell Street","Mission",-122.415027929503,37.7504893204977,10,2020,37.758338,-122.414678
175,453,23114,"1315 Jackson Street","Russian Hill",-122.416778504681,37.7947173969312,11,2019,37.800432,-122.417609
176,454,30000,"1464 Hyde Street","Russian Hill",-122.418025173941,37.7942427496667,9,2020,37.800432,-122.417609
177,455,35000,"570 34th Avenue","Outer Richmond",-122.494261900617,37.7783202447062,8,2019,37.776683,-122.489908
178,457,47000,"417 32nd Avenue","Outer Richmond",-122.492394569716,37.7813043776011,5,2019,37.776683,-122.489908
179,458,45300,"180 Corwin Street","Twin Peaks",-122.440517245934,37.7574102539871,1,2021,37.753375,-122.445652
180,459,13500,"719 Faxon Avenue","West of Twin Peaks",-122.459983540061,37.7261889499403,1,2019,37.737955,-122.460363
181,460,50000,"226 06th Street","Financial District/South Beach/SOMA",-122.406795094905,37.7794039904598,9,2020,37.779527,-122.405727
182,461,60000,"1721 Cabrillo Street","Outer Richmond",-122.477126384134,37.774743753808,2,2021,37.776683,-122.489908
183,463,NA,"77 San Jacinto Way","West of Twin Peaks",-122.463049223191,37.7328793292148,5,2018,37.737955,-122.460363
184,465,10000,"2700 Polk Street","Russian Hill",-122.422899137972,37.8016562195459,8,2018,37.800432,-122.417609
185,466,32310,"19 Loyola Terrace","Lone Mountain/USF",-122.448936495197,37.775695084812,9,2021,37.777975,-122.452816
186,467,21000,"1912 sloat Boulevard","Sunset/Parkside",-122.494655564944,37.7339825696465,8,2017,37.749026,-122.493742
187,472,19000,"1024 Filbert Street","Russian Hill",-122.416437052626,37.8005191860628,10,2019,37.800432,-122.417609
188,475,51286.03,"1969 San Jose Avenue","Excelsior/Outer Mission",-122.442545762056,37.7255767882589,8,2018,37.709585,-122.455082
189,478,71200,"740 20th Avenue","Outer Richmond",-122.478894730654,37.773909213997,10,2016,37.776683,-122.489908
190,479,19500,"1075 14th Street","Castro/Upper Market",-122.437692034837,37.767173006942,12,2017,37.758812,-122.435644
191,486,25000,"1668 Washington Street","Russian Hill",-122.420699727117,37.793359011759,8,2016,37.800432,-122.417609
192,487,40000,"935 York Street","Mission",-122.408575168658,37.757076741818,4,2018,37.758338,-122.414678
193,488,41000,"887 Rhode Island Street","Potrero Hill",-122.401957492905,37.7586334948648,9,2021,37.759056,-122.398618
194,489,15000,"505 26th Avenue","Outer Richmond",-122.485843049514,37.7798803241399,6,2021,37.776683,-122.489908
195,490,15000,"1910 43rd Avenue","Sunset/Parkside",-122.502021232237,37.7509845626249,9,2020,37.749026,-122.493742
196,491,5563.48,"617 Bosworth Street","West of Twin Peaks",-122.434381372939,37.7335118577107,2,2018,37.737955,-122.460363
197,495,62000,"2253 15th Street","Castro/Upper Market",-122.434435264292,37.7657688588163,10,2015,37.758812,-122.435644
198,496,22000,"625 Madrid Street","Excelsior/Outer Mission",-122.43428574232,37.7196336002459,5,2022,37.7223,-122.431224
199,498,40000,"739 Clayton Street","Haight Ashbury/Hayes Valley",-122.448286473624,37.768124879065,10,2016,37.76991,-122.447678
200,499,33000,"1230 Clay Street","Nob Hill",-122.413393612172,37.7933944321521,3,2020,37.793044,-122.414461
201,501,30000,"489 Faxon Avenue","Oceanview/Merced/Ingleside",-122.460277028082,37.7233955645135,1,2021,37.718959,-122.462039
202,502,12000,"1591 Page Street","Haight Ashbury/Hayes Valley",-122.4469070888,37.770942070624,2,2020,37.76991,-122.447678
203,504,20000,"1461 Revere Avenue","Bayview Hunters Point",-122.387577954482,37.7301649621712,2,2017,37.730696,-122.388515
204,505,24000,"312 Francisco Street","North Beach",-122.410358249941,37.8051039690242,6,2019,37.799254,-122.407458
205,506,60000,"1045 Hampshire Street","Potrero Hill",-122.407511422793,37.7553871423726,3,2020,37.759056,-122.398618
206,516,30000,"832 Elizabeth Street","Glen Park/Noe Valley",-122.439305991542,37.7518151676316,9,2021,37.747095,-122.431421
207,519,55000,"1371 Alabama Street","Mission",-122.410684567968,37.7499934023921,12,2018,37.758338,-122.414678
208,521,75000,"4945 Anza Street","Outer Richmond",-122.501164442675,37.7773901083696,11,2019,37.776683,-122.489908
209,523,40000,"77 Manchester Street","Bernal Heights",-122.414193035144,37.745527079357,4,2019,37.741391,-122.414033
210,524,17473.21,"1761 Vallejo Street","Pacific Heights",-122.426238362229,37.7963347729671,7,2017,37.792182,-122.432784
211,525,15000,"115 Haight Street","Haight Ashbury/Hayes Valley",-122.424096791807,37.7728935950138,11,2016,37.776425,-122.426235
212,527,10000,"785 Green Street","Chinatown",-122.412061406531,37.799103046153,7,2021,37.795073,-122.40635
213,529,1e+05,"2945 Harrison Street","Mission",-122.411655746866,37.7503144065028,1,2016,37.758338,-122.414678
214,531,26000,"1511 28th Avenue","Sunset/Parkside",-122.486540642734,37.7591481113637,4,2019,37.749026,-122.493742
215,532,14000,"1242 Washington Street","Nob Hill",-122.413747146009,37.7942598276215,1,2020,37.793044,-122.414461
216,533,75000,"1466 Dolores Street","Glen Park/Noe Valley",-122.424716010803,37.7459489555756,2,2021,37.747095,-122.431421
217,536,40000,"99 cragmont Avenue","Inner Sunset",-122.467363354215,37.7491245434337,4,2018,37.762068,-122.467189
218,541,70000,"2716 Alemany Boulevard","Excelsior/Outer Mission",-122.449344178462,37.7138131656736,8,2021,37.709585,-122.455082
219,543,140000,"17 Chattanooga Street","Glen Park/Noe Valley",-122.426735644902,37.7562461423254,2,2018,37.747095,-122.431421
220,545,87000,"1342 Stevenson Street","Mission",-122.421722834772,37.7708929971036,8,2018,37.758338,-122.414678
221,549,50000,"3201 Octavia Street","Marina",-122.429731746526,37.8017435220278,2,2020,37.802877,-122.436969
222,553,35000,"4038 Cabrillo Street","Outer Richmond",-122.501919217013,37.7736643735543,11,2016,37.776683,-122.489908
223,555,6627,"40 Inca Lane","Western Addition",-122.429006667499,37.783145794352,5,2018,37.780587,-122.43451
224,556,469562.5,"145 Laurel Street","Presidio Heights",-122.450797535597,37.7899948529651,5,2021,37.788849,-122.452228
225,557,70000,"859 South van Ness Avenue","Mission",-122.416915908492,37.7594419232025,5,2017,37.758338,-122.414678
226,558,36643.2,"862 York Street","Mission",-122.408757682042,37.7582810522882,10,2016,37.758338,-122.414678
227,562,25300,"278 Precita Avenue","Bernal Heights",-122.414151373082,37.747234307681,9,2021,37.741391,-122.414033
228,563,11000,"383 Bartlett Street","Mission",-122.419410665489,37.7509011870353,12,2017,37.758338,-122.414678
229,565,11780,"178 Eureka Street","Castro/Upper Market",-122.438195836037,37.7594751854845,12,2016,37.758812,-122.435644
230,567,40408.96,"2751 Clay Street","Pacific Heights",-122.438337801364,37.7901633047044,6,2016,37.792182,-122.432784
231,573,70000,"1398 18th Avenue","Inner Sunset",-122.475909612953,37.7618435548427,3,2019,37.762068,-122.467189
232,575,35950,"1783 Newcomb Avenue","Bayview Hunters Point",-122.393188099406,37.7371249549054,1,2017,37.730696,-122.388515
233,577,56000,"2307 Van Ness Avenue","Marina",-122.423776307623,37.7967828341957,5,2019,37.802877,-122.436969
234,578,67622.8,"1139 Pacific Avenue","Nob Hill",-122.413969657883,37.7959868737995,8,2016,37.793044,-122.414461
235,580,199900,"1626 Washington Street","Russian Hill",-122.420088323591,37.7934364386328,11,2019,37.800432,-122.417609
236,581,9782.26,"291 Whitney Street","Glen Park/Noe Valley",-122.427567530104,37.7374024830155,6,2017,37.735976,-122.434464
