"...1","X","buyout_amount","address","nhood","long","lat","month","year","centroid_lat","centroid_long"
1343,3335,17368.89,"1671 12th Avenue","Inner Sunset",-122.469089223731,37.7570133942267,3,2020,37.762068,-122.467189
1344,3340,35000,"1175 Chestnut Street","Russian Hill",-122.422694946746,37.8025191418224,5,2019,37.800432,-122.417609
1345,3344,40000,"573 07th Avenue","Inner Richmond",-122.465156632084,37.7777235686468,9,2020,37.778849,-122.468955
1346,3345,14018,"945 capp Street","Mission",-122.41726574018,37.751585128311,11,2018,37.758338,-122.414678
1347,3346,45000,"63 Palm Avenue","Presidio Heights",-122.458022843152,37.7846179064036,7,2018,37.788849,-122.452228
1348,3350,60000,"5940 California Street","Outer Richmond",-122.481196341175,37.7840878479248,7,2021,37.776683,-122.489908
1349,3354,22600,"1333 Lyon Street","Presidio Heights",-122.444601575309,37.7832575848874,3,2020,37.788849,-122.452228
1350,3355,167000,"1567 Fulton Street","Lone Mountain/USF",-122.442564541588,37.7762774781968,8,2017,37.777975,-122.452816
1351,3357,25700,"116 Frederick Street","Haight Ashbury/Hayes Valley",-122.44529060066,37.7673892487681,10,2015,37.76991,-122.447678
1352,3358,53000,"103 Hoffman Avenue","Glen Park/Noe Valley",-122.440822353635,37.7532086419691,5,2017,37.747095,-122.431421
1353,3360,65000,"744 Hyde Street","Nob Hill",-122.41670473072,37.7876822681515,8,2018,37.793044,-122.414461
1354,3361,15000,"970 Burnett Avenue","Twin Peaks",-122.444962055159,37.7474633636848,9,2018,37.753375,-122.445652
1355,3362,35000,"22 Flint Street","Castro/Upper Market",-122.436703678034,37.7643356492623,3,2021,37.758812,-122.435644
1356,3364,3000,"445 Francisco Street","North Beach",-122.412531975559,37.8047776980588,2,2020,37.799254,-122.407458
1357,3370,35000,"305 Bocana Street","Bernal Heights",-122.418647491786,37.7391653090699,7,2020,37.741391,-122.414033
1358,3374,40000,"1289 48th Avenue","Sunset/Parkside",-122.508264387992,37.7624577632678,4,2021,37.749026,-122.493742
1359,3376,3276,"1060 Fulton Street","Western Addition",-122.434219360339,37.7773968194155,11,2020,37.780587,-122.43451
1360,3383,20000,"2085 Hayes Street","Lone Mountain/USF",-122.450666121455,37.7733339472443,7,2021,37.777975,-122.452816
1361,3384,16000,"251 Tocoloma Avenue","Bayview Hunters Point",-122.397979007578,37.7119478655532,12,2018,37.730696,-122.388515
1362,3385,75000,"3040 Jackson Street","Pacific Heights",-122.445186294576,37.7911517406865,11,2019,37.792182,-122.432784
1363,3386,32126,"997 Clayton Street","Haight Ashbury/Hayes Valley",-122.447296080691,37.7639808627759,9,2021,37.76991,-122.447678
1364,3396,51671.51,"237 Greenwich Street","North Beach",-122.403741316553,37.8030073732698,8,2021,37.799254,-122.407458
1365,3398,33031,"1556 thomas Avenue","Bayview Hunters Point",-122.39046814664,37.7299776606135,10,2017,37.730696,-122.388515
1366,3400,19635.94,"643 Webster Street","Haight Ashbury/Hayes Valley",-122.429751212417,37.7766523553021,1,2019,37.776425,-122.426235
1367,3403,54000,"1719 35th Avenue","Sunset/Parkside",-122.493769663819,37.75495466619,3,2019,37.749026,-122.493742
1368,3410,13000,"270 Valencia Street","Mission",-122.422284180268,37.7685367593416,10,2020,37.758338,-122.414678
1369,3411,12200,"21 Whitney Street","Glen Park/Noe Valley",-122.427807156161,37.741490299161,5,2019,37.735976,-122.434464
1370,3414,66500,"531 06th Avenue","Inner Richmond",-122.464148531782,37.7784910889456,6,2022,37.778849,-122.468955
1371,3416,17900,"357 26th Avenue","Outer Richmond",-122.486054985186,37.78278741033,1,2018,37.776683,-122.489908
1372,3420,2750,"1855 27th Avenue","Sunset/Parkside",-122.485020999183,37.7528479692422,1,2016,37.749026,-122.493742
1373,3423,15000,"820 Green Street","Russian Hill",-122.412704290334,37.7990765556295,1,2019,37.800432,-122.417609
1374,3424,34950,"1831 45th Avenue","Sunset/Parkside",-122.504338342019,37.7524083333987,7,2022,37.749026,-122.493742
1375,3429,21209.76,"145 Fell Street","Haight Ashbury/Hayes Valley",-122.420262810195,37.7762513335021,11,2018,37.776425,-122.426235
1376,3430,1e+05,"463 30th Avenue","Outer Richmond",-122.490194875279,37.7805781833856,2,2019,37.776683,-122.489908
1377,3431,80000,"1438 Grove Street","Haight Ashbury/Hayes Valley",-122.440337567943,37.7756610250486,5,2017,37.776425,-122.426235
1378,3434,115000,"3424 24th Street","Mission",-122.421298832515,37.7520977743087,1,2022,37.758338,-122.414678
1379,3436,117000,"3574 17th Street","Mission",-122.425630804759,37.7630997956405,11,2016,37.758338,-122.414678
1380,3437,85500,"3532 23rd Street","Mission",-122.422066182246,37.7536601788901,11,2018,37.758338,-122.414678
1381,3439,37000,"1795 O’farrell Street","Western Addition",-122.434188162345,37.7830829480551,6,2019,37.780587,-122.43451
1382,3441,36000,"52 Pond Street","Castro/Upper Market",-122.432246073465,37.7634514132476,12,2017,37.758812,-122.435644
1383,3442,16000,"1636 48th Avenue","Sunset/Parkside",-122.507734226016,37.7558971783603,12,2017,37.749026,-122.493742
1384,3443,27500,"755 Green Street","Chinatown",-122.411621006322,37.7991586920985,2,2020,37.795073,-122.40635
1385,3448,33800,"1759 30th Avenue","Sunset/Parkside",-122.488362065739,37.7545030832068,6,2022,37.749026,-122.493742
1386,3449,50639.36,"2050 31st Avenue","Sunset/Parkside",-122.488979466211,37.7489996361825,5,2017,37.749026,-122.493742
1387,3450,15000,"20 Precita Avenue","Bernal Heights",-122.418911342326,37.7467313097037,11,2018,37.741391,-122.414033
1388,3451,60000,"1362 23rd Avenue","Sunset/Parkside",-122.481307231261,37.7622257668588,11,2021,37.749026,-122.493742
1389,3453,34962.87,"148 08th Avenue","Inner Richmond",-122.466742861122,37.7856654096517,10,2018,37.778849,-122.468955
1390,3455,50000,"567 02nd Avenue","Inner Richmond",-122.459818585061,37.7780694290316,9,2021,37.778849,-122.468955
1391,3459,25000,"1237 Masonic Avenue","Haight Ashbury/Hayes Valley",-122.445318979917,37.7698394034059,4,2016,37.76991,-122.447678
1392,3462,48500,"237 Jersey Street","Glen Park/Noe Valley",-122.430431772492,37.7506890974752,1,2016,37.747095,-122.431421
1393,3468,52500,"1823 Steiner Street","Pacific Heights",-122.435016613349,37.7861356618043,6,2017,37.792182,-122.432784
1394,3469,2e+05,"846 Greenwich Street","Russian Hill",-122.413552324203,37.8018396674464,12,2017,37.800432,-122.417609
1395,3475,10000,"3350 21st Street","Mission",-122.422260135361,37.7568660763847,1,2021,37.758338,-122.414678
1396,3476,32000,"1336 Shotwell Street","Bernal Heights",-122.414932646455,37.747884544558,5,2015,37.741391,-122.414033
1397,3477,6000,"4211 26th Street","Glen Park/Noe Valley",-122.434096393124,37.7480554606696,7,2016,37.747095,-122.431421
1398,3486,101200,"1219 York Street","Mission",-122.408134871889,37.7525094778491,10,2020,37.758338,-122.414678
1399,3489,19215,"149 States Street","Castro/Upper Market",-122.439046695185,37.7634382263599,8,2021,37.758812,-122.435644
1400,3491,19000,"1864 09th Avenue","Inner Sunset",-122.465559038971,37.7535297236643,11,2021,37.762068,-122.467189
1401,3492,19500,"1035 Dolores Street","Mission",-122.425157971702,37.7528677894538,4,2016,37.758338,-122.414678
1402,3493,17000,"1324 08th Avenue","Inner Sunset",-122.465189064582,37.7635883184341,3,2019,37.762068,-122.467189
1403,3495,17500,"1177 California Street","Nob Hill",-122.413683729765,37.7914499176847,9,2016,37.793044,-122.414461
1404,3497,26567.79,"1705 Octavia Street","Pacific Heights",-122.426950442543,37.7880477304191,4,2019,37.792182,-122.432784
1405,3504,23676,"334 San Miguel Street","Oceanview/Merced/Ingleside",-122.448771982176,37.7194130774985,11,2017,37.718959,-122.462039
1406,3505,35000,"2577 San Jose Avenue","Oceanview/Merced/Ingleside",-122.449301154432,37.7174536993297,11,2018,37.718959,-122.462039
1407,3508,31136.5,"558 Sanchez Street","Castro/Upper Market",-122.430525672638,37.7601669929328,7,2021,37.758812,-122.435644
1408,3514,5000,"1 scott Street","Haight Ashbury/Hayes Valley",-122.43495807069,37.7692034020603,10,2018,37.76991,-122.447678
1409,3517,65000,"3649 Market Street","Twin Peaks",-122.441270974692,37.755427553515,11,2017,37.753375,-122.445652
1410,3521,12500,"542 Page Street","Haight Ashbury/Hayes Valley",-122.429727114301,37.7731880417124,6,2021,37.776425,-122.426235
1411,3522,65000,"517 23rd Avenue","Outer Richmond",-122.482473849445,37.7779015322305,8,2019,37.776683,-122.489908
1412,3525,29050,"250 Wilde Avenue","Visitacion Valley",-122.401629346154,37.7162174987642,6,2017,37.713141,-122.408825
1413,3526,30000,"120 Day Street","Glen Park/Noe Valley",-122.424858398617,37.7430345836471,3,2018,37.747095,-122.431421
1414,3530,70000,"948 Huron Avenue","Excelsior/Outer Mission",-122.452602502156,37.7097324632587,10,2018,37.709585,-122.455082
1415,3531,11200,"2967 Mission Street","Mission",-122.418167329054,37.7496013592918,2,2018,37.758338,-122.414678
1416,3532,7500,"1373 46th Avenue","Sunset/Parkside",-122.506013048585,37.7609637045202,9,2021,37.749026,-122.493742
1417,3533,66000,"160 Buena Vista Terrace","Castro/Upper Market",-122.438479954429,37.7665734170978,2,2019,37.758812,-122.435644
1418,3538,140000,"373 Lexington Street","Mission",-122.420366778542,37.7574216335263,12,2021,37.758338,-122.414678
1419,3542,45068.8,"138 26th Avenue","Seacliff",-122.486274003457,37.7868255717159,11,2015,37.785975,-122.489522
1420,3552,45000,"310 Delano Avenue","Excelsior/Outer Mission",-122.442603810883,37.7242381445539,6,2019,37.709585,-122.455082
1421,3553,25000,"212 Silliman Street","Portola",-122.407298693591,37.7306955931248,10,2018,37.72647,-122.407642
1422,3558,15000,"4640 Balboa Street","Outer Richmond",-122.50849613526,37.7752367093971,3,2016,37.776683,-122.489908
1423,3560,50000,"1530 Hayes Street","Lone Mountain/USF",-122.441675876767,37.7745297319692,8,2020,37.777975,-122.452816
1424,3562,8000,"304 Holloway Avenue","Oceanview/Merced/Ingleside",-122.456300681154,37.7218774289744,3,2022,37.718959,-122.462039
1425,3563,22600,"475 Hamilton Street","Portola",-122.409148812738,37.7252350783581,7,2021,37.72647,-122.407642
1426,3565,70000,"4330 20th Street","Castro/Upper Market",-122.436006074959,37.7576437764162,10,2017,37.758812,-122.435644
1427,3568,13000,"138 Trumbull Street","Excelsior/Outer Mission",-122.427504062393,37.7308123784476,8,2015,37.7223,-122.431224
1428,3569,14200,"109 Lake Merced Hill Street South","Lakeshore",-122.483847145665,37.7098900608883,1,2018,37.71872,-122.477916
1429,3571,25000,"909 Haight Street","Haight Ashbury/Hayes Valley",-122.437283042643,37.7712165644573,6,2016,37.76991,-122.447678
1430,3572,10000,"625 Scott Street","Haight Ashbury/Hayes Valley",-122.436231345164,37.7754801804025,6,2019,37.776425,-122.426235
1431,3574,50000,"318 Vernon Street","Oceanview/Merced/Ingleside",-122.468019020173,37.7182865343902,11,2017,37.718959,-122.462039
1432,3576,130000,"1967 Oak Street","Haight Ashbury/Hayes Valley",-122.451678221217,37.7713024381941,4,2019,37.76991,-122.447678
1433,3577,33000,"824 Church Street","Castro/Upper Market",-122.428054209931,37.7576652349468,12,2017,37.758812,-122.435644
1434,3585,18000,"324 Connecticut Street","Potrero Hill",-122.397507560988,37.7621650284915,4,2019,37.759056,-122.398618
1435,3587,40000,"1559 Mckinnon Avenue","Bayview Hunters Point",-122.388485450115,37.7354080372487,5,2022,37.730696,-122.388515
1436,3595,112000,"906 Lake Street","Inner Richmond",-122.469154680123,37.7865075095816,5,2021,37.778849,-122.468955
1437,3597,22500,"1459 41st Avenue","Sunset/Parkside",-122.500537998469,37.7595761075243,4,2018,37.749026,-122.493742
1438,3598,90000,"932 Page Street","Haight Ashbury/Hayes Valley",-122.436166675737,37.7723746298009,2,2022,37.76991,-122.447678
1439,3600,17750,"126 Baker Street","Haight Ashbury/Hayes Valley",-122.440584379641,37.7720778207007,7,2017,37.76991,-122.447678
1440,3601,50400,"542 Clayton Street","Haight Ashbury/Hayes Valley",-122.448663894071,37.7703275391397,7,2015,37.76991,-122.447678
1441,3604,53000,"30 Romain Street","Twin Peaks",-122.438932452303,37.7560320735578,2,2019,37.753375,-122.445652
1442,3608,1394.86,"855 Pine Street","Nob Hill",-122.409879998236,37.7909539236309,7,2019,37.793044,-122.414461
1443,3609,5600,"3768 Fillmore Street","Marina",-122.437248430135,37.8059143742321,3,2016,37.802877,-122.436969
1444,3610,70700,"1461 Page Street","Haight Ashbury/Hayes Valley",-122.444859100615,37.7712072137206,2,2022,37.76991,-122.447678
1445,3611,70000,"2267 15th Street","Castro/Upper Market",-122.434719568715,37.7657516506204,8,2015,37.758812,-122.435644
1446,3618,142517,"276 Day Street","Glen Park/Noe Valley",-122.428262593132,37.7428298059599,12,2016,37.747095,-122.431421
1447,3620,20000,"381 Harkness Avenue","Visitacion Valley",-122.404450207742,37.7177647074071,1,2016,37.713141,-122.408825
1448,3624,40000,"26 Hill Street","Mission",-122.421656859634,37.7560975911871,6,2017,37.758338,-122.414678
1449,3625,55000,"2484 Great Highway","Sunset/Parkside",-122.506703436409,37.7401525858186,8,2021,37.749026,-122.493742
1450,3627,46550,"1479 32nd Avenue","Sunset/Parkside",-122.490871513676,37.7596557410794,2,2022,37.749026,-122.493742
1451,3630,45000,"1203 23rd Avenue","Sunset/Parkside",-122.481579483938,37.765138229574,9,2020,37.749026,-122.493742
1452,3632,49555.66,"3036 Fulton Street","Inner Richmond",-122.464187853615,37.7736021980512,10,2019,37.778849,-122.468955
1453,3636,15261.92,"206 03rd Avenue","Inner Richmond",-122.461302269964,37.7847698905913,8,2018,37.778849,-122.468955
1454,3637,50000,"567 Haight Street","Haight Ashbury/Hayes Valley",-122.431519731999,37.771949363665,3,2022,37.776425,-122.426235
1455,3638,86940,"22 Museum Way","Castro/Upper Market",-122.441004995967,37.7650634141805,4,2016,37.758812,-122.435644
1456,3640,38000,"1642 Palou Avenue","Bayview Hunters Point",-122.391749395581,37.7344872564232,8,2016,37.730696,-122.388515
1457,3641,NA,"521 Noe Street","Castro/Upper Market",-122.432739925885,37.7606912735912,2,2020,37.758812,-122.435644
1458,3645,15000,"2655 Bush Street","Pacific Heights",-122.440975104755,37.7860425684999,5,2022,37.792182,-122.432784
1459,3649,13000,"2269 Sacramento Street","Pacific Heights",-122.430197781793,37.7902992993842,8,2018,37.792182,-122.432784
1460,3652,48000,"3084 Market Street","Castro/Upper Market",-122.443157694974,37.7608461194455,8,2019,37.758812,-122.435644
1461,3655,60000,"1264 Page Street","Haight Ashbury/Hayes Valley",-122.441602594816,37.771679207828,2,2019,37.76991,-122.447678
1462,3657,48590,"1200 Sacramento Street","Nob Hill",-122.412780384581,37.7925696661316,1,2021,37.793044,-122.414461
1463,3658,23944.21,"530 scott Street","Haight Ashbury/Hayes Valley",-122.435984670941,37.7746048791209,1,2022,37.776425,-122.426235
1464,3659,45000,"2287 43rd Avenue","Sunset/Parkside",-122.50160417997,37.7440839882025,10,2015,37.749026,-122.493742
1465,3663,25000,"1741 Greenwich Street","Marina",-122.42834512141,37.799887540861,10,2020,37.802877,-122.436969
1466,3666,1e+05,"827 Corbett Avenue","Twin Peaks",-122.443225000267,37.7535469767646,5,2020,37.753375,-122.445652
1467,3667,12000,"2334 Funston Avenue","West of Twin Peaks",-122.469220300204,37.7444611322152,12,2019,37.737955,-122.460363
1468,3669,25000,"505 26th Avenue","Outer Richmond",-122.485843049514,37.7798803241399,6,2021,37.776683,-122.489908
1469,3670,18000,"3661 19th Street","Mission",-122.424986991314,37.759864669257,8,2018,37.758338,-122.414678
1470,3671,25937.5,"385 Leland Avenue","Visitacion Valley",-122.411368573731,37.7136061260078,10,2016,37.713141,-122.408825
1471,3672,20000,"3475 26th Street","Mission",-122.419904361418,37.7489124644709,3,2020,37.758338,-122.414678
1472,3674,60000,"1336 South Van Ness Avenue","Mission",-122.416252313284,37.7517634107228,3,2022,37.758338,-122.414678
1473,3675,36530.24,"2414 47th Avenue","Sunset/Parkside",-122.505646937404,37.7413931173934,9,2016,37.749026,-122.493742
1474,3677,45000,"2201 California Street","Pacific Heights",-122.43067093732,37.789288496538,1,2019,37.792182,-122.432784
1475,3678,10476.7,"435 Laidley Street","Glen Park/Noe Valley",-122.429982411789,37.7365974062977,9,2017,37.735976,-122.434464
1476,3680,27000,"73 Alpha Street","Visitacion Valley",-122.40328755752,37.71486353264,9,2018,37.713141,-122.408825
1477,3681,22500,"2056 VAllejo Street","Marina",-122.431125433189,37.795767537338,3,2022,37.802877,-122.436969
1478,3682,40000,"100 San Marcos Avenue","West of Twin Peaks",-122.463735097238,37.7466850612525,12,2021,37.737955,-122.460363
1479,3685,7500,"1010 Hyde Street","Nob Hill",-122.417217649411,37.7902198617252,10,2020,37.793044,-122.414461
1480,3688,30200,"743 47th Avenue","Outer Richmond",-122.508012306481,37.7744157999631,10,2021,37.776683,-122.489908
1481,3691,36205,"227 Winfield Street","Bernal Heights",-122.419068119543,37.7418135728564,7,2015,37.741391,-122.414033
1482,3692,41021.84,"3220 23rd Street","Mission",-122.416903305738,37.7539711512705,5,2022,37.758338,-122.414678
1483,3696,20155,"1185 South Van Ness Avenue","Mission",-122.416420774217,37.7542675790163,4,2020,37.758338,-122.414678
1484,3698,47000,"3270 21st Street","Mission",-122.420564857898,37.75696812134,2,2020,37.758338,-122.414678
1485,3701,78452.96,"198 Downey Street","Haight Ashbury/Hayes Valley",-122.446834868808,37.7654350212858,7,2021,37.76991,-122.447678
1486,3703,45000,"1141 Church Street","Glen Park/Noe Valley",-122.427503686917,37.7526791003569,10,2016,37.747095,-122.431421
1487,3705,12000,"4740 Balboa Street","Outer Richmond",-122.509567490221,37.7751876717081,8,2019,37.776683,-122.489908
1488,3706,8950,"12 College Terrace","Bernal Heights",-122.425940093103,37.7344071665548,2,2016,37.741391,-122.414033
1489,3708,17857.5,"1819 Golden Gate Avenue","Western Addition",-122.440595505021,37.7784417084704,4,2018,37.780587,-122.43451
1490,3709,25000,"1831 Union Street","Marina",-122.429468848216,37.7978340974644,6,2016,37.802877,-122.436969
1491,3710,65000,"725 Treat Avenue","Mission",-122.413537183442,37.7585315210961,3,2022,37.758338,-122.414678
1492,3713,50000,"1440 15th Avenue","Inner Sunset",-122.472583802295,37.7611118469912,11,2016,37.762068,-122.467189
1493,3715,35000,"2327 Taraval Street","Sunset/Parkside",-122.491041986511,37.742353288439,5,2022,37.749026,-122.493742
1494,3719,50000,"3061 24th Street","Mission",-122.41320736201,37.752537281769,4,2020,37.758338,-122.414678
1495,3723,75000,"1473 Church Street","Glen Park/Noe Valley",-122.42698863299,37.7473290426637,9,2015,37.747095,-122.431421
1496,3734,51090,"898 22nd Street","Potrero Hill",-122.39011270005,37.757864561851,11,2017,37.759056,-122.398618
1497,3735,30000,"375 South Van Ness Avenue","Mission",-122.417667583538,37.7672499583775,2,2016,37.758338,-122.414678
1498,3738,9168.39,"1460 Golden Gate Avenue","Western Addition",-122.434596584403,37.7792610352959,3,2019,37.780587,-122.43451
1499,3743,10000,"687 Huron Avenue","Excelsior/Outer Mission",-122.449212284418,37.7123196039558,6,2021,37.709585,-122.455082
1500,3745,60000,"1127 Hampshire Street","Mission",-122.407381929411,37.7540468052349,7,2020,37.758338,-122.414678
1501,3747,22400,"1212 Ortega Street","Sunset/Parkside",-122.476530383953,37.752400695827,2,2021,37.749026,-122.493742
1502,3751,40000,"790 Kansas Street","Potrero Hill",-122.40311262377,37.7597992447183,12,2017,37.759056,-122.398618
1503,3754,3500,"15 Red Rock Way","Glen Park/Noe Valley",-122.441575700484,37.7465087004988,7,2015,37.747095,-122.431421
1504,3756,80000,"1455 South Van Ness Avenue","Mission",-122.416003470622,37.7499062171029,2,2019,37.758338,-122.414678
1505,3759,30000,"831 Hampshire Street","Potrero Hill",-122.407835716702,37.7587916759317,6,2018,37.759056,-122.398618
1506,3761,NA,"2999 California Street","Pacific Heights",-122.443648999263,37.7876396728243,11,2020,37.792182,-122.432784
1507,3763,18000,"958 Madrid Street","Excelsior/Outer Mission",-122.437527979629,37.7154085206011,11,2021,37.7223,-122.431224
1508,3768,18500,"49 Hopkins Avenue","Twin Peaks",-122.444204265254,37.7529734043401,5,2017,37.753375,-122.445652
1509,3769,22428,"831 Brussels Street","Portola",-122.403375849157,37.7219043921497,7,2019,37.72647,-122.407642
1510,3770,12325.62,"734 Bush Street","Nob Hill",-122.409410459008,37.7901146178976,1,2020,37.793044,-122.414461
1511,3772,10000,"226 06th Street","Financial District/South Beach/SOMA",-122.406795094905,37.7794039904598,9,2020,37.779527,-122.405727
1512,3775,52900,"252 10th Avenue","Inner Richmond",-122.468747585971,37.7836406638641,6,2019,37.778849,-122.468955
1513,3777,35000,"647 19th Avenue","Outer Richmond",-122.478017617219,37.7757176196829,3,2021,37.776683,-122.489908
1514,3778,20000,"233 Chestnut Street","North Beach",-122.407323159397,37.8044411218583,7,2015,37.799254,-122.407458
1515,3780,23000,"426 Vallejo Street","North Beach",-122.404472566442,37.799152773348,2,2016,37.799254,-122.407458
1516,3781,25000,"1754 Mission Street","Mission",-122.420071729499,37.7689332725112,4,2021,37.758338,-122.414678
1517,3786,25000,"118 Albion Street","Mission",-122.422868973936,37.7645318736061,7,2021,37.758338,-122.414678
1518,3790,15000,"1516 Jones Street","Nob Hill",-122.414846691643,37.7952024690683,10,2018,37.793044,-122.414461
1519,3794,55000,"220 16th Avenue","Outer Richmond",-122.475318518186,37.7838926746745,4,2016,37.776683,-122.489908
1520,3799,48400,"3828 cesar chavez Street","Glen Park/Noe Valley",-122.425483144107,37.7478209297595,9,2015,37.747095,-122.431421
1521,3801,62654,"1163 South van ness Avenue","Mission",-122.416451295116,37.7545865386584,12,2018,37.758338,-122.414678
1522,3802,80000,"2447 Franklin Street","Marina",-122.42538560023,37.796922568249,4,2015,37.802877,-122.436969
1523,3804,19153,"216 Richland Avenue","Bernal Heights",-122.42260308976,37.7358774333339,7,2015,37.741391,-122.414033
1524,3805,6300,"147 Maynard Street","Excelsior/Outer Mission",-122.427223702272,37.7293691307245,11,2017,37.7223,-122.431224
1525,3811,28400,"155 Wood Street","Lone Mountain/USF",-122.448954880971,37.7814732761649,6,2018,37.777975,-122.452816
1526,3818,25000,"2355 Leavenworth Street","Russian Hill",-122.418113168165,37.8027076816649,2,2022,37.800432,-122.417609
1527,3823,1e+05,"182 Avila Street","Marina",-122.440703174908,37.802349613257,12,2021,37.802877,-122.436969
1528,3828,18300,"6038 Geary Boulevard","Outer Richmond",-122.484115921256,37.7802232129929,10,2021,37.776683,-122.489908
1529,3833,600,"776 Stanyan Street","Haight Ashbury/Hayes Valley",-122.453231794157,37.7677539183189,10,2016,37.76991,-122.447678
1530,3834,26000,"253 Chattanooga Street","Glen Park/Noe Valley",-122.426380692819,37.7525292026545,5,2017,37.747095,-122.431421
1531,3835,23000,"1660 Beach Street","Marina",-122.436552440696,37.8046367258599,1,2016,37.802877,-122.436969
1532,3837,7200,"1144 Pine Street","Nob Hill",-122.414464347275,37.7904274196828,10,2016,37.793044,-122.414461
1533,3838,8000,"43 Noe Street","Castro/Upper Market",-122.433479980104,37.7684367559155,5,2018,37.758812,-122.435644
1534,3839,1e+05,"3655 16th Street","Castro/Upper Market",-122.434308045803,37.7641419960091,6,2022,37.758812,-122.435644
1535,3841,12562,"2554 Pine Street","Pacific Heights",-122.437849618191,37.7874511965614,5,2018,37.792182,-122.432784
1536,3842,17000,"225 11th Avenue","Inner Richmond",-122.469917934575,37.7840720769186,8,2019,37.778849,-122.468955
1537,3844,60000,"1000 North point Street","Russian Hill",-122.423785818973,37.8053043555739,1,2021,37.800432,-122.417609
1538,3845,60000,"1670 Clay Street","Russian Hill",-122.42055169091,37.7924809483578,10,2017,37.800432,-122.417609
1539,3846,11000,"124 Waverly Place","Chinatown",-122.406854047334,37.7944679752075,4,2018,37.795073,-122.40635
1540,3848,30000,"973 Sanchez Street","Glen Park/Noe Valley",-122.429826565164,37.7535770439469,10,2016,37.747095,-122.431421
1541,3849,3660,"1520 Taylor Street","Nob Hill",-122.413396501934,37.7963446546047,4,2021,37.793044,-122.414461
1542,3850,75000,"1574 Church Street","Glen Park/Noe Valley",-122.426903921955,37.7457017327896,9,2018,37.747095,-122.431421
1543,3853,16812.53,"2751 Clay Street","Pacific Heights",-122.438337801364,37.7901633047044,6,2016,37.792182,-122.432784
1544,3854,0,"340 06th Street","Financial District/South Beach/SOMA",-122.40494502986,37.7779265678126,6,2021,37.779527,-122.405727
1545,3856,25000,"2935 Pacheco Street","Sunset/Parkside",-122.49163020436,37.7498079118033,5,2015,37.749026,-122.493742
1546,3857,8000,"3320 Scott Street","Marina",-122.44120666766,37.800443012273,9,2016,37.802877,-122.436969
1547,3858,19390,"1860 Stockton Street","North Beach",-122.40965195817,37.8028636931153,9,2016,37.799254,-122.407458
1548,3861,30000,"1327 05th Avenue","Inner Sunset",-122.462040328535,37.763692029275,10,2018,37.762068,-122.467189
1549,3862,54000,"258 Guerrero Street","Mission",-122.42441766457,37.767074643943,6,2015,37.758338,-122.414678
1550,3863,45600,"1390 Hampshire Street","Mission",-122.40704361855,37.7499015107915,8,2021,37.758338,-122.414678
1551,3865,45000,"871 Rhode Island Street","Potrero Hill",-122.401974763047,37.7588119349638,7,2018,37.759056,-122.398618
1552,3866,20000,"432 HUGO Street","Inner Sunset",-122.462500228342,37.7651764314258,2,2018,37.762068,-122.467189
1553,3869,20000,"242 San Jose Avenue","Mission",-122.421573509834,37.7513523319724,11,2015,37.758338,-122.414678
1554,3870,11780,"165 Pope Street","Excelsior/Outer Mission",-122.440787502465,37.7131322236645,5,2016,37.7223,-122.431224
1555,3872,21400,"792 19th Avenue","Outer Richmond",-122.477759959447,37.7730633313472,9,2016,37.776683,-122.489908
1556,3873,52090.66,"1338 Stevenson Street","Mission",-122.421728872374,37.7709560328994,8,2018,37.758338,-122.414678
1557,3874,115000,"448 31st Avenue","Outer Richmond",-122.491213390196,37.7807849929472,3,2022,37.776683,-122.489908
1558,3876,1500,"2210 Jackson Street","Pacific Heights",-122.431539603988,37.7928877250012,7,2018,37.792182,-122.432784
1559,3878,15250,"207 King Street","Mission Bay",-122.391824965397,37.7778858746202,7,2020,37.770674,-122.392015
1560,3880,60000,"7420 Geary Boulevard","Outer Richmond",-122.498957007242,37.7795343880393,1,2021,37.776683,-122.489908
1561,3884,28000,"78 Lee Avenue","Oceanview/Merced/Ingleside",-122.454071930651,37.719602313363,4,2017,37.718959,-122.462039
1562,3885,5890,"1743 35th Avenue","Sunset/Parkside",-122.49374040302,37.7545417135768,6,2016,37.749026,-122.493742
1563,3887,6083.76,"597 Dolores Street","Mission",-122.425836035664,37.7599300192099,9,2015,37.758338,-122.414678
1564,3892,120000,"350 San Carlos Street","Mission",-122.419811000121,37.7577748939247,7,2016,37.758338,-122.414678
1565,3895,26000,"2111 18th Street","Potrero Hill",-122.403491254926,37.7621376843079,4,2021,37.759056,-122.398618
1566,3900,145000,"1375 Dolores Street","Glen Park/Noe Valley",-122.424622465226,37.7474440129648,8,2021,37.747095,-122.431421
1567,3901,35000,"3456 19th Street","Mission",-122.420504883933,37.7601897473666,12,2020,37.758338,-122.414678
1568,3902,10000,"686 03rd Avenue","Inner Richmond",-122.460661527395,37.7758195364663,12,2019,37.778849,-122.468955
1569,3905,30000,"1242 Jones Street","Nob Hill",-122.414393152458,37.7929509638403,3,2018,37.793044,-122.414461
1570,3907,80000,"3542 24TH Street","Mission",-122.422177186216,37.752045543816,11,2015,37.758338,-122.414678
1571,3910,36000,"1079 Alabama Street","Mission",-122.41113557512,37.7546736212758,8,2021,37.758338,-122.414678
1572,3911,114053.6,"524 Steiner Street","Haight Ashbury/Hayes Valley",-122.432501950346,37.7740405614731,5,2022,37.776425,-122.426235
